category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability
stationery,cancelleria,astuccio,ASTUCCIO_cassetta,cassetta,1,10,10,10.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_vaso,vaso,1,11,11,11.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_giuggiole,giuggiole,1,12,12,12.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_bollitore,bollitore,1,13,13,13.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_cratere,cratere,1,14,14,14.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tegame,tegame,1,15,15,15.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_cazzotto,cazzotto,1,16,16,16.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_cippo,cippo,1,17,17,17.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_vaso funerario,vaso funerario,1,18,18,18.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_urna,urna,1,19,19,19.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_caldaro,caldaro,1,20,20,20.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_piastra,piastra,1,21,21,21.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di sigaretti,cassetta di sigaretti,1,22,22,22.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tazza da caffè,tazza da caffè,1,23,23,23.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tazza da tè,tazza da tè,1,24,24,24.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tazza da succo,tazza da succo,1,25,25,25.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tazza da vino,tazza da vino,1,26,26,26.0,0.0,1.0,1,0.10026
stationery,cancelleria,astuccio,ASTUCCIO_tazza da birra,tazza da birra,1,27,27,27.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_martello,martello,1,1,1,1.0,1.0,1.0,1,1.0
hobbies,passatempi,attrezzo,ATTREZZO_scala,scala,1,2,2,2.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_chiavetta,chiavetta,1,3,3,3.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_ruota spia,ruota spia,1,4,4,4.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinzette,pinzette,1,5,5,5.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_coltello da cucina,coltello da cucina,1,6,6,6.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_chiaviera,chiaviera,1,7,7,7.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_clichetto,clichetto,1,8,8,8.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_tazza a mano,tazza a mano,1,9,9,9.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_setaccio,setaccio,1,10,10,10.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza,pinza,1,11,11,11.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_vite,vite,1,12,12,12.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_ruota da bici,ruota da bici,1,13,13,13.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_martello da gioielli,martello da gioielli,1,14,14,14.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_compasso,compasso,1,15,15,15.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_ruota da scorrere,ruota da scorrere,1,16,16,16.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tenere,pinza da tenere,1,17,17,17.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tagliare,pinza da tagliare,1,18,18,18.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da saldare,pinza da saldare,1,19,19,19.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tenere calda,pinza da tenere calda,1,20,20,20.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tenere fredda,pinza da tenere fredda,1,21,21,21.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tenere umida,pinza da tenere umida,1,22,22,22.0,0.0,1.0,1,0.10026
hobbies,passatempi,attrezzo,ATTREZZO_pinza da tenere asciutta,pinza da tenere asciutta,1,23,23,23.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus urbano,urbano,1,1,1,1.0,1.0,1.0,1,1.0
vehicles,veicoli,autobus,AUTOBUS_autobus interurbano,interurbano,1,2,2,2.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus scolastico,scolastico,1,3,3,3.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus extraurbano,extraurbano,1,4,4,4.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus a pianale alto,a pianale alto,1,5,5,5.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus a pianale basso,a pianale basso,1,6,6,6.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus artico,artico,1,7,7,7.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus intercity,intercity,1,8,8,8.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus turistico,turistico,1,9,9,9.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus scuola,scuola,1,10,10,10.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus espresso,espresso,1,11,11,11.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus a ponte levatoio,a ponte levatoio,1,12,12,12.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus ortopedico,ortopedico,1,13,13,13.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus speciale,speciale,1,14,14,14.0,0.0,1.0,1,0.10026
vehicles,veicoli,autobus,AUTOBUS_autobus elicottero,elicottero,1,15,15,15.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_berlina,berlina,1,1,1,1.0,1.0,1.0,1,1.0
vehicles,veicoli,automobile,AUTOMOBILE_monoposto,monoposto,1,2,2,2.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_sedan,sedan,1,3,3,3.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_sport utility vehicle,sport utility vehicle,1,4,4,4.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_pick-up,pick-up,1,5,5,5.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_minivan,minivan,1,6,6,6.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_cabriolet,cabriolet,1,7,7,7.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_coupé,coupé,1,8,8,8.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_moto,moto,1,9,9,9.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_furgone,furgone,1,10,10,10.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_camper,camper,1,11,11,11.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_limousine,limousine,1,12,12,12.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_roadster,roadster,1,13,13,13.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_concept car,concept car,1,14,14,14.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_quadricycle,quadricycle,1,15,15,15.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_electric vehicle,electric vehicle,1,16,16,16.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus,autobus,1,17,17,17.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_camion,camion,1,18,18,18.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_trattore,trattore,1,19,19,19.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_trenino ferroviario,trenino ferroviario,1,20,20,20.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus scuola,autobus scuola,1,21,21,21.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus artico,autobus artico,1,22,22,22.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus a ponte,autobus a ponte,1,23,23,23.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus a pianale,autobus a pianale,1,24,24,24.0,0.0,1.0,1,0.10026
vehicles,veicoli,automobile,AUTOMOBILE_autobus a ponte ribassato,autobus a ponte ribassato,1,25,25,25.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_doccia,doccia,1,1,1,1.0,1.0,1.0,1,1.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno,vasca da bagno,1,2,2,2.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_bagno turco,turco,1,3,3,3.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_sauna,sauna,1,4,4,4.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_bidet,bidet,1,5,5,5.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca idromassaggio,vasca idromassaggio,1,6,6,6.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina,vasca da piscina,1,7,7,7.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da fiori,vasca da fiori,1,8,8,8.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina outdoor,vasca da piscina outdoor,1,9,9,9.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina inflabile,vasca da piscina inflabile,1,10,10,10.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina plastica,vasca da piscina plastica,1,11,11,11.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina per gatti,vasca da piscina per gatti,1,12,12,12.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da piscina per pesci,vasca da piscina per pesci,1,13,13,13.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno per bambini,vasca da per bambini,1,14,14,14.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno portatile,vasca da portatile,1,15,15,15.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno con giacuzzi,vasca da con giacuzzi,1,16,16,16.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno con idromassaggio,vasca da con idromassaggio,1,17,17,17.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vasca da bagno con aeromassaggio,vasca da con aeromassaggio,1,18,18,18.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,bagno,BAGNO_vas,vas,1,19,19,19.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_terrazzo,terrazzo,1,1,1,1.0,1.0,1.0,1,1.0
housing buildings,edifici residenziali,balcone,BALCONE_loggia,loggia,1,2,2,2.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_veranda,veranda,1,3,3,3.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_ponteggio,ponteggio,1,4,4,4.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_soprapporte,soprapporte,1,5,5,5.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone panoramico,panoramico,1,6,6,6.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di fronte,di fronte,1,7,7,7.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone retrostante,retrostante,1,8,8,8.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di angolo,di angolo,1,9,9,9.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di palazzo,di palazzo,1,10,10,10.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di mansarda,di mansarda,1,11,11,11.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ringhiera,di ringhiera,1,12,12,12.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro,di vetro,1,13,13,13.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di legno,di legno,1,14,14,14.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro,di ferro,1,15,15,15.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro rotondo,di vetro rotondo,1,16,16,16.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro aperto,di vetro aperto,1,17,17,17.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro chiuso,di vetro chiuso,1,18,18,18.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro slanciato,di vetro slanciato,1,19,19,19.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro a bifora,di vetro a bifora,1,20,20,20.0,0.0,1.0,1,0.10026
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro a tr,di vetro a tr,1,21,21,21.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico comune,comune,1,1,1,1.0,1.0,1.0,1,1.0
plants,piante,basilico,BASILICO_basilico sacro,sacro,1,2,2,2.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico thai,thai,1,3,3,3.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico messicano,messicano,1,4,4,4.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico cinese,cinese,1,5,5,5.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico cubano,cubano,1,6,6,6.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico di giacobbe,di giacobbe,1,7,7,7.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico di lime,di lime,1,8,8,8.0,0.0,1.0,1,0.10026
plants,piante,basilico,BASILICO_basilico di thai rosso,di thai rosso,1,9,9,9.0,0.0,1.0,1,0.10026
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da vino,da vino,1,1,1,1.0,1.0,1.0,1,1.0
