Unnamed: 0,category,concept_eng,concept,n_concept,n_concept_list,list,exemplar,count,avg_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,outliers,classif,n_exemplars,llama3.1,llama3.2,mistral,llava,idefics2,nemo,llama3.1-70b,mixtral
21,ANIMALS,dog,CANE,23,13,6,CANE_mastino,4,9.5,0.125,3,17,0.0,0.0070731187806667,0.047188178999419,False,many_exemplars,31,6.29784631729126,6.518924236297607,8.160185813903809,7.040802955627441,5.114792823791504,8.133855819702148,5.993556022644043,10.53664779663086
19,ANIMALS,dog,CANE,23,13,6,CANE_maltese,5,9.2,0.15625,5,15,0.0,0.0047928058429117,0.0469320300554529,False,many_exemplars,31,6.077254295349121,6.250925540924072,8.008757591247559,6.783813953399658,5.1710381507873535,8.222171783447266,5.902310371398926,9.044960021972656
18,ANIMALS,dog,CANE,23,13,6,CANE_levriero,5,10.8,0.15625,7,14,0.0,0.0013419589408346,0.0300913752967291,False,many_exemplars,31,6.153014659881592,6.281160354614258,8.248491287231445,7.007093906402588,5.484521389007568,7.630982875823975,5.864696025848389,9.482131958007812
43,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_riccio,19,2.631578947368421,0.59375,1,9,0.25,0.4974950348259664,0.4257682323024839,False,many_exemplars,18,6.277758598327637,6.454346656799316,9.833341598510742,7.844545364379883,6.288820266723633,8.891500473022461,5.799935817718506,11.08193588256836
38,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_liscio,20,3.3,0.625,1,10,0.125,0.4938877183261233,0.4080896219521995,False,many_exemplars,18,6.397442817687988,6.471685886383057,8.62739372253418,7.099944591522217,5.661900997161865,7.980812072753906,5.975722312927246,10.90517807006836
33,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_biondo,15,4.333333333333333,0.46875,1,11,0.09375,0.2909318349600177,0.2489123896434411,False,many_exemplars,18,6.16616153717041,6.432005882263184,9.232414245605469,7.205953598022461,5.871269226074219,7.837438106536865,5.860161781311035,9.866097450256348
41,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_mosso,10,4.7,0.3125,2,12,0.0,0.1513032678652041,0.1687594344314456,False,many_exemplars,18,6.546512603759766,6.56266975402832,9.716174125671388,7.980564594268799,6.348026752471924,8.820708274841309,6.279933452606201,10.046510696411133
44,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_rosso,13,5.307692307692308,0.40625,3,10,0.0,0.1918649280008593,0.1536121870002291,False,many_exemplars,18,6.415970325469971,6.482146263122559,9.6069917678833,7.625598907470703,6.024539470672607,9.062795639038086,6.135210514068604,11.586442947387695
35,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_castano,11,6.272727272727272,0.34375,2,13,0.0,0.1234186883718579,0.1430983315541602,False,many_exemplars,18,6.479598045349121,6.65182638168335,9.725900650024414,7.971070766448975,6.458800792694092,9.44193172454834,6.326298236846924,9.941742897033691
36,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_corto,6,5.0,0.1875,1,13,0.0625,0.0874637532978581,0.1133127875817133,False,many_exemplars,18,6.277286529541016,6.4785475730896,9.58584690093994,7.456080436706543,6.020717144012451,8.638616561889648,6.078371047973633,10.698284149169922
39,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_lungo,6,5.5,0.1875,1,14,0.03125,0.0641158177417437,0.1042667549243379,False,many_exemplars,18,6.293231964111328,6.402899742126465,8.528338432312012,7.04779577255249,5.563275337219238,8.934439659118652,6.029323577880859,10.588546752929688
37,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_grasso,6,4.0,0.1875,1,8,0.0625,0.0897423872254121,0.1002207360689225,False,many_exemplars,18,6.453323841094971,6.672929763793945,9.689435005187988,7.65514326095581,6.256234169006348,8.88241958618164,6.113430500030518,11.393291473388672
46,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_sottile,7,6.0,0.21875,2,11,0.0,0.0633531135504583,0.0919980941911876,False,many_exemplars,18,6.34716796875,6.46380615234375,9.286832809448242,7.4326629638671875,5.633873462677002,8.33280086517334,5.964284896850586,10.306004524230955
45,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_secco,6,6.0,0.1875,2,13,0.0,0.048499190680692,0.0890392323785979,False,many_exemplars,18,6.521897315979004,6.723867416381836,8.63124942779541,7.157437324523926,5.750192165374756,8.865202903747559,6.195904731750488,10.117347717285156
31,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_berretto,5,2.4,0.15625,1,4,0.0625,0.0878577059540939,0.0791215315787557,False,many_exemplars,18,6.18863582611084,6.280946731567383,8.850178718566895,7.523118495941162,5.602691650390625,8.275185585021973,5.771717071533203,10.295127868652344
47,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_spesso,6,5.5,0.1875,1,10,0.03125,0.0532225112051929,0.0787069837518005,False,many_exemplars,18,6.43537712097168,6.691357135772705,9.563180923461914,7.962300777435303,6.583614826202393,9.241644859313965,6.261885643005371,11.562325477600098
42,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_nero,8,5.875,0.25,2,8,0.0,0.0664137135985325,0.0664137135985325,False,many_exemplars,18,6.456557750701904,6.637747764587402,9.532252311706545,7.880741596221924,6.083869457244873,8.345712661743164,6.0557637214660645,10.226673126220703
34,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_bombetta,4,3.25,0.125,1,5,0.03125,0.0425828149169961,0.0498458957773361,False,many_exemplars,18,6.674719333648682,6.723848819732666,9.464868545532228,7.810179233551025,6.389373302459717,9.092975616455078,6.42195463180542,11.219873428344728
40,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_moro,5,5.4,0.15625,2,8,0.0,0.0264657225192191,0.047689603245287,False,many_exemplars,18,6.4559173583984375,6.59396505355835,9.29666519165039,7.815927505493164,6.006627559661865,8.881277084350586,6.212338924407959,10.58273696899414
48,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_tinto,6,5.5,0.1875,4,8,0.0,0.0288762120298015,0.0475998155023834,False,many_exemplars,18,6.644385814666748,6.587244510650635,9.969079971313477,7.8673415184021,6.4209160804748535,8.936505317687988,6.116941928863525,11.11837100982666
32,BODY PARTS,hair,CAPELLO,25,12,2,CAPELLO_bianco,5,7.6,0.15625,5,10,0.0,0.0054183607912954,0.0315675000949183,False,many_exemplars,18,6.266660690307617,6.417087554931641,8.58282470703125,6.912018775939941,5.518110752105713,8.143394470214844,5.982041358947754,10.340685844421388
56,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_da ginnastica,19,2.0,0.59375,1,13,0.4375,0.5454934558428972,0.5325488723123026,False,many_exemplars,21,6.133752822875977,6.410605430603027,8.485649108886719,6.914646148681641,5.3844428062438965,7.431530952453613,5.752976894378662,9.009262084960938
53,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_col tacco,22,4.045454545454546,0.6875,1,9,0.0625,0.5069868772240056,0.3426831071338104,False,many_exemplars,21,6.588429927825928,6.75885534286499,9.68367862701416,8.047322273254395,6.676559448242188,9.139904975891112,6.309527397155762,10.939406394958496
66,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_sneakers,13,2.384615384615385,0.40625,1,8,0.21875,0.3304866471638606,0.3001004947859133,False,many_exemplars,21,6.165608406066895,6.167449951171875,8.57288932800293,7.011526584625244,5.002668857574463,7.786010265350342,5.853045463562012,9.098847389221191
68,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_stivali,18,4.666666666666667,0.5625,2,8,0.0,0.3540625925287717,0.203458068703094,False,many_exemplars,21,6.004725456237793,6.130690097808838,8.484374046325684,6.867486476898193,5.014244079589844,8.600611686706543,5.620700836181641,8.860313415527344
59,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_elegante,10,4.5,0.3125,1,15,0.03125,0.170498512567302,0.2024677758706981,False,many_exemplars,21,6.308785438537598,6.410435676574707,9.160670280456545,7.43341588973999,5.309896945953369,8.931458473205566,5.888030052185059,9.62673282623291
64,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_sandali,13,6.0,0.40625,3,12,0.0,0.1761109857546035,0.1649227616367982,False,many_exemplars,21,6.338091373443604,6.376766681671143,9.93117618560791,7.763993740081787,5.518620491027832,8.129976272583008,6.096866130828857,8.774209976196289
50,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_ballerine,14,6.428571428571429,0.4375,1,11,0.03125,0.1908990125202369,0.1565060391925132,False,many_exemplars,21,6.1001152992248535,6.371138572692871,8.631070137023926,7.191730499267578,5.33177661895752,8.017231941223145,5.7924418449401855,9.416059494018556
54,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_da calcio,10,7.4,0.3125,2,17,0.0,0.1029615317025688,0.1513964110107879,False,many_exemplars,21,6.220763683319092,6.392800331115723,8.939460754394531,7.553781032562256,6.000361442565918,8.434444427490234,5.886139869689941,11.170108795166016
62,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_mocassino,10,5.1,0.3125,1,10,0.03125,0.145716211248816,0.145716211248816,False,many_exemplars,21,6.031404495239258,6.294119358062744,8.250457763671875,6.703813076019287,4.892451763153076,6.9237260818481445,5.575392723083496,8.735054016113281
63,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_pantofole,8,5.625,0.25,2,12,0.0,0.0879112652999963,0.1173089385330232,False,many_exemplars,21,5.982316970825195,6.270328521728516,8.171826362609863,6.905832290649414,5.090601921081543,7.167407512664795,5.5979413986206055,7.70319938659668
61,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_infradito,9,6.888888888888889,0.28125,3,12,0.0,0.0656367141529186,0.0936576106023275,False,many_exemplars,21,6.128365516662598,6.368113517761231,9.067320823669434,7.363528728485107,6.043008804321289,7.388118267059326,5.718969345092773,9.376051902770996
57,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_da tennis,5,3.6,0.15625,1,9,0.03125,0.068938445103428,0.0929939108783655,False,many_exemplars,21,6.67655611038208,6.742786884307861,9.828314781188965,7.792243480682373,6.405669212341309,9.060423851013184,6.312226295471191,10.896750450134276
55,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_da corsa,5,4.2,0.15625,2,9,0.0,0.0485111620768875,0.0774960504828367,False,many_exemplars,21,6.377798557281494,6.46518611907959,8.544808387756348,7.163267135620117,5.499763011932373,8.139472961425781,5.9093828201293945,10.552655220031738
51,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_bassa,4,5.75,0.125,1,10,0.03125,0.045830455975594,0.0617188686189028,False,many_exemplars,21,6.301304817199707,6.580849647521973,9.70591163635254,7.703248023986816,5.950607776641846,8.790277481079102,6.071542263031006,10.353779792785645
49,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_alta,5,5.6,0.15625,1,9,0.03125,0.0405792364682802,0.0606018736005258,False,many_exemplars,21,6.39537525177002,6.397099494934082,9.479292869567873,7.4732561111450195,5.778743267059326,8.614272117614746,6.037210941314697,11.086586952209473
60,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_espadrillas,5,9.0,0.15625,6,17,0.0,0.0048353372041279,0.0566788520287894,False,many_exemplars,21,6.110485553741455,6.186161518096924,9.167372703552246,7.688311576843262,5.351933002471924,8.053311347961426,5.937005996704102,9.789963722229004
69,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_stringata,4,9.25,0.125,2,16,0.0,0.0146170710516592,0.0469671760921403,False,many_exemplars,21,6.489418029785156,6.621603965759277,9.625137329101562,7.901145935058594,6.077995777130127,9.0726900100708,6.251179218292236,10.906112670898438
58,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_da trekking,4,5.25,0.125,1,8,0.03125,0.0327482628876669,0.0464722516538621,False,many_exemplars,21,6.484822750091553,6.664170742034912,9.054635047912598,7.590052127838135,5.781179904937744,8.493273735046387,6.086667060852051,10.361719131469728
67,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_stivaletti,5,9.8,0.15625,4,14,0.0,0.006708635629505,0.0413894174462931,False,many_exemplars,21,5.962199687957764,6.126351356506348,8.681036949157715,7.0992960929870605,5.186685085296631,7.973997116088867,5.562463283538818,9.15680694580078
65,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_scarponi,5,8.4,0.15625,6,11,0.0,0.0039460304329041,0.0318847363420054,False,many_exemplars,21,6.052595615386963,6.277688026428223,8.999778747558594,7.539865970611572,5.4296040534973145,7.0935258865356445,5.770357608795166,9.788405418395996
52,CLOTHES,shoe,SCARPA,147,4,2,SCARPA_ciabatta,5,8.8,0.15625,6,11,0.0,0.0039016892973289,0.0299992814971485,False,many_exemplars,21,6.242431640625,6.301287651062012,8.720340728759766,7.748045921325684,5.574809074401856,8.234284400939941,5.919713497161865,10.755151748657228
95,FOODS,pasta,PASTA,122,9,8,PASTA_spaghetti,23,3.565217391304348,0.71875,1,13,0.125,0.5679972243981783,0.4845883272282287,False,many_exemplars,31,6.203178405761719,6.395719051361084,7.279963970184326,6.347162246704102,4.250919818878174,7.867164611816406,5.874788284301758,8.330610275268555
77,FOODS,pasta,PASTA,122,9,8,PASTA_fusilli,16,5.9375,0.5,1,22,0.1875,0.306690939362897,0.3382583463092003,False,many_exemplars,31,5.997668743133545,6.26248836517334,7.437521934509277,6.337900161743164,4.219202518463135,7.560327529907227,5.7408976554870605,8.619357109069824
74,FOODS,pasta,PASTA,122,9,8,PASTA_farfalle,17,6.705882352941177,0.53125,1,21,0.125,0.2949963322259679,0.3224721030800622,False,many_exemplars,31,6.220114707946777,6.309149742126465,7.998983860015869,6.715230941772461,4.707410335540772,7.835766792297363,5.911238670349121,8.752346992492676
89,FOODS,pasta,PASTA,122,9,8,PASTA_penne,13,3.692307692307693,0.40625,1,12,0.03125,0.2683131857691416,0.260195598234262,False,many_exemplars,31,6.162960052490234,6.308118343353272,8.237878799438477,7.017305374145508,4.861047267913818,8.545778274536133,5.8940839767456055,9.07374668121338
72,FOODS,pasta,PASTA,122,9,8,PASTA_corta,9,3.666666666666667,0.28125,1,16,0.15625,0.2032629529692493,0.2216411709279664,False,many_exemplars,31,6.479882717132568,6.600338459014893,9.138395309448242,7.386852264404297,5.735001564025879,9.403135299682615,6.16838264465332,11.600303649902344
93,FOODS,pasta,PASTA,122,9,8,PASTA_rigatoni,13,5.615384615384615,0.40625,1,13,0.03125,0.2035574994792024,0.2035574994792024,False,many_exemplars,31,5.976956367492676,6.089713096618652,7.607923030853271,6.547588348388672,4.237405776977539,7.215024948120117,5.576261043548584,8.963825225830078
81,FOODS,pasta,PASTA,122,9,8,PASTA_linguine,10,5.7,0.3125,2,15,0.0,0.1243049255684826,0.1649068944393274,False,many_exemplars,31,6.038796901702881,6.193034648895264,8.093650817871094,6.944492340087891,4.474399566650391,8.098437309265137,5.712429046630859,9.24826717376709
84,FOODS,pasta,PASTA,122,9,8,PASTA_maccheroni,9,9.11111111111111,0.28125,1,25,0.03125,0.0877429896955102,0.1584899030768509,False,many_exemplars,31,6.055076122283936,6.226908683776856,7.930165767669678,6.932837963104248,4.756945610046387,7.981930732727051,5.80726957321167,8.477919578552246
70,FOODS,pasta,PASTA,122,9,8,PASTA_all'uovo,9,9.22222222222222,0.28125,3,23,0.0,0.0675690717031194,0.1433188167944935,False,many_exemplars,31,6.33650541305542,6.483393669128418,8.24665641784668,7.113654136657715,5.280649662017822,9.177568435668944,5.872336387634277,10.20019817352295
83,FOODS,pasta,PASTA,122,9,8,PASTA_lunga,7,4.857142857142857,0.21875,1,15,0.03125,0.1073249509286745,0.1429147756466528,False,many_exemplars,31,6.418647766113281,6.597593784332275,8.64706802368164,7.195858955383301,5.099708557128906,8.991503715515137,6.1899261474609375,9.566205024719238
71,FOODS,pasta,PASTA,122,9,8,PASTA_bucatini,8,9.25,0.25,2,28,0.0,0.0485982075993527,0.1419193805843446,False,many_exemplars,31,5.961427688598633,6.043889045715332,8.011228561401367,6.706275463104248,4.760761737823486,7.607742309570312,5.637551307678223,8.6438627243042
79,FOODS,pasta,PASTA,122,9,8,PASTA_integrale,8,3.0,0.25,1,6,0.0625,0.1497968284485667,0.1303669110933702,False,many_exemplars,31,6.322321891784668,6.461516380310059,9.41899299621582,7.736149311065674,5.435279846191406,9.346113204956056,6.057555675506592,10.477001190185549
92,FOODS,pasta,PASTA,122,9,8,PASTA_rigata,6,9.666666666666666,0.1875,2,31,0.0,0.0496771561158304,0.1202233888085716,False,many_exemplars,31,6.354175567626953,6.499789237976074,8.739645957946777,7.053886890411377,5.032825946807861,8.593974113464355,6.119235992431641,10.200172424316406
80,FOODS,pasta,PASTA,122,9,8,PASTA_lasagne,8,7.625,0.25,3,17,0.0,0.0465147409240861,0.1092558020773182,False,many_exemplars,31,6.2897820472717285,6.382229804992676,8.606301307678223,7.422430992126465,5.587043762207031,8.735586166381836,5.9295759201049805,9.063922882080078
98,FOODS,pasta,PASTA,122,9,8,PASTA_tagliatelle,9,12.11111111111111,0.28125,2,22,0.0,0.0487946602542018,0.10909499727071,False,many_exemplars,31,6.016021251678467,6.114677906036377,7.572072505950928,6.426463127136231,4.30512809753418,6.98908281326294,5.65958309173584,8.757384300231934
76,FOODS,pasta,PASTA,122,9,8,PASTA_fresca,8,7.875,0.25,3,17,0.0,0.0495706101052646,0.1089703231962027,False,many_exemplars,31,6.446046829223633,6.622745037078857,8.852462768554688,6.979915618896484,5.114363193511963,8.16702938079834,6.163128852844238,9.38784885406494
86,FOODS,pasta,PASTA,122,9,8,PASTA_orecchiette,5,6.4,0.15625,3,17,0.0,0.0284939523017389,0.0879041660132868,False,many_exemplars,31,5.812413692474365,5.901899814605713,6.9725751876831055,6.13278341293335,3.962069272994995,6.920403003692627,5.472060203552246,8.227388381958008
82,FOODS,pasta,PASTA,122,9,8,PASTA_liscia,5,11.8,0.15625,3,30,0.0,0.0158084218632387,0.0830662604075479,False,many_exemplars,31,6.440701484680176,6.59004545211792,9.732996940612791,7.692859172821045,6.184207439422607,8.07266902923584,6.097575664520264,9.77170467376709
75,FOODS,pasta,PASTA,122,9,8,PASTA_fettuccine,6,5.666666666666667,0.1875,3,11,0.0,0.0336888476820484,0.0733372940576208,False,many_exemplars,31,5.877591133117676,6.131145477294922,7.382965087890625,6.516672134399414,4.217047691345215,7.090332508087158,5.714743137359619,8.127790451049805
91,FOODS,pasta,PASTA,122,9,8,PASTA_ravioli,7,14.71428571428571,0.21875,6,25,0.0,0.0081191635328109,0.071670265240256,False,many_exemplars,31,5.9729719161987305,6.305466651916504,8.10403823852539,6.690969467163086,4.986986637115479,7.999419689178467,5.674943923950195,10.077959060668944
90,FOODS,pasta,PASTA,122,9,8,PASTA_penne lisce,5,5.4,0.15625,2,10,0.0,0.031781322975026,0.0640682273532753,False,many_exemplars,31,6.190917015075684,6.411197662353516,8.215802192687988,7.084827423095703,4.86656665802002,8.229288101196289,5.754737854003906,8.930034637451172
85,FOODS,pasta,PASTA,122,9,8,PASTA_mezze maniche,6,10.5,0.1875,4,18,0.0,0.0109190484202809,0.0621495131100173,False,many_exemplars,31,6.193188190460205,6.470327377319336,8.209993362426758,6.633004665374756,5.106300354003906,6.992238998413086,5.876913070678711,8.479720115661621
97,FOODS,pasta,PASTA,122,9,8,PASTA_strozzapreti,4,10.0,0.125,2,20,0.0,0.0159761463064341,0.0573869826866243,False,many_exemplars,31,5.746291160583496,5.894676685333252,6.840862274169922,5.700162410736084,4.015489101409912,6.278072357177734,5.440079212188721,8.017580032348633
