exemplar,abs_freq,rel_freq
doccia a pioggia,20,0.0
bagno in camera,140,0.01
bagno con idromassaggio,40,0.0
tende da bagno,23,0.0
bidet ad acqua calda,0,0.0
sedia da bagno,25,0.0
tazza,37292,2.56
balcone esterno,988,0.06
balcone interno,208,0.02
balconcino,14567,1.0
veranda,41844,2.88
loggiato,8549,0.59
terrazzo,25772,1.78
terrazzino,44046,3.04
balconata,18909,1.3
loggia,35196,2.42
pergola,46404,3.2
balcone cantilever,0,0.0
loggiato a vela,0,0.0
balcone trifacciate,0,0.0
balcone vista mare,32,0.0
balcone vista monti,19,0.0
balcone panoramico,272,0.02
balcone di servizio,25,0.0
balcone da giardino,2,0.0
balconata di servizio,12,0.0
portico,34106,2.34
balcone di ferro battuto,21,0.0
balcone in legno,30,0.0
balcone vetrato,22,0.0
basilico comune,76,0.0
basilico d'india,0,0.0
basilico cimarron,0,0.0
basilico genovese,238,0.02
basilico rosso,182,0.02
basilico verde,106,0.0
basilico di genova,20,0.0
basilico a due foglie,0,0.0
basilico nobile,0,0.0
basilico cimino,0,0.0
basilico globuloso,0,0.0
basilico liscio,0,0.0
basilico piccolo,64,0.0
basilico a foglie cuoriformi,0,0.0
basilico opado,0,0.0
basilico normale,14,0.0
basilico santo,230,0.02
basilico globoso,0,0.0
basilico italico,1,0.0
basilico di napoli,10,0.0
basilico di polignano,0,0.0
basilico di spagna,0,0.0
basilico linaloide,0,0.0
basilico glicinale,0,0.0
basilico sacchettato,0,0.0
basilico essiccato,70,0.0
basilico fresco,201,0.01
basilico odorante,0,0.0
basilico nero,28,0.0
basilico di san remo,0,0.0
bicchiere alto,124,0.01
bicchiere da vino,166,0.02
bicchiere da digestivo,3,0.0
bicchiere da cocktail,517,0.03
bicchiere da acqua,638,0.04
bicchiere da champagne,72,0.0
bicchiere da birra,40,0.0
tumbler,4140,0.28
bicchiere da whisky,182,0.01
ciotola,35986,2.48
calice,30324,2.08
caraffa,11661,0.8
bacinella,16574,1.14
bicchierino,36898,2.54
bicchiere da tè,21,0.0
bicchiere da limone,0,0.0
bicchiere per bibite,5,0.0
calice da champagne,21,0.0
caraffa da acqua,28,0.0
bicchiere da shaker,0,0.0
tazza da caffè,84,0.0
bicchiere da caffè,68,0.0
bicicletta da corsa,88,0.0
bicicletta da mountain bike,32,0.0
bicicletta da strada,48,0.0
bicicletta da pista,46,0.0
bicicletta da tour,1,0.0
bicicletta da allenamento,16,0.0
bicicletta elettrica,104,0.01
bicicletta ibrida,68,0.0
bicicletta e-bike,20,0.0
bicicletta da disabili,0,0.0
bicicletta da carico,30,0.0
bicicletta da passeggiata,0,0.0
bicicletta da turismo,46,0.0
bicic,48,0.0
bicicletta da corsa in sella,0,0.0
bicicletta da strada da corsa,0,0.0
mountain bike,6030,0.42
bicicletta da città,26,0.0
bicicletta da corsa su strada,23,0.0
bicicletta da corsa su pista,3,0.0
bicicletta da trekking,29,0.0
bicicletta da bambino,39,0.0
bicicletta da carriole,0,0.0
e-bike,28598,1.98
ciclabile,21794,1.5
bicicletta da corsa in discesa,0,0.0
bicicletta da passeggio,20,0.0
bicicletta da sterrato,3,0.0
bicicletta da cross,20,0.0
bicicletta da gara,19,0.0
bicicletta da fondo,0,0.0
labbra,48526,3.34
coda di cavallo,44,0.0
guancia,35426,2.44
labbro,21613,1.49
mento,16517,1.14
sorriso,19298,1.33
occhi,48274,3.32
bocchetta,37626,2.6
naso,27830,1.92
bocca umana,107,0.01
bocca di pesce,46,0.0
bocca di tubo,4,0.0
bocca di cannone,24,0.0
bocca di foro,4,0.0
bocca del fiume,25,0.0
bocca dell'occhio,0,0.0
bocca dello stivale,0,0.0
lingua,36926,2.54
palato,21589,1.49
dente,18537,1.28
mascella,34880,2.4
mandibola,15491,1.07
bocca del metrò,2,0.0
bocca del pozzo,30,0.0
bocca di burrone,0,0.0
bocca di porto,38,0.0
bocca del mare,23,0.0
bocca di torrente,1,0.0
bocca di fiume,24,0.0
bocca di canyon,0,0.0
bocca di caverna,3,0.0
bocca di grotta,2,0.0
bocca di sottosuolo,0,0.0
bocca di imboccatura,0,0.0
bocca di valle,20,0.0
braccio di uomo,15,0.0
braccio robotico,286,0.02
braccio di pesce,0,0.0
braccio di uccello,0,0.0
braccio di mostro,4,0.0
braccio di donna,26,0.0
braccio articolato,652,0.04
braccio di una macchina,12,0.0
braccio meccanico,63,0.0
braccio di un essere umano,6,0.0
braccio protesico,34,0.0
braccio di un robot,23,0.0
braccio da braccio meccanico,0,0.0
braccio di una bilancia,20,0.0
braccio di una macchina fotografica,0,0.0
braccio di un aeroplano,0,0.0
braccio di un gattoposto,0,0.0
braccio di un esercizio di ginnastica,0,0.0
braccio di una bilancia artigianale,0,0.0
braccio di un portabagagli,0,0.0
braccio umano,354,0.02
braccio d'asta,0,0.0
braccio di nave,0,0.0
braccio di gru,21,0.0
braccio d'armatura,0,0.0
braccio cangiante,0,0.0
saguaro,704,0.05
cactus spinoso,76,0.0
cactus di carne,0,0.0
mammillaria,1070,0.08
echinocactus,322,0.02
rebutia,141,0.01
sansevieria,1064,0.08
pereskiopsis,50,0.0
pachycereus,38,0.0
opuntia,3438,0.24
cactus mammillaria,1,0.0
cactus peruviano,8,0.0
cactus oca,0,0.0
cactus sottoracemoso,0,0.0
cactus stella alpina,0,0.0
cactus vescicola,0,0.0
cactus opuntia,54,0.0
cactus echinocactus,0,0.0
cactus mammillaria senilis,0,0.0
cactus cereus,1,0.0
cactus lanoso,0,0.0
cactus rosetto,0,0.0
cactus columnare,0,0.0
cactus trepide,0,0.0
cactus globoso,9,0.0
cactus arboreo,3,0.0
cactus fiorito,16,0.0
cactus ornamentale,4,0.0
cactus succulento,8,0.0
cereus,835,0.06
epiphyllum,220,0.02
rafflesia,411,0.03
echinocereus,127,0.01
pereskia,45,0.0
melocactus,107,0.01
aloe,37988,2.62
cactus gigante,51,0.0
cactus di sabbia,0,0.0
cholla,167,0.01
epifita,952,0.07
cactus di roccia,0,0.0
cleistocactus,63,0.0
calza da pescatore,0,0.0
calza di cotone,31,0.0
calza di lana,35,0.0
calza di seta,27,0.0
calza reggicalze,6,0.0
calza sportiva,26,0.0
calza da sci,26,0.0
calza per donne,14,0.0
calzettoni,13066,0.9
calze da sci,25,0.0
calze da pallone,0,0.0
calze da golf,6,0.0
calze per donne,15,0.0
calze per uomo,25,0.0
calze per bambini,25,0.0
calze a pois,20,0.0
calze a strisce,26,0.0
calze a rete,53,0.0
calze da bagno,0,0.0
calza a finta,0,0.0
calza in lana,24,0.0
calza in cotone,24,0.0
calza termica,34,0.0
calza da pallone,0,0.0
calza per cani,3,0.0
calza da donna,36,0.0
calza a collo alto,0,0.0
calza a collo basso,0,0.0
calza lunga,166,0.01
calza corta,98,0.01
calza con pomponi,0,0.0
calza da ciclista,1,0.0
calza in seta,21,0.0
calza di nylon,20,0.0
calza di cotone sintetico,0,0.0
calza per inverno,0,0.0
calza per estate,0,0.0
calza per ciclisti,3,0.0
calza per sci,3,0.0
calza da acqua,0,0.0
camera da letto,289476,19.950000000000003
camera da bagno,22,0.0
camera da studio,25,0.0
camera di prua,8,0.0
camera di controllo,28,0.0
stanza da pranzo,22,0.0
stanza da tinello,0,0.0
stanzino,5564,0.38
stanzetta,13053,0.9
cucina,36926,2.54
soggiorno,21677,1.49
anticamera,17700,1.22
stanza per gli ospiti,24,0.0
stanza di lavoro,23,0.0
camera d'albergo,0,0.0
camera per gli ospiti,51,0.0
camera di attesa,17,0.0
box,17106,1.18
gabinetto,37890,2.62
studio,18048,1.24
stanza per l'archivio,0,0.0
camera di guardia,20,0.0
camera di deposito,21,0.0
camera di magazzino,0,0.0
cab,15800,1.09
cameretta,81446,5.61
salone,17623,1.21
stanza,19006,1.31
boudoir,1820,0.13
camerino,62414,4.3
stanza da letto,17390,1.2
camera d'osservazione,0,0.0
camera oscura,374,0.02
cabina di comando,23,0.0
cabina di pilotaggio,40,0.0
cabina di comunicazione,4,0.0
camera da lavoro,21,0.0
camera da pranzo,20,0.0
bagno,35708,2.46
sala da pranzo,40,0.0
camera per i bambini,25,0.0
salotto,44142,3.04
camera per riunioni,2,0.0
camera cinematografica,25,0.0
polo,39028,2.68
camicia a maniche corte,23,0.0
camicia a maniche lunghe,34,0.0
camicia da lavoro,52,0.0
camicia da donna,44,0.0
camicia da smoking,28,0.0
camicia da notte,174,0.02
gilè,1076,0.07
canottiera,15892,1.1
cravatta,34874,2.4
gilet,48246,3.32
camice,17885,1.23
maglietta,35332,2.44
camicetta,10666,0.73
abito,38262,2.64
camisola,77,0.01
maglia,33938,2.34
grembiule,35986,2.48
abito da sera,177,0.01
felpa,16792,1.16
blusa,12474,0.86
manica corta,260,0.02
camicia da corsa,4,0.0
camicia da tennis,3,0.0
camicia con polsini,22,0.0
camicia da ginnastica,0,0.0
camicia da golf,6,0.0
giacca,33734,2.32
camicia sportiva,79,0.01
camicia da chiesa,0,0.0
camicia da sposa,8,0.0
cassone,20635,1.42
camion carico,52,0.0
camion da cantiere,22,0.0
autocisterna,2714,0.19
pianale,16300,1.12
carrozzeria,14312,0.99
rimorchi trainanti,0,0.0
tir,25327,1.74
scuola di guida,32,0.0
autobascula,0,0.0
automezzi,16169,1.11
autogrù,1464,0.1
carrello portafurgoni,0,0.0
caravan,18505,1.27
carrarmato,3766,0.26
rimorchiator,0,0.0
rimorchio,15203,1.05
rimorchio per auto,21,0.0
trattore,24336,1.68
trattore agricolo,320,0.02
trattore forestale,122,0.0
trattore per cantiere,0,0.0
semirimorchiatoio,0,0.0
carrello portatutto,79,0.01
autocarro portavalori,0,0.0
pullman a lunga percorrenza,30,0.0
autobasculante,1,0.0
autoarticolato a cuscino,0,0.0
trattore d'aratri,0,0.0
semirimorchiato,0,0.0
cingolato,20794,1.44
candelabro a stelo,1,0.0
candelabro a tre gambe,0,0.0
candelabro a tre stelle,0,0.0
candelabro da tavolo,2,0.0
candelabro da terra,12,0.0
candelabro da parete,6,0.0
candelabro da camera da letto,0,0.0
candelabro a molla,0,0.0
candelabro barocco,22,0.0
candelabro cristallino,0,0.0
candelabro di bronzo,28,0.0
candelabro di cristallo,40,0.0
candelabro di ferro battuto,7,0.0
candelabro in cristallo,20,0.0
candelabro in legno,23,0.0
candelabro moderno,22,0.0
candelabro veneziano,5,0.0
candelabro vittoriano,1,0.0
candelabro a muro,13,0.0
candelabro a 3 bracci,17,0.0
candelabro a 5 bracci,2,0.0
candelabro a tre punte,2,0.0
candelabro a quattro punte,0,0.0
candelabro a quattro bracci,4,0.0
candelabro a sei bracci,3,0.0
candelabro a stella,2,0.0
candelabro da consolle,0,0.0
candelabro da caminetto,0,0.0
candelabro da finestra,0,0.0
candelabro a tre bracci,14,0.0
candelabro da camino,0,0.0
candelabro fiammiferi,0,0.0
candelabro sospeso,2,0.0
candeliere,7012,0.48
candelabro di natale,1,0.0
pastore tedesco,390,0.03
bulldog,11165,0.77
labrador,11337,0.78
boxer,40047,2.76
golden retriever,2013,0.14
cane da caccia,306,0.02
corgi,2451,0.17
bassetto,2624,0.18
poodle,628,0.04
pastore tedesco del canadà,0,0.0
basenji,876,0.06
boxeur,2236,0.15
levriero,7594,0.52
labrador retriever,1996,0.14
pastore australiano,59,0.0
bullmastiff,734,0.05
cocker spaniel,1639,0.11
pastore inglese,99,0.01
rottweiler,5101,0.35
dobermann,3969,0.27
yorkshire terrier,1186,0.08
griffon bianco,1,0.0
pitbull,7976,0.55
mastino,15555,1.07
pastore,277561,19.12
cimano,301,0.02
boero,19227,1.32
galgo,636,0.04
buldog,253,0.02
basset,2118,0.15
foxhound,912,0.06
chihuahua,20458,1.4
cane da pastore,180,0.01
cane corso,31,0.0
staffordshire bull terrier,410,0.03
pomeranio,0,0.0
dalmata,18023,1.24
german sheperd,3,0.0
affenpinscher,101,0.01
bulldog inglese,126,0.01
bassotto,10830,0.75
boxer italiano,23,0.0
maglietta sportiva,114,0.01
camicia,34140,2.36
maglietta da notte,6,0.0
maglietta a maniche corte,33,0.0
maglietta a maniche lunghe,22,0.0
maglietta da allenamento,21,0.0
maglietta da corsa,18,0.0
maglietta da yoga,0,0.0
maglietta da tennis,27,0.0
t-shirt,35456,2.44
maglietta corta,111,0.01
maniche corte,724,0.05
tank top,189,0.01
canottiera sportiva,11,0.0
maglietta da ginnastica,6,0.0
maglietta per uomo,12,0.0
maglietta da donna,21,0.0
maglietta con maniche lunghe,20,0.0
maglietta con maniche corte,21,0.0
golf,35066,2.42
pullover,12042,0.82
polo corta,3,0.0
maglia termica,32,0.0
zip up,59,0.0
maglia lunga,208,0.01
top,26116,1.8
giacca da canottaggio,0,0.0
canottiera da allenamento,1,0.0
canottiera corta,9,0.0
maglia in pile,26,0.0
barba,32836,2.26
baffi,32329,2.23
sopracciglia,26648,1.84
riccioli,15506,1.07
capello capelluto,0,0.0
capello artificiale,157,0.01
lanugine,2218,0.15
pelo di cane,25,0.0
peli pubici,1808,0.12
setole,20599,1.42
pelo,38368,2.64
vello capelluto,0,0.0
capello lunare,7,0.0
capello del piede,1,0.0
capello di cavallo,4,0.0
capello di maiale,0,0.0
capello di pelo,0,0.0
capello di uccello,0,0.0
capello naturale,29,0.0
capello falso,18,0.0
capello semilunga,0,0.0
capello casalingo,11,0.0
capello a pelo singolo,0,0.0
capello a pelo doppio,0,0.0
capello a pelo quadrato,0,0.0
capello da barba,0,0.0
capello da viso,2,0.0
capello delle orecchie,0,0.0
capello dell'orecchio,0,0.0
capello dell'ano,0,0.0
capello del cranio,5,0.0
capello d'angelo,0,0.0
capello di pavone,0,0.0
capello del gatto,9,0.0
pelliccia,18611,1.28
vello,9559,0.66
pelo di animale,31,0.0
capello permanente,105,0.01
capello temporaneo,96,0.01
capello naturale originale,0,0.0
ciocca di capelli,63,0.0
capello arruffato,89,0.01
ciuffo di capelli,44,0.0
peli corporei,191,0.01
cappello da baseball,202,0.01
cappello da ufficio,0,0.0
cappello da gondoliere,11,0.0
cappello da cowboy,483,0.03
cappello da gatto,2,0.0
cappello da prete,33,0.0
cappello da pirata,25,0.0
cappello da neve,7,0.0
cappello da sole,269,0.02
cappello di lana,56,0.0
cappello da militare,6,0.0
cappello di carta,54,0.0
cappello di feltro,42,0.0
cappello di paglia,146,0.02
cappello da cow-boy,24,0.0
cappello da parà,1,0.0
cappello da sposa,20,0.0
cappello da copertina,1,0.0
cappello da giardiniere,4,0.0
cappello di pelle,23,0.0
cappello di fiore,14,0.0
cappello da polvere,0,0.0
cappello di pelo,29,0.0
cappello da baseball con visiera,2,0.0
berretto,37350,2.58
cappuccetto,12765,0.88
cappello da fiore,0,0.0
cappello da soldato,8,0.0
cappello da cuoco,30,0.0
cappello da chirurgo,1,0.0
cappello da matador,1,0.0
cuffia,39710,2.74
cilindro,35650,2.46
cilindro capelluto,0,0.0
bombetta,11308,0.78
cappello a cilindro,35,0.0
cappello a copricapo,0,0.0
cappello a piume,20,0.0
cappello da capitano,25,0.0
cappello da copertura,0,0.0
cappello da parata,5,0.0
cappello da tennis,4,0.0
cappello da trucco,0,0.0
cappello di cuoio,22,0.0
capp,11032,0.76
cappotto sportivo,38,0.0
cappotto da sera,7,0.0
cappotto impermeabile,80,0.01
cappotto da snowboard,2,0.0
cappotto a collo alto,0,0.0
cappotto a collo basso,0,0.0
cappotto a strisce,0,0.0
cappotto in lana,22,0.0
cappotto a puff,0,0.0
cappotto di pelliccia,48,0.0
cappotto di felpa,1,0.0
cappotto di pelle,46,0.0
cappotto di velluto,40,0.0
cappotto di lana,58,0.0
cappotto di nylon,4,0.0
cappotto di cashmere,24,0.0
cappotto di lino,6,0.0
cappotto di tweed,17,0.0
mantella,6660,0.46
parka,38714,2.66
impermeabile,16907,1.16
cappotto da neve,10,0.0
cappotto da uomo,24,0.0
cappotto da donna,28,0.0
doppia mantella,2,0.0
doppio cappotto,55,0.0
cappotto invernale,23,0.0
cappotto estivo,20,0.0
cappotto da ufficio,0,0.0
cappotto lungo,165,0.01
cappotto corto,151,0.01
cappotto da camera da letto,0,0.0
cappotto da lavoro,3,0.0
cappotto da pelle,0,0.0
cappotto in pelle di pecora,1,0.0
cappotto in seta,5,0.0
doppio,19494,1.34
impermeabilizzato,1630,0.11
impermeabilizzato a gas,0,0.0
impermeabilizzato a gas ad alta efficienza,0,0.0
impermeabilizzato ad alta tecnologia,0,0.0
impermeabilizzato a tecnologia climatizzata,0,0.0
impermeabilizzato a tecnologia climatizzata ad alta efficienza,0,0.0
impermeabilizzato a tecnologia climatizzata ad alta tecnologia,0,0.0
impermeabilizzato a tecnologia climatizzata e isolato,0,0.0
impermeabilizzato a tecnologia climatizzata e isolato ad alta efficienza,0,0.0
manzo,37800,2.6
vitello,41866,2.88
agnello,35370,2.44
maiale,29242,2.02
pollo,39192,2.7
tacchino,29488,2.04
taccola,1759,0.12
prosciutto,36924,2.54
salame,35764,2.46
coda,44394,3.06
fegato,31160,2.14
tonno,36482,2.52
merluzzo,39844,2.74
gamberi,35217,2.43
gamberi di fiume,22,0.0
calamari,40910,2.82
acciughe,17226,1.19
aragosta,38196,2.64
granchio,37680,2.6
lattuga di mare,21,0.0
scampi,12910,0.89
gamberi di mare,22,0.0
coniglio,28814,1.98
fagioli,58698,4.04
anguilla,31746,2.18
sardine,17242,1.19
bue,35848,2.46
prosciutto cotto,2036,0.14
guanciale,16893,1.16
saj,218,0.02
pancetta,88226,6.08
capra,33368,2.3
pollo di gallina,4,0.0
anatra,35448,2.44
fagiano,24130,1.66
fagiano di palude,1,0.0
carrozza ferroviaria,82,0.0
carrozza automobilistica,0,0.0
carrozza del treno da corsa rapida,0,0.0
carrozza da neve,0,0.0
carrozza a tre ruote,2,0.0
carrozza da ospedale,0,0.0
carrozza da attrazione turistica,0,0.0
carrozza del lusso,1,0.0
carrozza dei treni per il trasporto di merci,0,0.0
carrozza per bambini,21,0.0
aereo,1924898,132.62
nave,42136,2.9
veicolo,15786,1.09
vagoncino,2602,0.18
risciò,4349,0.3
trabiccolo,1432,0.1
sedia a rotelle,596,0.04
treno a vapore,80,0.0
metro,39058,2.7
