participant,concept,exemplar,rank_order,normed_rank_order,count,average_normed_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability
gpt3.5_iter2,scarpa,sabot,14,0.7234042553191489,5,0.7696725632455639,1.0,7,14,0.0,0.0131768397915214,0.23645991544309466
gpt3.5_iter3,scarpa,sabot,7,0.8723404255319149,5,0.7696725632455639,1.0,7,14,0.0,0.0131768397915214,0.23645991544309466
gpt3.5_iter4,scarpa,sabot,9,0.8222222222222222,5,0.7696725632455639,1.0,7,14,0.0,0.0131768397915214,0.23645991544309466
gpt3.5_iter0,scarpa,zoccolo,9,0.7037037037037037,4,0.7808374772424662,0.8,8,9,0.0,0.0027356034943575203,0.09356518602833369
gpt3.5_iter1,scarpa,zoccolo,9,0.7241379310344828,4,0.7808374772424662,0.8,8,9,0.0,0.0027356034943575203,0.09356518602833369
gpt3.5_iter3,scarpa,zoccolo,8,0.851063829787234,4,0.7808374772424662,0.8,8,9,0.0,0.0027356034943575203,0.09356518602833369
gpt3.5_iter4,scarpa,zoccolo,8,0.8444444444444444,4,0.7808374772424662,0.8,8,9,0.0,0.0027356034943575203,0.09356518602833369
gpt3.5_iter0,scarpa,ballerina,10,0.6666666666666667,4,0.8526249286704165,0.8,4,10,0.0,0.04962032461940789,0.2778342784454301
gpt3.5_iter1,scarpa,ballerina,4,0.896551724137931,4,0.8526249286704165,0.8,4,10,0.0,0.04962032461940789,0.2778342784454301
gpt3.5_iter3,scarpa,ballerina,4,0.9361702127659575,4,0.8526249286704165,0.8,4,10,0.0,0.04962032461940789,0.2778342784454301
gpt3.5_iter4,scarpa,ballerina,5,0.9111111111111111,4,0.8526249286704165,0.8,4,10,0.0,0.04962032461940789,0.2778342784454301
gpt3.5_iter0,scarpa,scarponcino,11,0.6296296296296297,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222219,0.080207074978243
gpt3.5_iter1,scarpa,scarponcino,11,0.6551724137931034,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222219,0.080207074978243
gpt3.5_iter3,scarpa,scarponcino,11,0.7872340425531915,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222219,0.080207074978243
gpt3.5_iter4,scarpa,scarponcino,11,0.7777777777777778,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222219,0.080207074978243
gpt3.5_iter0,scarpa,pantofole,12,0.5925925925925926,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.07056612174176649
gpt3.5_iter2,scarpa,pantofole,10,0.8085106382978724,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.07056612174176649
gpt3.5_iter3,scarpa,pantofole,12,0.7659574468085106,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.07056612174176649
gpt3.5_iter0,scarpa,ciabatte da casa,13,0.5555555555555556,1,0.5555555555555556,0.2,13,13,0.0,0.2,0.02005176874456075
gpt3.5_iter0,scarpa,scarpe da ginnastica,14,0.5185185185185186,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475196e-08,0.07745798438373103
gpt3.5_iter2,scarpa,scarpe da ginnastica,17,0.6595744680851063,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475196e-08,0.07745798438373103
gpt3.5_iter3,scarpa,scarpe da ginnastica,18,0.6382978723404256,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475196e-08,0.07745798438373103
gpt3.5_iter0,scarpa,scarpe da trekking,15,0.4814814814814815,3,0.5789335434725507,0.6,15,19,0.0,2.121642157423945e-08,0.07626575967481486
gpt3.5_iter2,scarpa,scarpe da trekking,18,0.6382978723404256,3,0.5789335434725507,0.6,15,19,0.0,2.121642157423945e-08,0.07626575967481486
gpt3.5_iter3,scarpa,scarpe da trekking,19,0.6170212765957447,3,0.5789335434725507,0.6,15,19,0.0,2.121642157423945e-08,0.07626575967481486
gpt3.5_iter0,scarpa,scarpe da corsa,16,0.4444444444444444,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.07264541806497452
gpt3.5_iter2,scarpa,scarpe da corsa,20,0.5957446808510638,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.07264541806497452
gpt3.5_iter3,scarpa,scarpe da corsa,20,0.5957446808510638,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.07264541806497452
gpt3.5_iter0,scarpa,scarpe da calcio,17,0.40740740740740744,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.07705241030695265
gpt3.5_iter2,scarpa,scarpe da calcio,19,0.6170212765957447,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.07705241030695265
gpt3.5_iter3,scarpa,scarpe da calcio,21,0.574468085106383,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.07705241030695265
gpt3.5_iter0,scarpa,scarpe da basket,18,0.37037037037037035,3,0.4142369319674284,0.6,18,30,0.0,6.467134265168141e-10,0.10180004188903413
gpt3.5_iter2,scarpa,scarpe da basket,25,0.4893617021276596,3,0.4142369319674284,0.6,18,30,0.0,6.467134265168141e-10,0.10180004188903413
gpt3.5_iter3,scarpa,scarpe da basket,30,0.3829787234042553,3,0.4142369319674284,0.6,18,30,0.0,6.467134265168141e-10,0.10180004188903413
gpt3.5_iter0,scarpa,scarpe da tennis,19,0.33333333333333337,3,0.42316784869976365,0.6,19,28,0.0,2.0536580852160778e-10,0.09140734525348407
gpt3.5_iter2,scarpa,scarpe da tennis,24,0.5106382978723405,3,0.42316784869976365,0.6,19,28,0.0,2.0536580852160778e-10,0.09140734525348407
gpt3.5_iter3,scarpa,scarpe da tennis,28,0.42553191489361697,3,0.42316784869976365,0.6,19,28,0.0,2.0536580852160778e-10,0.09140734525348407
gpt3.5_iter0,scarpa,scarpe da ballo,20,0.2962962962962963,3,0.47465195692146045,0.6,20,22,0.0,9.184032707794302e-11,0.06738671980421854
gpt3.5_iter2,scarpa,scarpe da ballo,21,0.574468085106383,3,0.47465195692146045,0.6,20,22,0.0,9.184032707794302e-11,0.06738671980421854
gpt3.5_iter3,scarpa,scarpe da ballo,22,0.5531914893617021,3,0.47465195692146045,0.6,20,22,0.0,9.184032707794302e-11,0.06738671980421854
gpt3.5_iter0,scarpa,scarpe da lavoro,21,0.2592592592592593,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.07161011104247969
gpt3.5_iter2,scarpa,scarpe da lavoro,22,0.5531914893617021,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.07161011104247969
gpt3.5_iter3,scarpa,scarpe da lavoro,24,0.5106382978723405,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.07161011104247969
gpt3.5_iter0,scarpa,scarpe da cerimonia,22,0.2222222222222222,3,0.42868400315208827,0.6,22,23,0.0,1.06139535738657e-11,0.062365128584960836
gpt3.5_iter2,scarpa,scarpe da cerimonia,23,0.5319148936170213,3,0.42868400315208827,0.6,22,23,0.0,1.06139535738657e-11,0.062365128584960836
gpt3.5_iter3,scarpa,scarpe da cerimonia,23,0.5319148936170213,3,0.42868400315208827,0.6,22,23,0.0,1.06139535738657e-11,0.062365128584960836
gpt3.5_iter0,scarpa,scarpe da sposa,23,0.18518518518518523,1,0.18518518518518523,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter0,scarpa,scarpe da uomo,24,0.14814814814814814,1,0.14814814814814814,0.2,24,24,0.0,0.2,0.02005176874456075
gpt3.5_iter0,scarpa,scarpe da donna,25,0.11111111111111116,1,0.11111111111111116,0.2,25,25,0.0,0.2,0.02005176874456075
gpt3.5_iter0,scarpa,scarpe da bambino,26,0.07407407407407407,1,0.07407407407407407,0.2,26,26,0.0,0.2,0.02005176874456075
gpt3.5_iter0,scarpa,scarpe da neonato,27,0.03703703703703709,1,0.03703703703703709,0.2,27,27,0.0,0.2,0.02005176874456075
gpt3.5_iter1,scarpa,stivaletto,2,0.9655172413793104,1,0.9655172413793104,0.2,2,2,0.0,0.2,0.02005176874456075
gpt3.5_iter1,scarpa,polacchino,12,0.6206896551724138,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.07718070203560037
gpt3.5_iter3,scarpa,polacchino,14,0.7234042553191489,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.07718070203560037
gpt3.5_iter4,scarpa,polacchino,12,0.7555555555555555,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.07718070203560037
gpt3.5_iter1,scarpa,scarpa da ginnastica,13,0.5862068965517242,2,0.6597701149425288,0.4,13,13,0.0,4.1260291395627433e-13,0.0401035374891215
gpt3.5_iter4,scarpa,scarpa da ginnastica,13,0.7333333333333334,2,0.6597701149425288,0.4,13,13,0.0,4.1260291395627433e-13,0.0401035374891215
gpt3.5_iter1,scarpa,scarpa da trekking,14,0.5517241379310345,2,0.6314176245210728,0.4,14,14,0.0,4.1367091069915516e-14,0.0401035374891215
gpt3.5_iter4,scarpa,scarpa da trekking,14,0.7111111111111111,2,0.6314176245210728,0.4,14,14,0.0,4.1367091069915516e-14,0.0401035374891215
gpt3.5_iter1,scarpa,scarpa da calcio,15,0.5172413793103448,2,0.6030651340996168,0.4,15,15,0.0,4.147416718845661e-15,0.0401035374891215
gpt3.5_iter4,scarpa,scarpa da calcio,15,0.6888888888888889,2,0.6030651340996168,0.4,15,15,0.0,4.147416718845661e-15,0.0401035374891215
gpt3.5_iter1,scarpa,scarpa da basket,16,0.48275862068965514,2,0.5191570881226053,0.4,16,21,0.0,2.079097084575159e-16,0.05568637909914044
gpt3.5_iter4,scarpa,scarpa da basket,21,0.5555555555555556,2,0.5191570881226053,0.4,16,21,0.0,2.079097084575159e-16,0.05568637909914044
gpt3.5_iter1,scarpa,scarpa da corsa,17,0.4482758620689655,2,0.5574712643678161,0.4,16,17,0.0,2.2875217814523623e-16,0.043203449171813395
gpt3.5_iter4,scarpa,scarpa da corsa,16,0.6666666666666667,2,0.5574712643678161,0.4,16,17,0.0,2.2875217814523623e-16,0.043203449171813395
gpt3.5_iter1,scarpa,scarpa da ballo,18,0.4137931034482759,2,0.5291187739463601,0.4,17,18,0.0,2.2934428879914268e-17,0.04300850665291311
gpt3.5_iter4,scarpa,scarpa da ballo,17,0.6444444444444444,2,0.5291187739463601,0.4,17,18,0.0,2.2934428879914268e-17,0.04300850665291311
gpt3.5_iter1,scarpa,scarpa da cerimonia,19,0.3793103448275862,2,0.4896551724137931,0.4,19,19,0.0,4.1905250444132477e-19,0.0401035374891215
gpt3.5_iter4,scarpa,scarpa da cerimonia,19,0.6,2,0.4896551724137931,0.4,19,19,0.0,4.1905250444132477e-19,0.0401035374891215
gpt3.5_iter1,scarpa,scarpa da lavoro,20,0.3448275862068966,2,0.4835249042145594,0.4,18,20,0.0,2.11085992849964e-18,0.045596284081910916
gpt3.5_iter4,scarpa,scarpa da lavoro,18,0.6222222222222222,2,0.4835249042145594,0.4,18,20,0.0,2.11085992849964e-18,0.045596284081910916
gpt3.5_iter1,scarpa,scarpa da montagna,21,0.31034482758620685,1,0.31034482758620685,0.2,21,21,0.0,0.2,0.02005176874456075
gpt3.5_iter1,scarpa,scarpa da vela,22,0.27586206896551724,2,0.33793103448275863,0.4,22,28,0.0,2.1115771844933343e-22,0.053480925557897865
gpt3.5_iter4,scarpa,scarpa da vela,28,0.4,2,0.33793103448275863,0.4,22,28,0.0,2.1115771844933343e-22,0.053480925557897865
gpt3.5_iter1,scarpa,scarpa da skate,23,0.24137931034482762,2,0.33180076628352495,0.4,23,27,0.0,2.1172546238823254e-23,0.04861623539008056
gpt3.5_iter4,scarpa,scarpa da skate,27,0.4222222222222223,2,0.33180076628352495,0.4,23,27,0.0,2.1172546238823254e-23,0.04861623539008056
gpt3.5_iter1,scarpa,scarpa da tennis,24,0.2068965517241379,2,0.3923371647509578,0.4,20,24,0.0,2.1008982297762575e-20,0.049965492589087765
gpt3.5_iter4,scarpa,scarpa da tennis,20,0.5777777777777777,2,0.3923371647509578,0.4,20,24,0.0,2.1008982297762575e-20,0.049965492589087765
gpt3.5_iter1,scarpa,scarpa da golf,25,0.1724137931034483,2,0.3417624521072797,0.4,23,25,0.0,2.138320864930028e-23,0.044339808382645146
gpt3.5_iter4,scarpa,scarpa da golf,23,0.5111111111111111,2,0.3417624521072797,0.4,23,25,0.0,2.138320864930028e-23,0.044339808382645146
gpt3.5_iter1,scarpa,scarpa da ciclismo,26,0.13793103448275867,2,0.3134099616858238,0.4,24,26,0.0,2.143855774262293e-24,0.04415431205659063
gpt3.5_iter4,scarpa,scarpa da ciclismo,24,0.48888888888888893,2,0.3134099616858238,0.4,24,26,0.0,2.143855774262293e-24,0.04415431205659063
gpt3.5_iter1,scarpa,scarpa da arrampicata,27,0.10344827586206895,2,0.31839080459770114,0.4,22,27,0.0,2.1115964303640652e-22,0.05125822669087615
gpt3.5_iter4,scarpa,scarpa da arrampicata,22,0.5333333333333333,2,0.31839080459770114,0.4,22,27,0.0,2.1115964303640652e-22,0.05125822669087615
gpt3.5_iter1,scarpa,scarpa da sci,28,0.06896551724137934,2,0.267816091954023,0.4,25,28,0.0,2.130159139629026e-25,0.04594218631065445
gpt3.5_iter4,scarpa,scarpa da sci,25,0.4666666666666667,2,0.267816091954023,0.4,25,28,0.0,2.130159139629026e-25,0.04594218631065445
gpt3.5_iter1,scarpa,scarpa da snowboard,29,0.03448275862068961,1,0.03448275862068961,0.2,29,29,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,sneakers,1,1.0,1,1.0,0.2,1,1,0.2,0.2,0.2
gpt3.5_iter2,scarpa,stivali,2,0.9787234042553191,1,0.9787234042553191,0.2,2,2,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,sandali,3,0.9574468085106383,1,0.9574468085106383,0.2,3,3,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,mocassini,4,0.9361702127659575,1,0.9361702127659575,0.2,4,4,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,ciabatte,6,0.8936170212765957,1,0.8936170212765957,0.2,6,6,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,zoccoli,8,0.851063829787234,1,0.851063829787234,0.2,8,8,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,ballerine,9,0.8297872340425532,1,0.8297872340425532,0.2,9,9,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarponi,11,0.7872340425531915,1,0.7872340425531915,0.2,11,11,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,stivaletti,13,0.7446808510638299,1,0.7446808510638299,0.2,13,13,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,espadrillas,15,0.7021276595744681,2,0.6808510638297872,0.4,15,17,0.0,2.0945529352340222e-15,0.046782593014166846
gpt3.5_iter3,scarpa,espadrillas,17,0.6595744680851063,2,0.6808510638297872,0.4,15,17,0.0,2.0945529352340222e-15,0.046782593014166846
gpt3.5_iter2,scarpa,ciabatte da mare,16,0.6808510638297872,1,0.6808510638297872,0.2,16,16,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarpe da golf,26,0.46808510638297873,2,0.43617021276595747,0.4,26,29,0.0,2.1356729228476922e-26,0.04570695996693706
gpt3.5_iter3,scarpa,scarpe da golf,29,0.4042553191489362,2,0.43617021276595747,0.4,26,29,0.0,2.1356729228476922e-26,0.04570695996693706
gpt3.5_iter2,scarpa,scarpe da ciclismo,27,0.44680851063829785,2,0.40425531914893614,0.4,27,31,0.0,2.139261407338896e-27,0.04729987526522198
gpt3.5_iter3,scarpa,scarpe da ciclismo,31,0.36170212765957444,2,0.40425531914893614,0.4,27,31,0.0,2.139261407338896e-27,0.04729987526522198
gpt3.5_iter2,scarpa,scarpe da montagna,28,0.42553191489361697,2,0.4574468085106383,0.4,25,28,0.0,2.130159139629026e-25,0.04594218631065445
gpt3.5_iter3,scarpa,scarpe da montagna,25,0.4893617021276596,2,0.4574468085106383,0.4,25,28,0.0,2.130159139629026e-25,0.04594218631065445
gpt3.5_iter2,scarpa,scarpe da skate,29,0.4042553191489362,1,0.4042553191489362,0.2,29,29,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarpe da snowboard,30,0.3829787234042553,2,0.3404255319148936,0.4,30,34,0.0,2.1559164752419687e-30,0.04655072234232996
gpt3.5_iter3,scarpa,scarpe da snowboard,34,0.2978723404255319,2,0.3404255319148936,0.4,30,34,0.0,2.1559164752419687e-30,0.04655072234232996
gpt3.5_iter2,scarpa,scarpe da arrampicata,31,0.36170212765957444,2,0.4148936170212766,0.4,26,31,0.0,2.1335444024532762e-26,0.04947106222315612
gpt3.5_iter3,scarpa,scarpe da arrampicata,26,0.46808510638297873,2,0.4148936170212766,0.4,26,31,0.0,2.1335444024532762e-26,0.04947106222315612
gpt3.5_iter2,scarpa,scarpe da vela,32,0.34042553191489366,2,0.34042553191489366,0.4,32,32,0.0,4.333745778575114e-32,0.0401035374891215
gpt3.5_iter3,scarpa,scarpe da vela,32,0.34042553191489366,2,0.34042553191489366,0.4,32,32,0.0,4.333745778575114e-32,0.0401035374891215
gpt3.5_iter2,scarpa,scarpe da equitazione,33,0.3191489361702128,2,0.26595744680851063,0.4,33,38,0.0,2.1725037111856202e-33,0.04741302964839372
gpt3.5_iter3,scarpa,scarpe da equitazione,38,0.21276595744680848,2,0.26595744680851063,0.4,33,38,0.0,2.1725037111856202e-33,0.04741302964839372
gpt3.5_iter2,scarpa,scarpe da pattinaggio,34,0.2978723404255319,2,0.28723404255319146,0.4,34,35,0.0,2.39647932870425e-34,0.04150691264218523
gpt3.5_iter3,scarpa,scarpe da pattinaggio,35,0.276595744680851,2,0.28723404255319146,0.4,34,35,0.0,2.39647932870425e-34,0.04150691264218523
gpt3.5_iter2,scarpa,scarpe da nuoto,35,0.276595744680851,2,0.26595744680851063,0.4,35,36,0.0,2.4026824650148938e-35,0.041465484765244746
gpt3.5_iter3,scarpa,scarpe da nuoto,36,0.25531914893617025,2,0.26595744680851063,0.4,35,36,0.0,2.4026824650148938e-35,0.041465484765244746
gpt3.5_iter2,scarpa,scarpe da immersione,36,0.25531914893617025,1,0.25531914893617025,0.2,36,36,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarpe da pallavolo,38,0.21276595744680848,2,0.2021276595744681,0.4,38,39,0.0,2.4213883788723574e-38,0.0413546787282735
gpt3.5_iter3,scarpa,scarpe da pallavolo,39,0.19148936170212771,2,0.2021276595744681,0.4,38,39,0.0,2.4213883788723574e-38,0.0413546787282735
gpt3.5_iter2,scarpa,scarpe da pallacanestro,39,0.19148936170212771,2,0.18085106382978727,0.4,39,40,0.0,2.4276559906957744e-39,0.04132164317345044
gpt3.5_iter3,scarpa,scarpe da pallacanestro,40,0.17021276595744683,2,0.18085106382978727,0.4,39,40,0.0,2.4276559906957744e-39,0.04132164317345044
gpt3.5_iter2,scarpa,scarpe da pallamano,40,0.17021276595744683,2,0.1595744680851064,0.4,40,41,0.0,2.4339398258389633e-40,0.04129030684937443
gpt3.5_iter3,scarpa,scarpe da pallamano,41,0.14893617021276595,2,0.1595744680851064,0.4,40,41,0.0,2.4339398258389633e-40,0.04129030684937443
gpt3.5_iter2,scarpa,scarpe da calcetto,41,0.14893617021276595,2,0.12765957446808512,0.4,41,43,0.0,2.2401717843701546e-41,0.04242446226745496
gpt3.5_iter3,scarpa,scarpe da calcetto,43,0.1063829787234043,2,0.12765957446808512,0.4,41,43,0.0,2.2401717843701546e-41,0.04242446226745496
gpt3.5_iter2,scarpa,scarpe da hockey,42,0.12765957446808507,2,0.10638297872340424,0.4,42,44,0.0,2.245970328414023e-42,0.04236755006558708
gpt3.5_iter3,scarpa,scarpe da hockey,44,0.08510638297872342,2,0.10638297872340424,0.4,42,44,0.0,2.245970328414023e-42,0.04236755006558708
gpt3.5_iter2,scarpa,scarpe da rugby,43,0.1063829787234043,2,0.11702127659574468,0.4,42,43,0.0,2.4465563341655146e-42,0.04123223325112922
gpt3.5_iter3,scarpa,scarpe da rugby,42,0.12765957446808507,2,0.11702127659574468,0.4,42,43,0.0,2.4465563341655146e-42,0.04123223325112922
gpt3.5_iter2,scarpa,scarpe da tennis da tavolo,44,0.08510638297872342,1,0.08510638297872342,0.2,44,44,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarpe da badminton,45,0.06382978723404253,1,0.06382978723404253,0.2,45,45,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scarpe da squash,46,0.04255319148936165,1,0.04255319148936165,0.2,46,46,0.0,0.2,0.02005176874456075
gpt3.5_iter2,scarpa,scar,47,0.021276595744680882,1,0.021276595744680882,0.2,47,47,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,decolleté,10,0.8085106382978724,2,0.8042553191489362,0.4,10,10,0.0,4.0941543910376653e-10,0.0401035374891215
gpt3.5_iter4,scarpa,decolleté,10,0.8,2,0.8042553191489362,0.4,10,10,0.0,4.0941543910376653e-10,0.0401035374891215
gpt3.5_iter3,scarpa,ciabattine,13,0.7446808510638299,1,0.7446808510638299,0.2,13,13,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,mules,16,0.6808510638297872,1,0.6808510638297872,0.2,16,16,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da skateboard,27,0.44680851063829785,1,0.44680851063829785,0.2,27,27,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da sci,33,0.3191489361702128,1,0.3191489361702128,0.2,33,33,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da sub,37,0.23404255319148937,1,0.23404255319148937,0.2,37,37,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da pattinaggio artistico,45,0.06382978723404253,1,0.06382978723404253,0.2,45,45,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da pattinaggio a rotelle,46,0.04255319148936165,1,0.04255319148936165,0.2,46,46,0.0,0.2,0.02005176874456075
gpt3.5_iter3,scarpa,scarpe da pattin,47,0.021276595744680882,1,0.021276595744680882,0.2,47,47,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da pattinaggio,26,0.4444444444444444,1,0.4444444444444444,0.2,26,26,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da equitazione,29,0.37777777777777777,1,0.37777777777777777,0.2,29,29,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da pallavolo,30,0.3555555555555555,1,0.3555555555555555,0.2,30,30,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da pallamano,31,0.33333333333333337,1,0.33333333333333337,0.2,31,31,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da nuoto,32,0.3111111111111111,1,0.3111111111111111,0.2,32,32,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da triathlon,33,0.28888888888888886,1,0.28888888888888886,0.2,33,33,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da sub,34,0.2666666666666667,1,0.2666666666666667,0.2,34,34,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da surf,35,0.24444444444444446,1,0.24444444444444446,0.2,35,35,0.0,0.2,0.02005176874456075
gpt3.5_iter4,scarpa,scarpa da canoa,36,0.2222222222222222,1,0.2222222222222222,0.2,36,36,0.0,0.2,0.02005176874456075
