participant,concept,exemplar,rank_order,normed_rank_order,count,average_normed_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,abs_freq
gpt3.5_iter0,scarpa,scarponcino,11,0.6296296296296297,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222,0.080207074978243,1203
gpt3.5_iter1,scarpa,scarponcino,11,0.6551724137931034,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222,0.080207074978243,1203
gpt3.5_iter3,scarpa,scarponcino,11,0.7872340425531915,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222,0.080207074978243,1203
gpt3.5_iter4,scarpa,scarponcino,11,0.7777777777777778,4,0.7124534659384255,0.8,11,11,0.0,0.0003745406493222,0.080207074978243,1203
gpt3.5_iter0,scarpa,pantofole,12,0.5925925925925926,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.0705661217417664,27838
gpt3.5_iter2,scarpa,pantofole,10,0.8085106382978724,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.0705661217417664,27838
gpt3.5_iter3,scarpa,pantofole,12,0.7659574468085106,3,0.7223535592329918,0.6,10,12,0.0,7.681581999768989e-06,0.0705661217417664,27838
gpt3.5_iter0,scarpa,ciabatte da casa,13,0.5555555555555556,1,0.5555555555555556,0.2,13,13,0.0,0.2,0.0200517687445607,26
gpt3.5_iter0,scarpa,scarpe da ginnastica,14,0.5185185185185186,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475197e-08,0.077457984383731,652
gpt3.5_iter2,scarpa,scarpe da ginnastica,17,0.6595744680851063,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475197e-08,0.077457984383731,652
gpt3.5_iter3,scarpa,scarpe da ginnastica,18,0.6382978723404256,3,0.6054636196480169,0.6,14,18,0.0,6.700555218475197e-08,0.077457984383731,652
gpt3.5_iter0,scarpa,scarpe da trekking,15,0.4814814814814815,3,0.5789335434725507,0.6,15,19,0.0,2.1216421574239453e-08,0.0762657596748148,92
gpt3.5_iter2,scarpa,scarpe da trekking,18,0.6382978723404256,3,0.5789335434725507,0.6,15,19,0.0,2.1216421574239453e-08,0.0762657596748148,92
gpt3.5_iter3,scarpa,scarpe da trekking,19,0.6170212765957447,3,0.5789335434725507,0.6,15,19,0.0,2.1216421574239453e-08,0.0762657596748148,92
gpt3.5_iter0,scarpa,scarpe da corsa,16,0.4444444444444444,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.0726454180649745,100
gpt3.5_iter2,scarpa,scarpe da corsa,20,0.5957446808510638,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.0726454180649745,100
gpt3.5_iter3,scarpa,scarpe da corsa,20,0.5957446808510638,3,0.545311268715524,0.6,16,20,0.0,6.578009456485191e-09,0.0726454180649745,100
gpt3.5_iter0,scarpa,scarpe da calcio,17,0.4074074074074074,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.0770524103069526,2632
gpt3.5_iter2,scarpa,scarpe da calcio,19,0.6170212765957447,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.0770524103069526,2632
gpt3.5_iter3,scarpa,scarpe da calcio,21,0.574468085106383,3,0.5329655897031784,0.6,17,21,0.0,2.2670236235348148e-09,0.0770524103069526,2632
gpt3.5_iter0,scarpa,scarpe da basket,18,0.3703703703703703,3,0.4142369319674284,0.6,18,30,0.0,6.46713426516814e-10,0.1018000418890341,21
gpt3.5_iter2,scarpa,scarpe da basket,25,0.4893617021276596,3,0.4142369319674284,0.6,18,30,0.0,6.46713426516814e-10,0.1018000418890341,21
gpt3.5_iter3,scarpa,scarpe da basket,30,0.3829787234042553,3,0.4142369319674284,0.6,18,30,0.0,6.46713426516814e-10,0.1018000418890341,21
gpt3.5_iter0,scarpa,scarpe da tennis,19,0.3333333333333333,3,0.4231678486997636,0.6,19,28,0.0,2.0536580852160776e-10,0.091407345253484,116
gpt3.5_iter2,scarpa,scarpe da tennis,24,0.5106382978723405,3,0.4231678486997636,0.6,19,28,0.0,2.0536580852160776e-10,0.091407345253484,116
gpt3.5_iter3,scarpa,scarpe da tennis,28,0.4255319148936169,3,0.4231678486997636,0.6,19,28,0.0,2.0536580852160776e-10,0.091407345253484,116
gpt3.5_iter0,scarpa,scarpe da ballo,20,0.2962962962962963,3,0.4746519569214604,0.6,20,22,0.0,9.184032707794301e-11,0.0673867198042185,74
gpt3.5_iter2,scarpa,scarpe da ballo,21,0.574468085106383,3,0.4746519569214604,0.6,20,22,0.0,9.184032707794301e-11,0.0673867198042185,74
gpt3.5_iter3,scarpa,scarpe da ballo,22,0.5531914893617021,3,0.4746519569214604,0.6,20,22,0.0,9.184032707794301e-11,0.0673867198042185,74
gpt3.5_iter0,scarpa,scarpe da lavoro,21,0.2592592592592593,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.0716101110424796,82
gpt3.5_iter2,scarpa,scarpe da lavoro,22,0.5531914893617021,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.0716101110424796,82
gpt3.5_iter3,scarpa,scarpe da lavoro,24,0.5106382978723405,3,0.441029682164434,0.6,21,24,0.0,2.7673875890768404e-11,0.0716101110424796,82
gpt3.5_iter0,scarpa,scarpe da cerimonia,22,0.2222222222222222,3,0.4286840031520882,0.6,22,23,0.0,1.0613953573865699e-11,0.0623651285849608,30
gpt3.5_iter2,scarpa,scarpe da cerimonia,23,0.5319148936170213,3,0.4286840031520882,0.6,22,23,0.0,1.0613953573865699e-11,0.0623651285849608,30
gpt3.5_iter3,scarpa,scarpe da cerimonia,23,0.5319148936170213,3,0.4286840031520882,0.6,22,23,0.0,1.0613953573865699e-11,0.0623651285849608,30
gpt3.5_iter0,scarpa,scarpe da sposa,23,0.1851851851851852,1,0.1851851851851852,0.2,23,23,0.0,0.2,0.0200517687445607,24
gpt3.5_iter0,scarpa,scarpe da uomo,24,0.1481481481481481,1,0.1481481481481481,0.2,24,24,0.0,0.2,0.0200517687445607,44
gpt3.5_iter0,scarpa,scarpe da donna,25,0.1111111111111111,1,0.1111111111111111,0.2,25,25,0.0,0.2,0.0200517687445607,68
gpt3.5_iter0,scarpa,scarpe da bambino,26,0.074074074074074,1,0.074074074074074,0.2,26,26,0.0,0.2,0.0200517687445607,23
gpt3.5_iter0,scarpa,scarpe da neonato,27,0.037037037037037,1,0.037037037037037,0.2,27,27,0.0,0.2,0.0200517687445607,25
gpt3.5_iter1,scarpa,stivaletto,2,0.9655172413793104,1,0.9655172413793104,0.2,2,2,0.0,0.2,0.0200517687445607,33316
gpt3.5_iter1,scarpa,polacchino,12,0.6206896551724138,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.0771807020356003,424
gpt3.5_iter3,scarpa,polacchino,14,0.7234042553191489,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.0771807020356003,424
gpt3.5_iter4,scarpa,polacchino,12,0.7555555555555555,3,0.6998831553490393,0.6,12,14,0.0,1.347341297802729e-06,0.0771807020356003,424
gpt3.5_iter1,scarpa,scarpa da ginnastica,13,0.5862068965517242,2,0.6597701149425288,0.4,13,13,0.0,4.1260291395627433e-13,0.0401035374891215,678
gpt3.5_iter4,scarpa,scarpa da ginnastica,13,0.7333333333333334,2,0.6597701149425288,0.4,13,13,0.0,4.1260291395627433e-13,0.0401035374891215,678
gpt3.5_iter1,scarpa,scarpa da trekking,14,0.5517241379310345,2,0.6314176245210728,0.4,14,14,0.0,4.136709106991552e-14,0.0401035374891215,83
gpt3.5_iter4,scarpa,scarpa da trekking,14,0.7111111111111111,2,0.6314176245210728,0.4,14,14,0.0,4.136709106991552e-14,0.0401035374891215,83
gpt3.5_iter1,scarpa,scarpa da calcio,15,0.5172413793103448,2,0.6030651340996168,0.4,15,15,0.0,4.147416718845661e-15,0.0401035374891215,58
gpt3.5_iter4,scarpa,scarpa da calcio,15,0.6888888888888889,2,0.6030651340996168,0.4,15,15,0.0,4.147416718845661e-15,0.0401035374891215,58
gpt3.5_iter1,scarpa,scarpa da basket,16,0.4827586206896551,2,0.5191570881226053,0.4,16,21,0.0,2.079097084575159e-16,0.0556863790991404,50
gpt3.5_iter4,scarpa,scarpa da basket,21,0.5555555555555556,2,0.5191570881226053,0.4,16,21,0.0,2.079097084575159e-16,0.0556863790991404,50
gpt3.5_iter1,scarpa,scarpa da corsa,17,0.4482758620689655,2,0.5574712643678161,0.4,16,17,0.0,2.2875217814523623e-16,0.0432034491718133,108
gpt3.5_iter4,scarpa,scarpa da corsa,16,0.6666666666666667,2,0.5574712643678161,0.4,16,17,0.0,2.2875217814523623e-16,0.0432034491718133,108
gpt3.5_iter1,scarpa,scarpa da ballo,18,0.4137931034482759,2,0.5291187739463601,0.4,17,18,0.0,2.2934428879914268e-17,0.0430085066529131,78
gpt3.5_iter4,scarpa,scarpa da ballo,17,0.6444444444444444,2,0.5291187739463601,0.4,17,18,0.0,2.2934428879914268e-17,0.0430085066529131,78
gpt3.5_iter1,scarpa,scarpa da cerimonia,19,0.3793103448275862,2,0.4896551724137931,0.4,19,19,0.0,4.190525044413248e-19,0.0401035374891215,28
gpt3.5_iter4,scarpa,scarpa da cerimonia,19,0.6,2,0.4896551724137931,0.4,19,19,0.0,4.190525044413248e-19,0.0401035374891215,28
gpt3.5_iter1,scarpa,scarpa da lavoro,20,0.3448275862068966,2,0.4835249042145594,0.4,18,20,0.0,2.11085992849964e-18,0.0455962840819109,102
gpt3.5_iter4,scarpa,scarpa da lavoro,18,0.6222222222222222,2,0.4835249042145594,0.4,18,20,0.0,2.11085992849964e-18,0.0455962840819109,102
gpt3.5_iter1,scarpa,scarpa da montagna,21,0.3103448275862068,1,0.3103448275862068,0.2,21,21,0.0,0.2,0.0200517687445607,48
gpt3.5_iter1,scarpa,scarpa da vela,22,0.2758620689655172,2,0.3379310344827586,0.4,22,28,0.0,2.1115771844933346e-22,0.0534809255578978,26
gpt3.5_iter4,scarpa,scarpa da vela,28,0.4,2,0.3379310344827586,0.4,22,28,0.0,2.1115771844933346e-22,0.0534809255578978,26
gpt3.5_iter1,scarpa,scarpa da skate,23,0.2413793103448276,2,0.3318007662835249,0.4,23,27,0.0,2.1172546238823254e-23,0.0486162353900805,29
gpt3.5_iter4,scarpa,scarpa da skate,27,0.4222222222222223,2,0.3318007662835249,0.4,23,27,0.0,2.1172546238823254e-23,0.0486162353900805,29
gpt3.5_iter1,scarpa,scarpa da tennis,24,0.2068965517241379,2,0.3923371647509578,0.4,20,24,0.0,2.1008982297762572e-20,0.0499654925890877,138
gpt3.5_iter4,scarpa,scarpa da tennis,20,0.5777777777777777,2,0.3923371647509578,0.4,20,24,0.0,2.1008982297762572e-20,0.0499654925890877,138
gpt3.5_iter1,scarpa,scarpa da golf,25,0.1724137931034483,2,0.3417624521072797,0.4,23,25,0.0,2.138320864930028e-23,0.0443398083826451,46
gpt3.5_iter4,scarpa,scarpa da golf,23,0.5111111111111111,2,0.3417624521072797,0.4,23,25,0.0,2.138320864930028e-23,0.0443398083826451,46
gpt3.5_iter1,scarpa,scarpa da ciclismo,26,0.1379310344827586,2,0.3134099616858238,0.4,24,26,0.0,2.143855774262293e-24,0.0441543120565906,66
gpt3.5_iter4,scarpa,scarpa da ciclismo,24,0.4888888888888889,2,0.3134099616858238,0.4,24,26,0.0,2.143855774262293e-24,0.0441543120565906,66
gpt3.5_iter1,scarpa,scarpa da arrampicata,27,0.1034482758620689,2,0.3183908045977011,0.4,22,27,0.0,2.1115964303640647e-22,0.0512582266908761,23
gpt3.5_iter4,scarpa,scarpa da arrampicata,22,0.5333333333333333,2,0.3183908045977011,0.4,22,27,0.0,2.1115964303640647e-22,0.0512582266908761,23
gpt3.5_iter1,scarpa,scarpa da sci,28,0.0689655172413793,2,0.267816091954023,0.4,25,28,0.0,2.130159139629026e-25,0.0459421863106544,48
gpt3.5_iter4,scarpa,scarpa da sci,25,0.4666666666666667,2,0.267816091954023,0.4,25,28,0.0,2.130159139629026e-25,0.0459421863106544,48
gpt3.5_iter1,scarpa,scarpa da snowboard,29,0.0344827586206896,1,0.0344827586206896,0.2,29,29,0.0,0.2,0.0200517687445607,32
gpt3.5_iter2,scarpa,sneakers,1,1.0,1,1.0,0.2,1,1,0.2,0.2,0.2,19839
gpt3.5_iter2,scarpa,stivali,2,0.9787234042553192,1,0.9787234042553192,0.2,2,2,0.0,0.2,0.0200517687445607,47442
gpt3.5_iter2,scarpa,sandali,3,0.9574468085106383,1,0.9574468085106383,0.2,3,3,0.0,0.2,0.0200517687445607,47208
gpt3.5_iter2,scarpa,mocassini,4,0.9361702127659576,1,0.9361702127659576,0.2,4,4,0.0,0.2,0.0200517687445607,8873
gpt3.5_iter2,scarpa,ciabatte,6,0.8936170212765957,1,0.8936170212765957,0.2,6,6,0.0,0.2,0.0200517687445607,17648
gpt3.5_iter2,scarpa,zoccoli,8,0.851063829787234,1,0.851063829787234,0.2,8,8,0.0,0.2,0.0200517687445607,39270
gpt3.5_iter2,scarpa,ballerine,9,0.8297872340425532,1,0.8297872340425532,0.2,9,9,0.0,0.2,0.0200517687445607,33188
gpt3.5_iter2,scarpa,scarponi,11,0.7872340425531915,1,0.7872340425531915,0.2,11,11,0.0,0.2,0.0200517687445607,29404
gpt3.5_iter2,scarpa,stivaletti,13,0.7446808510638299,1,0.7446808510638299,0.2,13,13,0.0,0.2,0.0200517687445607,36722
gpt3.5_iter2,scarpa,espadrillas,15,0.7021276595744681,2,0.6808510638297872,0.4,15,17,0.0,2.0945529352340226e-15,0.0467825930141668,2496
gpt3.5_iter3,scarpa,espadrillas,17,0.6595744680851063,2,0.6808510638297872,0.4,15,17,0.0,2.0945529352340226e-15,0.0467825930141668,2496
gpt3.5_iter2,scarpa,ciabatte da mare,16,0.6808510638297872,1,0.6808510638297872,0.2,16,16,0.0,0.2,0.0200517687445607,21
gpt3.5_iter2,scarpa,scarpe da golf,26,0.4680851063829787,2,0.4361702127659574,0.4,26,29,0.0,2.135672922847692e-26,0.045706959966937,40
gpt3.5_iter3,scarpa,scarpe da golf,29,0.4042553191489362,2,0.4361702127659574,0.4,26,29,0.0,2.135672922847692e-26,0.045706959966937,40
gpt3.5_iter2,scarpa,scarpe da ciclismo,27,0.4468085106382978,2,0.4042553191489361,0.4,27,31,0.0,2.1392614073388958e-27,0.0472998752652219,76
gpt3.5_iter3,scarpa,scarpe da ciclismo,31,0.3617021276595744,2,0.4042553191489361,0.4,27,31,0.0,2.1392614073388958e-27,0.0472998752652219,76
gpt3.5_iter2,scarpa,scarpe da montagna,28,0.4255319148936169,2,0.4574468085106383,0.4,25,28,0.0,2.130159139629026e-25,0.0459421863106544,42
gpt3.5_iter3,scarpa,scarpe da montagna,25,0.4893617021276596,2,0.4574468085106383,0.4,25,28,0.0,2.130159139629026e-25,0.0459421863106544,42
gpt3.5_iter2,scarpa,scarpe da skate,29,0.4042553191489362,1,0.4042553191489362,0.2,29,29,0.0,0.2,0.0200517687445607,33
gpt3.5_iter2,scarpa,scarpe da snowboard,30,0.3829787234042553,2,0.3404255319148936,0.4,30,34,0.0,2.1559164752419687e-30,0.0465507223423299,36
gpt3.5_iter3,scarpa,scarpe da snowboard,34,0.2978723404255319,2,0.3404255319148936,0.4,30,34,0.0,2.1559164752419687e-30,0.0465507223423299,36
gpt3.5_iter2,scarpa,scarpe da arrampicata,31,0.3617021276595744,2,0.4148936170212766,0.4,26,31,0.0,2.133544402453276e-26,0.0494710622231561,23
gpt3.5_iter3,scarpa,scarpe da arrampicata,26,0.4680851063829787,2,0.4148936170212766,0.4,26,31,0.0,2.133544402453276e-26,0.0494710622231561,23
gpt3.5_iter2,scarpa,scarpe da vela,32,0.3404255319148936,2,0.3404255319148936,0.4,32,32,0.0,4.333745778575114e-32,0.0401035374891215,26
gpt3.5_iter3,scarpa,scarpe da vela,32,0.3404255319148936,2,0.3404255319148936,0.4,32,32,0.0,4.333745778575114e-32,0.0401035374891215,26
gpt3.5_iter2,scarpa,scarpe da equitazione,33,0.3191489361702128,2,0.2659574468085106,0.4,33,38,0.0,2.1725037111856202e-33,0.0474130296483937,2
gpt3.5_iter3,scarpa,scarpe da equitazione,38,0.2127659574468084,2,0.2659574468085106,0.4,33,38,0.0,2.1725037111856202e-33,0.0474130296483937,2
gpt3.5_iter2,scarpa,scarpe da pattinaggio,34,0.2978723404255319,2,0.2872340425531914,0.4,34,35,0.0,2.39647932870425e-34,0.0415069126421852,76
gpt3.5_iter3,scarpa,scarpe da pattinaggio,35,0.276595744680851,2,0.2872340425531914,0.4,34,35,0.0,2.39647932870425e-34,0.0415069126421852,76
gpt3.5_iter2,scarpa,scarpe da nuoto,35,0.276595744680851,2,0.2659574468085106,0.4,35,36,0.0,2.4026824650148936e-35,0.0414654847652447,14
gpt3.5_iter3,scarpa,scarpe da nuoto,36,0.2553191489361702,2,0.2659574468085106,0.4,35,36,0.0,2.4026824650148936e-35,0.0414654847652447,14
gpt3.5_iter2,scarpa,scarpe da immersione,36,0.2553191489361702,1,0.2553191489361702,0.2,36,36,0.0,0.2,0.0200517687445607,7
gpt3.5_iter2,scarpa,scarpe da pallavolo,38,0.2127659574468084,2,0.2021276595744681,0.4,38,39,0.0,2.421388378872357e-38,0.0413546787282735,28
gpt3.5_iter3,scarpa,scarpe da pallavolo,39,0.1914893617021277,2,0.2021276595744681,0.4,38,39,0.0,2.421388378872357e-38,0.0413546787282735,28
gpt3.5_iter2,scarpa,scarpe da pallacanestro,39,0.1914893617021277,2,0.1808510638297872,0.4,39,40,0.0,2.4276559906957744e-39,0.0413216431734504,22
gpt3.5_iter3,scarpa,scarpe da pallacanestro,40,0.1702127659574468,2,0.1808510638297872,0.4,39,40,0.0,2.4276559906957744e-39,0.0413216431734504,22
gpt3.5_iter2,scarpa,scarpe da pallamano,40,0.1702127659574468,2,0.1595744680851064,0.4,40,41,0.0,2.4339398258389633e-40,0.0412903068493744,8
gpt3.5_iter3,scarpa,scarpe da pallamano,41,0.1489361702127659,2,0.1595744680851064,0.4,40,41,0.0,2.4339398258389633e-40,0.0412903068493744,8
gpt3.5_iter2,scarpa,scarpe da calcetto,41,0.1489361702127659,2,0.1276595744680851,0.4,41,43,0.0,2.2401717843701543e-41,0.0424244622674549,27
gpt3.5_iter3,scarpa,scarpe da calcetto,43,0.1063829787234043,2,0.1276595744680851,0.4,41,43,0.0,2.2401717843701543e-41,0.0424244622674549,27
gpt3.5_iter2,scarpa,scarpe da hockey,42,0.127659574468085,2,0.1063829787234042,0.4,42,44,0.0,2.2459703284140228e-42,0.042367550065587,5
gpt3.5_iter3,scarpa,scarpe da hockey,44,0.0851063829787234,2,0.1063829787234042,0.4,42,44,0.0,2.2459703284140228e-42,0.042367550065587,5
gpt3.5_iter2,scarpa,scarpe da rugby,43,0.1063829787234043,2,0.1170212765957446,0.4,42,43,0.0,2.4465563341655146e-42,0.0412322332511292,37
gpt3.5_iter3,scarpa,scarpe da rugby,42,0.127659574468085,2,0.1170212765957446,0.4,42,43,0.0,2.4465563341655146e-42,0.0412322332511292,37
gpt3.5_iter2,scarpa,scarpe da tennis da tavolo,44,0.0851063829787234,1,0.0851063829787234,0.2,44,44,0.0,0.2,0.0200517687445607,0
gpt3.5_iter2,scarpa,scarpe da badminton,45,0.0638297872340425,1,0.0638297872340425,0.2,45,45,0.0,0.2,0.0200517687445607,1
gpt3.5_iter2,scarpa,scarpe da squash,46,0.0425531914893616,1,0.0425531914893616,0.2,46,46,0.0,0.2,0.0200517687445607,2
gpt3.5_iter2,scarpa,scar,47,0.0212765957446808,1,0.0212765957446808,0.2,47,47,0.0,0.2,0.0200517687445607,8410
gpt3.5_iter3,scarpa,decolleté,10,0.8085106382978724,2,0.8042553191489362,0.4,10,10,0.0,4.094154391037665e-10,0.0401035374891215,3173
gpt3.5_iter4,scarpa,decolleté,10,0.8,2,0.8042553191489362,0.4,10,10,0.0,4.094154391037665e-10,0.0401035374891215,3173
gpt3.5_iter3,scarpa,ciabattine,13,0.7446808510638299,1,0.7446808510638299,0.2,13,13,0.0,0.2,0.0200517687445607,5903
gpt3.5_iter3,scarpa,mules,16,0.6808510638297872,1,0.6808510638297872,0.2,16,16,0.0,0.2,0.0200517687445607,1147
gpt3.5_iter3,scarpa,scarpe da skateboard,27,0.4468085106382978,1,0.4468085106382978,0.2,27,27,0.0,0.2,0.0200517687445607,42
gpt3.5_iter3,scarpa,scarpe da sci,33,0.3191489361702128,1,0.3191489361702128,0.2,33,33,0.0,0.2,0.0200517687445607,42
gpt3.5_iter3,scarpa,scarpe da sub,37,0.2340425531914893,1,0.2340425531914893,0.2,37,37,0.0,0.2,0.0200517687445607,5
gpt3.5_iter3,scarpa,scarpe da pattinaggio artistico,45,0.0638297872340425,1,0.0638297872340425,0.2,45,45,0.0,0.2,0.0200517687445607,0
gpt3.5_iter3,scarpa,scarpe da pattinaggio a rotelle,46,0.0425531914893616,1,0.0425531914893616,0.2,46,46,0.0,0.2,0.0200517687445607,0
gpt3.5_iter3,scarpa,scarpe da pattin,47,0.0212765957446808,1,0.0212765957446808,0.2,47,47,0.0,0.2,0.0200517687445607,0
gpt3.5_iter4,scarpa,scarpa da pattinaggio,26,0.4444444444444444,1,0.4444444444444444,0.2,26,26,0.0,0.2,0.0200517687445607,30
gpt3.5_iter4,scarpa,scarpa da equitazione,29,0.3777777777777777,1,0.3777777777777777,0.2,29,29,0.0,0.2,0.0200517687445607,4
gpt3.5_iter4,scarpa,scarpa da pallavolo,30,0.3555555555555555,1,0.3555555555555555,0.2,30,30,0.0,0.2,0.0200517687445607,30
gpt3.5_iter4,scarpa,scarpa da pallamano,31,0.3333333333333333,1,0.3333333333333333,0.2,31,31,0.0,0.2,0.0200517687445607,10
