participant,category,concept,concept_eng,exemplar,rank,abs_freq
iter1,STATIONERY,astuccio,case,riscaldamento a biomassa a legna,11,0.0
iter1,STATIONERY,astuccio,case,riscaldamento a biomassa a pellet,12,0.0
iter1,STATIONERY,astuccio,case,riscaldamento a biomassa a gas,13,0.0
iter1,STATIONERY,astuccio,case,riscaldamento a biomassa a biomassa,14,0.0
iter1,STATIONERY,astuccio,case,riscaldamento a biomassa a biomassa a legna,15,0.0
iter1,HOBBIES,attrezzo,tool,pala,1,16230.0
iter1,HOBBIES,attrezzo,tool,raccapiedi,2,0.0
iter1,HOBBIES,attrezzo,tool,scopa,3,19208.0
iter1,HOBBIES,attrezzo,tool,spazzola,4,20785.0
iter1,HOBBIES,attrezzo,tool,spazzolina,5,1622.0
iter1,HOBBIES,attrezzo,tool,spazzolone,6,1656.0
iter1,HOBBIES,attrezzo,tool,spazzolino,7,8358.0
iter1,HOBBIES,attrezzo,tool,spazzolino,8,8358.0
iter1,VEHICLES,autobus,bus,autobus,1,331938.0
iter1,VEHICLES,autobus,bus,bus,2,300215.0
iter1,VEHICLES,autobus,bus,minibus,3,11863.0
iter1,VEHICLES,autobus,bus,pullman,4,17974.0
iter1,VEHICLES,autobus,bus,autobus a due piani,5,34.0
iter1,VEHICLES,autobus,bus,autobus a tre piani,6,10.0
iter1,VEHICLES,autobus,bus,autobus a ponte,7,6.0
iter1,VEHICLES,autobus,bus,autobus a ponte a due piani,8,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a tre piani,9,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a quattro piani,10,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a cinque piani,11,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a sei piani,12,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a sette piani,13,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a otto piani,14,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a nove piani,15,0.0
iter1,VEHICLES,autobus,bus,autobus a ponte a dieci piani,16,0.0
iter1,VEHICLES,automobile,car,berlina,1,19428.0
iter1,VEHICLES,automobile,car,coupé,2,21351.0
iter1,VEHICLES,automobile,car,station wagon,3,3651.0
iter1,VEHICLES,automobile,car,minivan,4,7935.0
iter1,VEHICLES,automobile,car,suv,5,19341.0
iter1,VEHICLES,automobile,car,pickup,6,15709.0
iter1,VEHICLES,automobile,car,convertibile,7,18790.0
iter1,VEHICLES,automobile,car,sportscar,8,447.0
iter1,VEHICLES,automobile,car,limousine,9,14829.0
iter1,VEHICLES,automobile,car,taxi,10,16427.0
iter1,VEHICLES,automobile,car,camper,11,15011.0
iter1,VEHICLES,automobile,car,fuoristrada,12,10934.0
iter1,VEHICLES,automobile,car,fuoriterra,13,1308.0
iter1,VEHICLES,automobile,car,fuoricontinentale,14,0.0
iter1,VEHICLES,automobile,car,fuorisport,15,0.0
iter1,VEHICLES,automobile,car,fuoristile,16,1.0
iter1,VEHICLES,automobile,car,fuoristilizzato,17,0.0
iter1,VEHICLES,automobile,car,fu,18,21504.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno,1,385.0
iter1,HOUSING BUILDINGS,bagno,bathroom,doccia,2,15526.0
iter1,HOUSING BUILDINGS,bagno,bathroom,bidet,3,17369.0
iter1,HOUSING BUILDINGS,bagno,bathroom,piscina,4,15193.0
iter1,HOUSING BUILDINGS,bagno,bathroom,sauna,5,19389.0
iter1,HOUSING BUILDINGS,bagno,bathroom,spa,6,19888.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone,1,16407.0
iter1,HOUSING BUILDINGS,balcone,balcony,terrazza,2,304235.0
iter1,HOUSING BUILDINGS,balcone,balcony,loggia,3,17598.0
iter1,HOUSING BUILDINGS,balcone,balcony,cornicione,4,18128.0
iter1,HOUSING BUILDINGS,balcone,balcony,pavimento,5,463954.0
iter1,HOUSING BUILDINGS,balcone,balcony,guardrail,6,5187.0
iter1,HOUSING BUILDINGS,balcone,balcony,portico,7,17053.0
iter1,HOUSING BUILDINGS,balcone,balcony,pergola,8,23202.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-giardino,9,5.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-panoramico,10,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-sottotetto,11,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-terrazzino,12,12.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-veranda,13,23.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-sottotetto-panoramico,14,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-terrazzino-panoramico,15,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-giardino-panoramico,16,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-sottotetto-giardino-panoramico,17,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone-terrazzino-giardino-panoramico,18,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcon,19,1168.0
iter1,PLANTS,basilico,basil,basilico comune,1,38.0
iter1,PLANTS,basilico,basil,basilico piccolo,2,32.0
iter1,PLANTS,basilico,basil,basilico grande,3,32.0
iter1,PLANTS,basilico,basil,basilico nero,4,14.0
iter1,PLANTS,basilico,basil,basilico bianco,5,9.0
iter1,PLANTS,basilico,basil,basilico d'olio,6,0.0
iter1,PLANTS,basilico,basil,basilico di finocchio,7,0.0
iter1,PLANTS,basilico,basil,basilico di limone,8,1.0
iter1,PLANTS,basilico,basil,basilico di camomilla,9,0.0
iter1,PLANTS,basilico,basil,basilico di aneto,10,0.0
iter1,PLANTS,basilico,basil,basilico di genziana,11,0.0
iter1,PLANTS,basilico,basil,basilico di pietra,12,1.0
iter1,PLANTS,basilico,basil,basilico di cipolla,13,0.0
iter1,PLANTS,basilico,basil,basilico di cipolla rossa,14,0.0
iter1,PLANTS,basilico,basil,basilico di cipolla bianca,15,0.0
iter1,PLANTS,basilico,basil,basilico di cipolla verde,16,0.0
iter1,PLANTS,basilico,basil,basilico di cipolla gialla,17,0.0
iter1,PLANTS,basilico,basil,basilico,18,11480.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro,1,33.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di plastica,2,38.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di cristallo,3,42.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di ceramica,4,20.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di porcellana,5,13.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di metallo,6,20.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di legno,7,21.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro colorato,8,13.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro con manico,9,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro con manico colorato,10,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro con manico di porcellana,11,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro con manico di porcellana colorato,12,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vetro con manico di cristallo,13,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere di vet,14,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta,1,18803.0
iter1,VEHICLES,bicicletta,bicycle,mountain bike,2,3015.0
iter1,VEHICLES,bicicletta,bicycle,road bike,3,42.0
iter1,VEHICLES,bicicletta,bicycle,cruiser,4,9757.0
iter1,VEHICLES,bicicletta,bicycle,bmx,5,8203.0
iter1,VEHICLES,bicicletta,bicycle,fixie,6,283.0
iter1,VEHICLES,bicicletta,bicycle,folding bike,7,23.0
iter1,VEHICLES,bicicletta,bicycle,recumbent bike,8,58.0
iter1,VEHICLES,bicicletta,bicycle,e-bike,9,14299.0
iter1,VEHICLES,bicicletta,bicycle,cargo bike,10,22.0
iter1,VEHICLES,bicicletta,bicycle,touring bike,11,44.0
iter1,VEHICLES,bicicletta,bicycle,gravel bike,12,205.0
iter1,VEHICLES,bicicletta,bicycle,single speed bike,13,1.0
iter1,VEHICLES,bicicletta,bicycle,track bike,14,9.0
iter1,VEHICLES,bicicletta,bicycle,time trial bike,15,1.0
iter1,VEHICLES,bicicletta,bicycle,triathlon bike,16,5.0
iter1,VEHICLES,bicicletta,bicycle,cyclocross bike,17,1.0
iter1,VEHICLES,bicicletta,bicycle,hybrid bike,18,14.0
iter1,VEHICLES,bicicletta,bicycle,city bike,19,252.0
iter1,VEHICLES,bicicletta,bicycle,commuter bike,20,3.0
iter1,VEHICLES,bicicletta,bicycle,cruiser bike,21,14.0
iter1,VEHICLES,bicicletta,bicycle,dirt bike,22,43.0
iter1,VEHICLES,bicicletta,bicycle,dirt jump bike,23,0.0
iter1,VEHICLES,bicicletta,bicycle,downhill bike,24,27.0
iter1,VEHICLES,bicicletta,bicycle,enduro bike,25,39.0
iter1,VEHICLES,bicicletta,bicycle,freestyle bike,26,2.0
iter1,VEHICLES,bicicletta,bicycle,hardtail bike,27,0.0
iter1,VEHICLES,bicicletta,bicycle,longboard bike,28,0.0
iter1,VEHICLES,bicicletta,bicycle,long distance bike,29,0.0
iter1,VEHICLES,bicicletta,bicycle,off-road bike,30,0.0
iter1,VEHICLES,bicicletta,bicycle,pave,31,1048.0
iter1,BODY PARTS,bocca,mouth,bocca di cane,1,20.0
iter1,BODY PARTS,bocca,mouth,bocca di gatto,2,3.0
iter1,BODY PARTS,bocca,mouth,bocca di cavallo,3,3.0
iter1,BODY PARTS,bocca,mouth,bocca di pesce,4,23.0
iter1,BODY PARTS,bocca,mouth,bocca di uomo,5,9.0
iter1,BODY PARTS,bocca,mouth,bocca di donna,6,22.0
iter1,BODY PARTS,bocca,mouth,bocca di bambino,7,21.0
iter1,BODY PARTS,bocca,mouth,bocca di neonato,8,2.0
iter1,BODY PARTS,bocca,mouth,bocca di uccello,9,2.0
iter1,BODY PARTS,bocca,mouth,bocca di canguro,10,0.0
iter1,BODY PARTS,bocca,mouth,bocca di elefante,11,1.0
iter1,BODY PARTS,bocca,mouth,bocca di ippopotamo,12,4.0
iter1,BODY PARTS,bocca,mouth,bocca di rinocerto,13,0.0
iter1,BODY PARTS,bocca,mouth,bocca di cammello,14,0.0
iter1,BODY PARTS,bocca,mouth,bocca di orso,15,2.0
iter1,BODY PARTS,bocca,mouth,bocca di leone,16,37.0
iter1,BODY PARTS,bocca,mouth,bocca di tigre,17,6.0
iter1,BODY PARTS,bocca,mouth,bocca,18,19650.0
iter1,BODY PARTS,braccio,arm,braccio umano,1,177.0
iter1,BODY PARTS,braccio,arm,braccio robotico,2,143.0
iter1,BODY PARTS,braccio,arm,braccio artificiale,3,196.0
iter1,BODY PARTS,braccio,arm,braccio di gomma,4,20.0
iter1,BODY PARTS,braccio,arm,braccio di carta,5,4.0
iter1,BODY PARTS,braccio,arm,braccio di plastica,6,20.0
iter1,BODY PARTS,braccio,arm,braccio di legno,7,26.0
iter1,BODY PARTS,braccio,arm,braccio di metallo,8,22.0
iter1,BODY PARTS,braccio,arm,braccio di vetro,9,9.0
iter1,BODY PARTS,braccio,arm,braccio di ceramica,10,0.0
iter1,BODY PARTS,braccio,arm,braccio di,11,259.0
iter1,PLANTS,cactus,cactus,cactus,1,17616.0
iter1,PLANTS,cactus,cactus,cactus bianco,2,9.0
iter1,PLANTS,cactus,cactus,cactus rosso,3,10.0
iter1,PLANTS,cactus,cactus,cactus verde,4,35.0
iter1,PLANTS,cactus,cactus,cactus spinoso,5,38.0
iter1,PLANTS,cactus,cactus,cactus spinoso rosso,6,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso verde,7,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso bianco,8,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso rosso bianco,9,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso verde bianco,10,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso rosso verde,11,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso bianco rosso,12,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso bianco verde,13,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso rosso bianco verde,14,0.0
iter1,PLANTS,cactus,cactus,cactus spinoso rosso verde bianco,15,0.0
iter1,PLANTS,cactus,cactus,,16,0.0
iter1,CLOTHES,calza,sock,calze,1,24821.0
iter1,CLOTHES,calza,sock,calzini,2,26716.0
iter1,CLOTHES,calza,sock,calzini da lavoro,3,7.0
iter1,CLOTHES,calza,sock,calzini da ginnastica,4,6.0
iter1,CLOTHES,calza,sock,calzini da sport,5,1.0
iter1,CLOTHES,calza,sock,calzini da bagno,6,0.0
iter1,CLOTHES,calza,sock,calzini da letto,7,2.0
iter1,CLOTHES,calza,sock,calzini da camicia,8,0.0
iter1,CLOTHES,calza,sock,calzini da pijama,9,0.0
iter1,CLOTHES,calza,sock,calzini da piacere,10,0.0
iter1,CLOTHES,calza,sock,calzini da spiaggia,11,0.0
iter1,CLOTHES,calza,sock,calzini da neve,12,6.0
iter1,CLOTHES,calza,sock,calzini da caccia,13,2.0
iter1,CLOTHES,calza,sock,calzini da ciclismo,14,12.0
iter1,CLOTHES,calza,sock,calzini da equitazione,15,1.0
iter1,CLOTHES,calza,sock,calzini da equestre,16,0.0
iter1,CLOTHES,calza,sock,calzini da equestre da salto,17,0.0
iter1,CLOTHES,calza,sock,calzini da equestre da dressage,18,0.0
iter1,CLOTHES,calza,sock,calz,19,64.0
iter1,HOUSING BUILDINGS,camera,bedroom,fotocamera,1,23184.0
iter1,HOUSING BUILDINGS,camera,bedroom,video camera,2,387.0
iter1,HOUSING BUILDINGS,camera,bedroom,webcam,3,19007.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 360,4,116.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera drone,5,28.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera action,6,21.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera gopro,7,89.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera dslr,8,73.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera mirrorless,9,25.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera point and shoot,10,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera reflex,11,92.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera box,12,27.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera security,13,7.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera surveillance,14,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera trail,15,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera underwater,16,3.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 3d,17,73.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 4k,18,215.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 5k,19,2.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 8k,20,4.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 1080p,21,40.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 720p,22,7.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 480p,23,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 240p,24,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 120p,25,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 60p,26,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 30p,27,0.0
iter1,CLOTHES,camicia,shirt,camicia bianca,1,553.0
iter1,CLOTHES,camicia,shirt,camicia nera,2,510.0
iter1,CLOTHES,camicia,shirt,camicia rossa,3,149.0
iter1,CLOTHES,camicia,shirt,camicia blu,4,660.0
iter1,CLOTHES,camicia,shirt,camicia verde,5,26.0
iter1,CLOTHES,camicia,shirt,camicia rosa,6,340.0
iter1,CLOTHES,camicia,shirt,camicia grigia,7,151.0
iter1,CLOTHES,camicia,shirt,camicia nera con maniche lunghe,8,2.0
iter1,CLOTHES,camicia,shirt,camicia bianca con maniche lunghe,9,3.0
iter1,CLOTHES,camicia,shirt,camicia nera con maniche corte,10,0.0
iter1,CLOTHES,camicia,shirt,camicia bianca con maniche corte,11,1.0
iter1,CLOTHES,camicia,shirt,camicia nera con maniche a maniche,12,0.0
iter1,CLOTHES,camicia,shirt,camicia bianca con maniche a maniche,13,0.0
iter1,CLOTHES,camicia,shirt,camicia b,14,0.0
iter1,VEHICLES,camion,truck,camioncino,1,9300.0
iter1,VEHICLES,camion,truck,camioncino da lavoro,2,7.0
iter1,VEHICLES,camion,truck,camioncino da trasporto,3,1.0
iter1,VEHICLES,camion,truck,camioncino da trasporto merci,4,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri,5,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri a lunga distanza,6,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri a corta distanza,7,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri a corta distanza con guida,8,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri a corta distanza senza guida,9,0.0
iter1,VEHICLES,camion,truck,camioncino da trasporto passeggeri a lunga distanza con guida,10,0.0
iter1,VEHICLES,camion,truck,,11,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro,1,13940.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a tre ramificazioni,2,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a cinque ramificazioni,3,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a sette ramificazioni,4,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a nove ramificazioni,5,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a dodici ramificazioni,6,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a quindici ramificazioni,7,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a diciotto ramificazioni,8,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a ventuno ramificazioni,9,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a venticinque ramificazioni,10,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a trenta ramificazioni,11,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a trentasei ramificazioni,12,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a quaranta ramificazioni,13,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candel,14,103.0
iter1,ANIMALS,cane,dog,cane da passeggio,1,36.0
iter1,ANIMALS,cane,dog,cane da gita,2,0.0
iter1,ANIMALS,cane,dog,cane da caccia,3,153.0
iter1,ANIMALS,cane,dog,cane da pesca,4,9.0
iter1,ANIMALS,cane,dog,cane da lavoro,5,30.0
iter1,ANIMALS,cane,dog,cane da giardino,6,16.0
iter1,ANIMALS,cane,dog,cane da corsa,7,20.0
iter1,CLOTHES,canottiera,singlet,canottiera,1,7946.0
iter1,CLOTHES,canottiera,singlet,canottiera da barca,2,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da yacht,3,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da vela,4,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da motonave,5,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa,6,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da kayak,7,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da esplorazione,8,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da slalom,9,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da canoeismo,10,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da canoeismo di velocità,11,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da canoeismo di slalom,12,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da canoeismo di maratona,13,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da canoa da canoeismo di maratona di velocità,14,0.0
iter1,CLOTHES,canottiera,singlet,,15,0.0
iter1,BODY PARTS,capello,hair,berretto,1,18675.0
iter1,BODY PARTS,capello,hair,cappello,2,17040.0
iter1,BODY PARTS,capello,hair,cappuccio,3,13089.0
iter1,BODY PARTS,capello,hair,cappellino,4,11911.0
iter1,BODY PARTS,capello,hair,cappellone,5,3578.0
iter1,BODY PARTS,capello,hair,cappellaccio,6,3750.0
