participant,category,category_it,concept,exemplar,clean_exemplar,rank
mixtral-iter5,stationery,cancelleria,agenda,agenda di pianificazione,di pianificazione,8
mixtral-iter5,stationery,cancelleria,agenda,agenda per appuntamenti,per appuntamenti,9
mixtral-iter5,stationery,cancelleria,agenda,agenda per riunioni,per riunioni,10
mixtral-iter5,stationery,cancelleria,agenda,agenda per progetti,per progetti,11
mixtral-iter5,stationery,cancelleria,agenda,agenda per obiettivi,per obiettivi,12
mixtral-iter5,stationery,cancelleria,agenda,agenda per compiti,per compiti,13
mixtral-iter5,stationery,cancelleria,agenda,agenda per viaggi,per viaggi,14
mixtral-iter5,stationery,cancelleria,agenda,agenda per la salute,per la salute,15
mixtral-iter5,stationery,cancelleria,agenda,agenda per la forma fisica,per la forma fisica,16
mixtral-iter5,stationery,cancelleria,agenda,agenda per la meditazione,per la meditazione,17
mixtral-iter5,stationery,cancelleria,agenda,agenda per la crescita personale,per la crescita personale,18
mixtral-iter5,stationery,cancelleria,agenda,agenda per la carriera,per la carriera,19
mixtral-iter5,stationery,cancelleria,agenda,agenda per la finanza,per la finanza,20
mixtral-iter5,stationery,cancelleria,agenda,agenda per le relazioni,per le relazioni,21
mixtral-iter5,stationery,cancelleria,agenda,agenda per la casa,per la casa,22
mixtral-iter5,stationery,cancelleria,agenda,agenda per il giardin,per il giardin,23
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,gancio appendiabiti,gancio ,1
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,portaabiti,portaabiti,2
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,attaccapanni a muro,attaccapanni a muro,3
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,attaccapanni da parete,attaccapanni da parete,4
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da terra,da terra,5
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da parete adesivo,da parete adesivo,6
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da viaggio,da viaggio,7
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per cappotti,per cappotti,8
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per borse,per borse,9
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per cinture,per cinture,10
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per asciugamani,per asciugamani,11
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per piante,per piante,12
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per chiavi,per chiavi,13
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per biciclette,per biciclette,14
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per giacche,per giacche,15
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per abiti,per abiti,16
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti per cr,per cr,17
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,gancio appendiabiti,gancio ,1
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,portaombrelli,portaombrelli,2
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,attaccapanni a muro,attaccapanni a muro,3
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cavalletto appendiabiti,cavalletto ,4
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da parete,da parete,5
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da armadio,da armadio,6
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cappotto,da cappotto,7
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da bici,da bici,8
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da borsa,da borsa,9
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cinture,da cinture,10
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da scarpe,da scarpe,11
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da asciugamani,da asciugamani,12
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da accappatoio,da accappatoio,13
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da giacca,da giacca,14
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cravatta,da cravatta,15
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da vestiti,da vestiti,16
mixtral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da,da,17
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,gancio da parete,gancio da parete,1
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,portaombrelli con appendiabiti,portaombrelli con ,2
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,stazione appendiabiti,stazione ,3
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da porta,da porta,4
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da terra,da terra,5
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti a muro,a muro,6
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da appendere,da appendere,7
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da scrivania,da scrivania,8
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da guardaroba,da guardaroba,9
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cappotto,da cappotto,10
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cinture,da cinture,11
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da borse,da borse,12
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cravatte,da cravatte,13
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da giacche,da giacche,14
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da scarpe,da scarpe,15
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cappelli,da cappelli,16
mixtral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da o,da o,17
mixtral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,gancio appendiabiti,gancio ,1
