category,concept,human,llama-3.1-70b,llama-3.1-70b-order_match,llama-3.1-70b-simple_match,llama-3.1-8b,llama-3.1-8b-order_match,llama-3.1-8b-simple_match,llama-3.2-3b,llama-3.2-3b-order_match,llama-3.2-3b-simple_match,mistral-7b,mistral-7b-order_match,mistral-7b-simple_match,mixtral-8x7b,mixtral-8x7b-order_match,mixtral-8x7b-simple_match,nemo-12b,nemo-12b-order_match,nemo-12b-simple_match,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-order_match,llava-v1.6-mistral-7b-simple_match,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img-order_match,llava-v1.6-mistral-7b-img-simple_match,idefics2-8b,idefics2-8b-order_match,idefics2-8b-simple_match,idefics2-8b-img,idefics2-8b-img-order_match,idefics2-8b-img-simple_match
stationery,agenda,settimanale,settimanale,1,1,elettronica,0,0,diario,0,0,calendario personale,0,0,elettronica,0,0,elettronica,0,0,diario,0,0,diario,0,0,notebook,0,0,appunti,0,0
stationery,agenda,giornaliera,cartacea,0,0,diario,0,0,piano,0,0,calendar,0,0,giornaliera,1,1,tascabile,0,1,giornaliera,1,1,diaries di famiglia,0,0,scheda da portare,0,0,pagella,0,0
stationery,agenda,annuale,calendario,0,0,quaderno,0,0,planner,0,0,"calendario digitale: una elettronica o digitale, come microsoft outlook o google calendar",0,0,settimanale,0,1,online,0,0,elenco compiuto,0,0,di lavoro,0,0,calendare digitali,0,0,pelle,0,0
stationery,agenda,tascabile,personale,0,0,quotidiana,0,0,elenco,0,0,calendario di appuntamenti,0,0,scolastica,0,0,planner,0,0,schedule,0,0,registrazione,0,0,telefonare,0,0,diario,0,0
furnishings/fittings,appendiabiti,da parete,a muro,0,0,a sospensione,0,0,pannetto,0,0,cintura appendiabiti,0,0,gancio appendiabiti,0,0,a parete,0,0,scarpe,0,0,cinto,0,0,t-shirt,0,0,vestaglia,0,0
furnishings/fittings,appendiabiti,da terra,gruccia,0,0,ad arco,0,0,bambola,0,0,appendice per vaso,0,0,a muro,0,0,portatile,0,0,pantaloni,0,0,borsello,0,0,piastra,0,0,hangers,0,0
furnishings/fittings,appendiabiti,da muro,attaccapanni,0,0,da muro,1,1,sacco di panno,0,0,vestiti,0,0,da armadio,0,0,portaabiti,0,0,guanto,0,0,t-shirt,0,0,pollo,0,0,cappello,0,0
furnishings/fittings,appendiabiti,a rastrelliera,a forma di albero,0,0,a muro,0,0,mobile,0,0,appendelettro,0,0,con specchio,0,0,attaccapanni per parete,0,0,collo,0,0,mangusta,0,0,pantaholder,0,0,hanger,0,0
furniture,armadio,a muro,guardaroba,0,0,a muro,1,1,a muro,1,1,a rotaia,0,0,a due ante,0,1,a muro,1,1,armadietto,0,0,a due porte,0,0,per vestiti,0,0,cassa roba,0,0
furniture,armadio,scorrevole,a muro,0,1,guardaroba,0,0,a cassetti,0,0,a porte rovesciate,0,0,a quattro ante,0,0,guardaroba,0,0,armadiere,0,0,cuffia,0,0,armatino,0,0,cabinato,0,0
furniture,armadio,a due ante,a ponte,0,0,cassettone,0,0,da letto,0,0,a cassettini,0,0,a muro,0,1,guardaroba,0,0,vano,0,0,armadietto,0,0,armatore,0,0,camice,0,0
furniture,armadio,a battente,scorrevole,0,1,verticale,0,0,cassettone,0,0,a cassettine,0,0,con specchio,0,0,a due ante,0,1,reggibuste,0,0,nero,0,0,armati,0,0,cabina,0,0
furniture,armadio,in legno,guardaroba,0,0,cassettiera,0,0,da notte,0,0,a porta unica,0,0,a ponte,0,0,"a due ante,",0,0,a due porte,0,0,a sei porte,0,0,per libri,0,0,chiuso,0,0
stationery,astuccio,rigido,portaoggetti,0,0,borsa,0,0,guanti,0,0,tazza,0,0,per penne,0,0,per matite,0,0,fornace,0,0,cestino-astuccio,0,0,casserole,0,0,borse,0,0
stationery,astuccio,portapenne,per occhiali,0,0,valigetta,0,0,busta da giardino,0,0,bollitore,0,0,per matite,0,0,di scuola,0,0,finochietto,0,0,fornace,0,0,forno,0,0,stufa a lava,0,0
stationery,astuccio,per la scuola,portaoggetti,0,0,portafoglio,0,0,bocca,0,0,tazzini,0,0,per pennelli,0,0,da disegno,0,0,radiatore,0,0,aerotende,0,0,piatto coni,0,0,scatola leggera,0,0
stationery,astuccio,portaocchiali,porta pennarelli,0,0,portafogli,0,0,cappuccio,0,0,terracotta,0,0,per trucchi,0,0,penna,0,0,forno elettrico,0,0,porta asiatico,0,0,agua caliente,0,0,luggagine,0,0
stationery,astuccio,a bustina,portapenne,0,1,cassetto,0,0,cappello,0,0,caldaia,0,0,per occhiali,0,0,per occhiali,0,0,soffionaia,0,0,frigorifero,0,0,forno a legna,0,0,bagagli,0,0
hobbies,attrezzo,martello,cacciavite,0,1,martello,1,1,forbici,0,0,martello,1,1,cacciavite,0,1,martello,1,1,"bat, scusami. non ho informazioni specifiche sul significato del termine ""attrezzo"" che vuole essere elencato, quindi non posso elencarne i tipi di esso",0,0,da costruzione,0,0,"lavatrice, un usato per ripulire e riscldere indumenti",0,0,martello,1,1
hobbies,attrezzo,cacciavite,scalpello,0,0,scalpello,0,0,forbice,0,0,coltello da cucina,0,0,martello,0,1,scalpello,0,0,pennello,0,0,palle da tennis,0,0,"unico,",0,0,scopa,0,0
hobbies,attrezzo,chiave inglese,trapano,0,1,forbici,0,0,cucchiaio,0,0,pinzette,0,0,tenaglia,0,0,pinza,0,0,pane,0,0,palle da golf,0,0,macchina per lava lavandere a secca,0,0,pala,0,0
hobbies,attrezzo,da cucina,pinza,0,0,cacciavite,0,1,forchetta,0,0,chiavetta,0,0,squadra,0,0,chiave inglese,0,1,pala,0,0,raccapo,0,0,da cucina,1,1,utensile,0,0
hobbies,attrezzo,trapano,martello,0,1,pialla,0,0,matita,0,0,scala,0,0,lima,0,0,pennello,0,0,frangikotter,0,0,pesi,0,0,astea,0,0,grida,0,0
vehicles,autobus,a due piani,filobus,0,0,filobus,0,0,urbano,0,0,urbano,0,0,a due piani,1,1,urbano,0,0,bus,0,0,bus,0,0,pullman,0,1,pullman,0,1
vehicles,autobus,di linea,pullman,0,1,pullman,0,1,extraurbano,0,0,articolato,0,0,interurbano,0,0,turistico,0,0,minibus,0,0,urbano,0,0,locale,0,0,bus,0,0
vehicles,autobus,scuolabus,urbano,0,0,a due piani,0,1,minibus,0,0,urbani,0,0,scolastico,0,0,a due piani,0,1,minivan,0,0,autobu,0,0,in città,0,0,urbano,0,0
vehicles,autobus,elettrico,autobetoniera,0,0,autocarro,0,0,di linea,0,1,elettrico,1,1,turistico,0,0,scolastico,0,0,tram,0,0,diurnata,0,0,filobus,0,0,carrossella,0,0
vehicles,autobus,pullman,scuolabus,0,1,pubblico,0,0,notturno,0,0,scolastico,0,0,urbano,0,0,interurbano,0,0,pullman,1,1,pullman,1,1,minibus,0,0,vw kombi,0,0
vehicles,automobile,elettrica,berlina,0,0,suv,0,1,auto,0,0,berlina,0,0,berlina,0,0,suv,0,1,sedan,0,0,berlina,0,0,auto,0,0,auto,0,0
vehicles,automobile,suv,coupé,0,0,furgone,0,0,autobus,0,0,monoposto,0,0,fuoristrada,0,0,berline,0,0,auto,0,0,limousine,0,0,bicicletta,0,0,berlina,0,0
vehicles,automobile,a benzina,monovolume,0,1,scooter,0,0,bicicletta,0,0,coupé,0,0,elettrica,0,1,berlina,0,0,barca,0,0,volante,0,0,berlina,0,0,sedan,0,0
vehicles,automobile,monovolume,fuoristrada,0,0,camper,0,0,scooter,0,0,fuoristrada,0,0,ibrida,0,1,station wagon,0,0,fiat,0,0,benne,0,0,autovettura,0,0,station wagon,0,0
vehicles,automobile,ibrida,suv,0,1,fiat,0,0,moto,0,0,station wagon,0,0,suv,0,1,monovolume,0,1,berlina,0,0,coupé,0,0,camion,0,0,roadster,0,0
housing buildings,bagno,pubblico,vasca da bagno,0,0,doccia,0,0,vasca,0,0,vasca da bagno,0,0,vasca da bagno,0,0,vasca da bagno,0,0,doccia,0,0,doccia,0,0,doccia,0,0,vasca,0,0
housing buildings,bagno,turco,turco,1,1,bidet,0,0,wc,0,0,doccia,0,0,box doccia,0,0,wc,0,0,bidet,0,0,bidet,0,0,bacino,0,0,cassetta delle scarpe,0,0
housing buildings,bagno,giapponese,bidet,0,0,vasca,0,0,doccia,0,0,"fontana: una vasca apposita per il con acqua calda, anche nota come da vaporio",0,0,doccia,0,0,doccia,0,0,vasca,0,0,vaso per anelli,0,0,vasca da bagno,0,0,lavatrice,0,0
housing buildings,bagno,chimico,water,0,0,cabina doccia,0,0,docce,0,0,docce,0,0,carta igienica,0,0,specchio,0,0,banconetto,0,0,acquaraggia,0,0,acqua,0,0,doccia,0,0
housing buildings,bagno,di lusso,cabina doccia,0,0,lavabo,0,0,bidet,0,0,bidet,0,0,bidet,0,0,lavandino,0,0,vasco da bagno,0,0,lavabo,0,0,per bagno,0,0,soffitta,0,0
housing buildings,balcone,a incasso,a sbalzo,0,0,esterno,0,1,scale,0,0,terrazzo,0,1,francese,0,0,francese,0,0,esterno,0,1,verde,0,0,terrazza,0,0,esterno,0,1
housing buildings,balcone,terrazzo,a sbalzo,0,0,loggia,0,0,scala,0,0,loggia,0,0,juliet,0,0,terrazza,0,0,terrazzo,1,1,porta di ingresso,0,0,vero e proprio,0,0,terrazza,0,0
housing buildings,balcone,aggettante,a filo,0,0,terrazzo,0,1,a cantilever,0,0,balconino,0,0,sporgente,0,0,apribile,0,0,delle stanze superiori,0,0,balconesantapiete,0,0,loggia,0,0,terrazza al piano,0,0
housing buildings,balcone,esterno,ad angolo,0,0,loggiato,0,0,portalettere,0,0,interiore,0,0,panoramico,0,0,ad angolo,0,0,sala da pranzo,0,0,terrazzo,0,1,poggio,0,0,balcono,0,0
housing buildings,balcone,coperto,veranda,0,0,da giardino,0,0,frontale,0,0,chiuso,0,0,ad angolo,0,0,panoramico - balcony,0,0,verde,0,0,sottotetto,0,0,abbassato,0,0,principale,0,0
plants,basilico,genovese,genovese,1,1,genovese,1,1,comune,0,0,comune,0,0,genovese,1,1,genere del basilico,0,0,genere botanico,0,0,pesto,0,0,italiano,0,0,pino,0,0
plants,basilico,verde,genovese,0,1,di genova,0,0,salvia,0,0,sacro,0,0,limone,0,1,gigante,0,0,pesto alle verdi,0,0,cucchietto,0,0,basilicum dolce,0,0,peppermint,0,0
plants,basilico,viola,napoletano,0,0,comune,0,0,ramoscelle,0,0,messicano,0,0,greco,0,1,basilicosweet,0,0,verde,0,1,salvia officinalis,0,0,americano,0,0,cucinato,0,0
plants,basilico,greco,greco,1,1,normale,0,0,carciofi,0,0,piccolo,0,0,thai,0,0,dolce,0,0,pesto,0,0,cipolle,0,0,rosso,0,0,foglie di basilico,0,0
plants,basilico,limone,rosso,0,0,italico,0,0,aglio,0,0,thai,0,0,a foglia piccola,0,0,sweet basil,0,0,aglio,0,0,bruschetta,0,0,genere,0,0,oregano,0,0
kitchenware,bicchiere,di vetro,calice,0,1,da vino,0,1,da vino,0,1,da vino,0,1,di plastica,0,1,calice,0,1,coppa,0,0,nero,0,0,di vetro,1,1,bottiglia,0,0
kitchenware,bicchiere,di plastica,tazza,0,0,da digestivo,0,0,di vetro,0,1,da acqua,0,0,di carta,0,0,calice da vino,0,0,frullatore,0,0,cristallo,0,0,porcellana,0,0,vedra glass,0,0
kitchenware,bicchiere,calice,tumbler,0,0,da birra,0,0,per vino,0,0,da succo,0,0,di vetro,0,1,acquario,0,0,bicchierino,0,0,piatti,0,0,copa,0,0,a due manicini,0,0
kitchenware,bicchiere,flute,flûte,0,0,da cocktail,0,0,a mano,0,0,da cocktail,0,0,da caffè,0,0,d'acqua,0,0,cocetta,0,0,coppa di vetro,0,0,al vino,0,0,tulipano,0,0
kitchenware,bicchiere,da vino,highball,0,0,alto,0,0,di plastica,0,1,da birra,0,0,da whisky,0,0,da acqua,0,0,di vetro,0,1,"tradizionale: il è un contenitore in vetro con un collo lungo e un grande piedestale per l'albero dell'oliva o il vino, per servire vernici e liquidi in modo elegante",0,0,coppetta,0,0,in vetro o in plastica,0,0
vehicles,bicicletta,elettrica,mountain bike,0,1,da corsa,0,1,mountain bike,0,1,montagna,0,0,mountain bike,0,1,mountain bike,0,1,anziana,0,0,classica,0,0,mtb,0,0,bicycle,0,0
vehicles,bicicletta,mountain bike,cruiser,0,0,da strada,0,0,a due ruote,0,0,montagna: mountain bike,0,0,da montagna,0,0,da corsa,0,1,biciclo,0,0,velo,0,0,bianchi,0,0,ciclomotore,0,0
vehicles,bicicletta,da corsa,bmx,0,0,mountain bike,0,1,bmx,0,0,montaggio rossetta,0,0,da strada,0,0,bici da corsa,0,0,bicicloletto,0,0,biciclo,0,0,mt.bike,0,0,ciclo,0,0
vehicles,bicicletta,da città,da strada,0,0,da mountain bike,0,0,da strada,0,0,montagna bike,0,0,da corsa,0,1,bici elettrica,0,0,ciclo,0,0,montagna bici,0,0,da mense,0,0,montagna,0,0
vehicles,bicicletta,tandem,elettrica,0,1,elettrica,0,1,normale,0,0,hybrid bike,0,0,pieghevole,0,0,bici tandem,0,0,da competizione,0,0,biciciclo da strada,0,0,mtb/mountain bike,0,0,normal,0,0
body parts,bocca,carnosa,umana,0,0,labbra,0,0,lingua,0,0,dell'uomo,0,0,umana,0,0,umana,0,0,mascare,0,0,mascella,0,0,anale,0,0,denti,0,0
body parts,bocca,sottile,spalancata,0,0,umana,0,0,naso,0,0,umana,0,0,labbro superiore,0,0,muso,0,0,al lupo,0,0,labbra,0,0,inglese,0,0,anziene,0,0
body parts,bocca,larga,della verità,0,0,del metrò,0,0,labbra,0,0,dell'uomo o umana,0,0,di un vulcano,0,0,cavità orale,0,0,cibo,0,0,boca,0,0,sopra e infra,0,0,labbro inferiore,0,0
body parts,bocca,grande,di leone,0,0,guancia,0,0,mascella,0,0,di una valvola,0,0,palato molle,0,0,per l'aria,0,0,marea,0,0,arcobaleno,0,0,molo dentale,0,0,labbra sopra,0,0
body parts,bocca,piccola,di fuoco,0,0,mento,0,0,mandibole,0,0,di un fiume,0,0,di un animale,0,0,mascella,0,0,bocche di gomme,0,0,denti,0,0,gola,0,0,anima,0,0
body parts,braccio,meccanico,meccanico,1,1,robotico,0,0,collo,0,0,umano,0,1,arti superiori,0,0,robotico,0,0,avambraccio,0,0,umano,0,1,destro,0,0,articolazione,0,0
body parts,braccio,muscoloso,robotico,0,0,umano,0,1,spalla,0,0,robotico,0,0,robotico,0,0,umano,0,1,gambe di legno,0,0,mano,0,0,armatura,0,0,destro,0,0
body parts,braccio,umano,umano,1,1,articolato,0,0,arto del corpo umano,0,0,artificiale,0,0,umano,1,1,meccanico,0,1,artificiale,0,0,ginnastica,0,0,umano,1,1,artiglio,0,0
body parts,braccio,lungo,meccanico,0,1,meccanico,0,1,radio,0,0,meccanico,0,1,membro superiore,0,0,artificiale,0,0,braccierecciato,0,0,gambe,0,0,artiglio,0,0,articolo,0,0
body parts,braccio,corto,di forza,0,0,di uomo,0,0,umano,0,1,di un orologio,0,0,meccanico,0,1,di una gru,0,0,dell'uomo,0,0,bicipite,0,0,sinistro,0,0,avanguardia,0,0
plants,cactus,fico d'india,echinocactus,0,0,mammillaria,0,0,arecole,0,0,barrel cactus,0,0,saguaro,0,0,barbadensis,0,0,americanus,0,0,africano,0,0,agave americana,0,0,pianta da vasi,0,0
plants,cactus,del deserto,mammillaria,0,0,spinoso,0,0,semplice cactus,0,0,prickly pear cactus,0,0,bunny ears,0,0,common,0,0,succulenta,0,0,aloe vera,0,0,opuntia coccus,0,0,prickly pear,0,0
clothes,calza,a rete,autoreggente,0,0,sportiva,0,0,guanti,0,0,calze da ginnastica,0,0,da neve,0,0,di cotone,0,0,calzino,0,1,pantaloni,0,0,calzino,0,1,sock,0,0
clothes,calza,calzino,a rete,0,1,in cotone,0,0,cavigli,0,0,stocking,0,0,da trekking,0,0,di lana,0,0,berretto,0,0,calze nere,0,0,scarpone,0,0,stocche,0,0
clothes,calza,fantasmino,da donna,0,0,calzettoni,0,0,pantaloni calzati,0,0,calze da girocollo,0,0,da tennis,0,0,corta,0,0,scarpa,0,0,scarpe,0,0,basse,0,0,calzature,0,0
clothes,calza,lunga,termica,0,0,da pescatore,0,0,mutande,0,0,scarpe da tacchi,0,0,da running,0,0,lunga,1,1,kaliur,0,0,corta,0,0,sandali,0,0,stima,0,0
clothes,calza,collant,termica,0,0,a finta,0,0,calzini,0,0,calze intimo,0,0,da yoga,0,0,di spugna,0,0,scarpe,0,0,calze da tutt'oggio,0,0,sandalia,0,0,bocche,0,0
housing buildings,camera,da letto,da letto,1,1,da letto,1,1,cucina,0,1,fotografica,0,0,da letto,1,1,da letto,1,1,fotocamera,0,0,da letto,1,1,digital camera,0,0,telefono,0,0
housing buildings,camera,cucina,stanza,0,0,da bagno,0,0,bagno,0,1,di sicurezza,0,0,dei bambini,0,0,degli ospiti,0,0,mirror,0,0,reflex,0,0,fotocamera,0,0,fotografica,0,0
housing buildings,camera,bagno,d'albergo,0,0,studio,0,0,da letto,0,1,da letto,0,1,blindata,0,0,da pranzo,0,0,casa di fotografia,0,0,principale,0,0,compreso-camera,0,0,telecamera,0,0
housing buildings,camera,singola,anecoica,0,0,cameretta,0,0,stanza,0,0,web,0,0,di sicurezza,0,0,da bagno,0,0,reflezione,0,0,fotocamera,0,0,telefonino,0,0,fotoanalogica,0,0
housing buildings,camera,oscura,oscura,1,1,stanza da letto,0,0,stanza da letto,0,0,oscura,1,1,di combustione,0,0,oscura,1,1,lenta,0,0,dslr,0,0,computer della calcio,0,0,digitale,0,0
clothes,camicia,hawaiana,da notte,0,0,polo,0,0,maglia,0,0,da notte,0,0,abbottonata,0,0,oxford,0,0,bianca,0,0,da lavoro,0,0,pullover,0,0,maglia,0,0
clothes,camicia,coreana,a righe,0,0,da notte,0,0,lunga,0,0,da lavoro,0,0,casual,0,0,button down,0,0,di seta,0,0,t-shirt,0,0,camice short sleeves,0,0,polo,0,0
clothes,camicia,a maniche lunghe,sportiva,0,0,a maniche lunghe,1,1,polo,0,0,camp collar camicia,0,0,abbottonatura,0,0,a maniche lunghe,1,1,da stasi,0,0,da letto,0,0,bella,0,0,short sleeve,0,0
clothes,camicia,a maniche corte,da uomo,0,0,cravatta,0,0,t-shirt,0,0,di seta,0,0,senza maniche,0,0,button-down,0,0,*borsa di seta*,0,0,camisa,0,0,colore,0,0,vestita,0,0
clothes,camicia,di cotone,polo,0,0,da lavoro,0,0,da tennis,0,0,camisetta,0,0,hawaiana,0,1,di flanella,0,0,da letto,0,0,camicina,0,0,bianche,0,0,collo,0,0
vehicles,camion,furgone,autocarro,0,1,furgone,1,1,ambulanza,0,0,cisterna,0,0,da costruzione,0,0,da trasporto,0,0,cisterna,0,0,merce,0,0,dump truck,0,0,di cantiere,0,0
vehicles,camion,autocarro,betoniera,0,0,autocisterna,0,0,pompagnolo,0,0,camioncino,0,0,autocarro,1,1,autocarro,1,1,fiat cnh,0,0,taxi,0,0,12 o 16 tonne,0,0,camionette,0,0
vehicles,camion,tir,cisterna,0,0,autoarticolato,0,0,autocarro,0,1,frigorifero,0,0,dei pompieri,0,0,autocisterna,0,0,cassone,0,0,penne,0,0,mezzi a tre assi,0,0,pick-up,0,0
vehicles,camion,autotreno,trattore stradale,0,0,pick-up,0,0,autocarri,0,0,rimorchiabile,0,0,trattore stradale,0,0,da costruzione,0,0,portante,0,0,portantole carrette,0,0,mercedes-benz,0,0,cassonetti,0,0
vehicles,camion,con rimorchio,autobotte,0,0,da cantiere,0,0,di trasporto,0,0,merce,0,0,dei rifiuti,0,0,autotreno,0,1,camioncino,0,0,casse da trasporto,0,0,scambiacarrozza,0,0,per il cargon,0,0
furnishings/fittings,candelabro,a tre bracci,applique,0,0,a stelo,0,0,decorativo,0,0,classico,0,0,da tavolo,0,1,da tavolo,0,1,scandinavo,0,0,candela,0,0,in legno,0,0,candela,0,0
furnishings/fittings,candelabro,ebraico,da parete,0,0,da tavolo,0,1,dorato,0,0,tradizionale,0,0,a colonna,0,0,a sospensione,0,0,colonna di legno,0,0,"candelabro, in generale",0,0,cilindro verticale,0,0,in stile coloniale americano,0,0
furnishings/fittings,candelabro,a due bracci,a sette bracci,0,0,a molla,0,0,a candela,0,0,di cristallo,0,0,da tavola,0,0,a muro,0,0,faraone,0,0,romano,0,0,candelieri,0,0,luminare,0,0
furnishings/fittings,candelabro,da tavolo,da tavolo,1,1,a tre bracci,0,1,di vetro,0,0,di legno,0,0,moderno,0,0,a bracci,0,0,semplice,0,0,nero,0,0,tavola ornamentale,0,0,scorcer,0,0
furnishings/fittings,candelabro,in oro,a cinque bracci,0,0,a 3 bracci,0,0,a cera,0,0,a colonnette,0,0,classico,0,0,candeliere a muro,0,0,a 2 colonne,0,0,lanterna,0,0,a cuffia,0,0,colomba,0,0
animals,cane,labrador,levriero,0,0,pastore tedesco,0,1,pastore tedesco,0,1,labrador retriever,0,0,pastore tedesco,0,1,pastore tedesco,0,1,da pastore,0,0,golden retriever,0,1,bulldog,0,0,labrador,1,1
animals,cane,pastore tedesco,beagle,0,0,labrador,0,1,chihuahua,0,1,beagle,0,0,labrador,0,1,golden retriever,0,1,di foca,0,0,german shepherd,0,0,domestico,0,0,di cane,0,0
animals,cane,bassotto,pomerania,0,0,golden retriever,0,1,pastore,0,0,bulldog,0,0,barboncino,0,0,bulldog,0,0,da pasto,0,0,basset hound,0,0,basset hound,0,0,dobermann,0,0
animals,cane,chihuahua,dobermann,0,0,mastino,0,0,bulldog,0,0,basset hound,0,0,chihuahua,1,1,labrador,0,1,ragazzone,0,0,- da pastore,0,0,cani da guardia,0,0,mastiff,0,0
animals,cane,golden retriever,bulldog,0,0,poodle,0,0,shih tzu,0,0,bull terrier,0,0,terranova,0,0,beagle,0,0,da pesca,0,0,pug,0,0,rottweiler,0,0,golden retriever,1,1
clothes,canottiera,bianca,da uomo,0,0,maglietta,0,0,canoa,0,0,canottiere da regata,0,0,a maniche lunghe,0,0,uomo,0,0,canotta,0,0,canoa,0,0,t-shirt,0,0,giubbino,0,0
clothes,canottiera,intima,baby-doll,0,0,maglietta sportiva,0,0,imbarca canottiera,0,0,"da regata: tipica da gara, spesso indossata dagli atleti che praticano questo sport",0,0,senza maniche,0,1,senza maniche,0,1,da piscina,0,0,shorts,0,0,polo,0,0,camicia,0,0
clothes,canottiera,senza maniche,canoa,0,0,polo,0,0,da lago,0,0,canottieria,0,0,a maniche corte,0,0,a manica corta,0,0,canottiero,0,0,rowing,0,0,in gomma,0,0,vestito,0,0
clothes,canottiera,colorata,sportiva,0,0,camicia,0,0,barca,0,0,da regata,0,0,termica,0,0,estiva,0,0,barca,0,0,gennaro canossi,0,0,m11 6.0,0,0,tops,0,0
clothes,canottiera,di cotone,da donna,0,0,maglietta da tennis,0,0,barca canottiera,0,0,"canottiere classica: una a maniche lunghe e collegate da una cintura, usata principalmente in attività come canottaggio e pesca",0,0,premaman,0,0,a maniche corte,0,0,canottierino,0,0,canoppiera,0,0,teddy boys,0,0,polo,0,0
body parts,capello,riccio,riccio,1,1,barba,0,0,barba,0,0,calvo,0,0,liscio,0,1,corto,0,0,cappello,0,0,berretto,0,0,racchiattoli,0,0,bocca,0,0
body parts,capello,liscio,crespo,0,0,naturale,0,0,spilla,0,0,liso,0,0,lisci,0,0,lungo,0,0,scarpetta,0,0,pettinato,0,0,corona,0,0,boccone,0,0
body parts,capello,biondo,liscio,0,1,lunare,0,0,bionda,0,0,di bambino,0,0,grigio,0,0,capelli lisci,0,0,barba,0,0,raso,0,0,calvo,0,0,benda,0,0
body parts,capello,mosso,capelli ricci,0,0,capelluto,0,0,capelli lungi,0,0,corte,0,0,castano,0,0,barba,0,0,cappellato,0,0,borsello,0,0,cornetta,0,0,"larghe e lunghe trince, o semplicemente trince",0,0
body parts,capello,rosso,barba,0,0,del cranio,0,0,cane,0,0,di bueso,0,0,cotonato,0,0,capelli ricci,0,0,cuscino di risalto,0,0,barba,0,0,capelli a scialla,0,0,ciocca,0,0
clothes,cappello,berretto,berretto,1,1,da baseball,0,0,panama,0,0,berrettino,0,0,berretto,1,1,a cilindro,0,0,fedora,0,1,fedora,0,1,cowboy,0,0,beretta,0,0
clothes,cappello,con visiera,basco,0,0,berretto,0,1,fedora,0,1,beret,0,0,basco,0,0,da baseball,0,0,berretto,0,1,berretto,0,1,bicorne,0,0,beret,0,0
clothes,cappello,fedora,fez,0,0,di feltro,0,0,sombrero,0,0,berretto,0,1,da baseball,0,0,berretto,0,1,pesante,0,0,bonnet,0,0,"capello, grosso",0,0,berbera,0,0
clothes,cappello,bombetta,kippah,0,0,di carta,0,0,top,0,0,cappellino,0,0,fedora,0,1,di paglia,0,0,beret,0,0,berrettino,0,0,casquette,0,0,galleggiatore,0,0
clothes,cappello,da cowboy,bauta,0,0,da cow-boy,0,0,berretto,0,1,boater,0,0,da cowboy,1,1,da sole,0,0,di carta,0,0,fedora,0,1,beret,0,0,di fedora,0,0
