category,concept,human,llama-3.1-70b,llama-3.1-70b-order_match,llama-3.1-70b-simple_match,llama-3.1-8b,llama-3.1-8b-order_match,llama-3.1-8b-simple_match,llama-3.2-3b,llama-3.2-3b-order_match,llama-3.2-3b-simple_match,mistral-7b,mistral-7b-order_match,mistral-7b-simple_match,mixtral-8x7b,mixtral-8x7b-order_match,mixtral-8x7b-simple_match,nemo-12b,nemo-12b-order_match,nemo-12b-simple_match,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-order_match,llava-v1.6-mistral-7b-simple_match,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img-order_match,llava-v1.6-mistral-7b-img-simple_match,idefics2-8b,idefics2-8b-order_match,idefics2-8b-simple_match,idefics2-8b-img,idefics2-8b-img-order_match,idefics2-8b-img-simple_match
hobbies,attrezzo,cacciavite,pinza,0,0,scalpello,0,0,forbice,0,0,chiavetta,0,0,livella,0,0,forbice,0,0,palle da tennis,0,0,pennello,0,0,cuscino,0,0,scopa,0,0
hobbies,attrezzo,chiave inglese,cacciavite,0,1,chiave inglese,1,1,forbici da cucito,0,0,pinzette,0,0,pinza,0,0,trapano,0,1,pallone da tennis,0,0,martellaccio,0,0,spada,0,0,scala,0,0
hobbies,attrezzo,da cucina,scalpello,0,0,cacciavite,0,1,pennello,0,0,pettine,0,0,martello,0,1,metro,0,0,pennello,0,0,da giardino,0,0,scopa,0,0,sciabola,0,0
hobbies,attrezzo,trapano,trapano,1,1,sega circolare,0,0,matita,0,0,compasso,0,0,chiave inglese,0,1,livella,0,0,scopa,0,0,sci,0,0,da lavoro,0,0,gambo,0,0
vehicles,autobus,a due piani,urbano,0,0,urbano,0,0,urbano,0,0,urbano,0,0,urbano,0,0,urbano,0,0,urbano,0,0,bus,0,0,pullman,0,1,pullman,0,1
vehicles,autobus,di linea,a due piani,0,1,a due piani,0,1,urbani,0,0,turistico,0,0,a due piani,0,1,urbani,0,0,bus,0,0,a due piani,0,1,paghezzato,0,0,scolastico,0,0
vehicles,autobus,scuolabus,a tre assi,0,0,pullman,0,1,notturno,0,0,articolato,0,0,scolastico,0,0,a due piani,0,1,extraurbano,0,0,a tre piani,0,0,midibus,0,0,pullman-süd,0,0
vehicles,autobus,elettrico,a idrogeno,0,0,filobus,0,0,extraurbano,0,0,elettrico,1,1,articolato,0,0,interurbani,0,0,regionale,0,0,minibus,0,0,minibus,0,0,pullman-ost,0,0
vehicles,autobus,pullman,interurbano,0,0,turistico,0,0,di linea,0,1,ibrido,0,0,a idrogeno,0,0,elettrici,0,0,interurbano,0,0,pullman,1,1,pullman-brill,0,0,pullman-west,0,0
vehicles,automobile,elettrica,berlina,0,0,fiat,0,0,auto,0,0,berlina,0,0,berlina,0,0,berline,0,0,berlina,0,0,berlina,0,0,auto,0,0,auto,0,0
vehicles,automobile,suv,autocarro,0,0,berlina,0,0,scooter,0,0,sedan,0,0,coupé,0,0,suv,1,1,sedan,0,0,coupe,0,0,a benzina,0,1,camion,0,0
vehicles,automobile,a benzina,autobus,0,0,motocicletta,0,0,autobus,0,0,fuoristrada,0,0,cabriolet,0,0,coupé,0,0,auto,0,0,sports car,0,0,autobus,0,0,auto-camion,0,0
vehicles,automobile,monovolume,camion,0,0,auto da corsa,0,0,motociclo,0,0,roadster,0,0,auto,0,0,berlina,0,0,autovettura,0,0,suv,0,1,camion,0,0,fuoristrada,0,0
vehicles,automobile,ibrida,minivan,0,0,furgone,0,0,camion,0,0,camion,0,0,station wagon,0,0,camion,0,0,coupe,0,0,sedan,0,0,motociclette,0,0,furgoneta,0,0
housing buildings,bagno,pubblico,turco,0,1,vasca,0,0,doccia,0,0,doccia,0,0,vasca da bagno,0,0,doccia,0,0,doccia,0,0,doccia,0,0,vaso da bagno,0,0,lavandino,0,0
housing buildings,bagno,turco,doccia,0,0,lavabo,0,0,vasca da bagno,0,0,turco,1,1,portasciugamani,0,0,vasca da bagno,0,0,piscina,0,0,vasca da bagno,0,0,da bagno,0,0,vasca,0,0
housing buildings,bagno,giapponese,vasca da bagno,0,0,wc,0,0,bidet,0,0,vasca idromassaggio,0,0,armadietto del bagno,0,0,lavandino,0,0,vaso,0,0,urinal,0,0,stufa bagno,0,0,scaldacristallo,0,0
housing buildings,bagno,chimico,vasca,0,0,turco,0,1,lavabo,0,0,bidet,0,0,lavandino,0,0,specchio,0,0,bidet,0,0,bidet,0,0,vasca da bagno,0,0,stoviglia,0,0
housing buildings,bagno,di lusso,di vapore,0,0,bidet,0,0,vasca,0,0,sauna,0,0,box doccia,0,0,water,0,0,vaso da bagno,0,0,piscina,0,0,stufa calda,0,0,vaso,0,0
housing buildings,balcone,a incasso,a sbalzo,0,0,da giardino,0,0,scale,0,0,loggia,0,0,francese,0,0,panoramico,0,0,aperto,0,0,veranda,0,0,terrazza,0,0,terrazza,0,0
housing buildings,balcone,terrazzo,a sbalzo,0,0,balconcino,0,0,esterno,0,1,terrazzo,1,1,a galleria,0,0,aperto,0,0,terrazza,0,0,esterno,0,1,loggia,0,0,tettoie,0,0
housing buildings,balcone,aggettante,a filo,0,0,di legno,0,0,terrazza,0,0,veranda,0,0,juliet,0,0,chiuso,0,0,esterno,0,1,con vetri,0,0,di vetro,0,0,superiore,0,0
housing buildings,balcone,esterno,pensile,0,0,esterno,1,1,loggia,0,0,panoramico,0,0,pensile,0,0,a vista,0,0,terrazzo,0,1,terrazza,0,0,frontale,0,0,loggia,0,0
housing buildings,balcone,coperto,a ringhiera,0,0,di ferro,0,0,cassettiera,0,0,di appartamento,0,0,panoramico,0,0,in legno,0,0,di appartamento,0,0,corridoio,0,0,veranda,0,0,veranda,0,0
plants,basilico,genovese,genovese,1,1,di genova,0,0,comune,0,0,comune,0,0,genovese,1,1,genovese,1,1,comune,0,0,comune,0,0,italiano,0,0,peppermint,0,0
plants,basilico,verde,comune,0,0,genovese,0,1,pettine,0,0,messicano,0,0,limone,0,1,dolce,0,0,di finocchio,0,0,fresco,0,0,genovese,0,1,dolce,0,0
plants,basilico,viola,genovese,0,1,di napoli,0,0,aglio,0,0,sacro,0,0,greco,0,1,napoletano,0,0,piccolino,0,0,pesto,0,0,piccante,0,0,spearmint,0,0
plants,basilico,greco,limone,0,1,di puglia,0,0,di calabria,0,0,thai,0,0,thai,0,0,cinese,0,0,nero,0,0,grande,0,0,americano,0,0,oregano,0,0
plants,basilico,limone,rosso,0,0,di spagna,0,0,di puglia,0,0,cinnamomum,0,0,a foglia piccola,0,0,thai,0,0,genovese,0,1,piccolo,0,0,bianco,0,0,thyme,0,0
kitchenware,bicchiere,di vetro,da vino,0,1,da vino,0,1,da vino,0,1,da vino,0,1,di vetro,1,1,da acqua,0,0,di vetro,1,1,coppa,0,0,tazza,0,0,da birra,0,0
kitchenware,bicchiere,di plastica,da birra,0,0,da champagne,0,0,da caffè,0,0,da freddo,0,0,di plastica,1,1,da birra,0,0,da vino,0,1,tazza,0,0,coppa,0,0,tazzina,0,0
kitchenware,bicchiere,calice,da acqua,0,0,da digestivo,0,0,da acqua,0,0,da cocktail,0,0,da cocktail,0,0,calice,1,1,da acqua,0,0,wine glass,0,0,bottiglia,0,0,tazza,0,0
kitchenware,bicchiere,flute,da caffè,0,0,da acqua,0,0,da soda,0,0,da acqua,0,0,da caffè,0,0,coppa,0,0,da birra,0,0,tazzina,0,0,per acqua,0,0,per vino,0,0
kitchenware,bicchiere,da vino,tazza,0,0,da birra,0,0,per yogurt,0,0,da birra,0,0,da long drink,0,0,d'acqua,0,0,da latte,0,0,goblet,0,0,per latte,0,0,di vetro,0,1
vehicles,bicicletta,elettrica,mountain bike,0,1,da corsa,0,1,mountain bike,0,1,montagna bicicletta,0,0,city bike,0,0,mountain bike,0,1,mountain bike,0,1,biciclo,0,0,mountain bike,0,1,per bambini,0,0
vehicles,bicicletta,mountain bike,bici da corsa,0,0,da strada,0,0,da strada,0,0,road bike,0,0,touring bike,0,0,elettrica,0,1,da strada,0,0,biciciclo,0,0,road bike,0,0,da montagna,0,0
vehicles,bicicletta,da corsa,bici pieghevole,0,0,da corsa su pista,0,0,da corsa,1,1,montagna,0,0,bmx bike,0,0,bici da bmx,0,0,biciclo,0,0,in generale,0,0,in bicicletta,0,0,a due ruote,0,0
vehicles,bicicletta,da città,bici elettrica,0,0,da corsa su strada,0,0,da pista,0,0,da corsa,0,1,cargo bike,0,0,monociclo,0,0,e-bike,0,0,bicicloletto,0,0,pedale,0,0,urban,0,0
vehicles,bicicletta,tandem,bici da turismo,0,0,da città,0,1,a due ruote,0,0,da gravel,0,0,recumbent bike,0,0,bici da triathlon,0,0,fixie,0,0,biciclette da montagna,0,0,hybrid bike,0,0,da turismo,0,0
body parts,bocca,carnosa,umana,0,0,labbra,0,0,labbra,0,0,dell'uomo,0,0,umana,0,0,umana,0,0,di leone,0,0,labbra,0,0,mascella,0,0,lingua,0,0
body parts,bocca,sottile,di lupo,0,0,di caverna,0,0,naso,0,0,di un cannone,0,0,di un uccello,0,0,labbra,0,0,di cavallo,0,0,gengive,0,0,lingua,0,0,labbra,0,0
body parts,bocca,larga,di una caverna,0,0,di fiume,0,0,denti,0,0,di un vaso,0,0,di un rettile,0,0,di un fiume,0,0,di cane,0,0,denti,0,0,denti,0,0,denti,0,0
body parts,bocca,grande,di un fiume,0,0,di grotta,0,0,lingua,0,0,di un microfono,0,0,artificiale,0,0,di un vulcano,0,0,umana,0,0,umana,0,0,labbro,0,0,intera,0,0
body parts,bocca,piccola,di una bottiglia,0,0,umana,0,0,orecchie,0,0,di un tubo,0,0,di un anfibio,0,0,di un camino,0,0,di leva,0,0,mascella,0,0,superiore,0,0,labbro superiore,0,0
body parts,braccio,meccanico,meccanico,1,1,umano,0,1,umano,0,1,umano,0,1,arti superiori,0,0,robotico,0,0,umano,0,1,umano,0,1,umano,0,1,destro,0,0
body parts,braccio,muscoloso,umano,0,1,meccanico,0,1,di una struttura,0,0,robotico,0,0,meccanico,0,1,umano,0,1,di gomma,0,0,bracci,0,0,destro,0,0,sinistro,0,0
body parts,braccio,umano,artificiale,0,0,di una nave,0,0,di un animale,0,0,artificiale,0,0,protesi del braccio,0,0,artificiale,0,0,di plastica,0,0,di un robot,0,0,robotico,0,0,umano,1,1
body parts,braccio,lungo,di una croce,0,0,destro,0,0,di una macchina,0,0,di un'arma,0,0,di una gru,0,0,meccanico,0,1,artificiale,0,0,di un'altra specie animale,0,0,di un orologio meccanico,0,0,artiglio,0,0
body parts,braccio,corto,di un fiume,0,0,robotico,0,0,di un albero,0,0,di un orologio,0,0,di un animale,0,0,di una gru,0,0,robotico,0,0,di un'altra specie non umana,0,0,giunto,0,0,prostetico,0,0
plants,cactus,fico d'india,mammillaria,0,0,spinoso,0,0,aloe vera,0,0,barrel cactus,0,0,saguaro,0,0,barrel,0,0,aloe vera,0,0,rosso,0,0,agave,0,0,rosso,0,0
plants,cactus,del deserto,melocactus,0,0,cereus,0,0,aloe,0,0,san pedro cactus,0,0,barile,0,0,di natale,0,0,succulenta,0,0,in vase,0,0,cactaceae,0,0,verde,0,0
clothes,calza,a rete,autoreggente,0,0,da uomo,0,0,guanti,0,0,calze da ginocchio,0,0,da neve,0,0,di seta,0,0,pantaloni,0,0,calze nere,0,0,sandalia,0,0,calzino,0,1
clothes,calza,calzino,da running,0,0,di cotone,0,0,calzini,0,0,calzino,1,1,da running,0,0,corta,0,0,calzini,0,0,calzetta,0,0,stivali,0,0,calzature,0,0
clothes,calza,fantasmino,da sci,0,0,sportiva,0,0,camicia,0,0,calze da giorno,0,0,da tennis,0,0,di cotone,0,0,scarpe,0,0,nera con frange rosse,0,0,da running,0,0,nera,0,0
clothes,calza,lunga,da donna,0,0,calze da ginnastica,0,0,cappello,0,0,socks,0,0,da basket,0,0,di spugna,0,0,calzini da piscina,0,0,calze nere con dettaglio rosso,0,0,sandale,0,0,da ginnastica,0,0
clothes,calza,collant,da ciclismo,0,0,di lana,0,0,scarpe,0,0,calze da letto,0,0,a compressione,0,0,di lana,0,0,calzini da letto,0,0,nera,0,0,calze da bocca,0,0,arancio,0,0
housing buildings,camera,da letto,da letto,1,1,da letto,1,1,da letto,1,1,fotografica,0,0,da letto,1,1,da letto,1,1,fotocamera,0,0,letto,0,0,dslr,0,0,fotocamera,0,0
housing buildings,camera,cucina,da letto,0,1,di controllo,0,0,da studio,0,0,box camera,0,0,oscura,0,1,di sicurezza,0,0,telecamera,0,0,cuscino,0,0,fotocamera,0,0,video camera,0,0
housing buildings,camera,bagno,oscura,0,1,di ripresa,0,0,da bagno,0,0,digitale,0,0,blindata,0,0,degli ospiti,0,0,dslr,0,0,lampada,0,0,nikon,0,0,fotografica,0,0
housing buildings,camera,singola,di equilibrio,0,0,di proiezione,0,0,da pranzo,0,0,da sorveglianza,0,0,iperbare,0,0,da gioco,0,0,a 3d,0,0,tavolo,0,0,digital camera,0,0,telecamera,0,0
housing buildings,camera,oscura,d'albergo,0,0,di sicurezza,0,0,da lavoro,0,0,obiettivo,0,0,di combustione,0,0,di compressione,0,0,video camera,0,0,guardaroba,0,0,mirrorless camera,0,0,cctv,0,0
clothes,camicia,hawaiana,a maniche corte,0,1,polo,0,0,polo,0,0,da notte,0,0,abbottonata,0,0,a maniche lunghe,0,1,di seta,0,0,da uomo,0,0,da uomo,0,0,maglia,0,0
clothes,camicia,coreana,a righe,0,0,a maniche lunghe,0,1,maglia,0,0,da lavoro,0,0,formale,0,0,oxford,0,0,di cotone,0,1,da lavoro,0,0,bianca,0,0,giubbino,0,0
clothes,camicia,a maniche lunghe,da notte,0,0,da notte,0,0,a maniche lunghe,1,1,da gala,0,0,da uomo,0,0,a maniche corte,0,1,da letto,0,0,da vestire,0,0,da donna,0,0,giacca,0,0
clothes,camicia,a maniche corte,a quadri,0,0,a maniche corte,1,1,polacca,0,0,a collo alto,0,0,da donna,0,0,da uomo,0,0,di lino,0,0,da spiaggia,0,0,da lavoro,0,0,giubba,0,0
clothes,camicia,di cotone,a pois,0,0,da sposa,0,0,da tennis,0,0,da sport,0,0,a maniche corte,0,1,button-down,0,0,da lavoro,0,0,da sport,0,0,maschile,0,0,da bagnante,0,0
vehicles,camion,furgone,autocarro,0,1,autocarro,0,1,di pompaggio,0,0,cisterna,0,0,da costruzione,0,0,autocarro,0,1,camioncino,0,0,cisterna,0,0,camioncino,0,0,camioncino,0,0
vehicles,camion,autocarro,con gru,0,0,autocisterna,0,0,di trasporto,0,0,da pompaggio,0,0,frigorifero,0,0,dei pompieri,0,0,cisterna,0,0,di carico,0,0,pickup,0,0,camioncino pesante,0,0
vehicles,camion,tir,gru,0,0,cisterna,0,0,autocarro,0,1,da fuoco,0,0,dei pompieri,0,0,autocarro militare,0,0,da trasporto,0,0,raccoglitore,0,0,camioncino di lavoro,0,0,mercedez-benz actros,0,0
vehicles,camion,autotreno,pompa,0,0,autocarro da carico,0,0,di benzina,0,0,da cantiere,0,0,autocarro,0,1,autocarro portacontainer,0,0,camioncino da lavoro,0,0,frullato,0,0,camioncino di trasporto,0,0,camion-cassa,0,0
vehicles,camion,con rimorchio,trattore,0,0,furgone,0,1,di costruzioni,0,0,frigorifero,0,0,trattore stradale,0,0,autocarro ribaltabile,0,0,cisterna di acqua,0,0,autotrasportato,0,0,camioncino di cantiere,0,0,volvo fh,0,0
furnishings/fittings,candelabro,a tre bracci,da tavolo,0,1,a stelo,0,0,a candele,0,0,classico,0,0,da tavolo,0,1,da tavolo,0,1,a tre rametti,0,0,candeliera,0,0,di cristallo,0,0,a trecce,0,0
furnishings/fittings,candelabro,ebraico,a sospensione,0,0,a tre bracci,0,1,a cera,0,0,a rami,0,0,a braccia,0,0,a muro,0,0,candela,0,0,,0,0,a piatti,0,0,con colonne,0,0
furnishings/fittings,candelabro,a due bracci,da terra,0,0,a tre braccia,0,0,a braccioli,0,0,di cristallo,0,0,a candela,0,0,a braccio,0,0,a rame,0,0,,0,0,sconto,0,0,con sfera,0,0
furnishings/fittings,candelabro,da tavolo,da parete,0,0,a stella,0,0,elettrico,0,0,a vela,0,0,da tavola,0,0,da pavimento,0,0,a tre rami,0,0,,0,0,di bronzo,0,0,con colonne e sfera,0,0
furnishings/fittings,candelabro,in oro,a 5 bracci,0,0,a forma di albero,0,0,a olio,0,0,di legno,0,0,elettrico,0,0,da parete,0,0,a candele,0,0,,0,0,a tre braccia,0,0,con tre colonne,0,0
animals,cane,labrador,pastore tedesco,0,1,bulldog,0,0,pastore tedesco,0,1,razza basset hound,0,0,alano,0,0,pastore tedesco,0,1,da pastore,0,0,golden retriever,0,1,bulldog,0,0,labrador,1,1
animals,cane,pastore tedesco,segugio,0,0,pastore tedesco,1,1,bulldog,0,0,razza bulldog,0,0,pastore tedesco,1,1,golden retriever,0,1,da caccia,0,0,labrador retriever,0,0,pug,0,0,bichini,0,0
animals,cane,bassotto,rottweiler,0,0,da caccia,0,0,chihuahua,0,1,razza dachshund,0,0,carlino,0,0,beagle,0,0,da guardia,0,0,dachshund,0,0,pitbull,0,0,da caccia,0,0
animals,cane,chihuahua,alano,0,0,da compagnia,0,0,dachshund,0,0,rottweiler,0,0,labrador,0,1,labrador,0,1,da lavoro,0,0,rottweiler,0,0,rottweiler,0,0,terrier,0,0
animals,cane,golden retriever,dobermann,0,0,da pastore,0,0,pastore,0,0,bulldog,0,0,barboncino,0,0,husky siberiano,0,0,da compagnia,0,0,chihuahua,0,1,dobermann,0,0,bulldog,0,0
clothes,canottiera,bianca,da uomo,0,0,sportiva,0,0,canoa,0,0,da regata,0,0,a maniche corte,0,0,a manica corta,0,0,barchetta,0,0,cano,0,0,a maniche lunghe,0,0,da bagnante,0,0
clothes,canottiera,intima,da donna,0,0,da allenamento,0,0,vela,0,0,da pesca,0,0,termica,0,0,a maniche corte,0,0,da neve,0,0,nuotista,0,0,da tuffo,0,0,sportiva,0,0
clothes,canottiera,senza maniche,a maniche corte,0,0,da uomo,0,0,gondola,0,0,da escursione,0,0,da notte,0,0,con spalline,0,0,barca a vela,0,0,canottieria,0,0,per uomo,0,0,da golf,0,0
clothes,canottiera,colorata,a maniche lunghe,0,0,da donna,0,0,imbarca,0,0,da caccia,0,0,bianca,0,1,a collo alto,0,0,da bagno,0,0,canottiere di plastica,0,0,camicia,0,0,da bagno,0,0
clothes,canottiera,di cotone,classica,0,0,corta,0,0,kayak,0,0,da gomma,0,0,colorata,0,1,con scollo a v,0,0,da tennis,0,0,barcone,0,0,a maniche corte,0,0,da ginnastica,0,0
body parts,capello,riccio,riccio,1,1,naturale,0,0,capelli lunghi,0,0,corto,0,0,liscio,0,1,capelli lunghi,0,0,cappello,0,0,lungo,0,0,boccoli,0,0,baffi,0,0
body parts,capello,liscio,ricci,0,0,artificiale,0,0,cioccolato,0,0,ondulato,0,0,riccio,0,1,capelli castani,0,0,berretto,0,0,corto,0,0,lungo,0,0,capigliatura,0,0
body parts,capello,biondo,afro,0,0,sintetico,0,0,cioccolino,0,0,folle,0,0,bianco,0,0,capelli biondi,0,0,barba,0,0,a onda,0,0,boccolino,0,0,boccoli,0,0
body parts,capello,mosso,ondulato,0,0,di testa,0,0,capelli sciolti,0,0,calvo,0,0,castano,0,0,corto,0,0,di cavallo,0,0,stile capelli,0,0,capelli corti,0,0,capelli lunghi,0,0
body parts,capello,rosso,crespo,0,0,biondo,0,1,capelli corti,0,0,liscio,0,1,corto,0,0,capelli mossi,0,0,cuffia,0,0,a piatti,0,0,ciocciolino,0,0,capigliature,0,0
clothes,cappello,berretto,basco,0,0,da baseball,0,0,panama,0,0,berretto,1,1,berretto,1,1,berretto,1,1,berretto,1,1,beret,0,0,berbera,0,0,fedora,0,1
clothes,cappello,con visiera,a cilindro,0,0,da cowboy,0,1,berretto,0,1,berretta,0,0,da pescatore,0,0,a cilindro,0,0,di feltro,0,0,fedora,0,1,beretta,0,0,berretta,0,0
clothes,cappello,fedora,berretto,0,1,di paglia,0,0,fedora,1,1,cappellino,0,0,da cowboy,0,1,da cowboy,0,1,a pompino,0,0,cowboy hat,0,0,da lavoro,0,0,di paglia,0,0
clothes,cappello,bombetta,panamá,0,0,da gatto,0,0,sombrero,0,0,da cowboy,0,1,da sole,0,0,a tesa larga,0,0,di peltro,0,0,top hat,0,0,fedora,0,1,al cilindro,0,0
clothes,cappello,da cowboy,a tesa larga,0,0,da ufficiale,0,0,da donna,0,0,da sole,0,0,basco,0,0,di paglia,0,0,di lana,0,0,berretto,0,1,da baseball,0,0,al cowboy,0,0
clothes,cappotto,lungo,trench,0,0,di pelliccia,0,0,giacca,0,0,di lana,0,0,invernale,0,0,lungo,1,1,capello,0,0,pea coat,0,0,in pelle,0,0,giacca,0,0
clothes,cappotto,impermeabile,parka,0,0,di lana,0,0,mantello,0,0,di pelle,0,0,da cerimonia,0,0,di pelle,0,0,scarpe da neve,0,0,piumino,0,0,da baule,0,0,per uomo,0,0
