category,concept,human,llama-3.1-70b,llama-3.1-70b-order_match,llama-3.1-70b-simple_match,llama-3.1-8b,llama-3.1-8b-order_match,llama-3.1-8b-simple_match,llama-3.2-3b,llama-3.2-3b-order_match,llama-3.2-3b-simple_match,mistral-7b,mistral-7b-order_match,mistral-7b-simple_match,mixtral-8x7b,mixtral-8x7b-order_match,mixtral-8x7b-simple_match,nemo-12b,nemo-12b-order_match,nemo-12b-simple_match,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-order_match,llava-v1.6-mistral-7b-simple_match,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img-order_match,llava-v1.6-mistral-7b-img-simple_match,idefics2-8b,idefics2-8b-order_match,idefics2-8b-simple_match,idefics2-8b-img,idefics2-8b-img-order_match,idefics2-8b-img-simple_match
housing buildings,bagno,chimico,lavabo,0,0,lavabo,0,0,lavabo,0,0,sauna,0,0,bidet,0,0,lavabo,0,0,piscina,0,0,lavandino,0,0,vaso da lavandaggio,0,0,doccia,0,0
housing buildings,bagno,di lusso,water,0,0,wc,0,0,lavandino,0,0,bidet,0,0,lavandino,0,0,bidet,0,0,sauna,0,0,piscina,0,0,vaso da,0,0,scaldovino,0,0
housing buildings,balcone,a incasso,a sbalzo,0,0,di ferro,0,0,scale,0,0,terrazzo,0,1,francese,0,0,a vista,0,0,terrazza,0,0,terrazza,0,0,terrazza,0,0,terrazza,0,0
housing buildings,balcone,terrazzo,pensile,0,0,di legno,0,0,scale a pié,0,0,loggia,0,0,juliet,0,0,chiuso,0,0,loggia,0,0,corridoio,0,0,loggia,0,0,terrazza panoramica,0,0
housing buildings,balcone,aggettante,a ringhiera,0,0,di vetro,0,0,scale a manovella,0,0,veranda,0,0,sporgente,0,0,aperto,0,0,cornicione,0,0,patio,0,0,terrazzino,0,0,terrazza con vista,0,0
housing buildings,balcone,esterno,a loggia,0,0,di pietra,0,0,scale a cassetta,0,0,ponteggio,0,0,avvolgente,0,0,panoramico,0,0,pavimento,0,0,loggia,0,0,,0,0,terrazza con tettoie,0,0
housing buildings,balcone,coperto,a veranda,0,0,di cemento,0,0,scale a puleggia,0,0,soprapporte,0,0,a mensola,0,0,fiorito,0,0,ringhiera,0,0,veranda,0,0,,0,0,terrazza con tettoie e tavoli,0,0
plants,basilico,genovese,genovese,1,1,comune,0,0,comune,0,0,comune,0,0,genovese,1,1,dolce,0,0,comune,0,0,fresco,0,0,piccante,0,0,,0,0
plants,basilico,verde,napoletano,0,0,genovese,0,1,di genova,0,0,sacro,0,0,limone,0,1,genovese,0,1,piave,0,0,secco,0,0,dolce,0,0,,0,0
plants,basilico,viola,thai,0,0,di genova,0,0,di napoli,0,0,thai,0,0,greco,0,1,nano,0,0,genovese,0,1,in pesto,0,0,bianco,0,0,,0,0
plants,basilico,greco,limone,0,1,di napoli,0,0,di sicilia,0,0,messicano,0,0,thai,0,0,thai,0,0,napoletano,0,0,in salsa,0,0,nero,0,0,,0,0
plants,basilico,limone,viola,0,1,di sarno,0,0,di calabria,0,0,cinese,0,0,sacro,0,0,cinese,0,0,messinese,0,0,in pasta,0,0,rosso,0,0,,0,0
kitchenware,bicchiere,di vetro,da vino,0,1,da vino,0,1,da vino,0,1,da vino,0,1,di vetro,1,1,calice,0,1,di vetro,1,1,coppa,0,0,tazza,0,0,da vino,0,1
kitchenware,bicchiere,di plastica,da birra,0,0,da cocktail,0,0,da acqua,0,0,da acqua,0,0,di plastica,1,1,tumbler,0,0,di plastica,1,1,tazza,0,0,tulipano,0,0,da birra,0,0
kitchenware,bicchiere,calice,da acqua,0,0,da birra,0,0,da caffè,0,0,da birra,0,0,di carta,0,0,flûte,0,0,di cristallo,0,0,tazzina,0,0,coppa,0,0,da caffè,0,0
kitchenware,bicchiere,flute,da caffè,0,0,da champagne,0,0,da soda,0,0,da cocktail,0,0,da tè,0,0,coppa,0,0,di ceramica,0,0,tazzinaio,0,0,da caffè,0,0,da latte,0,0
kitchenware,bicchiere,da vino,da cocktail,0,0,da digestivo,0,0,da bibita,0,0,tazza,0,0,da caffè,0,0,da shot,0,0,di porcellana,0,0,tazzaio,0,0,da vino,1,1,da acqua,0,0
vehicles,bicicletta,elettrica,mountain bike,0,1,da corsa,0,1,mountain bike,0,1,montagna,0,0,city bike,0,0,mountain bike,0,1,mountain bike,0,1,biciclo,0,0,mountain bike,0,1,da montagna,0,0
vehicles,bicicletta,mountain bike,da corsa,0,1,da strada,0,0,da strada,0,0,strada,0,0,mountain bike,1,1,bici da corsa,0,0,road bike,0,0,biciclo da strada,0,0,bicycle,0,0,da corsa,0,1
vehicles,bicicletta,da corsa,da strada,0,0,mountain bike,0,1,da pista,0,0,corsa,0,0,racing bike,0,0,bici da città,0,0,cruiser,0,0,biciclo da montagna,0,0,road bike,0,0,da strada,0,0
vehicles,bicicletta,da città,da pista,0,0,da città,1,1,da mountain bike,0,0,fissafondo,0,0,hybrid bike,0,0,bici da turismo,0,0,bmx,0,0,biciclo da corsa,0,0,hybrid bicycle,0,0,da museo,0,0
vehicles,bicicletta,tandem,ibrida,0,0,da trekking,0,0,da corsa,0,1,mountainboard,0,0,cruiser bike,0,0,bici da triathlon,0,0,folding bike,0,0,biciclo da mountain bike,0,0,recumbent bicycle,0,0,da viaggio,0,0
body parts,bocca,carnosa,umana,0,0,umana,0,0,labbra,0,0,dell'uomo,0,0,umana,0,0,umana,0,0,di leone,0,0,labbra,0,0,inferiore,0,0,labbra,0,0
body parts,bocca,sottile,di un fiume,0,0,di pesce,0,0,narice,0,0,dell'animale,0,0,di un animale,0,0,di un fiume,0,0,di cane,0,0,denti,0,0,superiore,0,0,lingua,0,0
body parts,bocca,larga,di una caverna,0,0,di serpente,0,0,lingua,0,0,di un fiume o un lago,0,0,di un pesce,0,0,di un vulcano,0,0,di gatto,0,0,lingua,0,0,labbra,0,0,denti,0,0
body parts,bocca,grande,di un vulcano,0,0,di animale,0,0,gola,0,0,di un conteneur,0,0,di un uccello,0,0,di un fucile,0,0,di cavallo,0,0,palato,0,0,denti,0,0,palato,0,0
body parts,bocca,piccola,di un animale,0,0,di fiume,0,0,naso,0,0,di un tubo,0,0,di un rettile,0,0,di un leone,0,0,di pesce,0,0,fauce,0,0,lingua,0,0,gola,0,0
body parts,braccio,meccanico,meccanico,1,1,umano,0,1,umano,0,1,umano,0,1,arti superiori,0,0,robotico,0,0,umano,0,1,umano,0,1,umano,0,1,destro,0,0
body parts,braccio,muscoloso,robotico,0,0,meccanico,0,1,di un animale,0,0,robotico,0,0,umano,0,1,artificiale,0,0,di gomma,0,0,di un robot,0,0,robotico,0,0,sinistro,0,0
body parts,braccio,umano,umano,1,1,robotico,0,0,di una macchina,0,0,artificiale,0,0,robotico,0,0,di un orologio,0,0,di legno,0,0,di un animale,0,0,artificiale,0,0,,0,0
body parts,braccio,lungo,artificiale,0,0,di una macchina,0,0,di un albero,0,0,di gomma,0,0,meccanico,0,1,di un robot,0,0,di metallo,0,0,di un manichino,0,0,meccanico,0,1,,0,0
body parts,braccio,corto,di una croce,0,0,di un robot,0,0,di una struttura,0,0,di pellegrina,0,0,protesi del braccio,0,0,di un essere umano,0,0,di plastica,0,0,di un'altra entità animata o inanimata,0,0,di legno,0,0,,0,0
plants,cactus,fico d'india,mammillaria,0,0,di notte,0,0,aloe,0,0,barrel cactus,0,0,saguaro,0,0,barrel,0,0,succulenta,0,0,in vase,0,0,cactaceae,0,0,,0,0
plants,cactus,del deserto,echinocactus,0,0,di giorno,0,0,cardone,0,0,prickly pear cactus,0,0,barile,0,0,christmas,0,0,cactacea,0,0,in pot,0,0,artichoke,0,0,,0,0
clothes,calza,a rete,autoreggente,0,0,da donna,0,0,guanti,0,0,calze da ginocchio,0,0,da neve,0,0,di cotone,0,0,calzini,0,0,nera,0,0,da sport,0,0,calzino,0,1
clothes,calza,calzino,a rete,0,1,da uomo,0,0,cappelli,0,0,calze da tacco,0,0,da running,0,0,di lana,0,0,calziniere,0,0,rossa,0,0,da ginnastica,0,0,calzare,0,0
clothes,calza,fantasmino,a maglia,0,0,sportiva,0,0,berretti,0,0,calze da tights,0,0,da tennis,0,0,di seta,0,0,calz,0,0,blu,0,0,da lavoro,0,0,calzature,0,0
clothes,calza,lunga,a compressione,0,0,da sci,0,0,,0,0,calze da sport,0,0,da basket,0,0,di spugna,0,0,,0,0,bianca,0,0,da stivali,0,0,,0,0
clothes,calza,collant,da donna,0,0,da basket,0,0,,0,0,calze da letto,0,0,da calcio,0,0,di nylon,0,0,,0,0,grigia,0,0,da sandali,0,0,,0,0
housing buildings,camera,da letto,da letto,1,1,da letto,1,1,da letto,1,1,fotografica,0,0,da letto,1,1,da letto,1,1,fotocamera,0,0,letto,0,0,dslr,0,0,fotocamera,0,0
housing buildings,camera,cucina,oscura,0,1,da bagno,0,0,da bagno,0,0,da letto,0,1,da pranzo,0,0,da bagno,0,0,telecamera,0,0,albero,0,0,compatt,0,0,telefono,0,0
housing buildings,camera,bagno,d'albergo,0,0,di controllo,0,0,da studio,0,0,sicurezza,0,0,da bagno,0,0,degli ospiti,0,0,webcam,0,0,cama,0,0,telefono cellulare,0,0,tablet,0,0
housing buildings,camera,singola,di sicurezza,0,0,di ripresa,0,0,da lettura,0,0,web,0,0,dei bambini,0,0,da pranzo,0,0,di sicurezza,0,0,cuscino,0,0,fotodigitale,0,0,computer,0,0
housing buildings,camera,oscura,di commercio,0,0,di sicurezza,0,0,da gioco,0,0,obiettivo,0,0,degli ospiti,0,0,oscura,1,1,di sorveglianza,0,0,tavolo,0,0,fotoanalogica,0,0,smartwatch,0,0
clothes,camicia,hawaiana,a maniche corte,0,1,polo,0,0,polo,0,0,da notte,0,0,abbottonata,0,0,button-down,0,0,bianca,0,0,da lavoro,0,0,da notte,0,0,camisetta,0,0
clothes,camicia,coreana,a maniche lunghe,0,1,a maniche corte,0,1,da ballo,0,0,da lavoro,0,0,a maniche lunghe,0,1,oxford,0,0,nera,0,0,da seta,0,0,da lavoro,0,0,maglia,0,0
clothes,camicia,a maniche lunghe,a righe,0,0,a maniche lunghe,1,1,da tennis,0,0,da formalità,0,0,a maniche corte,0,1,a maniche corte,0,1,a maniche lunghe,1,1,da sposa,0,0,da bagnasciuga,0,0,giubbino,0,0
clothes,camicia,a maniche corte,a pois,0,0,da notte,0,0,da cricket,0,0,da sposa,0,0,hawaiana,0,1,a maniche lunghe,0,1,a maniche corte,1,1,da gala,0,0,,0,0,giacca,0,0
clothes,camicia,di cotone,a quadri,0,0,da lavoro,0,0,da golf,0,0,da gala,0,0,a collo alto,0,0,a righe,0,0,a maniche lunghe a maniche corte,0,0,da polo,0,0,,0,0,,0,0
vehicles,camion,furgone,autocarro,0,1,autocarro,0,1,di pompaggio,0,0,cisterna,0,0,da costruzione,0,0,autocarro,0,1,camioncino,0,0,cisterna,0,0,camioncino,0,0,camioncino,0,0
vehicles,camion,autocarro,autotreno,0,1,furgone,0,1,di trasporto,0,0,merce,0,0,dei pompieri,0,0,autocisterna,0,0,camioncino da lavoro,0,0,cisterna a due piani,0,0,camioncino a due assi,0,0,,0,0
vehicles,camion,tir,betoniera,0,0,rimorchio,0,0,di pompaggio per incendi,0,0,frigorifero,0,0,dei rifiuti,0,0,autocarro ribaltabile,0,0,camioncino da trasporto,0,0,cisterna a tre piani,0,0,camioncino a tre assi,0,0,,0,0
vehicles,camion,autotreno,a cassone ribaltabile,0,0,trattore,0,0,di pompaggio per gas,0,0,d'alto rigido,0,0,delle consegne,0,0,autocarro attrezzato,0,0,camioncino da trasporto merci,0,0,cisterna a quattro piani,0,0,camioncino a quattro assi,0,0,,0,0
vehicles,camion,con rimorchio,a pianale,0,0,autocisterna,0,0,di pompaggio per acqua,0,0,da rimorchio,0,0,autocarro,0,1,autocarro portacontainer,0,0,camioncino da trasporto passeggeri,0,0,cisterna a cinque piani,0,0,camioncino a cinque assi,0,0,,0,0
furnishings/fittings,candelabro,a tre bracci,a 5 bracci,0,0,a stelo,0,0,a braccioli,0,0,classico,0,0,da tavolo,0,1,a bracci,0,0,a tre ramificazioni,0,0,,0,0,a tre braccia,0,0,a trecce,0,0
furnishings/fittings,candelabro,ebraico,a 7 bracci,0,0,a tre steli,0,0,a steli,0,0,moderno,0,0,da parete,0,0,a sospensione,0,0,a cinque ramificazioni,0,0,,0,0,a quattro braccia,0,0,,0,0
furnishings/fittings,candelabro,a due bracci,a 9 bracci,0,0,a quattro steli,0,0,a colonne,0,0,a colonnette,0,0,a braccia,0,0,da tavolo,0,1,a sette ramificazioni,0,0,,0,0,a cinque braccia,0,0,,0,0
furnishings/fittings,candelabro,da tavolo,a 3 bracci,0,0,a cinque steli,0,0,a piattaforma,0,0,a rami,0,0,a colonna,0,0,da terra,0,0,a nove ramificazioni,0,0,,0,0,a sei braccia,0,0,,0,0
furnishings/fittings,candelabro,in oro,a 2 bracci,0,0,a sei steli,0,0,a vasi,0,0,a vela,0,0,a candela,0,0,da parete,0,0,a dodici ramificazioni,0,0,,0,0,a sette braccia,0,0,,0,0
animals,cane,labrador,levriero,0,0,pastore tedesco,0,1,pastore tedesco,0,1,razza basset hound,0,0,pastore tedesco,0,1,pastore tedesco,0,1,da pastore,0,0,golden retriever,0,1,bulldog,0,0,labrador,1,1
animals,cane,pastore tedesco,pug,0,0,pastore australiano,0,0,chihuahua,0,1,razza bulldog,0,0,labrador,0,1,golden retriever,0,1,da guardia,0,0,labrador retriever,0,0,pug,0,0,bulldog,0,0
animals,cane,bassotto,da pastore,0,0,pastore inglese,0,0,bulldog,0,0,razza dachshund,0,0,chihuahua,0,1,labrador,0,1,da caccia,0,0,dachshund,0,0,labrador,0,1,pug,0,0
animals,cane,chihuahua,da caccia,0,0,pastore tedesco a pelo corto,0,0,pug,0,0,razza dobermann,0,0,bulldog,0,0,husky siberiano,0,0,da cacc,0,0,beagle,0,0,golden retriever,0,1,dachshund,0,0
animals,cane,golden retriever,lupo,0,0,pastore tedesco a pelo lungo,0,0,dachshund,0,0,razza golden retriever,0,0,beagle,0,0,bulldog,0,0,,0,0,bulldog,0,0,pitbull,0,0,golden retriever,1,1
clothes,canottiera,bianca,classica,0,0,da donna,0,0,canoa,0,0,da regata,0,0,a maniche corte,0,0,a manica corta,0,0,da barca,0,0,canottiere da bagno,0,0,da bagnato,0,0,da bagno,0,0
clothes,canottiera,intima,a maniche corte,0,0,da uomo,0,0,barca,0,0,da pesca,0,0,a maniche lunghe,0,0,a manica lunga,0,0,da pesca,0,0,canottiere da piscina,0,0,da ginnastica,0,0,da ginnastica,0,0
clothes,canottiera,senza maniche,a maniche lunghe,0,0,da bambino,0,0,imbarcazione,0,0,da caccia,0,0,senza maniche,1,1,senza maniche,1,1,da ghiaccio,0,0,canottiere da vasca,0,0,da piscina,0,0,da tennis,0,0
clothes,canottiera,colorata,a maniche a sbuffo,0,0,da neonato,0,0,veliero,0,0,da ghiaccio,0,0,termica,0,0,con scollo a v,0,0,da pesca da ghiaccio,0,0,canottiere da vasca da bagno,0,0,da tennis,0,0,da bicicletta,0,0
clothes,canottiera,di cotone,a maniche a campana,0,0,da sport,0,0,catamarano,0,0,da escursione,0,0,da notte,0,0,con scollo a barca,0,0,da pesca da ghiaccio con motore,0,0,canottiere da vasca da piscina,0,0,da lavoro,0,0,da golf,0,0
body parts,capello,riccio,riccio,1,1,biondo,0,1,capelli lunghi,0,0,di cavallo,0,0,liscio,0,1,capelli lunghi,0,0,berretto,0,0,lungo,0,0,boccoli,0,0,boccoli,0,0
body parts,capello,liscio,liscio,1,1,nero,0,0,capelli corti,0,0,di pecora,0,0,riccio,0,1,capelli corti,0,0,cappello,0,0,corto,0,0,b,0,0,boc,0,0
body parts,capello,biondo,ondulato,0,0,rosso,0,1,capelli biondi,0,0,di lana,0,0,ondulato,0,0,capelli ricci,0,0,cappellino,0,0,a frangi,0,0,,0,0,,0,0
body parts,capello,mosso,crespo,0,0,castano,0,0,capelli rossi,0,0,di seta,0,0,corto,0,0,capelli lisci,0,0,cappuccio,0,0,a spazzola,0,0,,0,0,,0,0
body parts,capello,rosso,mosso,0,1,grigio,0,0,capelli neri,0,0,di velluto,0,0,lungo,0,0,capelli castani,0,0,c,0,0,a caschette,0,0,,0,0,,0,0
clothes,cappello,berretto,a cilindro,0,0,da baseball,0,0,panama,0,0,berretto,1,1,berretto,1,1,berretto,1,1,di carta,0,0,berretto,1,1,berretta,0,0,fedora,0,1
clothes,cappello,con visiera,a tesa larga,0,0,da cowboy,0,1,berretto,0,1,da lavoro,0,0,basco,0,0,a cilindro,0,0,di feltro,0,0,fedora,0,1,da baseball,0,0,berbera,0,0
clothes,cappello,fedora,a tesa stretta,0,0,da gondoliere,0,0,top,0,0,da sole,0,0,berretta,0,0,a falda larga,0,0,di peltro,0,0,cowboy hat,0,0,da borsa,0,0,cowboy,0,0
