participant,category,concept,concept_eng,exemplar,rank,abs_freq
iter1,BODY PARTS,capello,hair,capello di prede,15,0.0
iter1,BODY PARTS,capello,hair,capello di paglene,16,0.0
iter1,BODY PARTS,capello,hair,capello di polvere,17,13.0
iter1,BODY PARTS,capello,hair,capello di corte,18,0.0
iter1,BODY PARTS,capello,hair,cap,19,22106.0
iter1,CLOTHES,cappello,hat,cappello da notturna,1,0.0
iter1,CLOTHES,cappello,hat,cappello da sun,2,0.0
iter1,CLOTHES,cappotto,coat,cappottone,1,722.0
iter1,FOODS,carne,meat,bisteccata,1,74.0
iter1,FOODS,carne,meat,cacciatorini,2,152.0
iter1,FOODS,carne,meat,calcio,3,34948.0
iter1,FOODS,carne,meat,camicia di rigoglio,4,0.0
iter1,FOODS,carne,meat,carne sveglia,5,1.0
iter1,FOODS,carne,meat,carne tagliata,6,21.0
iter1,FOODS,carne,meat,carne tagliata in lisce,7,0.0
iter1,VEHICLES,carrozza,carriage,ristorante su carrozza di lusso,1,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a cavallo,2,46.0
iter1,VEHICLES,carrozza,carriage,carrozza in un edificio de museo,3,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a fiocchi,4,0.0
iter1,VEHICLES,carrozza,carriage,carrozza passeggiata con cavallucci,5,0.0
iter1,HOBBIES,carte,cards,deck of cards,1,10.0
iter1,HOBBIES,carte,cards,deck playcards,2,0.0
iter1,HOBBIES,carte,cards,tarot,3,1515.0
iter1,HOBBIES,carte,cards,playing cards,4,450.0
iter1,HOBBIES,carte,cards,carta madre,5,23.0
iter1,HOBBIES,carte,cards,carta,6,29882.0
iter1,HOBBIES,carte,cards,libro de tarot,7,0.0
iter1,HOBBIES,carte,cards,carta postale,8,240.0
iter1,HOBBIES,carte,cards,carta da gioco collezione,9,0.0
iter1,HOBBIES,carte,cards,cartina,10,18270.0
iter1,FURNITURE,cassettiera,chest of drawers,reggiseno,1,18544.0
iter1,FURNITURE,cassettiera,chest of drawers,credenza,2,284378.0
iter1,FURNITURE,cassettiera,chest of drawers,armadio,3,42558.0
iter1,FURNITURE,cassettiera,chest of drawers,buffet,4,31890.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettino,5,7542.0
iter1,FURNITURE,cassettiera,chest of drawers,armadio antico,6,107.0
iter1,ANIMALS,cavallo,horse,studiose,1,716.0
iter1,ANIMALS,cavallo,horse,ippica,2,11436.0
iter1,HOBBIES,cd,CD,cds,1,23920.0
iter1,HOBBIES,cd,CD,music compilation,2,16.0
iter1,HOBBIES,cd,CD,album,3,29392.0
iter1,HOBBIES,cd,CD,single,4,35784.0
iter1,HOBBIES,cd,CD,compact disc,5,9280.0
iter1,FURNISHINGS/FITTINGS,centrotavola,centerpiece,centrotavola,1,24428.0
iter1,FOODS,cereale,cereal,avanzi di castagne,1,1.0
iter1,FOODS,cereale,cereal,castagne rosse,2,5.0
iter1,FOODS,cereale,cereal,castagna comune,3,18.0
iter1,FOODS,cereale,cereal,pignoli,4,7864.0
iter1,FOODS,cereale,cereal,senza gluten,5,8.0
iter1,BODY PARTS,cervello,brain,cerebre,1,1.0
iter1,BODY PARTS,cervello,brain,cerebrocorticale,2,6.0
iter1,BODY PARTS,cervello,brain,cerebellum,3,198.0
iter1,BODY PARTS,cervello,brain,talamo,4,20040.0
iter1,BODY PARTS,cervello,brain,sostacurio,5,0.0
iter1,BODY PARTS,cervello,brain,hippocampo,6,24.0
iter1,BODY PARTS,cervello,brain,amigdalo,7,3.0
iter1,BODY PARTS,cervello,brain,cingolato,8,20794.0
iter1,BODY PARTS,cervello,brain,corticale,9,9240.0
iter1,BODY PARTS,cervello,brain,midbrain,10,10.0
iter1,BODY PARTS,cervello,brain,tetto emisario,11,0.0
iter1,HOBBIES,chitarra,guitar,chitarra acustica,1,2048.0
iter1,HOBBIES,chitarra,guitar,chitarra elettrica,2,43298.0
iter1,HOBBIES,chitarra,guitar,chitarra basso,3,660.0
iter1,PLANTS,ciclamino,cyclamen,giraglio,1,1.0
iter1,PLANTS,ciclamino,cyclamen,campanario,2,22215.0
iter1,PLANTS,ciclamino,cyclamen,speroncino,3,275.0
iter1,PLANTS,ciclamino,cyclamen,tulipano,4,44908.0
iter1,PLANTS,ciclamino,cyclamen,iris,5,13334.0
iter1,PLANTS,ciclamino,cyclamen,chicco bianco,6,63.0
iter1,PLANTS,ciliegio,cherry tree,unicumo,1,0.0
iter1,PLANTS,ciliegio,cherry tree,un albero di ciliegi,2,1.0
iter1,FOODS,cioccolato,chocolate,gola di cioccolato,1,0.0
iter1,FOODS,cioccolato,chocolate,barra giocata,2,0.0
iter1,FOODS,cioccolato,chocolate,forcola di cioccolato,3,0.0
iter1,FOODS,cioccolato,chocolate,bocconotto,4,337.0
iter1,FOODS,cioccolato,chocolate,cioccolato fuso,5,700.0
iter1,FOODS,cioccolato,chocolate,cioccolato allungato,6,1.0
iter1,STATIONERY,colla,glue,colla di pensimento,1,0.0
iter1,STATIONERY,colla,glue,elastico,2,19132.0
iter1,STATIONERY,colla,glue,colla per l'acquisto,3,0.0
iter1,STATIONERY,colla,glue,colla di balsamo,4,0.0
iter1,STATIONERY,colla,glue,colla di creta,5,2.0
iter1,STATIONERY,colla,glue,colla di zoccolo,6,0.0
iter1,STATIONERY,colla,glue,colla di gel,7,0.0
iter1,STATIONERY,colla,glue,colla da lavoro,8,0.0
iter1,STATIONERY,colla,glue,colla epifrica,9,0.0
iter1,STATIONERY,colla,glue,colla congelante,10,0.0
iter1,STATIONERY,colla,glue,colla di ceramic,11,0.0
iter1,STATIONERY,colla,glue,colla di silicone,12,4.0
iter1,BODY PARTS,collo,neck,collina,1,38934.0
iter1,BODY PARTS,collo,neck,collina,2,38934.0
iter1,HOUSING BUILDINGS,colonna,column,architettura greca,1,26.0
iter1,HOUSING BUILDINGS,colonna,column,architettura romana,2,57.0
iter1,HOUSING BUILDINGS,colonna,column,architettura ellenica,3,25.0
iter1,KITCHENWARE,coltello,knife,coltello,1,32680.0
iter1,KITCHENWARE,coltello,knife,pizzo,2,43116.0
iter1,KITCHENWARE,coltello,knife,coltello da cucina,3,206.0
iter1,KITCHENWARE,coltello,knife,coltello da carne,4,60.0
iter1,KITCHENWARE,coltello,knife,coltello da legno,5,0.0
iter1,FURNITURE,comodino,bedside table,comodino,1,32880.0
iter1,FURNITURE,comodino,bedside table,armadio,2,42558.0
iter1,FURNITURE,comodino,bedside table,plancia-refrigerante,3,0.0
iter1,FURNITURE,comodino,bedside table,gabinetto,4,37890.0
iter1,FURNITURE,comodino,bedside table,armadio dantesco,5,0.0
iter1,FURNITURE,comodino,bedside table,credenza,6,284378.0
iter1,FURNITURE,comodino,bedside table,ecco altro tipo di comodino,7,0.0
iter1,HOBBIES,computer,computer,personal computer,1,3244.0
iter1,HOBBIES,computer,computer,laptop,2,43154.0
iter1,HOBBIES,computer,computer,tablet,3,47800.0
iter1,HOBBIES,computer,computer,chromebook,4,5911.0
iter1,HOBBIES,computer,computer,netbook,5,28738.0
iter1,FURNITURE,comò,dresser,componimento,1,18893.0
iter1,FURNITURE,comò,dresser,composizione,2,35852.0
iter1,FURNITURE,comò,dresser,composizione fotografica,3,34.0
iter1,ANIMALS,coniglio,rabbit,coniglio,1,28814.0
iter1,ANIMALS,coniglio,rabbit,coniglio nero,2,312.0
iter1,ANIMALS,coniglio,rabbit,coniglio giallo,3,26.0
iter1,FURNISHINGS/FITTINGS,cornice,frame,arco,1,16503.0
iter1,FURNISHINGS/FITTINGS,cornice,frame,quadrante,2,37060.0
iter1,FURNISHINGS/FITTINGS,cornice,frame,retangolo,3,15.0
iter1,FURNISHINGS/FITTINGS,cornice,frame,cerchio,4,17591.0
iter1,FURNISHINGS/FITTINGS,cornice,frame,rettangolo,5,16925.0
iter1,FURNITURE,credenza,cupboard,modello a due raccordi,1,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbista,1,40.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata,2,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata in nero,3,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverba,4,18600.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata di 5x5,5,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata di 6x6,6,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata di 7x7,7,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata di 8x8,8,0.0
iter1,HOBBIES,cruciverba,crossword,cruciverbata di 9x9,9,0.0
iter1,HOBBIES,cruciverba,crossword,cruci,10,742.0
iter1,KITCHENWARE,cucchiaio,spoon,cucchiaio,1,401638.0
iter1,KITCHENWARE,cucchiaio,spoon,pizza-cutter,2,0.0
iter1,KITCHENWARE,cucchiaio,spoon,tazza,3,37292.0
iter1,KITCHENWARE,cucchiaio,spoon,boccale,4,32536.0
iter1,HOUSING BUILDINGS,cucina,kitchen,frullatore,1,49426.0
iter1,HOUSING BUILDINGS,cucina,kitchen,impianto per cucere,2,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,forno a gas,3,80.0
iter1,HOUSING BUILDINGS,cucina,kitchen,lavastoviglie,4,43846.0
iter1,HOUSING BUILDINGS,cucina,kitchen,lavatrice,5,16020.0
iter1,HOUSING BUILDINGS,cucina,kitchen,microonde,6,40422.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cippo colante,7,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cippo con lana,8,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cassettino del cibo,9,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cassetto dolciaria,10,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cassettino dei forti,11,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,cassettino della porcellainina,12,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,scatola di legno,13,25.0
iter1,HOUSING BUILDINGS,cucina,kitchen,piatto per cucinare,14,17.0
iter1,HOUSING BUILDINGS,cucina,kitchen,piatto di vetro,15,42.0
iter1,HOUSING BUILDINGS,cucina,kitchen,piatto per scottare,16,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,piatto per frullare,17,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,piatto per tagliare,18,5.0
iter1,HOUSING BUILDINGS,cucina,kitchen,scodelle per cucinare,19,0.0
iter1,HOUSING BUILDINGS,cucina,kitchen,c,20,47222.0
iter1,BODY PARTS,cuore,heart,stethoscope,1,40.0
iter1,BODY PARTS,cuore,heart,ekg,2,257.0
iter1,BODY PARTS,cuore,heart,doppler,3,11820.0
iter1,BODY PARTS,cuore,heart,ultrasone,4,136.0
iter1,BODY PARTS,cuore,heart,tester sanguigno,5,0.0
iter1,BODY PARTS,cuore,heart,angiografia,6,4658.0
iter1,BODY PARTS,cuore,heart,ecg,7,19479.0
iter1,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino,1,33352.0
iter1,ANIMALS,delfino,dolphin,delfino gigante,1,8.0
iter1,ANIMALS,delfino,dolphin,frusta delfino,2,0.0
iter1,ANIMALS,delfino,dolphin,delfino comune,3,246.0
iter1,ANIMALS,delfino,dolphin,delfino blu,4,482.0
iter1,ANIMALS,delfino,dolphin,delfino rosso,5,44.0
iter1,ANIMALS,delfino,dolphin,delfino della costa,6,2.0
iter1,ANIMALS,delfino,dolphin,delfino alfa,7,1.0
iter1,FURNITURE,divano,sofa,divano,1,25648.0
iter1,FURNITURE,divano,sofa,sofa,2,6338.0
iter1,FURNITURE,divano,sofa,colonna,3,32914.0
iter1,FURNITURE,divano,sofa,ottomano,4,29442.0
iter1,PLANTS,edera,ivy,edera americana,1,2.0
iter1,PLANTS,edera,ivy,edera canadese,2,6.0
iter1,PLANTS,edera,ivy,edera grandi,3,0.0
iter1,PLANTS,edera,ivy,edera piumosa nigra,4,0.0
iter1,PLANTS,edera,ivy,edera piumosa verde,5,0.0
iter1,PLANTS,edera,ivy,edera ramosa,6,0.0
iter1,ANIMALS,elefante,elephant,elefante - questo è il termine originale che indica l'animale disegnato nell'immagine,1,0.0
iter1,ANIMALS,elefante,elephant,africano,2,45338.0
iter1,VEHICLES,elicottero,helicopter,elicotteri,1,39618.0
iter1,STATIONERY,evidenziatore,marker,evidenziatore,1,3133.0
iter1,STATIONERY,evidenziatore,marker,impronta,2,40878.0
iter1,STATIONERY,evidenziatore,marker,grafico,3,41860.0
iter1,STATIONERY,evidenziatore,marker,pistola,4,40928.0
iter1,STATIONERY,evidenziatore,marker,sigillo,5,21358.0
iter1,CLOTHES,felpa,sweatshirt,,1,0.0
iter1,CLOTHES,felpa,sweatshirt,,2,0.0
iter1,PLANTS,ficus,rubber plant,ficus,1,20208.0
iter1,PLANTS,ficus,rubber plant,papiro,2,19986.0
iter1,HOUSING BUILDINGS,finestra,window,tralice,1,864.0
iter1,HOUSING BUILDINGS,finestra,window,giordano,2,19148.0
iter1,HOUSING BUILDINGS,finestra,window,spacchiatelle,3,0.0
iter1,HOUSING BUILDINGS,finestra,window,portellone,4,19327.0
iter1,HOUSING BUILDINGS,finestra,window,alojamento,5,26.0
iter1,HOUSING BUILDINGS,finestra,window,balcone d'ingresso,6,0.0
iter1,HOUSING BUILDINGS,finestra,window,alojamento d'ingresso con porta,7,0.0
iter1,HOUSING BUILDINGS,finestra,window,piazzale a terrazza,8,13.0
iter1,FURNISHINGS/FITTINGS,fioriera,flowerpot,fioriera,1,18697.0
iter1,STATIONERY,foglio,sheet,libro,1,33996.0
iter1,STATIONERY,foglio,sheet,carta,2,29882.0
iter1,STATIONERY,foglio,sheet,foglio,3,34728.0
iter1,STATIONERY,foglio,sheet,foglio de risultati,4,0.0
iter1,STATIONERY,foglio,sheet,foglio di lavoro,5,40.0
iter1,STATIONERY,foglio,sheet,foglio di testo,6,40.0
iter1,STATIONERY,foglio,sheet,foglio di posta,7,4.0
iter1,KITCHENWARE,forbice,scissors,forbice per capelli,1,54.0
iter1,KITCHENWARE,forbice,scissors,forbice per barba,2,20.0
iter1,KITCHENWARE,forbice,scissors,forbice per denti,3,1.0
iter1,KITCHENWARE,forchetta,fork,forchetta metallica,1,22.0
iter1,FOODS,formaggio,cheese,reggianello,1,5.0
iter1,FOODS,formaggio,cheese,pizzaiola,2,5386.0
iter1,FOODS,formaggio,cheese,monteverde,3,13510.0
iter1,FOODS,formaggio,cheese,gouda,4,2998.0
iter1,FOODS,formaggio,cheese,cheddar,5,4842.0
iter1,FURNISHINGS/FITTINGS,fotografia,photography,persona con una camera oscurta/fotocamera alta,1,0.0
iter1,FURNISHINGS/FITTINGS,fotografia,photography,persona che si sta mettendo una fotografia in una foto album o in una cucchiaia de foto,2,0.0
iter1,FURNISHINGS/FITTINGS,fotografia,photography,persona che sta girando o analizzando riprese fotografiche sullo schermo di una macchina fotografica o di una computer grafico,3,0.0
iter1,FURNISHINGS/FITTINGS,fotografia,photography,persona che sta foto copiando,4,0.0
iter1,FURNISHINGS/FITTINGS,fotografia,photography,persona che si sta facendo da autore,5,0.0
iter1,FOODS,frutta,fruit,il mela,1,21.0
iter1,FOODS,frutta,fruit,il pomodoro,2,122.0
iter1,FOODS,frutta,fruit,l'arancia,3,0.0
iter1,FOODS,frutta,fruit,il limedo,4,0.0
iter1,FOODS,frutta,fruit,la pinapina,5,0.0
iter1,FOODS,frutta,fruit,il banano,6,20.0
iter1,FOODS,frutta,fruit,l'aprico,7,0.0
iter1,FOODS,frutta,fruit,il mango,8,81.0
iter1,FOODS,frutta,fruit,il pomo,9,50.0
iter1,FOODS,frutta,fruit,la kiwi,10,20.0
iter1,FOODS,frutta,fruit,la guava,11,22.0
iter1,FOODS,frutta,fruit,la pera,12,89.0
