participant,concept,exemplar,rank_order,normed_rank_order,count,average_normed_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,abs_freq
gpt3.5_iter2,pennello,pennello tondo,2,0.9444444444444444,4,0.9020833333333332,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,249
gpt3.5_iter3,pennello,pennello tondo,3,0.875,4,0.9020833333333332,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,249
gpt3.5_iter4,pennello,pennello tondo,3,0.8888888888888888,4,0.9020833333333332,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,249
gpt3.5_iter1,pennello,pennello a ventaglio,3,0.8,4,0.8927083333333333,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,33
gpt3.5_iter2,pennello,pennello a ventaglio,3,0.8888888888888888,4,0.8927083333333333,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,33
gpt3.5_iter3,pennello,pennello a ventaglio,2,0.9375,4,0.8927083333333333,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,33
gpt3.5_iter4,pennello,pennello a ventaglio,2,0.9444444444444444,4,0.8927083333333333,0.8,2,3,0.0,0.2721496415038405,0.1667582452407428,33
gpt3.5_iter1,pennello,pennello per acquerello,4,0.7,4,0.7670138888888889,0.8,4,6,0.0,0.0644827803775808,0.1709989005804146,20
gpt3.5_iter2,pennello,pennello per acquerello,6,0.7222222222222222,4,0.7670138888888889,0.8,4,6,0.0,0.0644827803775808,0.1709989005804146,20
gpt3.5_iter3,pennello,pennello per acquerello,4,0.8125,4,0.7670138888888889,0.8,4,6,0.0,0.0644827803775808,0.1709989005804146,20
gpt3.5_iter4,pennello,pennello per acquerello,4,0.8333333333333334,4,0.7670138888888889,0.8,4,6,0.0,0.0644827803775808,0.1709989005804146,20
gpt3.5_iter1,pennello,pennello per olio,5,0.6,3,0.7092592592592593,0.6,5,5,0.0,0.0060311014467801,0.0601553062336822,23
gpt3.5_iter3,pennello,pennello per olio,5,0.75,3,0.7092592592592593,0.6,5,5,0.0,0.0060311014467801,0.0601553062336822,23
gpt3.5_iter4,pennello,pennello per olio,5,0.7777777777777778,3,0.7092592592592593,0.6,5,5,0.0,0.0060311014467801,0.0601553062336822,23
gpt3.5_iter1,pennello,pennello per vernice,6,0.5,3,0.6134259259259259,0.6,5,8,0.0,0.0027107436927248,0.1124703214881665,14
gpt3.5_iter2,pennello,pennello per vernice,5,0.7777777777777778,3,0.6134259259259259,0.6,5,8,0.0,0.0027107436927248,0.1124703214881665,14
gpt3.5_iter3,pennello,pennello per vernice,8,0.5625,3,0.6134259259259259,0.6,5,8,0.0,0.0027107436927248,0.1124703214881665,14
gpt3.5_iter1,pennello,pennello per trucco,7,0.4,4,0.6312500000000001,0.8,4,7,0.0,0.0260828701913409,0.1234826601094929,21
gpt3.5_iter2,pennello,pennello per trucco,4,0.8333333333333334,4,0.6312500000000001,0.8,4,7,0.0,0.0260828701913409,0.1234826601094929,21
gpt3.5_iter3,pennello,pennello per trucco,7,0.625,4,0.6312500000000001,0.8,4,7,0.0,0.0260828701913409,0.1234826601094929,21
gpt3.5_iter4,pennello,pennello per trucco,7,0.6666666666666667,4,0.6312500000000001,0.8,4,7,0.0,0.0260828701913409,0.1234826601094929,21
gpt3.5_iter1,pennello,pennello per barba,9,0.1999999999999999,3,0.3768518518518518,0.6,9,11,0.0,4.244177945456352e-05,0.083578739187329,19
gpt3.5_iter3,pennello,pennello per barba,11,0.375,3,0.3768518518518518,0.6,9,11,0.0,4.244177945456352e-05,0.083578739187329,19
gpt3.5_iter4,pennello,pennello per barba,9,0.5555555555555556,3,0.3768518518518518,0.6,9,11,0.0,4.244177945456352e-05,0.083578739187329,19
gpt3.5_iter1,pennello,pennello per capelli,10,0.0999999999999999,2,0.20625,0.4,10,12,0.0,2.0676540792447728e-10,0.0505143529972057,9
gpt3.5_iter3,pennello,pennello per capelli,12,0.3125,2,0.20625,0.4,10,12,0.0,2.0676540792447728e-10,0.0505143529972057,9
gpt3.5_iter2,pennello,pennello per sfumature,8,0.6111111111111112,2,0.3888888888888889,0.4,8,16,0.0,2.0365207594147648e-08,0.0884251805808165,21
gpt3.5_iter4,pennello,pennello per sfumature,16,0.1666666666666666,2,0.3888888888888889,0.4,8,16,0.0,2.0365207594147648e-08,0.0884251805808165,21
gpt3.5_iter2,pennello,pennello per eyeliner,9,0.5555555555555556,1,0.5555555555555556,0.2,9,9,0.0,0.2,0.0200517687445607,22
gpt3.5_iter2,pennello,pennello per fondotinta,10,0.5,1,0.5,0.2,10,10,0.0,0.2,0.0200517687445607,20
gpt3.5_iter2,pennello,pennello per polvere,11,0.4444444444444444,1,0.4444444444444444,0.2,11,11,0.0,0.2,0.0200517687445607,22
gpt3.5_iter2,pennello,pennello per ombretto,12,0.3888888888888888,1,0.3888888888888888,0.2,12,12,0.0,0.2,0.0200517687445607,24
gpt3.5_iter2,pennello,pennello per blush,13,0.3333333333333333,1,0.3333333333333333,0.2,13,13,0.0,0.2,0.0200517687445607,21
gpt3.5_iter2,pennello,pennello per correttore,14,0.2777777777777778,1,0.2777777777777778,0.2,14,14,0.0,0.2,0.0200517687445607,21
gpt3.5_iter2,pennello,pennello per contouring,15,0.2222222222222222,1,0.2222222222222222,0.2,15,15,0.0,0.2,0.0200517687445607,6
gpt3.5_iter2,pennello,pennello per smalto,16,0.1666666666666666,2,0.1145833333333333,0.4,16,16,0.0,4.158152046680888e-16,0.0401035374891215,10
gpt3.5_iter3,pennello,pennello per smalto,16,0.0625,2,0.1145833333333333,0.4,16,16,0.0,4.158152046680888e-16,0.0401035374891215,10
gpt3.5_iter2,pennello,pennello per spolverare,17,0.1111111111111111,1,0.1111111111111111,0.2,17,17,0.0,0.2,0.0200517687445607,9
gpt3.5_iter2,pennello,pennello per pulire,18,0.0555555555555555,1,0.0555555555555555,0.2,18,18,0.0,0.2,0.0200517687445607,29
gpt3.5_iter3,pennello,pennello per tempera,6,0.6875,2,0.7048611111111112,0.4,6,6,0.0,4.0520374394522846e-06,0.0401035374891215,6
gpt3.5_iter4,pennello,pennello per tempera,6,0.7222222222222222,2,0.7048611111111112,0.4,6,6,0.0,4.0520374394522846e-06,0.0401035374891215,6
gpt3.5_iter3,pennello,pennello per decorazioni,9,0.5,2,0.4722222222222222,0.4,9,11,0.0,2.0623159039829316e-09,0.0518152539659448,13
gpt3.5_iter4,pennello,pennello per decorazioni,11,0.4444444444444444,2,0.4722222222222222,0.4,9,11,0.0,2.0623159039829316e-09,0.0518152539659448,13
gpt3.5_iter3,pennello,pennello per pulizia,13,0.25,1,0.25,0.2,13,13,0.0,0.2,0.0200517687445607,21
gpt3.5_iter3,pennello,pennello per stucco,14,0.1875,2,0.2604166666666667,0.4,13,14,0.0,2.2698500251309493e-13,0.0439843423522545,0
gpt3.5_iter4,pennello,pennello per stucco,13,0.3333333333333333,2,0.2604166666666667,0.4,13,14,0.0,2.2698500251309493e-13,0.0439843423522545,0
gpt3.5_iter3,pennello,pennello per calligrafia,15,0.125,2,0.3125,0.4,10,15,0.0,2.047097932602427e-10,0.0656443922396627,10
gpt3.5_iter4,pennello,pennello per calligrafia,10,0.5,2,0.3125,0.4,10,15,0.0,2.047097932602427e-10,0.0656443922396627,10
gpt3.5_iter4,pennello,pennello per pittura su vetro,12,0.3888888888888888,1,0.3888888888888888,0.2,12,12,0.0,0.2,0.0200517687445607,0
gpt3.5_iter4,pennello,pennello per verniciatura,14,0.2777777777777778,1,0.2777777777777778,0.2,14,14,0.0,0.2,0.0200517687445607,3
gpt3.5_iter4,pennello,pennello per dettagli,15,0.2222222222222222,1,0.2222222222222222,0.2,15,15,0.0,0.2,0.0200517687445607,9
gpt3.5_iter4,pennello,pennello per stencil,17,0.1111111111111111,1,0.1111111111111111,0.2,17,17,0.0,0.2,0.0200517687445607,20
gpt3.5_iter4,pennello,pennello per riparazioni,18,0.0555555555555555,1,0.0555555555555555,0.2,18,18,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,mestolo,mestolo di legno,1,1.0,5,1.0,1.0,1,1,1.0,1.000035912041085,1.2,23
gpt3.5_iter1,mestolo,mestolo di legno,1,1.0,5,1.0,1.0,1,1,1.0,1.000035912041085,1.2,23
gpt3.5_iter2,mestolo,mestolo di legno,1,1.0,5,1.0,1.0,1,1,1.0,1.000035912041085,1.2,23
gpt3.5_iter3,mestolo,mestolo di legno,1,1.0,5,1.0,1.0,1,1,1.0,1.000035912041085,1.2,23
gpt3.5_iter4,mestolo,mestolo di legno,1,1.0,5,1.0,1.0,1,1,1.0,1.000035912041085,1.2,23
gpt3.5_iter0,mestolo,mestolo di metallo,2,0.9,5,0.8522222222222222,1.0,2,3,0.0,0.4642978369161621,0.2300856011583456,21
gpt3.5_iter1,mestolo,mestolo di metallo,3,0.8333333333333334,5,0.8522222222222222,1.0,2,3,0.0,0.4642978369161621,0.2300856011583456,21
gpt3.5_iter2,mestolo,mestolo di metallo,2,0.8888888888888888,5,0.8522222222222222,1.0,2,3,0.0,0.4642978369161621,0.2300856011583456,21
gpt3.5_iter3,mestolo,mestolo di metallo,2,0.8888888888888888,5,0.8522222222222222,1.0,2,3,0.0,0.4642978369161621,0.2300856011583456,21
gpt3.5_iter4,mestolo,mestolo di metallo,3,0.75,5,0.8522222222222222,1.0,2,3,0.0,0.4642978369161621,0.2300856011583456,21
gpt3.5_iter0,mestolo,mestolo di plastica,3,0.8,4,0.8423611111111111,0.8,2,3,0.0,0.2721540026692273,0.1667582656059502,17
gpt3.5_iter1,mestolo,mestolo di plastica,2,0.9166666666666666,4,0.8423611111111111,0.8,2,3,0.0,0.2721540026692273,0.1667582656059502,17
gpt3.5_iter3,mestolo,mestolo di plastica,3,0.7777777777777778,4,0.8423611111111111,0.8,2,3,0.0,0.2721540026692273,0.1667582656059502,17
gpt3.5_iter4,mestolo,mestolo di plastica,2,0.875,4,0.8423611111111111,0.8,2,3,0.0,0.2721540026692273,0.1667582656059502,17
gpt3.5_iter0,mestolo,mestolo forato,4,0.7,4,0.7131944444444445,0.8,3,4,0.0,0.1128351100437066,0.1128351100437066,1164
gpt3.5_iter1,mestolo,mestolo forato,4,0.75,4,0.7131944444444445,0.8,3,4,0.0,0.1128351100437066,0.1128351100437066,1164
gpt3.5_iter2,mestolo,mestolo forato,3,0.7777777777777778,4,0.7131944444444445,0.8,3,4,0.0,0.1128351100437066,0.1128351100437066,1164
gpt3.5_iter4,mestolo,mestolo forato,4,0.625,4,0.7131944444444445,0.8,3,4,0.0,0.1128351100437066,0.1128351100437066,1164
gpt3.5_iter0,mestolo,mestolo lungo,5,0.6,3,0.6444444444444445,0.6,4,5,0.0,0.010369861573467,0.0757381478437012,11
gpt3.5_iter1,mestolo,mestolo lungo,5,0.6666666666666667,3,0.6444444444444445,0.6,4,5,0.0,0.010369861573467,0.0757381478437012,11
gpt3.5_iter2,mestolo,mestolo lungo,4,0.6666666666666667,3,0.6444444444444445,0.6,4,5,0.0,0.010369861573467,0.0757381478437012,11
gpt3.5_iter0,mestolo,mestolo corto,6,0.5,2,0.5416666666666666,0.4,6,6,0.0,4.0520374394522846e-06,0.0401035374891215,0
gpt3.5_iter1,mestolo,mestolo corto,6,0.5833333333333333,2,0.5416666666666666,0.4,6,6,0.0,4.0520374394522846e-06,0.0401035374891215,0
gpt3.5_iter0,mestolo,mestolo con manico in silicone,7,0.4,1,0.4,0.2,7,7,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,mestolo,mestolo con manico in acciaio,8,0.3,1,0.3,0.2,8,8,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,mestolo,mestolo con manico in legno,9,0.1999999999999999,1,0.1999999999999999,0.2,9,9,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,mestolo,mestolo con misurino integrato,10,0.0999999999999999,1,0.0999999999999999,0.2,10,10,0.0,0.2,0.0200517687445607,0
gpt3.5_iter1,mestolo,mestolo con manico lungo,7,0.5,2,0.5,0.4,5,7,0.0,2.0411006661619185e-05,0.0632147854242987,0
gpt3.5_iter4,mestolo,mestolo con manico lungo,5,0.5,2,0.5,0.4,5,7,0.0,2.0411006661619185e-05,0.0632147854242987,0
gpt3.5_iter1,mestolo,mestolo con manico corto,8,0.4166666666666666,2,0.3958333333333333,0.4,6,8,0.0,2.0463839271123825e-06,0.0587370896646392,0
gpt3.5_iter4,mestolo,mestolo con manico corto,6,0.375,2,0.3958333333333333,0.4,6,8,0.0,2.0463839271123825e-06,0.0587370896646392,0
gpt3.5_iter1,mestolo,mestolo con misurino,9,0.3333333333333333,1,0.3333333333333333,0.2,9,9,0.0,0.2,0.0200517687445607,0
gpt3.5_iter1,mestolo,mestolo con beccuccio,10,0.25,2,0.25,0.4,7,10,0.0,2.033310019200503e-07,0.0632147854242987,1
gpt3.5_iter4,mestolo,mestolo con beccuccio,7,0.25,2,0.25,0.4,7,10,0.0,2.033310019200503e-07,0.0632147854242987,1
gpt3.5_iter1,mestolo,mestolo con cucchiaio piatto,11,0.1666666666666666,1,0.1666666666666666,0.2,11,11,0.0,0.2,0.0200517687445607,0
gpt3.5_iter1,mestolo,mestolo con cucchiaio a conchiglia,12,0.0833333333333333,1,0.0833333333333333,0.2,12,12,0.0,0.2,0.0200517687445607,0
gpt3.5_iter2,mestolo,mestolo con manico di plastica,5,0.5555555555555556,1,0.5555555555555556,0.2,5,5,0.0,0.2,0.0200517687445607,0
gpt3.5_iter2,mestolo,mestolo per zuppa,6,0.4444444444444444,1,0.4444444444444444,0.2,6,6,0.0,0.2,0.0200517687445607,2
gpt3.5_iter2,mestolo,mestolo per salsa,7,0.3333333333333333,1,0.3333333333333333,0.2,7,7,0.0,0.2,0.0200517687445607,17
gpt3.5_iter2,mestolo,mestolo per minestra,8,0.2222222222222222,1,0.2222222222222222,0.2,8,8,0.0,0.2,0.0200517687445607,4
gpt3.5_iter2,mestolo,mestolo per brodo,9,0.1111111111111111,1,0.1111111111111111,0.2,9,9,0.0,0.2,0.0200517687445607,1
gpt3.5_iter3,mestolo,mestolo da minestra,4,0.6666666666666667,1,0.6666666666666667,0.2,4,4,0.0,0.2,0.0200517687445607,15
gpt3.5_iter3,mestolo,mestolo da zuppa,5,0.5555555555555556,1,0.5555555555555556,0.2,5,5,0.0,0.2,0.0200517687445607,7
gpt3.5_iter3,mestolo,mestolo da brodo,6,0.4444444444444444,1,0.4444444444444444,0.2,6,6,0.0,0.2,0.0200517687445607,20
gpt3.5_iter3,mestolo,mestolo da salsa,7,0.3333333333333333,1,0.3333333333333333,0.2,7,7,0.0,0.2,0.0200517687445607,2
gpt3.5_iter3,mestolo,mestolo da polenta,8,0.2222222222222222,1,0.2222222222222222,0.2,8,8,0.0,0.2,0.0200517687445607,9
gpt3.5_iter3,mestolo,mestolo da marmellata,9,0.1111111111111111,1,0.1111111111111111,0.2,9,9,0.0,0.2,0.0200517687445607,0
gpt3.5_iter4,mestolo,mestolo con misurino incorporato,8,0.125,1,0.125,0.2,8,8,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,coniglio,coniglio nano,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0,204
gpt3.5_iter1,coniglio,coniglio nano,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0,204
gpt3.5_iter2,coniglio,coniglio nano,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0,204
gpt3.5_iter3,coniglio,coniglio nano,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0,204
gpt3.5_iter4,coniglio,coniglio nano,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0,204
gpt3.5_iter0,coniglio,coniglio selvatico,2,0.9375,5,0.8256746031746032,1.0,2,4,0.0,0.4857985054001443,0.39169898503329,452
gpt3.5_iter1,coniglio,coniglio selvatico,2,0.9444444444444444,5,0.8256746031746032,1.0,2,4,0.0,0.4857985054001443,0.39169898503329,452
gpt3.5_iter2,coniglio,coniglio selvatico,2,0.875,5,0.8256746031746032,1.0,2,4,0.0,0.4857985054001443,0.39169898503329,452
gpt3.5_iter3,coniglio,coniglio selvatico,2,0.8,5,0.8256746031746032,1.0,2,4,0.0,0.4857985054001443,0.39169898503329,452
gpt3.5_iter4,coniglio,coniglio selvatico,4,0.5714285714285714,5,0.8256746031746032,1.0,2,4,0.0,0.4857985054001443,0.39169898503329,452
gpt3.5_iter0,coniglio,coniglio d'angora,3,0.875,4,0.7802579365079365,0.8,2,5,0.0,0.1885530674761349,0.2592474502575732,0
gpt3.5_iter1,coniglio,coniglio d'angora,3,0.8888888888888888,4,0.7802579365079365,0.8,2,5,0.0,0.1885530674761349,0.2592474502575732,0
gpt3.5_iter2,coniglio,coniglio d'angora,5,0.5,4,0.7802579365079365,0.8,2,5,0.0,0.1885530674761349,0.2592474502575732,0
gpt3.5_iter4,coniglio,coniglio d'angora,2,0.8571428571428572,4,0.7802579365079365,0.8,2,5,0.0,0.1885530674761349,0.2592474502575732,0
gpt3.5_iter0,coniglio,coniglio gigante,4,0.8125,4,0.7462797619047619,0.8,3,4,0.0,0.1033183229134202,0.1033183229134202,224
gpt3.5_iter1,coniglio,coniglio gigante,4,0.8333333333333334,4,0.7462797619047619,0.8,3,4,0.0,0.1033183229134202,0.1033183229134202,224
gpt3.5_iter2,coniglio,coniglio gigante,4,0.625,4,0.7462797619047619,0.8,3,4,0.0,0.1033183229134202,0.1033183229134202,224
gpt3.5_iter4,coniglio,coniglio gigante,3,0.7142857142857143,4,0.7462797619047619,0.8,3,4,0.0,0.1033183229134202,0.1033183229134202,224
gpt3.5_iter0,coniglio,coniglio ariete,5,0.75,3,0.7592592592592592,0.6,3,5,0.0,0.0240725030424141,0.1034308913649321,59
gpt3.5_iter1,coniglio,coniglio ariete,5,0.7777777777777778,3,0.7592592592592592,0.6,3,5,0.0,0.0240725030424141,0.1034308913649321,59
gpt3.5_iter2,coniglio,coniglio ariete,3,0.75,3,0.7592592592592592,0.6,3,5,0.0,0.0240725030424141,0.1034308913649321,59
gpt3.5_iter0,coniglio,coniglio belga,6,0.6875,1,0.6875,0.2,6,6,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,coniglio,coniglio testa di leone,7,0.625,2,0.6736111111111112,0.4,6,7,0.0,2.229145013926641e-06,0.0494710622231561,22
gpt3.5_iter1,coniglio,coniglio testa di leone,6,0.7222222222222222,2,0.6736111111111112,0.4,6,7,0.0,2.229145013926641e-06,0.0494710622231561,22
gpt3.5_iter0,coniglio,coniglio cashmere,8,0.5625,1,0.5625,0.2,8,8,0.0,0.2,0.0200517687445607,0
gpt3.5_iter0,coniglio,coniglio polacco,9,0.5,1,0.5,0.2,9,9,0.0,0.2,0.0200517687445607,18
gpt3.5_iter0,coniglio,coniglio faraone,10,0.4375,1,0.4375,0.2,10,10,0.0,0.2,0.0200517687445607,1
gpt3.5_iter0,coniglio,coniglio olandese,11,0.375,2,0.5208333333333334,0.4,7,11,0.0,2.0314681795976185e-07,0.070367479356512,22
gpt3.5_iter1,coniglio,coniglio olandese,7,0.6666666666666667,2,0.5208333333333334,0.4,7,11,0.0,2.0314681795976185e-07,0.070367479356512,22
gpt3.5_iter0,coniglio,coniglio rex,12,0.3125,1,0.3125,0.2,12,12,0.0,0.2,0.0200517687445607,21
gpt3.5_iter0,coniglio,coniglio californiano,13,0.25,1,0.25,0.2,13,13,0.0,0.2,0.0200517687445607,2
gpt3.5_iter0,coniglio,coniglio argentato,14,0.1875,1,0.1875,0.2,14,14,0.0,0.2,0.0200517687445607,3
gpt3.5_iter0,coniglio,coniglio blu di vienna,15,0.125,1,0.125,0.2,15,15,0.0,0.2,0.0200517687445607,1
gpt3.5_iter0,coniglio,coniglio bianco di hotot,16,0.0625,1,0.0625,0.2,16,16,0.0,0.2,0.0200517687445607,1
gpt3.5_iter1,coniglio,coniglio fulvo,8,0.6111111111111112,1,0.6111111111111112,0.2,8,8,0.0,0.2,0.0200517687445607,4
gpt3.5_iter1,coniglio,coniglio bianco,9,0.5555555555555556,1,0.5555555555555556,0.2,9,9,0.0,0.2,0.0200517687445607,2118
gpt3.5_iter1,coniglio,coniglio nero,10,0.5,1,0.5,0.2,10,10,0.0,0.2,0.0200517687445607,312
gpt3.5_iter1,coniglio,coniglio grigio,11,0.4444444444444444,1,0.4444444444444444,0.2,11,11,0.0,0.2,0.0200517687445607,141
gpt3.5_iter1,coniglio,coniglio marrone,12,0.3888888888888888,1,0.3888888888888888,0.2,12,12,0.0,0.2,0.0200517687445607,22
gpt3.5_iter1,coniglio,coniglio azzurro,13,0.3333333333333333,1,0.3333333333333333,0.2,13,13,0.0,0.2,0.0200517687445607,22
gpt3.5_iter1,coniglio,coniglio a macchie,14,0.2777777777777778,1,0.2777777777777778,0.2,14,14,0.0,0.2,0.0200517687445607,0
gpt3.5_iter1,coniglio,coniglio a pelo corto,15,0.2222222222222222,1,0.2222222222222222,0.2,15,15,0.0,0.2,0.0200517687445607,3
gpt3.5_iter1,coniglio,coniglio a pelo lungo,16,0.1666666666666666,1,0.1666666666666666,0.2,16,16,0.0,0.2,0.0200517687445607,13
gpt3.5_iter1,coniglio,coniglio a pelo arricciato,17,0.1111111111111111,1,0.1111111111111111,0.2,17,17,0.0,0.2,0.0200517687445607,0
gpt3.5_iter1,coniglio,coniglio a pelo satinato,18,0.0555555555555555,1,0.0555555555555555,0.2,18,18,0.0,0.2,0.0200517687445607,0
gpt3.5_iter2,coniglio,coniglio di razza,6,0.375,1,0.375,0.2,6,6,0.0,0.2,0.0200517687445607,21
gpt3.5_iter2,coniglio,coniglio da carne,7,0.25,3,0.4261904761904762,0.6,3,7,0.0,0.0222636929792971,0.156126589496481,29
gpt3.5_iter3,coniglio,coniglio da carne,3,0.6,3,0.4261904761904762,0.6,3,7,0.0,0.0222636929792971,0.156126589496481,29
gpt3.5_iter4,coniglio,coniglio da carne,5,0.4285714285714286,3,0.4261904761904762,0.6,3,7,0.0,0.0222636929792971,0.156126589496481,29
gpt3.5_iter2,coniglio,coniglio da compagnia,8,0.125,3,0.2702380952380952,0.6,4,8,0.0,0.0070495038194117,0.1333716056394666,27
gpt3.5_iter3,coniglio,coniglio da compagnia,4,0.4,3,0.2702380952380952,0.6,4,8,0.0,0.0070495038194117,0.1333716056394666,27
gpt3.5_iter4,coniglio,coniglio da compagnia,6,0.2857142857142857,3,0.2702380952380952,0.6,4,8,0.0,0.0070495038194117,0.1333716056394666,27
gpt3.5_iter3,coniglio,coniglio da laboratorio,5,0.1999999999999999,2,0.1714285714285714,0.4,5,7,0.0,2.0411006661619185e-05,0.0632147854242987,20
gpt3.5_iter4,coniglio,coniglio da laboratorio,7,0.1428571428571429,2,0.1714285714285714,0.4,5,7,0.0,2.0411006661619185e-05,0.0632147854242987,20
gpt3.5_iter0,evidenziatore,giallo,1,1.0,5,1.0,1.0,1,1,1.0,1.1165617080592445,1.6,35694
gpt3.5_iter1,evidenziatore,giallo,1,1.0,5,1.0,1.0,1,1,1.0,1.1165617080592445,1.6,35694
gpt3.5_iter2,evidenziatore,giallo,1,1.0,5,1.0,1.0,1,1,1.0,1.1165617080592445,1.6,35694
gpt3.5_iter3,evidenziatore,giallo,1,1.0,5,1.0,1.0,1,1,1.0,1.1165617080592445,1.6,35694
gpt3.5_iter4,evidenziatore,giallo,1,1.0,5,1.0,1.0,1,1,1.0,1.1165617080592445,1.6,35694
gpt3.5_iter0,evidenziatore,verde,2,0.875,5,0.8630952380952381,1.0,2,2,0.0,0.5751193400905017,0.1002608699462312,26252
gpt3.5_iter1,evidenziatore,verde,2,0.8333333333333334,5,0.8630952380952381,1.0,2,2,0.0,0.5751193400905017,0.1002608699462312,26252
gpt3.5_iter2,evidenziatore,verde,2,0.875,5,0.8630952380952381,1.0,2,2,0.0,0.5751193400905017,0.1002608699462312,26252
gpt3.5_iter3,evidenziatore,verde,2,0.875,5,0.8630952380952381,1.0,2,2,0.0,0.5751193400905017,0.1002608699462312,26252
gpt3.5_iter4,evidenziatore,verde,2,0.8571428571428572,5,0.8630952380952381,1.0,2,2,0.0,0.5751193400905017,0.1002608699462312,26252
gpt3.5_iter0,evidenziatore,rosa,3,0.75,5,0.6726190476190477,1.0,3,4,0.2,0.6371196099737932,0.5056674082802556,48542
gpt3.5_iter1,evidenziatore,rosa,3,0.6666666666666667,5,0.6726190476190477,1.0,3,4,0.2,0.6371196099737932,0.5056674082802556,48542
gpt3.5_iter2,evidenziatore,rosa,4,0.625,5,0.6726190476190477,1.0,3,4,0.2,0.6371196099737932,0.5056674082802556,48542
gpt3.5_iter3,evidenziatore,rosa,3,0.75,5,0.6726190476190477,1.0,3,4,0.2,0.6371196099737932,0.5056674082802556,48542
gpt3.5_iter4,evidenziatore,rosa,4,0.5714285714285714,5,0.6726190476190477,1.0,3,4,0.2,0.6371196099737932,0.5056674082802556,48542
