category,concept,human,idefics2-8b,idefics2-8b-img,idefics2-8b-img_match,idefics2-8b-img_order,idefics2-8b_match,idefics2-8b_order,llama-3.1-70b,llama-3.1-70b_match,llama-3.1-70b_order,llama-3.1-8b,llama-3.1-8b_match,llama-3.1-8b_order,llama-3.2-3b,llama-3.2-3b_match,llama-3.2-3b_order,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img_match,llava-v1.6-mistral-7b-img_order,llava-v1.6-mistral-7b_match,llava-v1.6-mistral-7b_order,mistral-7b,mistral-7b_match,mistral-7b_order,mixtral-8x7b,mixtral-8x7b_match,mixtral-8x7b_order,nemo-12b,nemo-12b_match,nemo-12b_order
vehicles,automobile,automobile a benzina,autobus,auto-camion,False,False,False,False,autobus,False,False,motocicletta,False,False,autobus,False,False,auto,sports car,False,False,False,False,fuoristrada,False,False,cabriolet,False,False,coupé,False,False
vehicles,automobile,monovolume,camion,fuoristrada,False,False,False,False,camion,False,False,auto da corsa,False,False,motociclo,False,False,autovettura,suv,True,False,False,False,roadster,False,False,auto,False,False,berlina,False,False
vehicles,automobile,automobile ibrida,motociclette,furgoneta,False,False,False,False,minivan,False,False,furgone,False,False,camion,False,False,coupe,sedan,False,False,False,False,camion,False,False,station wagon,False,False,camion,False,False
housing buildings,bagno,bagno pubblico,vaso da bagno,lavandino,False,False,False,False,bagno turco,True,False,vasca,False,False,doccia,False,False,doccia,doccia,False,False,False,False,doccia,False,False,vasca da bagno,False,False,doccia,False,False
housing buildings,bagno,bagno turco,bagno da bagno,vasca,False,False,False,False,doccia,False,False,lavabo,False,False,vasca da bagno,False,False,piscina,vasca da bagno,False,False,False,False,bagno turco,True,True,portasciugamani,False,False,vasca da bagno,False,False
housing buildings,bagno,bagno giapponese,stufa bagno,scaldacristallo,False,False,False,False,vasca da bagno,False,False,wc,False,False,bidet,False,False,vaso,urinal,False,False,False,False,vasca idromassaggio,False,False,armadietto del bagno,False,False,lavandino,False,False
housing buildings,bagno,bagno chimico,vasca da bagno,stoviglia,False,False,False,False,vasca,False,False,bagno turco,True,False,lavabo,False,False,bidet,bidet,False,False,False,False,bidet,False,False,lavandino,False,False,specchio,False,False
housing buildings,bagno,bagno di lusso,stufa calda,vaso,False,False,False,False,bagno di vapore,False,False,bidet,False,False,vasca,False,False,vaso da bagno,piscina,False,False,False,False,sauna,False,False,box doccia,False,False,water,False,False
housing buildings,balcone,balcone a incasso,terrazza,terrazza,False,False,False,False,balcone a sbalzo,False,False,balcone da giardino,False,False,scale,False,False,balcone aperto,veranda,False,False,False,False,loggia,False,False,balcone francese,False,False,balcone panoramico,False,False
housing buildings,balcone,terrazzo,loggia,tettoie,False,False,False,False,a sbalzo,False,False,balconcino,False,False,balcone esterno,True,False,terrazza,balcone esterno,True,False,False,False,terrazzo,True,True,balcone a galleria,False,False,balcone aperto,False,False
housing buildings,balcone,balcone aggettante,balcone di vetro,balcone superiore,False,False,False,False,a filo,False,False,balcone di legno,False,False,terrazza,False,False,balcone esterno,balcone con vetri,False,False,True,False,veranda,False,False,balcone juliet,False,False,balcone chiuso,False,False
housing buildings,balcone,balcone esterno,balcone frontale,loggia,False,False,False,False,balcone pensile,False,False,balcone esterno,True,True,loggia,False,False,terrazzo,terrazza,False,False,True,False,balcone panoramico,False,False,balcone pensile,False,False,balcone a vista,False,False
housing buildings,balcone,balcone coperto,veranda,veranda,False,False,False,False,a ringhiera,False,False,balcone di ferro,False,False,cassettiera,False,False,balcone di appartamento,corridoio,False,False,False,False,balcone di appartamento,False,False,balcone panoramico,False,False,balcone in legno,False,False
plants,basilico,basilico genovese,basilico italiano,peppermint,False,False,False,False,genovese,False,False,basilico di genova,False,False,basilico comune,False,False,basilico comune,basilico comune,False,False,False,False,basilico comune,False,False,basilico genovese,True,True,basilico genovese,True,True
plants,basilico,basilico verde,genovese,basilico dolce,False,False,False,False,basilico comune,False,False,basilico genovese,True,False,pettine,False,False,basilico di finocchio,basilico fresco,False,False,False,False,basilico messicano,False,False,basilico limone,True,False,basilico dolce,False,False
plants,basilico,basilico viola,basilico piccante,spearmint,False,False,False,False,basilico genovese,True,False,basilico di napoli,False,False,aglio,False,False,basilico piccolino,pesto,False,False,False,False,basilico sacro,False,False,basilico greco,True,False,basilico napoletano,False,False
plants,basilico,basilico greco,basilico americano,oregano,False,False,False,False,basilico limone,True,False,basilico di puglia,False,False,basilico di calabria,False,False,basilico nero,basilico grande,False,False,False,False,basilico thai,False,False,basilico thai,False,False,basilico cinese,False,False
plants,basilico,basilico limone,basilico bianco,thyme,False,False,False,False,basilico rosso,False,False,basilico di spagna,False,False,basilico di puglia,False,False,basilico genovese,basilico piccolo,False,False,True,False,basilico cinnamomum,False,False,basilico a foglia piccola,False,False,basilico thai,False,False
kitchenware,bicchiere,bicchiere di vetro,tazza,bicchiere da birra,False,False,False,False,bicchiere da vino,True,False,bicchiere da vino,True,False,bicchiere da vino,True,False,bicchiere di vetro,coppa,False,False,True,True,bicchiere da vino,True,False,bicchiere di vetro,True,True,bicchiere da acqua,False,False
kitchenware,bicchiere,bicchiere di plastica,coppa,tazzina,False,False,False,False,bicchiere da birra,False,False,bicchiere da champagne,False,False,bicchiere da caffè,False,False,bicchiere da vino,tazza,False,False,True,False,bicchiere da freddo,False,False,bicchiere di plastica,True,True,bicchiere da birra,False,False
kitchenware,bicchiere,calice,bottiglia,tazza,False,False,False,False,bicchiere da acqua,False,False,bicchiere da digestivo,False,False,bicchiere da acqua,False,False,bicchiere da acqua,wine glass,False,False,False,False,bicchiere da cocktail,False,False,bicchiere da cocktail,False,False,calice,True,True
kitchenware,bicchiere,flute,bicchiere per acqua,bicchiere per vino,False,False,False,False,bicchiere da caffè,False,False,bicchiere da acqua,False,False,bicchiere da soda,False,False,bicchiere da birra,tazzina,False,False,False,False,bicchiere da acqua,False,False,bicchiere da caffè,False,False,coppa,False,False
kitchenware,bicchiere,bicchiere da vino,bicchiere per latte,bicchiere di vetro,True,False,False,False,tazza,False,False,bicchiere da birra,False,False,bicchiere per yogurt,False,False,bicchiere da latte,goblet,False,False,False,False,bicchiere da birra,False,False,bicchiere da long drink,False,False,bicchiere d'acqua,False,False
vehicles,bicicletta,bicicletta elettrica,mountain bike,bicicletta per bambini,False,False,True,False,mountain bike,True,False,bicicletta da corsa,True,False,mountain bike,True,False,mountain bike,biciclo,False,False,True,False,montagna bicicletta,False,False,city bike,False,False,mountain bike,True,False
vehicles,bicicletta,mountain bike,road bike,bicicletta da montagna,False,False,False,False,bici da corsa,False,False,bicicletta da strada,False,False,bicicletta da strada,False,False,bicicletta da strada,biciciclo,False,False,False,False,road bike,False,False,touring bike,False,False,bicicletta elettrica,True,False
vehicles,bicicletta,bicicletta da corsa,bicicletta in bicicletta,bicicletta a due ruote,False,False,False,False,bici pieghevole,False,False,bicicletta da corsa su pista,False,True,bicicletta da corsa,True,True,biciclo,bicicletta in generale,False,False,False,False,montagna,False,False,bmx bike,False,False,bici da bmx,False,False
vehicles,bicicletta,bicicletta da città,pedale,bicicletta urban,False,False,False,False,bici elettrica,False,False,bicicletta da corsa su strada,False,False,bicicletta da pista,False,False,e-bike,bicicloletto,False,False,False,False,bicicletta da corsa,True,False,cargo bike,False,False,monociclo,False,False
vehicles,bicicletta,tandem,hybrid bike,bicicletta da turismo,False,False,False,False,bici da turismo,False,False,bicicletta da città,True,False,bicicletta a due ruote,False,False,fixie,biciclette da montagna,False,False,False,False,bicicletta da gravel,False,False,recumbent bike,False,False,bici da triathlon,False,False
body parts,bocca,bocca carnosa,mascella,lingua,False,False,False,False,bocca umana,False,False,labbra,False,False,labbra,False,False,bocca di leone,labbra,False,False,False,False,bocca dell'uomo,False,False,bocca umana,False,False,bocca umana,False,False
body parts,bocca,bocca sottile,lingua,labbra,False,False,False,False,bocca di lupo,False,False,bocca di caverna,False,False,naso,False,False,bocca di cavallo,gengive,False,False,False,False,bocca di un cannone,False,False,bocca di un uccello,False,False,labbra,False,False
body parts,bocca,bocca larga,denti,denti,False,False,False,False,bocca di una caverna,False,False,bocca di fiume,False,False,denti,False,False,bocca di cane,denti,False,False,False,False,bocca di un vaso,False,False,bocca di un rettile,False,False,bocca di un fiume,False,False
body parts,bocca,bocca grande,labbro,bocca intera,False,False,False,False,bocca di un fiume,False,False,bocca di grotta,False,False,lingua,False,False,bocca umana,bocca umana,False,False,False,False,bocca di un microfono,False,False,bocca artificiale,False,False,bocca di un vulcano,False,False
body parts,bocca,bocca piccola,bocca superiore,labbro superiore,False,False,False,False,bocca di una bottiglia,False,False,bocca umana,False,False,orecchie,False,False,bocca di leva,mascella,False,False,False,False,bocca di un tubo,False,False,bocca di un anfibio,False,False,bocca di un camino,False,False
body parts,braccio,braccio meccanico,braccio umano,braccio destro,False,False,True,False,braccio meccanico,True,True,braccio umano,True,False,braccio umano,True,False,braccio umano,braccio umano,True,False,True,False,braccio umano,True,False,arti superiori,False,False,braccio robotico,False,False
body parts,braccio,braccio muscoloso,braccio destro,braccio sinistro,False,False,False,False,braccio umano,True,False,braccio meccanico,True,False,braccio di una struttura,False,False,braccio di gomma,bracci,False,False,False,False,braccio robotico,False,False,braccio meccanico,True,False,braccio umano,True,False
body parts,braccio,braccio umano,braccio robotico,braccio umano,True,True,False,False,braccio artificiale,False,False,braccio di una nave,False,False,braccio di un animale,False,False,braccio di plastica,braccio di un robot,False,False,False,False,braccio artificiale,False,False,protesi del braccio,False,False,braccio artificiale,False,False
body parts,braccio,braccio lungo,braccio di un orologio meccanico,artiglio,False,False,False,False,braccio di una croce,False,False,braccio destro,False,False,braccio di una macchina,False,False,braccio artificiale,braccio di un'altra specie animale,False,False,False,False,braccio di un'arma,False,False,braccio di una gru,False,False,braccio meccanico,True,False
body parts,braccio,braccio corto,braccio giunto,braccio prostetico,False,False,False,False,braccio di un fiume,False,False,braccio robotico,False,False,braccio di un albero,False,False,braccio robotico,braccio di un'altra specie non umana,False,False,False,False,braccio di un orologio,False,False,braccio di un animale,False,False,braccio di una gru,False,False
plants,cactus,fico d' india,agave,cactus rosso,False,False,False,False,mammillaria,False,False,cactus spinoso,False,False,aloe vera,False,False,aloe vera,cactus rosso,False,False,False,False,barrel cactus,False,False,saguaro,False,False,cactus barrel,False,False
plants,cactus,cactus del deserto,cactaceae,cactus verde,False,False,False,False,melocactus,False,False,cereus,False,False,aloe,False,False,succulenta,cactus in vase,False,False,False,False,san pedro cactus,False,False,barile,False,False,cactus di natale,False,False
clothes,calza,calza a rete,sandalia,calzino,True,False,False,False,autoreggente,False,False,calza da uomo,False,False,guanti,False,False,pantaloni,calze nere,False,False,False,False,calze da ginocchio,False,False,calza da neve,False,False,calza di seta,False,False
clothes,calza,calzino,stivali,calzature,False,False,False,False,da running,False,False,calza di cotone,False,False,calzini,False,False,calzini,calzetta,False,False,False,False,calzino,True,True,calza da running,False,False,calza corta,False,False
clothes,calza,fantasmino,calza da running,calza nera,False,False,False,False,da sci,False,False,calza sportiva,False,False,camicia,False,False,scarpe,calza nera con frange rosse,False,False,False,False,calze da giorno,False,False,calza da tennis,False,False,calza di cotone,False,False
clothes,calza,calza lunga,sandale,calza da ginnastica,False,False,False,False,da donna,False,False,calze da ginnastica,False,False,cappello,False,False,calzini da piscina,calze nere con dettaglio rosso,False,False,False,False,socks,False,False,calza da basket,False,False,calza di spugna,False,False
clothes,calza,collant,calze da bocca,calza arancio,False,False,False,False,da ciclismo,False,False,calza di lana,False,False,scarpe,False,False,calzini da letto,calza nera,False,False,False,False,calze da letto,False,False,calza a compressione,False,False,calza di lana,False,False
housing buildings,camera,camera da letto,dslr,fotocamera,False,False,False,False,camera da letto,True,True,camera da letto,True,True,camera da letto,True,True,fotocamera,letto,False,False,False,False,camera fotografica,False,False,camera da letto,True,True,camera da letto,True,True
housing buildings,camera,cucina,fotocamera,video camera,False,False,False,False,da letto,False,False,camera di controllo,False,False,camera da studio,False,False,telecamera,cuscino,False,False,False,False,box camera,False,False,camera oscura,True,False,camera di sicurezza,False,False
housing buildings,camera,bagno,nikon,camera fotografica,False,False,False,False,camera oscura,True,False,camera di ripresa,False,False,camera da bagno,False,True,dslr,lampada,False,False,False,False,camera digitale,False,False,camera blindata,False,False,camera degli ospiti,False,False
housing buildings,camera,camera singola,digital camera,telecamera,False,False,False,False,camera di equilibrio,False,False,camera di proiezione,False,False,camera da pranzo,False,False,camera a 3d,tavolo,False,False,False,False,camera da sorveglianza,False,False,camera iperbare,False,False,camera da gioco,False,False
housing buildings,camera,camera oscura,mirrorless camera,cctv,False,False,False,False,camera d'albergo,False,False,camera di sicurezza,False,False,camera da lavoro,False,False,video camera,guardaroba,False,False,False,False,camera obiettivo,False,False,camera di combustione,False,False,camera di compressione,False,False
clothes,camicia,camicia hawaiana,camicia da uomo,maglia,False,False,False,False,camicia a maniche corte,True,False,polo,False,False,polo,False,False,camicia di seta,camicia da uomo,False,False,False,False,camicia da notte,False,False,abbottonata,False,False,camicia a maniche lunghe,True,False
clothes,camicia,camicia coreana,camicia bianca,giubbino,False,False,False,False,camicia a righe,False,False,camicia a maniche lunghe,True,False,maglia,False,False,camicia di cotone,camicia da lavoro,False,False,True,False,camicia da lavoro,False,False,camicia formale,False,False,camicia oxford,False,False
clothes,camicia,camicia a maniche lunghe,camicia da donna,giacca,False,False,False,False,camicia da notte,False,False,camicia da notte,False,False,camicia a maniche lunghe,True,True,camicia da letto,camicia da vestire,False,False,False,False,camicia da gala,False,False,camicia da uomo,False,False,camicia a maniche corte,True,False
clothes,camicia,camicia a maniche corte,camicia da lavoro,giubba,False,False,False,False,camicia a quadri,False,False,camicia a maniche corte,True,True,polacca,False,False,camicia di lino,camicia da spiaggia,False,False,False,False,camicia a collo alto,False,False,camicia da donna,False,False,camicia da uomo,False,False
clothes,camicia,camicia di cotone,camicia maschile,camicia da bagnante,False,False,False,False,camicia a pois,False,False,camicia da sposa,False,False,camicia da tennis,False,False,camicia da lavoro,camicia da sport,False,False,False,False,camicia da sport,False,False,a maniche corte,False,False,camicia button-down,False,False
vehicles,camion,furgone,camioncino,camioncino,False,False,False,False,autocarro,True,False,autocarro,True,False,camion di pompaggio,False,False,camioncino,camion cisterna,False,False,False,False,camion cisterna,False,False,camion da costruzione,False,False,autocarro,True,False
vehicles,camion,autocarro,pickup,camioncino pesante,False,False,False,False,camion con gru,False,False,autocisterna,False,False,camion di trasporto,False,False,camion cisterna,camion di carico,False,False,False,False,camion da pompaggio,False,False,camion frigorifero,False,False,camion dei pompieri,False,False
vehicles,camion,tir,camioncino di lavoro,mercedez-benz actros,False,False,False,False,camion gru,False,False,camion cisterna,False,False,autocarro,True,False,camion da trasporto,camion raccoglitore,False,False,False,False,camion da fuoco,False,False,camion dei pompieri,False,False,autocarro militare,False,False
vehicles,camion,autotreno,camioncino di trasporto,camion-cassa,False,False,False,False,camion pompa,False,False,autocarro da carico,False,False,camion di benzina,False,False,camioncino da lavoro,camion frullato,False,False,False,False,camion da cantiere,False,False,autocarro,True,False,autocarro portacontainer,False,False
vehicles,camion,camion con rimorchio,camioncino di cantiere,volvo fh,False,False,False,False,camion trattore,False,False,furgone,True,False,camion di costruzioni,False,False,camion cisterna di acqua,camion autotrasportato,False,False,False,False,camion frigorifero,False,False,trattore stradale,False,False,autocarro ribaltabile,False,False
furnishings/fittings,candelabro,candelabro a tre bracci,candelabro di cristallo,candelabro a trecce,False,False,False,False,candelabro da tavolo,True,False,candelabro a stelo,False,False,candelabro a candele,False,False,candelabro a tre rametti,candeliera,False,False,False,False,candelabro classico,False,False,candelabro da tavolo,True,False,candelabro da tavolo,True,False
furnishings/fittings,candelabro,candelabro ebraico,candelabro a piatti,candelabro con colonne,False,False,False,False,candelabro a sospensione,False,False,candelabro a tre bracci,True,False,candelabro a cera,False,False,candela,,False,False,False,False,candelabro a rami,False,False,candelabro a braccia,False,False,candelabro a muro,False,False
furnishings/fittings,candelabro,candelabro a due bracci,sconto,candelabro con sfera,False,False,False,False,candelabro da terra,False,False,candelabro a tre braccia,False,False,candelabro a braccioli,False,False,candelabro a rame,,False,False,False,False,candelabro di cristallo,False,False,candelabro a candela,False,False,candelabro a braccio,False,False
furnishings/fittings,candelabro,candelabro da tavolo,candelabro di bronzo,candelabro con colonne e sfera,False,False,False,False,candelabro da parete,False,False,candelabro a stella,False,False,candelabro elettrico,False,False,candelabro a tre rami,,False,False,False,False,candelabro a vela,False,False,candelabro da tavola,False,False,candelabro da pavimento,False,False
furnishings/fittings,candelabro,candelabro in oro,candelabro a tre braccia,candelabro con tre colonne,False,False,False,False,candelabro a 5 bracci,False,False,candelabro a forma di albero,False,False,candelabro a olio,False,False,candelabro a candele,,False,False,False,False,candelabro di legno,False,False,candelabro elettrico,False,False,candelabro da parete,False,False
animals,cane,labrador,bulldog,labrador,True,True,False,False,pastore tedesco,True,False,bulldog,False,False,pastore tedesco,True,False,cane da pastore,golden retriever,True,False,False,False,razza basset hound,False,False,alano,False,False,pastore tedesco,True,False
animals,cane,pastore tedesco,pug,bichini,False,False,False,False,segugio,False,False,pastore tedesco,True,True,bulldog,False,False,cane da caccia,labrador retriever,False,False,False,False,razza bulldog,False,False,pastore tedesco,True,True,golden retriever,True,False
animals,cane,bassotto,pitbull,cane da caccia,False,False,False,False,rottweiler,False,False,cane da caccia,False,False,chihuahua,True,False,cane da guardia,dachshund,False,False,False,False,razza dachshund,False,False,carlino,False,False,beagle,False,False
animals,cane,chihuahua,rottweiler,terrier,False,False,False,False,alano,False,False,cane da compagnia,False,False,dachshund,False,False,cane da lavoro,rottweiler,False,False,False,False,rottweiler,False,False,labrador,True,False,labrador,True,False
