category,concept,human,idefics2-8b,idefics2-8b-img,idefics2-8b-img_match,idefics2-8b-img_order,idefics2-8b_match,idefics2-8b_order,llama-3.1-70b,llama-3.1-70b_match,llama-3.1-70b_order,llama-3.1-8b,llama-3.1-8b_match,llama-3.1-8b_order,llama-3.2-3b,llama-3.2-3b_match,llama-3.2-3b_order,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img_match,llava-v1.6-mistral-7b-img_order,llava-v1.6-mistral-7b_match,llava-v1.6-mistral-7b_order,mistral-7b,mistral-7b_match,mistral-7b_order,mixtral-8x7b,mixtral-8x7b_match,mixtral-8x7b_order,nemo-12b,nemo-12b_match,nemo-12b_order
vehicles,bicicletta,bicicletta elettrica,mountain bike,bicicletta per bambini,False,False,True,False,mountain bike,True,False,bicicletta da corsa,True,False,mountain bike,True,False,mountain bike,biciclo,False,False,True,False,montagna bicicletta,False,False,city bike,False,False,mountain bike,True,False
vehicles,bicicletta,mountain bike,road bike,bicicletta da montagna,False,False,False,False,bici da corsa,False,False,bicicletta da strada,False,False,bicicletta da strada,False,False,bicicletta da strada,biciciclo,False,False,False,False,road bike,False,False,touring bike,False,False,bicicletta elettrica,True,False
vehicles,bicicletta,bicicletta da corsa,bicicletta in bicicletta,bicicletta a due ruote,False,False,False,False,bici pieghevole,False,False,bicicletta da corsa su pista,False,True,bicicletta da corsa,True,True,biciclo,bicicletta in generale,False,False,False,False,montagna,False,False,bmx bike,False,False,bici da bmx,False,False
body parts,bocca,bocca carnosa,mascella,lingua,False,False,False,False,bocca umana,False,False,labbra,False,False,labbra,False,False,bocca di leone,labbra,False,False,False,False,bocca dell'uomo,False,False,bocca umana,False,False,bocca umana,False,False
body parts,bocca,bocca sottile,lingua,labbra,False,False,False,False,bocca di lupo,False,False,bocca di caverna,False,False,naso,False,False,bocca di cavallo,gengive,False,False,False,False,bocca di un cannone,False,False,bocca di un uccello,False,False,labbra,False,False
body parts,bocca,bocca larga,denti,denti,False,False,False,False,bocca di una caverna,False,False,bocca di fiume,False,False,denti,False,False,bocca di cane,denti,False,False,False,False,bocca di un vaso,False,False,bocca di un rettile,False,False,bocca di un fiume,False,False
body parts,braccio,braccio meccanico,braccio umano,braccio destro,False,False,True,False,braccio meccanico,True,True,braccio umano,True,False,braccio umano,True,False,braccio umano,braccio umano,True,False,True,False,braccio umano,True,False,arti superiori,False,False,braccio robotico,False,False
body parts,braccio,braccio muscoloso,braccio destro,braccio sinistro,False,False,False,False,braccio umano,True,False,braccio meccanico,True,False,braccio di una struttura,False,False,braccio di gomma,bracci,False,False,False,False,braccio robotico,False,False,braccio meccanico,True,False,braccio umano,True,False
body parts,braccio,braccio umano,braccio robotico,braccio umano,True,True,False,False,braccio artificiale,False,False,braccio di una nave,False,False,braccio di un animale,False,False,braccio di plastica,braccio di un robot,False,False,False,False,braccio artificiale,False,False,protesi del braccio,False,False,braccio artificiale,False,False
plants,cactus,fico d' india,agave,cactus rosso,False,False,False,False,mammillaria,False,False,cactus spinoso,False,False,aloe vera,False,False,aloe vera,cactus rosso,False,False,False,False,barrel cactus,False,False,saguaro,False,False,cactus barrel,False,False
plants,cactus,cactus del deserto,cactaceae,cactus verde,False,False,False,False,melocactus,False,False,cereus,False,False,aloe,False,False,succulenta,cactus in vase,False,False,False,False,san pedro cactus,False,False,barile,False,False,cactus di natale,False,False
clothes,calza,calza a rete,sandalia,calzino,True,False,False,False,autoreggente,False,False,calza da uomo,False,False,guanti,False,False,pantaloni,calze nere,False,False,False,False,calze da ginocchio,False,False,calza da neve,False,False,calza di seta,False,False
clothes,calza,calzino,stivali,calzature,False,False,False,False,da running,False,False,calza di cotone,False,False,calzini,False,False,calzini,calzetta,False,False,False,False,calzino,True,True,calza da running,False,False,calza corta,False,False
clothes,calza,fantasmino,calza da running,calza nera,False,False,False,False,da sci,False,False,calza sportiva,False,False,camicia,False,False,scarpe,calza nera con frange rosse,False,False,False,False,calze da giorno,False,False,calza da tennis,False,False,calza di cotone,False,False
housing buildings,camera,camera da letto,dslr,fotocamera,False,False,False,False,camera da letto,True,True,camera da letto,True,True,camera da letto,True,True,fotocamera,letto,False,False,False,False,camera fotografica,False,False,camera da letto,True,True,camera da letto,True,True
housing buildings,camera,cucina,fotocamera,video camera,False,False,False,False,da letto,False,False,camera di controllo,False,False,camera da studio,False,False,telecamera,cuscino,False,False,False,False,box camera,False,False,camera oscura,False,False,camera di sicurezza,False,False
housing buildings,camera,bagno,nikon,camera fotografica,False,False,False,False,camera oscura,False,False,camera di ripresa,False,False,camera da bagno,False,True,dslr,lampada,False,False,False,False,camera digitale,False,False,camera blindata,False,False,camera degli ospiti,False,False
clothes,camicia,camicia hawaiana,camicia da uomo,maglia,False,False,False,False,camicia a maniche corte,False,False,polo,False,False,polo,False,False,camicia di seta,camicia da uomo,False,False,False,False,camicia da notte,False,False,abbottonata,False,False,camicia a maniche lunghe,True,False
clothes,camicia,camicia coreana,camicia bianca,giubbino,False,False,False,False,camicia a righe,False,False,camicia a maniche lunghe,True,False,maglia,False,False,camicia di cotone,camicia da lavoro,False,False,False,False,camicia da lavoro,False,False,camicia formale,False,False,camicia oxford,False,False
clothes,camicia,camicia a maniche lunghe,camicia da donna,giacca,False,False,False,False,camicia da notte,False,False,camicia da notte,False,False,camicia a maniche lunghe,True,True,camicia da letto,camicia da vestire,False,False,False,False,camicia da gala,False,False,camicia da uomo,False,False,camicia a maniche corte,False,False
vehicles,camion,furgone,camioncino,camioncino,False,False,False,False,autocarro,True,False,autocarro,True,False,camion di pompaggio,False,False,camioncino,camion cisterna,False,False,False,False,camion cisterna,False,False,camion da costruzione,False,False,autocarro,True,False
vehicles,camion,autocarro,pickup,camioncino pesante,False,False,False,False,camion con gru,False,False,autocisterna,False,False,camion di trasporto,False,False,camion cisterna,camion di carico,False,False,False,False,camion da pompaggio,False,False,camion frigorifero,False,False,camion dei pompieri,False,False
vehicles,camion,tir,camioncino di lavoro,mercedez-benz actros,False,False,False,False,camion gru,False,False,camion cisterna,False,False,autocarro,True,False,camion da trasporto,camion raccoglitore,False,False,False,False,camion da fuoco,False,False,camion dei pompieri,False,False,autocarro militare,False,False
furnishings/fittings,candelabro,candelabro a tre bracci,candelabro di cristallo,candelabro a trecce,False,False,False,False,candelabro da tavolo,False,False,candelabro a stelo,False,False,candelabro a candele,False,False,candelabro a tre rametti,candeliera,False,False,False,False,candelabro classico,False,False,candelabro da tavolo,False,False,candelabro da tavolo,False,False
furnishings/fittings,candelabro,candelabro ebraico,candelabro a piatti,candelabro con colonne,False,False,False,False,candelabro a sospensione,False,False,candelabro a tre bracci,True,False,candelabro a cera,False,False,candela,,False,False,False,False,candelabro a rami,False,False,candelabro a braccia,False,False,candelabro a muro,False,False
furnishings/fittings,candelabro,candelabro a due bracci,sconto,candelabro con sfera,False,False,False,False,candelabro da terra,False,False,candelabro a tre braccia,False,False,candelabro a braccioli,False,False,candelabro a rame,,False,False,False,False,candelabro di cristallo,False,False,candelabro a candela,False,False,candelabro a braccio,False,False
animals,cane,labrador,bulldog,labrador,True,True,False,False,pastore tedesco,True,False,bulldog,False,False,pastore tedesco,True,False,cane da pastore,golden retriever,False,False,False,False,razza basset hound,False,False,alano,False,False,pastore tedesco,True,False
animals,cane,pastore tedesco,pug,bichini,False,False,False,False,segugio,False,False,pastore tedesco,True,True,bulldog,False,False,cane da caccia,labrador retriever,False,False,False,False,razza bulldog,False,False,pastore tedesco,True,True,golden retriever,False,False
animals,cane,bassotto,pitbull,cane da caccia,False,False,False,False,rottweiler,False,False,cane da caccia,False,False,chihuahua,False,False,cane da guardia,dachshund,False,False,False,False,razza dachshund,False,False,carlino,False,False,beagle,False,False
clothes,canottiera,canottiera bianca,canottiera a maniche lunghe,canottiera da bagnante,False,False,False,False,canottiera da uomo,False,False,canottiera sportiva,False,False,canoa,False,False,barchetta,cano,False,False,False,False,canottiera da regata,False,False,canottiera a maniche corte,False,False,canottiera a manica corta,False,False
clothes,canottiera,canottiera intima,canottiera da tuffo,canottiera sportiva,False,False,False,False,canottiera da donna,False,False,canottiera da allenamento,False,False,vela,False,False,canottiera da neve,nuotista,False,False,False,False,canottiera da pesca,False,False,canottiera termica,False,False,canottiera a maniche corte,False,False
clothes,canottiera,canottiera senza maniche,canottiera per uomo,canottiera da golf,False,False,False,False,canottiera a maniche corte,False,False,canottiera da uomo,False,False,gondola,False,False,barca a vela,canottieria,False,False,False,False,canottiera da escursione,False,False,canottiera da notte,False,False,canottiera con spalline,False,False
body parts,capello,capello riccio,boccoli,baffi,False,False,False,False,riccio,False,False,capello naturale,False,False,capelli lunghi,False,False,cappello,capello lungo,False,False,False,False,corto,False,False,capello liscio,True,False,capelli lunghi,False,False
body parts,capello,capello liscio,lungo,capigliatura,False,False,False,False,ricci,False,False,capello artificiale,False,False,cioccolato,False,False,berretto,capello corto,False,False,False,False,ondulato,False,False,capello riccio,True,False,capelli castani,False,False
body parts,capello,capello biondo,boccolino,boccoli,False,False,False,False,afro,False,False,capello sintetico,False,False,cioccolino,False,False,barba,capello a onda,False,False,False,False,capello folle,False,False,capello bianco,False,False,capelli biondi,False,False
clothes,cappello,berretto,berbera,cappello fedora,False,False,False,False,basco,False,False,cappello da baseball,False,False,panama,False,False,berretto,beret,False,False,True,True,berretto,True,True,berretto,True,True,berretto,True,True
clothes,cappello,cappello con visiera,beretta,berretta,False,False,False,False,cappello a cilindro,False,False,cappello da cowboy,False,False,berretto,True,False,cappello di feltro,fedora,True,False,False,False,berretta,False,False,cappello da pescatore,False,False,cappello a cilindro,False,False
clothes,cappello,fedora,cappello da lavoro,cappello di paglia,False,False,False,False,berretto,True,False,cappello di paglia,False,False,fedora,True,True,cappello a pompino,cowboy hat,False,False,False,False,cappellino,False,False,cappello da cowboy,False,False,cappello da cowboy,False,False
clothes,cappotto,cappotto lungo,cappotto in pelle,giacca,False,False,False,False,trench,False,False,cappotto di pelliccia,False,False,giacca,False,False,capello,pea coat,False,False,False,False,cappotto di lana,False,False,cappotto invernale,False,False,cappotto lungo,True,True
clothes,cappotto,cappotto impermeabile,cappotto da baule,cappotto per uomo,False,False,False,False,parka,False,False,cappotto di lana,False,False,mantello,False,False,scarpe da neve,piumino,False,False,False,False,cappotto di pelle,False,False,cappotto da cerimonia,False,False,cappotto di pelle,False,False
clothes,cappotto,cappotto corto,cappotto di cotone,mantello,False,False,False,False,cappotto invernale,False,False,cappotto di pelle,False,False,pelliccia,False,False,cappotto di lana,capa,False,False,False,False,cappotto di pelliccia,False,False,cappotto di pelle,False,False,cappotto corto,True,True
foods,carne,carne di maiale,manzo,bovino,False,False,False,False,manzo,False,False,manzo,False,False,manzo,False,False,pollo,pollo,False,False,False,False,manzo,False,False,manzo,False,False,manzo,False,False
foods,carne,carne rossa,bovino,carne di manzo,False,False,False,False,carne di manzo,False,False,maiale,False,False,agnello,False,False,manzo,manzo,False,False,False,False,vitello,False,False,vitello,False,False,salame,False,False
foods,carne,carne di pollo,suino,beef,False,False,False,False,pollo,False,False,tacchino,False,False,maiale,False,False,maiale,maiale,False,False,False,False,bisonte,False,False,tacchino,False,False,tacchino,False,False
vehicles,carrozza,calesse,carrozza passeggeri,carrozza a quattro ruote,False,False,False,False,calesse,True,True,carrozza ferroviaria,False,False,treno,False,False,automobile,carrozza a cavallo,False,False,False,False,carrozza ferroviaria,False,False,carrozza ferroviaria,False,False,carrozza ferroviaria,False,False
vehicles,carrozza,carrozza a cavalli,cassa,carrozza a tre piani,False,False,False,False,berlina,True,False,carrozza da guerra,False,False,vettura,False,False,treno,carrozza di cavalli,False,False,False,False,carrozza funebre,False,False,carrozza letto,False,False,carrozza da viaggio,False,False
vehicles,carrozza,berlina,vagoni,carrozza a tre ruote,False,False,False,False,coupé,False,False,treno,False,False,carrozza a cavalli,True,False,autobus,carrozza classica,False,False,False,False,carrozza da parco giochi,False,False,carrozza ristorante,False,False,carrozza da parata,False,False
hobbies,carte,carte da gioco,carta da gioco,carte da gioco,True,True,False,False,biglietto,False,False,carta da regalo,False,False,carte di credito,False,False,tarocchi,tarocchi,False,False,False,False,carta da parati,False,False,carta igienica,False,False,biglietto da visita,False,False
hobbies,carte,carte napoletane,carta di credito,carta da gioco,False,False,False,False,carta di credito,False,False,carta da parati,False,False,carta da cucina,False,False,carta da gioco,carte da gioco,True,False,False,False,carta da gioco,False,False,carta da forno,False,False,carta di credito,False,False
hobbies,carte,carte da poker,carta da cucina,carta bolla,False,False,False,False,biglietto da visita,False,False,biglietto,False,False,carte di debito,False,False,carta da parati,carta di credito,False,False,False,False,carta da cucina,False,False,carta da parati,False,False,carta da gioco,False,False
furniture,cassettiera,cassettiera di legno,sony,cassette,False,False,False,False,cassettiera da ufficio,False,False,cassettiera da bagno,False,False,cassettiera a rotelle,False,False,cassettiera di legno,armadio,False,False,True,True,cassettiera da tavola,False,False,cassettiera da camera da letto,False,False,cassettiera da camera da letto,False,False
furniture,cassettiera,settimino,"cassette 7""",cassa,False,False,False,False,cassettiera da cucina,False,False,cassettiera a muro,False,False,cassettiera a ruote,False,False,cassettiera bianca,armadio a due porte,False,False,False,False,cassettiera per cucina,False,False,cassettiera per ufficio,False,False,cassettiera con ante scorrevoli,False,False
furniture,cassettiera,comò,cd,scaffale,False,False,False,False,cassettiera da bagno,False,False,cassettiera da cucina,False,False,cassettiera per cucina,False,False,cassetta,armadio a quattro porte,False,False,False,False,cassettiera per sigarette,False,False,cassettiera da ingresso,False,False,cassettiera a ponte,False,False
animals,cavallo,cavallo da corsa,pony,pony,True,False,True,False,appaloosa,False,False,destriero,False,False,cavallo da guerra,False,False,cavallo da corsa,cavallo da corsa,True,True,True,True,cavallo da corsa,True,True,quarter horse,False,False,purosangue,False,False
animals,cavallo,pony,cavallo domestico,stallione,False,False,False,False,arabo,False,False,purosangue,False,False,cavallo da lavoro,False,False,cavallo da lavoro,pegaso,False,False,False,False,cavallo da tiro,False,False,tennessee walking horse,False,False,cavallo da corsa,True,False
animals,cavallo,cavallo purosangue,cavallo da lavoro,cavallo da corsa,True,False,False,False,purosangue,False,False,bardotto,False,False,cavallo da corsa,True,False,cavallo da tiro,cavallo selvaggio,False,False,False,False,cavallo da trazione,False,False,lipizzano,False,False,arabo,False,False
hobbies,cd,cd audio,cd singolo,cd-rom,True,False,False,False,cd-rom,True,False,cd singolo,False,False,album,False,False,compact disc,cd-r,False,False,False,False,compact disc,False,False,cd audio,True,True,cd audio,True,True
hobbies,cd,cd-rom,cd-rom,cd singolo,False,False,True,True,cd+g,False,False,cd single,False,False,disco,False,False,cd-r,disco compacto,False,False,False,False,cd audio,True,False,cd-midi,False,False,cd-rom,True,True
hobbies,cd,cd musicale,musica,musica,False,False,False,False,cd audio,True,False,cd ep,False,False,mixtape,False,False,cd-rom,cd-rw,False,False,True,False,cd-text,False,False,cd-extra,False,False,cd di dati,False,False
furnishings/fittings,centrotavola,centrotavola di fiori,tavola,tavola,False,False,False,False,vaso,False,False,centrotavola in legno,False,False,centrotavola in legno,False,False,pizzeria,centrotavola con pianta,False,False,False,False,tavolo rotondo,False,False,centrotavola floreale,False,False,mazzo di fiori,False,False
furnishings/fittings,centrotavola,centrotavola con candele,tavola da gioco,tavolino,False,False,False,False,candeliere,False,False,centrotavola di vetro,False,False,centrotavola con sedie,False,False,centro tavola,tavola,False,False,False,False,tavola rotonda,False,False,centrotavola da festa,False,False,composizione floreale,False,False
furnishings/fittings,centrotavola,centrotavola di pizzo,tavola da cucina,tavola per cucina,False,False,False,False,centrotavola di natale,False,False,centrotavola di legno,False,False,ceramica,False,False,autobus,centrotavola con pianta nera,False,False,False,False,tavolo da pranzo,False,False,centrotavola di candele,False,False,centrotavola di vetro,False,False
foods,cereale,grano,biscotti,farina,False,False,False,False,riso,False,False,riso,False,False,riso,False,False,mais,granola,False,True,False,False,oatmeal,False,False,grano,True,True,avena,True,False
foods,cereale,avena,pasta,amido,False,False,False,False,avena,True,True,farro,True,False,avena,True,True,arancia,frullatore,False,False,False,False,muesli,False,False,riso,False,False,frumento,False,False
foods,cereale,farro,pane,avena,True,False,False,False,grano,True,False,kamut,False,False,orzo,False,False,biglietto,pasta di mais,False,False,False,False,chex,False,False,frumento,False,False,orzo,False,False
body parts,cervello,cervello umano,cerebro,cerebro,False,False,False,False,cervello umano,True,True,cervello umano,True,True,cerebro,False,False,cerebro,cerebro,False,False,False,False,cervello umano,True,True,cervello umano,True,True,neocorteccia,False,False
body parts,cervello,cervello animale,pons,midbrain,False,False,False,False,cervello rettile,False,False,cervello di insetto,False,False,meningi,False,False,encefalo,encefalo,False,False,False,False,corteccia cerebrale,False,False,cervello artificiale,False,False,cerebello,False,False
body parts,cervello,cervello rettiliano,cortex,ponte,False,False,False,False,cervello artificiale,False,False,cervello di anfibi,False,False,encefalo,False,False,lobi cerebrali,cerebrum,False,False,False,False,talamo,False,False,cervello sano,False,False,talamo,False,False
hobbies,chitarra,chitarra elettrica,chitarra acustica,chitarra elettrica,True,True,True,False,chitarra classica,True,False,chitarra acustica,True,False,classica,False,False,chitarra acustica,chitarra acustica,True,False,True,False,chitarra acustica,True,False,chitarra acustica,True,False,chitarra acustica,True,False
hobbies,chitarra,chitarra acustica,chitarra basso,chitarra acustica,True,True,False,False,chitarra acustica,True,True,chitarra classica,True,False,acustica,False,False,chitarra elettrica,chitarra elettrica,True,False,True,False,chitarra sitar,False,False,classica,False,False,chitarra elettrica,True,False
hobbies,chitarra,chitarra classica,chitarra a 6 corde,chitarra basso,False,False,False,False,chitarra semiacustica,False,False,chitarra elettrica,True,False,elettrica,False,False,chitarra classica,chitarra basso,False,False,True,True,chitarra banjo,False,False,chitarra classica,True,True,chitarra classica,True,True
