category,concept,human,idefics2-8b,idefics2-8b-img,idefics2-8b-img_match,idefics2-8b-img_order,idefics2-8b_match,idefics2-8b_order,llama-3.1-70b,llama-3.1-70b_match,llama-3.1-70b_order,llama-3.1-8b,llama-3.1-8b_match,llama-3.1-8b_order,llama-3.2-3b,llama-3.2-3b_match,llama-3.2-3b_order,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img_match,llava-v1.6-mistral-7b-img_order,llava-v1.6-mistral-7b_match,llava-v1.6-mistral-7b_order,mistral-7b,mistral-7b_match,mistral-7b_order,mixtral-8x7b,mixtral-8x7b_match,mixtral-8x7b_order,nemo-12b,nemo-12b_match,nemo-12b_order
stationery,astuccio,astuccio a bustina,,,False,False,False,False,astuccio per coltello,False,False,cassetto,False,False,guanti da sci,False,False,riscaldamento elettrico,,False,False,False,False,coppa,False,False,astuccio per pastelli,False,False,astuccio per occhiali,False,False
hobbies,attrezzo,martello,chitarra,martello,True,True,False,False,martello,True,True,martello,True,True,forbici,False,False,pala,pennello,False,False,False,False,martello,True,True,cacciavite,True,False,martello,True,True
hobbies,attrezzo,cacciavite,cuscino,scopa,False,False,False,False,pinza,False,False,scalpello,False,False,forbice,False,False,palle da tennis,attrezzo da giardino,False,False,False,False,chiavetta,False,False,livella,False,False,forbice,False,False
hobbies,attrezzo,chiave inglese,spada,scala,False,False,False,False,cacciavite,True,False,chiave inglese,True,True,forbici da cucito,False,False,pallone da tennis,sci,False,False,False,False,pinzette,False,False,pinza,False,False,trapano,True,False
hobbies,attrezzo,attrezzo da cucina,scopa,sciabola,False,False,False,False,scalpello,False,False,cacciavite,True,False,pennello,False,False,pennello,tennis racket,False,False,False,False,pettine,False,False,martello,True,False,metro,False,False
hobbies,attrezzo,trapano,attrezzo da lavoro,gambo,False,False,False,False,trapano,True,True,sega circolare,False,False,matita,False,False,scopa,spazzola,False,False,False,False,compasso,False,False,chiave inglese,True,False,livella,False,False
vehicles,autobus,autobus a due piani,pullman,pullman,True,False,True,False,autobus urbano,False,False,autobus urbano,False,False,autobus urbano,False,False,autobus urbano,bus,False,False,False,False,autobus urbano,False,False,autobus urbano,False,False,autobus urbano,False,False
vehicles,autobus,autobus di linea,midibus,autobus scolastico,False,False,False,False,autobus a due piani,True,False,autobus a due piani,True,False,autobus urbani,False,False,bus,autobus a due piani,True,False,False,False,autobus turistico,False,False,autobus a due piani,True,False,autobus urbani,False,False
vehicles,autobus,scuolabus,minibus,double decker bus,False,False,False,False,autobus a tre assi,False,False,pullman,True,False,autobus notturno,False,False,autobus extraurbano,autobus a tre piani,False,False,False,False,autobus articolato,False,False,autobus scolastico,False,False,autobus a due piani,True,False
vehicles,autobus,autobus elettrico,express,trolley bus,False,False,False,False,autobus a idrogeno,False,False,filobus,False,False,autobus extraurbano,False,False,autobus regionale,minibus,False,False,False,False,autobus elettrico,True,True,autobus articolato,False,False,autobus interurbani,False,False
vehicles,autobus,pullman,interurbani,tour bus,False,False,False,False,autobus interurbano,False,False,autobus turistico,False,False,autobus di linea,True,False,autobus interurbano,pullman,True,True,False,False,autobus ibrido,False,False,autobus a idrogeno,False,False,autobus elettrici,False,False
vehicles,automobile,automobile elettrica,auto,auto,False,False,False,False,berlina,False,False,fiat,False,False,auto,False,False,berlina,berlina,False,False,False,False,berlina,False,False,berlina,False,False,berline,False,False
vehicles,automobile,suv,automobile a benzina,camion,False,False,True,False,autocarro,False,False,berlina,False,False,scooter,False,False,sedan,coupe,False,False,False,False,sedan,False,False,coupé,False,False,suv,True,True
vehicles,automobile,automobile a benzina,autobus,fuoristrada,False,False,False,False,autobus,False,False,motocicletta,False,False,autobus,False,False,auto,sports car,False,False,False,False,fuoristrada,False,False,cabriolet,False,False,coupé,False,False
vehicles,automobile,monovolume,camion,autobus,False,False,False,False,camion,False,False,auto da corsa,False,False,motociclo,False,False,autovettura,suv,True,False,False,False,roadster,False,False,auto,False,False,berlina,False,False
vehicles,automobile,automobile ibrida,motociclette,motociclo,False,False,False,False,minivan,False,False,furgone,False,False,camion,False,False,coupe,sedan,False,False,False,False,camion,False,False,station wagon,False,False,camion,False,False
housing buildings,bagno,bagno pubblico,vaso da bagno,lavandino,False,False,False,False,bagno turco,True,False,vasca,False,False,doccia,False,False,doccia,doccia,False,False,False,False,doccia,False,False,vasca da bagno,False,False,doccia,False,False
housing buildings,bagno,bagno turco,bagno da bagno,vasca,False,False,False,False,doccia,False,False,lavabo,False,False,vasca da bagno,False,False,piscina,vasca da bagno,False,False,False,False,bagno turco,True,True,portasciugamani,False,False,vasca da bagno,False,False
housing buildings,bagno,bagno giapponese,vasca da bagno,stoviglia,False,False,False,False,vasca da bagno,False,False,wc,False,False,bidet,False,False,vaso,urinal,False,False,False,False,vasca idromassaggio,False,False,armadietto del bagno,False,False,lavandino,False,False
housing buildings,bagno,bagno chimico,stufa calda,vaso,False,False,False,False,vasca,False,False,bagno turco,True,False,lavabo,False,False,bidet,bidet,False,False,False,False,bidet,False,False,lavandino,False,False,specchio,False,False
housing buildings,bagno,bagno di lusso,lavandino,scaldino,False,False,False,False,bagno di vapore,False,False,bidet,False,False,vasca,False,False,vaso da bagno,piscina,False,False,False,False,sauna,False,False,box doccia,False,False,water,False,False
housing buildings,balcone,balcone a incasso,terrazza,terrazza,False,False,False,False,balcone a sbalzo,False,False,balcone da giardino,False,False,scale,False,False,balcone aperto,veranda,False,False,False,False,loggia,False,False,balcone francese,False,False,balcone panoramico,False,False
housing buildings,balcone,terrazzo,loggia,tettoie,False,False,False,False,a sbalzo,False,False,balconcino,False,False,balcone esterno,True,False,terrazza,balcone esterno,True,False,False,False,terrazzo,True,True,balcone a galleria,False,False,balcone aperto,False,False
housing buildings,balcone,balcone aggettante,balcone di vetro,loggia,False,False,False,False,a filo,False,False,balcone di legno,False,False,terrazza,False,False,balcone esterno,balcone con vetri,False,False,True,False,veranda,False,False,balcone pensile,False,False,balcone chiuso,False,False
housing buildings,balcone,balcone esterno,balcone frontale,veranda,False,False,False,False,balcone pensile,False,False,balcone esterno,True,True,loggia,False,False,terrazzo,terrazza,False,False,True,False,balcone panoramico,False,False,balcone panoramico,False,False,balcone a vista,False,False
housing buildings,balcone,balcone coperto,veranda,balcone privato,False,False,False,False,a ringhiera,False,False,balcone di ferro,False,False,cassettiera,False,False,balcone di appartamento,corridoio,False,False,False,False,balcone di appartamento,False,False,balcone a mensola,False,False,balcone in legno,False,False
plants,basilico,basilico genovese,basilico italiano,basilico dolce,False,False,False,False,genovese,False,False,basilico di genova,False,False,basilico comune,False,False,basilico comune,basilico comune,False,False,False,False,basilico comune,False,False,basilico genovese,True,True,basilico genovese,True,True
plants,basilico,basilico verde,genovese,oregano,False,False,False,False,basilico comune,False,False,basilico genovese,True,False,pettine,False,False,basilico piccolino,basilico fresco,False,False,False,False,basilico messicano,False,False,basilico limone,True,False,basilico dolce,False,False
plants,basilico,basilico viola,basilico piccante,basilico piccante,False,False,False,False,basilico genovese,True,False,basilico di napoli,False,False,aglio,False,False,basilico nero,pesto,False,False,False,False,basilico sacro,False,False,basilico greco,True,False,basilico napoletano,False,False
plants,basilico,basilico greco,basilico americano,basilico nero,False,False,False,False,basilico limone,True,False,basilico comune,False,False,basilico di genova,False,False,basilico genovese,basilico grande,False,False,True,False,basilico thai,False,False,basilico thai,False,False,basilico cinese,False,False
plants,basilico,basilico limone,basilico bianco,basilico rosso,False,False,False,False,basilico rosso,False,False,basilico napoletano,False,False,basilico gigante,False,False,basilico grande,basilico piccolo,False,False,False,False,basilico americano,False,False,basilico a foglia piccola,False,False,basilico thai,False,False
kitchenware,bicchiere,bicchiere di vetro,tazza,bicchiere da birra,False,False,False,False,bicchiere da vino,True,False,bicchiere da vino,True,False,bicchiere da vino,True,False,bicchiere di vetro,coppa,False,False,True,True,bicchiere da vino,True,False,bicchiere di vetro,True,True,bicchiere da acqua,False,False
kitchenware,bicchiere,bicchiere di plastica,coppa,tazzina,False,False,False,False,bicchiere da birra,False,False,bicchiere da champagne,False,False,bicchiere da caffè,False,False,bicchiere da vino,tazza,False,False,True,False,bicchiere da cocktail,False,False,bicchiere di plastica,True,True,bicchiere da birra,False,False
kitchenware,bicchiere,calice,bottiglia,tazza,False,False,False,False,bicchiere da acqua,False,False,bicchiere da digestivo,False,False,bicchiere da acqua,False,False,bicchiere da acqua,wine glass,False,False,False,False,bicchiere da acqua,False,False,bicchiere da cocktail,False,False,calice,True,True
kitchenware,bicchiere,flute,bicchiere per acqua,bicchiere per vino,False,False,False,False,bicchiere da caffè,False,False,bicchiere da acqua,False,False,bicchiere da cocktail,False,False,bicchiere da birra,tazzina,False,False,False,False,bicchiere da birra,False,False,bicchiere da caffè,False,False,coppa,False,False
kitchenware,bicchiere,bicchiere da vino,bicchiere per latte,bicchiere di vetro,True,False,False,False,tazza,False,False,bicchiere da birra,False,False,bicchiere per smoothie,False,False,bicchiere da latte,goblet,False,False,False,False,bicchiere da caffè,False,False,bicchiere da long drink,False,False,bicchiere da cocktail,False,False
vehicles,bicicletta,bicicletta elettrica,mountain bike,bicicletta per bambini,False,False,True,False,mountain bike,True,False,bicicletta da corsa,True,False,mountain bike,True,False,mountain bike,biciclo,False,False,True,False,montagna bicicletta,False,False,city bike,False,False,mountain bike,True,False
vehicles,bicicletta,mountain bike,road bike,bicicletta da montagna,False,False,False,False,bici da corsa,False,False,bicicletta da strada,False,False,bicicletta da strada,False,False,bicicletta da strada,biciclette da strada,False,False,False,False,road bike,False,False,touring bike,False,False,bicicletta elettrica,True,False
vehicles,bicicletta,bicicletta da corsa,bicicletta in bicicletta,bicicletta a due ruote,False,False,False,False,bici pieghevole,False,False,bicicletta da corsa su pista,False,True,bicicletta da corsa,True,True,biciclo,biciclette da cross,False,False,False,False,montagna,False,False,bmx bike,False,False,bici da bmx,False,False
vehicles,bicicletta,bicicletta da città,pedale,bicicletta da turismo,False,False,False,False,bici elettrica,False,False,bicicletta da corsa su strada,False,False,bicicletta da pista,False,False,e-bike,biciclette da mtb,False,False,False,False,bicicletta da corsa,True,False,cargo bike,False,False,monociclo,False,False
vehicles,bicicletta,tandem,hybrid bike,bicicletta da mountain bike,False,False,False,False,bici da turismo,False,False,bicicletta da città,True,False,bicicletta a due ruote,False,False,fixie,bicicletta da strada,False,False,False,False,bicicletta da gravel,False,False,recumbent bike,False,False,bici da triathlon,False,False
body parts,bocca,bocca carnosa,mascella,lingua,False,False,False,False,bocca umana,False,False,labbra,False,False,labbra,False,False,bocca di leone,labbra,False,False,False,False,bocca di un cannone,False,False,bocca umana,False,False,bocca umana,False,False
body parts,bocca,bocca sottile,lingua,labbra,False,False,False,False,bocca di lupo,False,False,bocca di caverna,False,False,naso,False,False,bocca di cavallo,gengive,False,False,False,False,bocca di un vaso,False,False,bocca di un uccello,False,False,labbra,False,False
body parts,bocca,bocca larga,denti,denti,False,False,False,False,bocca di una caverna,False,False,bocca di fiume,False,False,denti,False,False,bocca di cane,denti,False,False,False,False,bocca di un microfono,False,False,bocca di un rettile,False,False,bocca di un fiume,False,False
body parts,bocca,bocca grande,labbro,bocca intera,False,False,False,False,bocca di un fiume,False,False,bocca di grotta,False,False,lingua,False,False,bocca umana,bocca umana,False,False,False,False,bocca di un tubo,False,False,bocca artificiale,False,False,bocca di un vulcano,False,False
body parts,bocca,bocca piccola,bocca superiore,labbro superiore,False,False,False,False,bocca di una bottiglia,False,False,bocca umana,False,False,orecchie,False,False,bocca di gatto,mascella,False,False,False,False,bocca di un cratere,False,False,b,False,False,bocca di un camino,False,False
body parts,braccio,braccio meccanico,braccio umano,braccio destro,False,False,True,False,braccio meccanico,True,True,braccio umano,True,False,braccio umano,True,False,braccio umano,braccio umano,True,False,True,False,braccio umano,True,False,arti superiori,False,False,braccio robotico,False,False
body parts,braccio,braccio muscoloso,braccio destro,braccio sinistro,False,False,False,False,braccio umano,True,False,braccio meccanico,True,False,braccio di una struttura,False,False,braccio di gomma,braccio di un robot,False,False,False,False,braccio robotico,False,False,braccio meccanico,True,False,braccio umano,True,False
body parts,braccio,braccio umano,braccio robotico,braccio umano,True,True,False,False,braccio artificiale,False,False,braccio destro,False,False,braccio di una macchina,False,False,braccio di plastica,braccio di robot,False,False,False,False,braccio artificiale,False,False,protesi del braccio,False,False,braccio artificiale,False,False
body parts,braccio,braccio lungo,braccio giunto,artiglio,False,False,False,False,braccio di una croce,False,False,braccio robotico,False,False,braccio di un albero,False,False,braccio artificiale,braccio di mostro,False,False,False,False,braccio di banca,False,False,braccio di una gru,False,False,braccio meccanico,True,False
body parts,braccio,braccio corto,braccio sinistro,braccio prostetico,False,False,False,False,braccio di un fiume,False,False,braccio di un robot,False,False,,False,False,braccio robotico,braccio di scimmia,False,False,False,False,braccio di orologio,False,False,muscoli del braccio,False,False,braccio di una gru,False,False
plants,cactus,fico d' india,agave,cactus rosso,False,False,False,False,mammillaria,False,False,cactus spinoso,False,False,aloe vera,False,False,aloe vera,cactus rosso,False,False,False,False,barrel cactus,False,False,saguaro,False,False,cactus di natale,False,False
plants,cactus,cactus del deserto,cactaceae,cactus verde,False,False,False,False,melocactus,False,False,cereus,False,False,aloe,False,False,succulenta,pianta succulenta,False,False,False,False,san pedro cactus,False,False,barile,False,False,cactus comune,False,False
clothes,calza,calza a rete,sandalia,calzino,True,False,False,False,autoreggente,False,False,calza da uomo,False,False,guanti,False,False,pantaloni,calze nere,False,False,False,False,calzino,True,False,calza da neve,False,False,calza di seta,False,False
clothes,calza,calzino,stivali,calzature,False,False,False,False,da running,False,False,calza di cotone,False,False,calzini,False,False,calzini,calza nera,False,False,False,False,socks,False,False,calza da running,False,False,calza corta,False,False
clothes,calza,fantasmino,calza da running,calza nera,False,False,False,False,da sci,False,False,calza sportiva,False,False,camicia,False,False,scarpe,calzino,True,False,False,False,calze da letto,False,False,calza da tennis,False,False,calza di cotone,False,False
clothes,calza,calza lunga,sandale,calza da ginnastica,False,False,False,False,da donna,False,False,calze da ginnastica,False,False,cappello,False,False,calzini da letto,calzino rosso,False,False,False,False,calze da costume,False,False,calza da basket,False,False,calza di spugna,False,False
clothes,calza,collant,scarpa,calza arancio,False,False,False,False,da ciclismo,False,False,calza di lana,False,False,scarpe,False,False,calze da lavoro,calzino nero,False,False,False,False,calze da sport,False,False,calza a compressione,False,False,calza di lana,False,False
housing buildings,camera,camera da letto,dslr,fotocamera,False,False,False,False,camera da letto,True,True,camera da letto,True,True,camera da letto,True,True,fotocamera,letto,False,False,False,False,camera fotografica,False,False,camera da letto,True,True,camera da letto,True,True
housing buildings,camera,cucina,fotocamera,video camera,False,False,False,False,da letto,False,False,camera di controllo,False,False,camera da studio,False,False,telecamera,cuscino,False,False,False,False,box camera,False,False,camera oscura,True,False,camera di sicurezza,False,False
housing buildings,camera,bagno,nikon,camera fotografica,False,False,False,False,camera oscura,True,False,camera di ripresa,False,False,camera da bagno,False,True,dslr,lampada,False,False,False,False,camera digitale,False,False,camera blindata,False,False,camera degli ospiti,False,False
housing buildings,camera,camera singola,digital camera,telecamera,False,False,False,False,camera di equilibrio,False,False,camera di proiezione,False,False,camera da pranzo,False,False,video camera,tavolo,False,False,False,False,camera da sorveglianza,False,False,camera di combustione,False,False,camera da gioco,False,False
housing buildings,camera,camera oscura,mirrorless camera,cctv,False,False,False,False,camera iperbarica,False,False,camera di sicurezza,False,False,camera da lavoro,False,False,camera di sicurezza,guardaroba,False,False,False,False,camera obiettivo,False,False,camera di decompressione,False,False,camera di compressione,False,False
clothes,camicia,camicia hawaiana,camicia da uomo,maglia,False,False,False,False,camicia a maniche corte,True,False,polo,False,False,polo,False,False,camicia di seta,camicia da uomo,False,False,False,False,camicia da notte,False,False,abbottonata,False,False,camicia a maniche lunghe,True,False
clothes,camicia,camicia coreana,camicia bianca,giubbino,False,False,False,False,camicia a righe,False,False,camicia a maniche lunghe,True,False,maglia,False,False,camicia di cotone,camicia da lavoro,False,False,True,False,camicia da lavoro,False,False,camicia formale,False,False,camicia oxford,False,False
clothes,camicia,camicia a maniche lunghe,camicia da donna,giacca,False,False,False,False,camicia da notte,False,False,camicia da notte,False,False,camicia a maniche lunghe,True,True,camicia da letto,camicia da spiaggia,False,False,False,False,camicia a collo alto,False,False,camicia da uomo,False,False,camicia a maniche corte,True,False
clothes,camicia,camicia a maniche corte,camicia da lavoro,giubba,False,False,False,False,camicia a quadri,False,False,camicia a maniche corte,True,True,camicia da tennis,False,False,camicia di lino,camicia da sposa,False,False,False,False,camisetta,False,False,camicia da donna,False,False,camicia da uomo,False,False
clothes,camicia,camicia di cotone,camicia maschile,polo,False,False,False,False,camicia a pois,False,False,camicia da sposa,False,False,camicia da ballo,False,False,camicia da lavoro,camicia da polo,False,False,False,False,camicia da sposa,False,False,a maniche corte,False,False,camicia button-down,False,False
vehicles,camion,furgone,camioncino,camioncino,False,False,False,False,autocarro,True,False,autocarro,True,False,camion di pompaggio,False,False,camioncino,camion cisterna,False,False,False,False,camion cisterna,False,False,camion da costruzione,False,False,autocarro,True,False
vehicles,camion,autocarro,pickup,volvo fh,False,False,False,False,camion con gru,False,False,autocisterna,False,False,camion di trasporto,False,False,camion cisterna,camion di carico,False,False,False,False,camion da cantiere,False,False,camion frigorifero,False,False,camion dei pompieri,False,False
vehicles,camion,tir,camioncino di trasporto,man tg,False,False,False,False,camion gru,False,False,camion cisterna,False,False,autocarro,True,False,camion da trasporto,camion raccoglitore,False,False,False,False,camion frigorifero,False,False,camion dei pompieri,False,False,autocarro militare,False,False
vehicles,camion,autotreno,cargo,camion autotrasporto,False,False,False,False,camion pompa,False,False,autocarro da carico,False,False,camioncino,False,False,camioncino da lavoro,camion pneumatico,False,False,False,False,camion ambulanza,False,False,autocarro,True,False,autocarro portacontainer,False,False
vehicles,camion,camion con rimorchio,dump,,False,False,False,False,camion trattore,False,False,furgone,True,False,camion elettrico,False,False,camion cisterna di acqua,camion meccanico,False,False,False,False,camion merce,False,False,trattore stradale,False,False,autocarro ribaltabile,False,False
furnishings/fittings,candelabro,candelabro a tre bracci,candelabro di cristallo,candelabro a trecce,False,False,False,False,candelabro da tavolo,True,False,candelabro a stelo,False,False,candelabro a cera,False,False,candela,candeliera,False,False,False,False,candelabro classico,False,False,candelabro da tavolo,True,False,candelabro da tavolo,True,False
furnishings/fittings,candelabro,candelabro ebraico,sconto,,False,False,False,False,candelabro a sospensione,False,False,candelabro a tre bracci,True,False,candelabro elettrico,False,False,lampada da tavolo,,False,False,False,False,candelabro di cristallo,False,False,candelabro a braccia,False,False,candelabro a muro,False,False
furnishings/fittings,candelabro,candelabro a due bracci,candelabro di bronzo,,False,False,False,False,candelabro da terra,False,False,candelabro a tre braccia,False,False,candelabro a gas,False,False,lampada da muro,,False,False,False,False,candelabro di legno,False,False,candelabro elettrico,False,False,candelabro a braccio,False,False
furnishings/fittings,candelabro,candelabro da tavolo,candelabro a tre braccia,,False,False,False,False,candelabro da parete,False,False,candelabro a stella,False,False,,False,False,lampada da soffitta,,False,False,False,False,candelabro di bronzo,False,False,candelabro a colonna,False,False,candelabro da pavimento,False,False
furnishings/fittings,candelabro,candelabro in oro,candelabro di pietra,,False,False,False,False,candelabro a 5 bracci,False,False,candelabro a quattro braccia,False,False,,False,False,lampada da tavolino,,False,False,False,False,candelabro di vetro,False,False,candelabro moderno,False,False,candelabro da parete,False,False
animals,cane,labrador,bulldog,labrador,True,True,False,False,pastore tedesco,True,False,bulldog,False,False,pastore tedesco,True,False,cane da pastore,golden retriever,True,False,False,False,razza basset hound,False,False,alano,False,False,pastore tedesco,True,False
animals,cane,pastore tedesco,pug,cane da caccia,False,False,False,False,segugio,False,False,pastore tedesco,True,True,bulldog,False,False,cane da caccia,labrador retriever,False,False,False,False,razza bulldog,False,False,pastore tedesco,True,True,golden retriever,True,False
animals,cane,bassotto,pitbull,terrier,False,False,False,False,rottweiler,False,False,cane da caccia,False,False,chihuahua,True,False,cane da guardia,dachshund,False,False,False,False,razza dachshund,False,False,carlino,False,False,beagle,False,False
animals,cane,chihuahua,rottweiler,bulldog,False,False,False,False,alano,False,False,cane da compagnia,False,False,dachshund,False,False,cane da lavoro,rottweiler,False,False,False,False,rottweiler,False,False,labrador,True,False,labrador,True,False
animals,cane,golden retriever,dobermann,pug,False,False,False,False,dobermann,False,False,cane da pastore,False,False,pastore,False,False,cane da compagnia,chihuahua,True,False,False,False,bulldog,False,False,barboncino,False,False,husky siberiano,False,False
clothes,canottiera,canottiera bianca,canottiera a maniche lunghe,canottiera sportiva,False,False,False,False,canottiera da uomo,False,False,canottiera sportiva,False,False,canoa,False,False,barchetta,canottieria,False,False,False,False,canottiera da pesca,False,False,canottiera a maniche corte,False,False,canottiera a manica corta,False,False
