participant,category,concept,concept_eng,exemplar,rank,abs_freq
iter1,STATIONERY,agenda,diary,calendario per mese,9,20.0
iter1,STATIONERY,agenda,diary,calendario per settimana,10,4.0
iter1,STATIONERY,agenda,diary,calendario per giorno,11,28.0
iter1,STATIONERY,agenda,diary,calendario da smartphone,12,2.0
iter1,STATIONERY,agenda,diary,calendario da tablet,13,0.0
iter1,STATIONERY,agenda,diary,calendario da computer,14,2.0
iter1,STATIONERY,agenda,diary,calendario da applicazione web,15,0.0
iter1,STATIONERY,agenda,diary,calendario da post-it,16,0.0
iter1,STATIONERY,agenda,diary,calendario da calendario da blocco,17,0.0
iter1,STATIONERY,agenda,diary,calendario da,18,186.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,vestaglia,1,17364.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per cintura,2,10.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per pantaloni,3,54.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per camicie,4,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per giacca,5,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per vesti da notte,6,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per grembiule,7,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per mantelli,8,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per giacche da pioggia,9,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da formalità,10,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da gala,11,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da cerimonia,12,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da lavoro,13,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da sport,14,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da bagno,15,0.0
iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,cintura per abiti da spi,16,0.0
iter1,FURNITURE,armadio,closet,armadio a porta unica,1,0.0
iter1,FURNITURE,armadio,closet,armadio a due porte,2,6.0
iter1,FURNITURE,armadio,closet,armatio a quattro porte,3,0.0
iter1,FURNITURE,armadio,closet,armatio a rotaia,4,0.0
iter1,FURNITURE,armadio,closet,armatio a scomposte,5,0.0
iter1,FURNITURE,armadio,closet,armatio a vetrina,6,0.0
iter1,FURNITURE,armadio,closet,armatio a ruote,7,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura digitale,8,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura a chiave,9,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura combinata,10,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura elettrica,11,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura smart,12,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura biometrico,13,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura rfid,14,0.0
iter1,FURNITURE,armadio,closet,armatio a serratura senza chiave,15,0.0
iter1,FURNITURE,armadio,closet,,16,0.0
iter1,STATIONERY,astuccio,case,tazza,1,37292.0
iter1,STATIONERY,astuccio,case,coppa,2,40010.0
iter1,STATIONERY,astuccio,case,calice,3,30324.0
iter1,STATIONERY,astuccio,case,bicchierino,4,36898.0
iter1,STATIONERY,astuccio,case,ciotola,5,35986.0
iter1,STATIONERY,astuccio,case,piatto,6,31104.0
iter1,STATIONERY,astuccio,case,brodoio,7,0.0
iter1,STATIONERY,astuccio,case,pentola,8,28154.0
iter1,STATIONERY,astuccio,case,casseruola,9,38912.0
iter1,STATIONERY,astuccio,case,cassetta,10,31474.0
iter1,STATIONERY,astuccio,case,vaso,11,33038.0
iter1,STATIONERY,astuccio,case,giuggiole,12,7844.0
iter1,STATIONERY,astuccio,case,bollitore,13,27092.0
iter1,STATIONERY,astuccio,case,cratere,14,28038.0
iter1,STATIONERY,astuccio,case,tegame,15,33232.0
iter1,STATIONERY,astuccio,case,cazzotto,16,19764.0
iter1,STATIONERY,astuccio,case,cippo,17,30056.0
iter1,STATIONERY,astuccio,case,vaso funerario,18,210.0
iter1,STATIONERY,astuccio,case,urna,19,50176.0
iter1,STATIONERY,astuccio,case,caldaro,20,14226.0
iter1,STATIONERY,astuccio,case,piastra,21,41884.0
iter1,STATIONERY,astuccio,case,cassetta di sigaretti,22,0.0
iter1,STATIONERY,astuccio,case,tazza da caffè,23,84.0
iter1,STATIONERY,astuccio,case,tazza da tè,24,130.0
iter1,STATIONERY,astuccio,case,tazza da succo,25,0.0
iter1,STATIONERY,astuccio,case,tazza da vino,26,40.0
iter1,STATIONERY,astuccio,case,tazza da birra,27,12.0
iter1,HOBBIES,attrezzo,tool,martello,1,35294.0
iter1,HOBBIES,attrezzo,tool,scala,2,32538.0
iter1,HOBBIES,attrezzo,tool,chiavetta,3,39604.0
iter1,HOBBIES,attrezzo,tool,ruota spia,4,0.0
iter1,HOBBIES,attrezzo,tool,pinzette,5,13444.0
iter1,HOBBIES,attrezzo,tool,coltello da cucina,6,206.0
iter1,HOBBIES,attrezzo,tool,tazza a mano,7,10.0
iter1,HOBBIES,attrezzo,tool,setaccio,8,34004.0
iter1,HOBBIES,attrezzo,tool,pinza,9,36776.0
iter1,HOBBIES,attrezzo,tool,clessidra,10,37390.0
iter1,HOBBIES,attrezzo,tool,compasso,11,37028.0
iter1,HOBBIES,attrezzo,tool,ruota da scorrere,12,0.0
iter1,HOBBIES,attrezzo,tool,vite,13,44778.0
iter1,HOBBIES,attrezzo,tool,chiave,14,35278.0
iter1,HOBBIES,attrezzo,tool,martello da gioiellieria,15,0.0
iter1,HOBBIES,attrezzo,tool,scalpello,16,26602.0
iter1,HOBBIES,attrezzo,tool,ruota da legno,17,0.0
iter1,HOBBIES,attrezzo,tool,ruota da disegno,18,0.0
iter1,HOBBIES,attrezzo,tool,ruota da cucina,19,4.0
iter1,HOBBIES,attrezzo,tool,ruota da bicicletta,20,50.0
iter1,HOBBIES,attrezzo,tool,ruota da carro,21,56.0
iter1,HOBBIES,attrezzo,tool,ruota da macchina,22,4.0
iter1,HOBBIES,attrezzo,tool,ruota da passeggio,23,10.0
iter1,HOBBIES,attrezzo,tool,ruota da serratura,24,0.0
iter1,HOBBIES,attrezzo,tool,ru,25,39124.0
iter1,VEHICLES,autobus,bus,autobus urbano,1,238.0
iter1,VEHICLES,autobus,bus,autobus interurbano,2,98.0
iter1,VEHICLES,autobus,bus,autobus scolastico,3,342.0
iter1,VEHICLES,autobus,bus,autobus turistico,4,184.0
iter1,VEHICLES,autobus,bus,autobus extraurbano,5,248.0
iter1,VEHICLES,autobus,bus,autobus articolato,6,150.0
iter1,VEHICLES,autobus,bus,autobus ibrido,7,56.0
iter1,VEHICLES,autobus,bus,autobus elettrico,8,70.0
iter1,VEHICLES,autobus,bus,autobus a ponte,9,12.0
iter1,VEHICLES,autobus,bus,autobus a pianale alto,10,2.0
iter1,VEHICLES,autobus,bus,autobus a pianale basso,11,10.0
iter1,VEHICLES,autobus,bus,autobus scuola,12,28.0
iter1,VEHICLES,autobus,bus,autobus express,13,166.0
iter1,VEHICLES,autobus,bus,autobus notturno,14,68.0
iter1,VEHICLES,autobus,bus,autobus privato,15,948.0
iter1,VEHICLES,autobus,bus,autobus speciale,16,154.0
iter1,VEHICLES,autobus,bus,autobus open top,17,2.0
iter1,VEHICLES,autobus,bus,autobus art,18,16.0
iter1,VEHICLES,automobile,car,berlina,1,38856.0
iter1,VEHICLES,automobile,car,monoposto,2,23792.0
iter1,VEHICLES,automobile,car,sedan,3,9104.0
iter1,VEHICLES,automobile,car,sport utility vehicle,4,1092.0
iter1,VEHICLES,automobile,car,pick-up,5,30836.0
iter1,VEHICLES,automobile,car,minivan,6,15870.0
iter1,VEHICLES,automobile,car,cabriolet,7,19356.0
iter1,VEHICLES,automobile,car,coupé,8,42702.0
iter1,VEHICLES,automobile,car,moto,9,33864.0
iter1,VEHICLES,automobile,car,furgone,10,33420.0
iter1,VEHICLES,automobile,car,camper,11,30022.0
iter1,VEHICLES,automobile,car,limousine,12,29658.0
iter1,VEHICLES,automobile,car,roadster,13,18488.0
iter1,VEHICLES,automobile,car,concept car,14,1350.0
iter1,VEHICLES,automobile,car,quadriciclo,15,6846.0
iter1,VEHICLES,automobile,car,autobus,16,663876.0
iter1,VEHICLES,automobile,car,camion,17,31796.0
iter1,VEHICLES,automobile,car,trenciclo,18,0.0
iter1,VEHICLES,automobile,car,trattore,19,24336.0
iter1,VEHICLES,automobile,car,autobus scuola,20,28.0
iter1,VEHICLES,automobile,car,autobus artico,21,0.0
iter1,VEHICLES,automobile,car,autobus a ponte,22,12.0
iter1,VEHICLES,automobile,car,autobus a ponte artico,23,0.0
iter1,VEHICLES,automobile,car,autobus a ponte scuola,24,0.0
iter1,VEHICLES,automobile,car,autobus a,25,156.0
iter1,HOUSING BUILDINGS,bagno,bathroom,doccia,1,31052.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno,2,770.0
iter1,HOUSING BUILDINGS,bagno,bathroom,bagno turco,3,2150.0
iter1,HOUSING BUILDINGS,bagno,bathroom,sauna,4,38778.0
iter1,HOUSING BUILDINGS,bagno,bathroom,bidet,5,34738.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca idromassaggio,6,6960.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da piscina,7,10.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da fiori,8,4.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da piscina esterna,9,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da piscina inflabile,10,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da piscina per gatti,11,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da piscina per pesci,12,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno portatile,13,12.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno per bambini,14,20.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno con giacuzzi,15,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno con idromassaggio,16,22.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno con sbalzo,17,0.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno con fuso termostatic,18,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,terrazzo,1,25772.0
iter1,HOUSING BUILDINGS,balcone,balcony,loggia,2,35196.0
iter1,HOUSING BUILDINGS,balcone,balcony,veranda,3,41844.0
iter1,HOUSING BUILDINGS,balcone,balcony,ponteggio,4,43655.0
iter1,HOUSING BUILDINGS,balcone,balcony,soprapporte,5,26.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone panoramico,6,272.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di fronte,7,50.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone retrostante,8,76.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di angolo,9,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di palazzo,10,54.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di mansarda,11,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di ringhiera,12,9.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro,13,20.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di legno,14,25.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di ferro,15,22.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro rotondo,16,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro aperto,17,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro chiuso,18,1.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro slanciato,19,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro a bifora,20,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone di vetro a tr,21,0.0
iter1,PLANTS,basilico,basil,basilico comune,1,76.0
iter1,PLANTS,basilico,basil,basilico sacro,2,192.0
iter1,PLANTS,basilico,basil,basilico thai,3,63.0
iter1,PLANTS,basilico,basil,basilico messicano,4,11.0
iter1,PLANTS,basilico,basil,basilico cinese,5,24.0
iter1,PLANTS,basilico,basil,basilico cubano,6,0.0
iter1,PLANTS,basilico,basil,basilico di giacobbe,7,0.0
iter1,PLANTS,basilico,basil,basilico di lime,8,0.0
iter1,PLANTS,basilico,basil,basilico di thai rosso,9,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da vino,1,166.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da acqua,2,638.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da birra,3,40.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da cocktail,4,517.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da latte,5,42.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da succo,6,8.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da freddo,7,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da tazza,8,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da vino rosso,9,54.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da vino bianco,10,119.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da champagne,11,72.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da whisky,12,182.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da brandy,13,10.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da porto,14,6.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da sake,15,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da te,16,3.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere da c,17,0.0
iter1,VEHICLES,bicicletta,bicycle,montagna bicicletta,1,13.0
iter1,VEHICLES,bicicletta,bicycle,strada bicicletta,2,83.0
iter1,VEHICLES,bicicletta,bicycle,corsa bicicletta,3,28.0
iter1,VEHICLES,bicicletta,bicycle,fissafondo bicicletta,4,0.0
iter1,VEHICLES,bicicletta,bicycle,mountain bike cross country,5,68.0
iter1,VEHICLES,bicicletta,bicycle,mountain bike downhill,6,32.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da gravel,7,34.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da corsa con pneumatici sintetici,8,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da corsa con pneumatici speronati,9,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da corsa con pneumatici a tubo,10,0.0
iter1,BODY PARTS,bocca,mouth,bocca dell'uomo,1,0.0
iter1,BODY PARTS,bocca,mouth,bocca dell'animale,2,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un fiume o un lago,3,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un conteneur,4,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un tubo,5,7.0
iter1,BODY PARTS,bocca,mouth,bocca di un cannone,6,20.0
iter1,BODY PARTS,bocca,mouth,bocca di un microfono,7,2.0
iter1,BODY PARTS,bocca,mouth,bocca di un tubo di piping,8,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un ponte,9,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un tunnel,10,2.0
iter1,BODY PARTS,bocca,mouth,bocca di un cratere,11,16.0
iter1,BODY PARTS,bocca,mouth,bocca di un vulcano,12,21.0
iter1,BODY PARTS,bocca,mouth,bocca di un pesce,13,79.0
iter1,BODY PARTS,bocca,mouth,bocca di un insetto,14,0.0
iter1,BODY PARTS,bocca,mouth,bocca di un rettile,15,1.0
iter1,BODY PARTS,braccio,arm,braccio umano,1,354.0
iter1,BODY PARTS,braccio,arm,braccio robotico,2,286.0
iter1,BODY PARTS,braccio,arm,braccio artificiale,3,392.0
iter1,BODY PARTS,braccio,arm,braccio di gomma,4,40.0
iter1,BODY PARTS,braccio,arm,braccio di pellegrina,5,0.0
iter1,BODY PARTS,braccio,arm,braccio di canguro,6,0.0
iter1,BODY PARTS,braccio,arm,braccio di tangherla,7,0.0
iter1,BODY PARTS,braccio,arm,braccio di mola,8,0.0
iter1,BODY PARTS,braccio,arm,braccio di forbice,9,0.0
iter1,BODY PARTS,braccio,arm,braccio di scopone,10,0.0
iter1,BODY PARTS,braccio,arm,braccio di orologio,11,1.0
iter1,BODY PARTS,braccio,arm,braccio di bussola,12,0.0
iter1,BODY PARTS,braccio,arm,braccio di pistola,13,0.0
iter1,BODY PARTS,braccio,arm,braccio di balena,14,0.0
iter1,BODY PARTS,braccio,arm,braccio di granchio,15,0.0
iter1,BODY PARTS,braccio,arm,braccio di scorpione,16,0.0
iter1,BODY PARTS,braccio,arm,braccio di gorilla,17,7.0
iter1,BODY PARTS,braccio,arm,braccio di tigre,18,0.0
iter1,BODY PARTS,braccio,arm,,19,0.0
iter1,PLANTS,cactus,cactus,barrel cactus,1,10.0
iter1,PLANTS,cactus,cactus,prickly pear cactus,2,10.0
iter1,PLANTS,cactus,cactus,saguaro cactus,3,2.0
iter1,PLANTS,cactus,cactus,cactus pear,4,7.0
iter1,PLANTS,cactus,cactus,cholla cactus,5,36.0
iter1,PLANTS,cactus,cactus,paddle cactus,6,0.0
iter1,PLANTS,cactus,cactus,saguaro fruit,7,0.0
iter1,PLANTS,cactus,cactus,dragon fruit cactus,8,0.0
iter1,PLANTS,cactus,cactus,barrel cactus fruit,9,0.0
iter1,PLANTS,cactus,cactus,san pedro cactus,10,10.0
iter1,PLANTS,cactus,cactus,christmas cactus,11,0.0
iter1,PLANTS,cactus,cactus,easter cactus,12,0.0
iter1,PLANTS,cactus,cactus,fishhook cactus,13,0.0
iter1,PLANTS,cactus,cactus,mammillaria cactus,14,2.0
iter1,PLANTS,cactus,cactus,echinocereus cactus,15,0.0
iter1,PLANTS,cactus,cactus,peyote cactus,16,4.0
iter1,PLANTS,cactus,cactus,cladodes,17,3.0
iter1,PLANTS,cactus,cactus,cactus wine,18,0.0
iter1,PLANTS,cactus,cactus,cactus syrup,19,0.0
iter1,PLANTS,cactus,cactus,cactus honey,20,0.0
iter1,CLOTHES,calza,sock,socks,1,3452.0
iter1,CLOTHES,calza,sock,tights,2,930.0
iter1,CLOTHES,calza,sock,pantyhose,3,70.0
iter1,CLOTHES,calza,sock,leggings,4,18748.0
iter1,CLOTHES,calza,sock,stockings,5,229.0
iter1,CLOTHES,calza,sock,thigh-highs,6,1.0
iter1,CLOTHES,calza,sock,knee-highs,7,4.0
iter1,CLOTHES,calza,sock,ankle socks,8,1.0
iter1,CLOTHES,calza,sock,no-show socks,9,1.0
iter1,CLOTHES,calza,sock,sock shoes,10,1.0
iter1,CLOTHES,calza,sock,compression socks,11,13.0
iter1,CLOTHES,calza,sock,tabi socks,12,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera fotografica,1,632.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto,2,289476.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera sicurezza,3,25.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera web,4,80.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera obiettivo,5,26.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera oscura,6,374.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera digitale,7,1743.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera reflex,8,184.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera box,9,54.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera drone,10,56.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera gopro,11,178.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera 360°,12,4.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera infrarosso,13,55.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera thermal,14,3.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera underwater,15,6.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera telescopica,16,30.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera per giochi,17,1.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera per smartphone,18,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera per laboratorio,19,1.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera per microscopio,20,2.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera per telescopio,21,4.0
iter1,CLOTHES,camicia,shirt,camicia da notte,1,174.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro,2,52.0
iter1,CLOTHES,camicia,shirt,camicia da formalità,3,0.0
iter1,CLOTHES,camicia,shirt,camicia da gala,4,0.0
iter1,CLOTHES,camicia,shirt,camicia da sposa,5,8.0
iter1,CLOTHES,camicia,shirt,camicia da pranzo,6,0.0
iter1,CLOTHES,camicia,shirt,camicia da vestirsi in casa,7,0.0
iter1,CLOTHES,camicia,shirt,camicia da sport,8,0.0
iter1,CLOTHES,camicia,shirt,camicia da ginnastica,9,0.0
iter1,CLOTHES,camicia,shirt,camicia da letto,10,6.0
iter1,CLOTHES,camicia,shirt,camicia da bagno,11,6.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da costruzione,12,0.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da cucina,13,0.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da laboratorio,14,0.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da farmacia,15,0.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da ospedale,16,0.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro da laboratorio scientifico,17,0.0
iter1,VEHICLES,camion,truck,camion cisterna,1,673.0
iter1,VEHICLES,camion,truck,camion merce,2,138.0
iter1,VEHICLES,camion,truck,camion frigorifero,3,356.0
iter1,VEHICLES,camion,truck,camion d'alto rigido,4,0.0
iter1,VEHICLES,camion,truck,camion d'articolazione,5,0.0
iter1,VEHICLES,camion,truck,camion scuola,6,12.0
iter1,VEHICLES,camion,truck,camion autotrasportatore,7,0.0
iter1,VEHICLES,camion,truck,camion cisterna per combustibili liquidi,8,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi non pericolosi,9,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi industriali,10,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi chimici,11,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi infumo,12,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi bianco,13,0.0
iter1,VEHICLES,camion,truck,camion cisterna per liquidi nero,14,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro classico,1,12.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro moderno,2,22.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a colonnette,3,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a rami,4,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a vela,5,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a girale,6,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a tazze,7,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a fiori,8,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a lucerna,9,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a raggiera,10,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a cesta,11,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a testa di angelo,12,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a testa di leone,13,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a testa di dragone,14,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a testa di toro,15,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a test,16,0.0
iter1,ANIMALS,cane,dog,rottweiler,1,5101.0
iter1,ANIMALS,cane,dog,labrador retriever,2,1996.0
iter1,ANIMALS,cane,dog,bulldog,3,11165.0
iter1,ANIMALS,cane,dog,pug,4,4212.0
iter1,ANIMALS,cane,dog,beagle,5,15767.0
iter1,ANIMALS,cane,dog,dachshund,6,306.0
iter1,ANIMALS,cane,dog,boxer,7,40047.0
iter1,ANIMALS,cane,dog,settimana finta,8,0.0
iter1,ANIMALS,cane,dog,bull terrier,9,4400.0
iter1,ANIMALS,cane,dog,pomeranian,10,284.0
iter1,ANIMALS,cane,dog,shih tzu,11,1044.0
iter1,ANIMALS,cane,dog,yorkshire terrier,12,1186.0
iter1,ANIMALS,cane,dog,golden retriever,13,2013.0
iter1,ANIMALS,cane,dog,german shepherd,14,96.0
