,participant,category,concept,concept_eng,exemplar,rank,abs_freq
36,iter1,FURNISHINGS/FITTINGS,appendiabiti,clothes hanger,vesti,6,34836.0
37,iter1,FURNITURE,armadio,closet,armadio,1,21279.0
38,iter1,FURNITURE,armadio,closet,cassettino,2,3771.0
39,iter1,FURNITURE,armadio,closet,armadio di legno,3,22.0
40,iter1,FURNITURE,armadio,closet,armadio di carta,4,7.0
41,iter1,FURNITURE,armadio,closet,armadio di vetro,5,20.0
42,iter1,FURNITURE,armadio,closet,arm,6,18478.0
43,iter1,STATIONERY,astuccio,case,radiatore,1,18081.0
44,iter1,STATIONERY,astuccio,case,gas,2,19368.0
45,iter1,STATIONERY,astuccio,case,elettrico,3,16745.0
46,iter1,STATIONERY,astuccio,case,a forno,4,56.0
47,iter1,STATIONERY,astuccio,case,a parapetti,5,22.0
48,iter1,STATIONERY,astuccio,case,a piazza,6,35.0
49,iter1,STATIONERY,astuccio,case,a stufa,7,30.0
50,iter1,STATIONERY,astuccio,case,a pietra,8,155.0
51,iter1,STATIONERY,astuccio,case,a legna,9,652.0
52,iter1,STATIONERY,astuccio,case,a muro,10,292.0
53,iter1,STATIONERY,astuccio,case,a serra,11,70.0
54,iter1,STATIONERY,astuccio,case,a sosta,12,78.0
55,iter1,STATIONERY,astuccio,case,a vetrata,13,28.0
56,iter1,STATIONERY,astuccio,case,a tetto,14,43.0
57,iter1,STATIONERY,astuccio,case,a fornace,15,22.0
58,iter1,STATIONERY,astuccio,case,a fornace a legna,16,0.0
59,iter1,STATIONERY,astuccio,case,a fornace a gas,17,0.0
60,iter1,STATIONERY,astuccio,case,a fornace a elettrico,18,0.0
61,iter1,STATIONERY,astuccio,case,a fornace a forno,19,0.0
62,iter1,STATIONERY,astuccio,case,a fornace a pietra,20,0.0
63,iter1,STATIONERY,astuccio,case,a fornace a vetrata,21,0.0
64,iter1,STATIONERY,astuccio,case,a fornace a serra,22,0.0
65,iter1,STATIONERY,astuccio,case,a fornace a stufa,23,0.0
66,iter1,STATIONERY,astuccio,case,a forn,24,9.0
67,iter1,HOBBIES,attrezzo,tool,pala,1,16230.0
68,iter1,HOBBIES,attrezzo,tool,scopa,2,19208.0
69,iter1,HOBBIES,attrezzo,tool,mazze,3,11391.0
70,iter1,HOBBIES,attrezzo,tool,guanti,4,26394.0
71,iter1,HOBBIES,attrezzo,tool,stivali,5,23721.0
72,iter1,HOBBIES,attrezzo,tool,scarpe,6,459506.0
73,iter1,HOBBIES,attrezzo,tool,calze,7,24821.0
74,iter1,HOBBIES,attrezzo,tool,pantaloni,8,24566.0
75,iter1,HOBBIES,attrezzo,tool,camicia,9,17070.0
76,iter1,HOBBIES,attrezzo,tool,cinto,10,19012.0
77,iter1,HOBBIES,attrezzo,tool,cravatta,11,17437.0
78,iter1,HOBBIES,attrezzo,tool,giacca,12,16867.0
79,iter1,HOBBIES,attrezzo,tool,gambiss,13,0.0
80,iter1,HOBBIES,attrezzo,tool,gonne,14,25421.0
81,iter1,HOBBIES,attrezzo,tool,stivali da lavoro,15,35.0
82,iter1,HOBBIES,attrezzo,tool,cintura,16,21504.0
83,iter1,HOBBIES,attrezzo,tool,calzolino,17,1.0
84,iter1,HOBBIES,attrezzo,tool,calzolino da lavoro,18,0.0
85,iter1,HOBBIES,attrezzo,tool,stivali da ginnastica,19,0.0
86,iter1,HOBBIES,attrezzo,tool,stivali da equitazione,20,49.0
87,iter1,HOBBIES,attrezzo,tool,stivali da tennis,21,0.0
88,iter1,HOBBIES,attrezzo,tool,stivali da pattinaggio,22,1.0
89,iter1,HOBBIES,attrezzo,tool,stivali da scherma,23,2.0
90,iter1,HOBBIES,attrezzo,tool,stivali da calcio,24,2.0
91,iter1,HOBBIES,attrezzo,tool,stivali da golf,25,0.0
92,iter1,VEHICLES,autobus,bus,autobus urbano,1,119.0
93,iter1,VEHICLES,autobus,bus,autobus interurbano,2,49.0
94,iter1,VEHICLES,autobus,bus,autobus extraurbano,3,124.0
95,iter1,VEHICLES,autobus,bus,autobus regionale,4,75.0
96,iter1,VEHICLES,autobus,bus,autobus interregionale,5,18.0
97,iter1,VEHICLES,autobus,bus,autobus a lunga distanza,6,26.0
98,iter1,VEHICLES,autobus,bus,autobus notturno,7,34.0
99,iter1,VEHICLES,automobile,car,autobus,1,331938.0
100,iter1,VEHICLES,automobile,car,autocarro,2,19318.0
101,iter1,VEHICLES,automobile,car,autoelettica,3,0.0
102,iter1,VEHICLES,automobile,car,barca,4,26569.0
103,iter1,VEHICLES,automobile,car,bicicletta,5,18803.0
104,iter1,VEHICLES,automobile,car,camion,6,15898.0
105,iter1,VEHICLES,automobile,car,camper,7,15011.0
106,iter1,VEHICLES,automobile,car,carro,8,17038.0
107,iter1,VEHICLES,automobile,car,ciclomotore,9,18505.0
108,iter1,VEHICLES,automobile,car,elicottero,10,15099.0
109,iter1,VEHICLES,automobile,car,furgone,11,16710.0
110,iter1,VEHICLES,automobile,car,jeep,12,19136.0
111,iter1,VEHICLES,automobile,car,locomotiva,13,21089.0
112,iter1,VEHICLES,automobile,car,moto,14,16932.0
113,iter1,VEHICLES,automobile,car,motociclo,15,16769.0
114,iter1,VEHICLES,automobile,car,motonuovo,16,0.0
115,iter1,VEHICLES,automobile,car,motoscooter,17,210.0
116,iter1,VEHICLES,automobile,car,quad,18,21508.0
117,iter1,VEHICLES,automobile,car,taxi,19,16427.0
118,iter1,VEHICLES,automobile,car,trattore,20,12168.0
119,iter1,VEHICLES,automobile,car,tram,21,21351.0
120,iter1,VEHICLES,automobile,car,trambus,22,1094.0
121,iter1,VEHICLES,automobile,car,trattore scolta,23,0.0
122,iter1,VEHICLES,automobile,car,vettura,24,17296.0
123,iter1,HOUSING BUILDINGS,bagno,bathroom,vaso,1,16519.0
124,iter1,HOUSING BUILDINGS,bagno,bathroom,bidet,2,17369.0
125,iter1,HOUSING BUILDINGS,bagno,bathroom,piscina,3,15193.0
126,iter1,HOUSING BUILDINGS,bagno,bathroom,doccia,4,15526.0
127,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da bagni,5,0.0
128,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da camere,6,0.0
129,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da spiaggia,7,3.0
130,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da piscina,8,1.0
131,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da camping,9,0.0
132,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da spa,10,5.0
133,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da sauna,11,0.0
134,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da vigna,12,0.0
135,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da giardino,13,0.0
136,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da terapia,14,0.0
137,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da lago,15,0.0
138,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da mare,16,0.0
139,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da fiume,17,0.0
140,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da riva,18,2.0
141,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da lago di ghiaccio,19,0.0
142,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da lago di neve,20,0.0
143,iter1,HOUSING BUILDINGS,bagno,bathroom,bagno da,21,160.0
144,iter1,HOUSING BUILDINGS,balcone,balcony,balcone esterno,1,494.0
145,iter1,HOUSING BUILDINGS,balcone,balcony,balcone interno,2,104.0
146,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di fronte,3,25.0
147,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di fondo,4,0.0
148,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di lato,5,1.0
149,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di angolo,6,0.0
150,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di piazza,7,25.0
151,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via,8,20.0
152,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di corso,9,14.0
153,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di mezzo,10,0.0
154,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di sosta,11,0.0
155,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di transito,12,0.0
156,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di servizio,13,0.0
157,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di acceso,14,0.0
158,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di uscita,15,0.0
159,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di ingresso,16,0.0
160,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di circolazione,17,0.0
161,iter1,HOUSING BUILDINGS,balcone,balcony,balcone di via di circolazione interna,18,0.0
162,iter1,PLANTS,basilico,basil,basilico comune,1,38.0
163,iter1,PLANTS,basilico,basil,basilico picante,2,0.0
164,iter1,PLANTS,basilico,basil,basilico dolce,3,42.0
165,iter1,PLANTS,basilico,basil,basilico nero,4,14.0
166,iter1,PLANTS,basilico,basil,basilico piccolo,5,32.0
167,iter1,PLANTS,basilico,basil,basilico grande,6,32.0
168,iter1,KITCHENWARE,bicchiere,glass,bicchierino,1,18449.0
169,iter1,KITCHENWARE,bicchiere,glass,coppa,2,20005.0
170,iter1,KITCHENWARE,bicchiere,glass,tazza,3,18646.0
171,iter1,KITCHENWARE,bicchiere,glass,vaso,4,16519.0
172,iter1,KITCHENWARE,bicchiere,glass,flacone,5,26869.0
173,iter1,KITCHENWARE,bicchiere,glass,calice,6,15162.0
174,iter1,KITCHENWARE,bicchiere,glass,coppa da freddo,7,0.0
175,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè,8,0.0
176,iter1,KITCHENWARE,bicchiere,glass,coppa da vino,9,24.0
177,iter1,KITCHENWARE,bicchiere,glass,coppa da birra,10,1.0
178,iter1,KITCHENWARE,bicchiere,glass,coppa da acqua,11,26.0
179,iter1,KITCHENWARE,bicchiere,glass,coppa da latte,12,1.0
180,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè lungo,13,0.0
181,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè corto,14,0.0
182,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè espresso,15,0.0
183,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè macchiato,16,0.0
184,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè americano,17,0.0
185,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè mocchiato,18,0.0
186,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè latte,19,0.0
187,iter1,KITCHENWARE,bicchiere,glass,coppa da caffè frappé,20,0.0
188,iter1,VEHICLES,bicicletta,bicycle,bicicletta,1,18803.0
189,iter1,VEHICLES,bicicletta,bicycle,bicicletta da strada,2,24.0
190,iter1,VEHICLES,bicicletta,bicycle,bicicletta da mountain bike,3,16.0
191,iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclocross,4,21.0
192,iter1,VEHICLES,bicicletta,bicycle,bicicletta da bmx,5,8.0
193,iter1,VEHICLES,bicicletta,bicycle,bicicletta da trial,6,15.0
194,iter1,VEHICLES,bicicletta,bicycle,bicicletta da freestyle,7,2.0
195,iter1,VEHICLES,bicicletta,bicycle,bicicletta da pista,8,23.0
196,iter1,VEHICLES,bicicletta,bicycle,bicicletta da corsa,9,44.0
197,iter1,VEHICLES,bicicletta,bicycle,bicicletta da cronometro,10,22.0
198,iter1,VEHICLES,bicicletta,bicycle,bicicletta da triathlon,11,20.0
199,iter1,VEHICLES,bicicletta,bicycle,bicicletta da gravel,12,17.0
200,iter1,VEHICLES,bicicletta,bicycle,bicicletta da touring,13,5.0
201,iter1,VEHICLES,bicicletta,bicycle,bicicletta da e-bike,14,0.0
202,iter1,VEHICLES,bicicletta,bicycle,bicicletta da e-road bike,15,0.0
203,iter1,VEHICLES,bicicletta,bicycle,bicicletta da e-mountain bike,16,0.0
204,iter1,BODY PARTS,bocca,mouth,bocca di cane,1,20.0
205,iter1,BODY PARTS,bocca,mouth,bocca di gatto,2,3.0
206,iter1,BODY PARTS,bocca,mouth,bocca di uomo,3,9.0
207,iter1,BODY PARTS,bocca,mouth,bocca di donna,4,22.0
208,iter1,BODY PARTS,bocca,mouth,bocca di cavallo,5,3.0
209,iter1,BODY PARTS,braccio,arm,braccio umano,1,177.0
210,iter1,BODY PARTS,braccio,arm,braccio di gomma,2,20.0
211,iter1,BODY PARTS,braccio,arm,braccio di legno,3,26.0
212,iter1,BODY PARTS,braccio,arm,braccio di metallo,4,22.0
213,iter1,BODY PARTS,braccio,arm,braccio di plastica,5,20.0
214,iter1,PLANTS,cactus,cactus,cactus,1,17616.0
215,iter1,PLANTS,cactus,cactus,succulenta,2,7226.0
216,iter1,PLANTS,cactus,cactus,cactus verde,3,35.0
217,iter1,PLANTS,cactus,cactus,cactus rosso,4,10.0
218,iter1,PLANTS,cactus,cactus,cactus giallo,5,8.0
219,iter1,PLANTS,cactus,cactus,cactus blu,6,4.0
220,iter1,CLOTHES,calza,sock,scarpe,1,459506.0
221,iter1,CLOTHES,calza,sock,guanti,2,26394.0
222,iter1,CLOTHES,calza,sock,calzini,3,26716.0
223,iter1,CLOTHES,calza,sock,calzature,4,37597.0
224,iter1,CLOTHES,calza,sock,stivali,5,23721.0
225,iter1,CLOTHES,calza,sock,sandali,6,23604.0
226,iter1,CLOTHES,calza,sock,scarpe da ginnastica,7,326.0
227,iter1,CLOTHES,calza,sock,scarpe da lavoro,8,41.0
228,iter1,CLOTHES,calza,sock,scarpe da tennis,9,58.0
229,iter1,CLOTHES,calza,sock,scarpe da corsa,10,50.0
230,iter1,CLOTHES,calza,sock,scarpe da pioggia,11,24.0
231,iter1,CLOTHES,calza,sock,scarpe da neve,12,26.0
232,iter1,CLOTHES,calza,sock,scarpe da skateboard,13,21.0
233,iter1,CLOTHES,calza,sock,scarpe da snowboard,14,18.0
234,iter1,CLOTHES,calza,sock,scarpe da surf,15,2.0
235,iter1,CLOTHES,calza,sock,scarpe da tennis da tavolà,16,0.0
236,iter1,CLOTHES,calza,sock,scarpe da tennis da campo,17,0.0
237,iter1,CLOTHES,calza,sock,scarpe da tennis da strada,18,0.0
238,iter1,CLOTHES,calza,sock,scarpe da tennis da squash,19,0.0
239,iter1,CLOTHES,calza,sock,scarpe da tennis da piatti,20,0.0
240,iter1,CLOTHES,calza,sock,scarpe da tennis da tennis da piatti,21,0.0
241,iter1,CLOTHES,calza,sock,scarpe da tennis da squ,22,0.0
242,iter1,HOUSING BUILDINGS,camera,bedroom,reflex,1,16488.0
243,iter1,HOUSING BUILDINGS,camera,bedroom,slr,2,3149.0
244,iter1,HOUSING BUILDINGS,camera,bedroom,mirrorless,3,13611.0
245,iter1,HOUSING BUILDINGS,camera,bedroom,compatta,4,30208.0
246,iter1,HOUSING BUILDINGS,camera,bedroom,point-and-shoot,5,116.0
247,iter1,HOUSING BUILDINGS,camera,bedroom,action camera,6,37.0
248,iter1,CLOTHES,camicia,shirt,camicia di seta,1,24.0
249,iter1,CLOTHES,camicia,shirt,camicia di cotone,2,28.0
250,iter1,CLOTHES,camicia,shirt,camicia di lana,3,24.0
251,iter1,CLOTHES,camicia,shirt,camicia di poliestere,4,5.0
252,iter1,CLOTHES,camicia,shirt,camicia di lino,5,25.0
253,iter1,CLOTHES,camicia,shirt,camicia di cotone con mangiapiedi,6,0.0
254,iter1,CLOTHES,camicia,shirt,camicia di seta con mangiapiedi,7,0.0
255,iter1,CLOTHES,camicia,shirt,camicia di lana con mangiapiedi,8,0.0
256,iter1,CLOTHES,camicia,shirt,camicia di poliestere con mangiapiedi,9,0.0
257,iter1,CLOTHES,camicia,shirt,camicia con maniche lunghe,10,26.0
258,iter1,CLOTHES,camicia,shirt,camicia con maniche corte,11,20.0
259,iter1,CLOTHES,camicia,shirt,camicia con maniche lunghe con mangiapiedi,12,0.0
260,iter1,CLOTHES,camicia,shirt,camicia con maniche corte con mangiapiedi,13,0.0
261,iter1,CLOTHES,camicia,shirt,camicia con maniche lunghe con maniche corte,14,0.0
262,iter1,VEHICLES,camion,truck,camioncino,1,9300.0
263,iter1,VEHICLES,camion,truck,camioncino da lavoro,2,7.0
264,iter1,VEHICLES,camion,truck,camioncino da trasporto,3,1.0
265,iter1,VEHICLES,camion,truck,camioncino da camping,4,0.0
266,iter1,VEHICLES,camion,truck,camper,5,15011.0
267,iter1,VEHICLES,camion,truck,furgoncino,6,11465.0
268,iter1,VEHICLES,camion,truck,furgoncino da lavoro,7,13.0
269,iter1,VEHICLES,camion,truck,furgoncino da trasporto,8,3.0
270,iter1,VEHICLES,camion,truck,furgoncino da camping,9,0.0
271,iter1,VEHICLES,camion,truck,furgoncino da spostamento,10,0.0
272,iter1,VEHICLES,camion,truck,furgoncino da lavoro e trasporto,11,0.0
273,iter1,VEHICLES,camion,truck,furgoncino da lavoro e camping,12,0.0
274,iter1,VEHICLES,camion,truck,furgoncino da trasporto e camping,13,0.0
275,iter1,VEHICLES,camion,truck,furgoncino da lavoro e trasporto e camping,14,0.0
276,iter1,VEHICLES,camion,truck,furgoncino da trasporto e camp,15,0.0
277,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro,1,13940.0
278,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a tre ramificazioni,2,0.0
279,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a cinque ramificazioni,3,0.0
280,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a sette ramificazioni,4,0.0
281,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a nove ramificazioni,5,0.0
282,iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro a dodici ramificazioni,6,0.0
283,iter1,ANIMALS,cane,dog,cane da passeggiare,1,35.0
284,iter1,ANIMALS,cane,dog,cane da giochi,2,0.0
285,iter1,ANIMALS,cane,dog,cane da lavoro,3,30.0
286,iter1,ANIMALS,cane,dog,cane da pesca,4,9.0
287,iter1,ANIMALS,cane,dog,cane da camminare,5,0.0
288,iter1,ANIMALS,cane,dog,cane da giardino,6,16.0
289,iter1,CLOTHES,canottiera,singlet,canottaggio,1,14230.0
290,iter1,CLOTHES,canottiera,singlet,canottaggio di ghiaccio,2,0.0
291,iter1,CLOTHES,canottiera,singlet,canottaggio di vela,3,0.0
292,iter1,CLOTHES,canottiera,singlet,canottaggio di canoa,4,0.0
293,iter1,CLOTHES,canottiera,singlet,canottaggio di kayak,5,0.0
294,iter1,CLOTHES,canottiera,singlet,canottaggio di pattinette,6,0.0
295,iter1,CLOTHES,canottiera,singlet,canottaggio di canoe,7,0.0
296,iter1,CLOTHES,canottiera,singlet,canottaggio di slalon,8,0.0
297,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom gigante,9,0.0
298,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom sprint,10,0.0
299,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom 3000m,11,0.0
300,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom 2000m,12,0.0
301,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom 1000m,13,0.0
302,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom 500m,14,0.0
303,iter1,CLOTHES,canottiera,singlet,canottaggio di slalom 400m,15,0.0
304,iter1,CLOTHES,canottiera,singlet,canott,16,20.0
305,iter1,BODY PARTS,capello,hair,berretto,1,18675.0
306,iter1,BODY PARTS,capello,hair,cappello,2,17040.0
307,iter1,BODY PARTS,capello,hair,cappellino,3,11911.0
308,iter1,BODY PARTS,capello,hair,cappuccio,4,13089.0
309,iter1,BODY PARTS,capello,hair,cilindro,5,17825.0
310,iter1,BODY PARTS,capello,hair,cuffia,6,19855.0
311,iter1,BODY PARTS,capello,hair,fedora,7,11507.0
312,iter1,BODY PARTS,capello,hair,fazzoletta,8,1.0
313,iter1,BODY PARTS,capello,hair,guaina,9,16969.0
314,iter1,BODY PARTS,capello,hair,guaglione,10,2412.0
315,iter1,BODY PARTS,capello,hair,guanto,11,26697.0
316,iter1,BODY PARTS,capello,hair,mariniera,12,6.0
317,iter1,BODY PARTS,capello,hair,pavimento,13,463954.0
318,iter1,BODY PARTS,capello,hair,piuma,14,17984.0
319,iter1,BODY PARTS,capello,hair,scarpa,15,20764.0
320,iter1,BODY PARTS,capello,hair,stetson,16,1362.0
321,iter1,BODY PARTS,capello,hair,toppino,17,564.0
322,iter1,BODY PARTS,capello,hair,triciclo,18,10589.0
323,iter1,BODY PARTS,capello,hair,usignolo,19,9664.0
324,iter1,BODY PARTS,capello,hair,visone,20,12205.0
325,iter1,CLOTHES,cappello,hat,berretto,1,18675.0
326,iter1,CLOTHES,cappello,hat,boina,2,71.0
327,iter1,CLOTHES,cappello,hat,cappello,3,17040.0
328,iter1,CLOTHES,cappello,hat,cappellino,4,11911.0
329,iter1,CLOTHES,cappello,hat,cappellaccio,5,3750.0
330,iter1,CLOTHES,cappello,hat,cappellone,6,3578.0
331,iter1,CLOTHES,cappello,hat,cappellotto,7,1118.0
332,iter1,CLOTHES,cappello,hat,cappelluccio,8,249.0
333,iter1,CLOTHES,cappello,hat,cappello di peltro,9,0.0
334,iter1,CLOTHES,cappello,hat,cappellino di peltro,10,0.0
335,iter1,CLOTHES,cappello,hat,cappellino di carta,11,27.0
336,iter1,CLOTHES,cappello,hat,cappellino di tela,12,10.0
337,iter1,CLOTHES,cappello,hat,cappellino di lana,13,22.0
338,iter1,CLOTHES,cappello,hat,cappetta,14,659.0
339,iter1,CLOTHES,cappello,hat,cappetta di lana,15,0.0
340,iter1,CLOTHES,cappello,hat,cappetta di velluto,16,1.0
341,iter1,CLOTHES,cappello,hat,cappetta di feltro,17,0.0
342,iter1,CLOTHES,cappello,hat,cappetta di plastica,18,0.0
343,iter1,CLOTHES,cappello,hat,cappetta di vinile,19,0.0
344,iter1,CLOTHES,cappello,hat,cappetta di tela,20,0.0
345,iter1,CLOTHES,cappello,hat,cappetta di cotone,21,0.0
346,iter1,CLOTHES,cappello,hat,c,22,23611.0
347,iter1,CLOTHES,cappotto,coat,cappotto da neve,1,5.0
348,iter1,CLOTHES,cappotto,coat,cappotto da pioggia,2,0.0
349,iter1,CLOTHES,cappotto,coat,cappotto da vento,3,0.0
350,iter1,CLOTHES,cappotto,coat,cappotto da freddo,4,0.0
351,iter1,CLOTHES,cappotto,coat,cappotto da gelo,5,0.0
352,iter1,CLOTHES,cappotto,coat,cappotto da caldo,6,0.0
353,iter1,CLOTHES,cappotto,coat,cappotto da freddo estremo,7,0.0
354,iter1,CLOTHES,cappotto,coat,cappotto da vento estremo,8,0.0
355,iter1,CLOTHES,cappotto,coat,cappotto da gelo estremo,9,0.0
356,iter1,CLOTHES,cappotto,coat,cappotto da caldo estremo,10,0.0
357,iter1,CLOTHES,cappotto,coat,cappotto da neve estremo,11,0.0
358,iter1,CLOTHES,cappotto,coat,cappotto da pioggia estremo,12,0.0
359,iter1,CLOTHES,cappotto,coat,cappotto da ne,13,0.0
360,iter1,FOODS,carne,meat,pollo,1,19596.0
361,iter1,FOODS,carne,meat,maiale,2,14621.0
362,iter1,FOODS,carne,meat,manzo,3,18900.0
363,iter1,FOODS,carne,meat,pesce,4,19874.0
364,iter1,FOODS,carne,meat,maiale nero,5,24.0
365,iter1,FOODS,carne,meat,maiale rosso,6,61.0
366,iter1,FOODS,carne,meat,maiale bianco,7,69.0
367,iter1,FOODS,carne,meat,maiale nero rosso,8,0.0
368,iter1,FOODS,carne,meat,maiale bianco rosso,9,0.0
369,iter1,FOODS,carne,meat,maiale nero rosso bianco,10,0.0
370,iter1,FOODS,carne,meat,maiale bianco rosso bianco,11,0.0
371,iter1,FOODS,carne,meat,ma,12,12054.0
372,iter1,VEHICLES,carrozza,carriage,carrozza ferroviaria,1,41.0
373,iter1,VEHICLES,carrozza,carriage,carrozza stradale,2,5.0
374,iter1,VEHICLES,carrozza,carriage,carrozza aerea,3,1.0
375,iter1,VEHICLES,carrozza,carriage,carrozza nautica,4,0.0
376,iter1,VEHICLES,carrozza,carriage,carrozza spaziale,5,0.0
377,iter1,VEHICLES,carrozza,carriage,carrozza aerospaziale,6,0.0
378,iter1,HOBBIES,carte,cards,deck of cards,1,5.0
379,iter1,HOBBIES,carte,cards,tavole da gioco,2,28.0
380,iter1,HOBBIES,carte,cards,carte postali,3,74.0
381,iter1,HOBBIES,carte,cards,carte da visita,4,22.0
382,iter1,HOBBIES,carte,cards,carte di identificazione,5,20.0
383,iter1,HOBBIES,carte,cards,carte di credito,6,301.0
384,iter1,HOBBIES,carte,cards,carte di debito,7,20.0
385,iter1,HOBBIES,carte,cards,carte di scommessa,8,0.0
386,iter1,HOBBIES,carte,cards,carte di carta,9,28.0
387,iter1,HOBBIES,carte,cards,carte di visita,10,10.0
388,iter1,HOBBIES,carte,cards,carte di posta,11,0.0
389,iter1,HOBBIES,carte,cards,,12,0.0
