participant,category,concept,concept_eng,exemplar,rank,abs_freq
iter1,HOBBIES,attrezzo,tool,pattino da pattinaggio su ghiaccio,10,0.0
iter1,HOBBIES,attrezzo,tool,pattino da pattinaggio su ghiaccio a rotelle,11,0.0
iter1,HOBBIES,attrezzo,tool,pattino da pattinaggio su ghiaccio a rotelle a velocità,12,0.0
iter1,HOBBIES,attrezzo,tool,pattino da pattinaggio su ghiaccio a rotelle a velocità aerea,13,0.0
iter1,HOBBIES,attrezzo,tool,pattino da pattinaggio su ghiacc,14,0.0
iter1,VEHICLES,autobus,bus,autobus,1,663876.0
iter1,VEHICLES,autobus,bus,autobus a due piani,2,68.0
iter1,VEHICLES,autobus,bus,autobus a tre piani,3,20.0
iter1,VEHICLES,autobus,bus,autobus a quattro piani,4,0.0
iter1,VEHICLES,autobus,bus,autobus a sei piani,5,1.0
iter1,VEHICLES,autobus,bus,autobus a sette piani,6,0.0
iter1,VEHICLES,autobus,bus,autobus a otto piani,7,0.0
iter1,VEHICLES,autobus,bus,autobus a nove piani,8,0.0
iter1,VEHICLES,autobus,bus,autobus a dieci piani,9,0.0
iter1,VEHICLES,autobus,bus,autobus a undici piani,10,0.0
iter1,VEHICLES,autobus,bus,autobus a dodici piani,11,0.0
iter1,VEHICLES,autobus,bus,autobus a tredici piani,12,0.0
iter1,VEHICLES,autobus,bus,autobus a quindici piani,13,0.0
iter1,VEHICLES,autobus,bus,autobus a qu,14,0.0
iter1,VEHICLES,automobile,car,berlina,1,38856.0
iter1,VEHICLES,automobile,car,station wagon,2,7302.0
iter1,VEHICLES,automobile,car,coupé,3,42702.0
iter1,VEHICLES,automobile,car,sedan,4,9104.0
iter1,VEHICLES,automobile,car,suv,5,38682.0
iter1,VEHICLES,automobile,car,hatchback,6,3422.0
iter1,VEHICLES,automobile,car,minivan,7,15870.0
iter1,VEHICLES,automobile,car,convertible,8,3922.0
iter1,VEHICLES,automobile,car,pickup truck,9,104.0
iter1,VEHICLES,automobile,car,sportscar,10,894.0
iter1,VEHICLES,automobile,car,roadster,11,18488.0
iter1,VEHICLES,automobile,car,muscle car,12,840.0
iter1,VEHICLES,automobile,car,coupe,13,14564.0
iter1,VEHICLES,automobile,car,wagon,14,36638.0
iter1,VEHICLES,automobile,car,crossover,15,47046.0
iter1,VEHICLES,automobile,car,sportscar,16,894.0
iter1,HOUSING BUILDINGS,bagno,bathroom,vasca da bagno,1,770.0
iter1,HOUSING BUILDINGS,bagno,bathroom,doccia,2,31052.0
iter1,HOUSING BUILDINGS,bagno,bathroom,bidet,3,34738.0
iter1,HOUSING BUILDINGS,bagno,bathroom,lavandino,4,37944.0
iter1,HOUSING BUILDINGS,bagno,bathroom,asciugamano,5,44814.0
iter1,HOUSING BUILDINGS,bagno,bathroom,pettorgoia,6,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone sul primo piano,1,3.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone sul secondo piano,2,1.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone con railing,3,0.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone con pianta,4,46.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone con vista panoramica,5,21.0
iter1,HOUSING BUILDINGS,balcone,balcony,balcone con vista sulla città,6,28.0
iter1,PLANTS,basilico,basil,basilico fresco,1,201.0
iter1,PLANTS,basilico,basil,basilico secco,2,73.0
iter1,PLANTS,basilico,basil,basilico essiccato,3,70.0
iter1,PLANTS,basilico,basil,basilico in polvere,4,6.0
iter1,PLANTS,basilico,basil,basilico in pasta,5,0.0
iter1,PLANTS,basilico,basil,basilico in frullati,6,0.0
iter1,PLANTS,basilico,basil,basilico in olio,7,5.0
iter1,PLANTS,basilico,basil,basilico in vino,8,0.0
iter1,PLANTS,basilico,basil,basilico in acqua,9,20.0
iter1,PLANTS,basilico,basil,basilico in salsa,10,5.0
iter1,PLANTS,basilico,basil,basilico in pesto,11,2.0
iter1,PLANTS,basilico,basil,basilico in crema,12,3.0
iter1,PLANTS,basilico,basil,basilico in salsa verde,13,0.0
iter1,PLANTS,basilico,basil,basilico in pesto rosso,14,0.0
iter1,PLANTS,basilico,basil,basilico in salsa rossa,15,0.0
iter1,PLANTS,basilico,basil,basilico in salsa bianca,16,0.0
iter1,PLANTS,basilico,basil,basilico in sals,17,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere,1,44272.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con ghiaccio,2,26.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con soda,3,3.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con latte,4,5.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con caffè,5,3.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con acqua,6,27.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con vino rosso,7,2.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con vino rosso spumante,8,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con vino bianco,9,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con vino bianco spumante,10,0.0
iter1,KITCHENWARE,bicchiere,glass,bicchiere con vino rosso sp,11,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta,1,37606.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da corsa,2,88.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da mtb,3,15.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da gravel,4,34.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da mountain bike,5,32.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da bmx,6,16.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo in montagna,7,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo in strada,8,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo sportivo,9,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo turistico,10,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo a tempo,11,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo all'aperto,12,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da ciclismo adrenalina,13,0.0
iter1,VEHICLES,bicicletta,bicycle,bicicletta da,14,169.0
iter1,BODY PARTS,bocca,mouth,mascarone,1,31.0
iter1,BODY PARTS,bocca,mouth,trompe-l'oeil,2,1356.0
iter1,BODY PARTS,bocca,mouth,caricatura,3,24073.0
iter1,BODY PARTS,braccio,arm,braccio umano,1,354.0
iter1,BODY PARTS,braccio,arm,braccio di un'altra specie animale,2,0.0
iter1,BODY PARTS,braccio,arm,braccio artificiale,3,392.0
iter1,BODY PARTS,braccio,arm,braccio robotico,4,286.0
iter1,BODY PARTS,braccio,arm,braccio di una manichina,5,0.0
iter1,BODY PARTS,braccio,arm,braccio di una macchina,6,12.0
iter1,BODY PARTS,braccio,arm,braccio di una mano meccanica,7,0.0
iter1,BODY PARTS,braccio,arm,braccio di una mano artificiale,8,0.0
iter1,BODY PARTS,braccio,arm,braccio di una statua,9,20.0
iter1,BODY PARTS,braccio,arm,braccio di una mano di legno,10,0.0
iter1,BODY PARTS,braccio,arm,braccio di una mano di legno animata,11,0.0
iter1,BODY PARTS,braccio,arm,braccio di una mano di gomma,12,0.0
iter1,BODY PARTS,braccio,arm,braccio di una mano di gomma animata,13,0.0
iter1,BODY PARTS,braccio,arm,braccio di,14,518.0
iter1,PLANTS,cactus,cactus,cactus,1,35232.0
iter1,PLANTS,cactus,cactus,cactus in vase,2,0.0
iter1,PLANTS,cactus,cactus,cactus in pot,3,0.0
iter1,PLANTS,cactus,cactus,cactus in terra,4,0.0
iter1,PLANTS,cactus,cactus,cactus in giardino,5,1.0
iter1,PLANTS,cactus,cactus,cactus in casa,6,12.0
iter1,PLANTS,cactus,cactus,cactus in balcone,7,0.0
iter1,PLANTS,cactus,cactus,cactus in veranda,8,0.0
iter1,PLANTS,cactus,cactus,cactus in portico,9,0.0
iter1,PLANTS,cactus,cactus,cactus in patio,10,0.0
iter1,PLANTS,cactus,cactus,cactus in giardino roccioso,11,0.0
iter1,PLANTS,cactus,cactus,cactus in giardino di roccia,12,0.0
iter1,PLANTS,cactus,cactus,cactus in desert,13,0.0
iter1,PLANTS,cactus,cactus,cactus in deserto,14,0.0
iter1,PLANTS,cactus,cactus,cactus in deserto di cactus,15,0.0
iter1,PLANTS,cactus,cactus,cactus in deserto di roccia,16,0.0
iter1,PLANTS,cactus,cactus,cactus in des,17,0.0
iter1,CLOTHES,calza,sock,calza nera,1,114.0
iter1,CLOTHES,calza,sock,calza rossa,2,38.0
iter1,CLOTHES,calza,sock,calza grigia,3,11.0
iter1,CLOTHES,calza,sock,calza blu,4,115.0
iter1,CLOTHES,calza,sock,calza verde,5,134.0
iter1,CLOTHES,calza,sock,calza gialla,6,1.0
iter1,CLOTHES,calza,sock,calza rosa,7,71.0
iter1,CLOTHES,calza,sock,calza nera con una tinta rossa,8,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta rosa,9,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta blu,10,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta gialla,11,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta verde,12,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta viola,13,0.0
iter1,CLOTHES,calza,sock,calza nera con una tinta arancione,14,0.0
iter1,CLOTHES,calza,sock,calza nera con,15,4.0
iter1,HOUSING BUILDINGS,camera,bedroom,studio,1,18048.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto,2,289476.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da bagno,3,22.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da lavoro,4,21.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da pranzo,5,20.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da bagno con vasca,6,7.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con stoviglie,7,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con cuscino,8,6.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con tavolo,9,3.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con vano,10,4.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con scrivania,11,8.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con tavolo e vano,12,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con tavolo e scrivania,13,0.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con tavolo,14,3.0
iter1,HOUSING BUILDINGS,camera,bedroom,camera da letto con tavolo,15,3.0
iter1,CLOTHES,camicia,shirt,camicia da lavoro,1,52.0
iter1,CLOTHES,camicia,shirt,camicia da uomo,2,106.0
iter1,CLOTHES,camicia,shirt,camicia da donna,3,44.0
iter1,CLOTHES,camicia,shirt,camicia da bambino,4,44.0
iter1,CLOTHES,camicia,shirt,camicia da ragazza,5,1.0
iter1,CLOTHES,camicia,shirt,camicia da ragazzi,6,0.0
iter1,CLOTHES,camicia,shirt,camicia da maggiordomo,7,0.0
iter1,CLOTHES,camicia,shirt,camicia da polo,8,3.0
iter1,CLOTHES,camicia,shirt,camicia da golf,9,6.0
iter1,CLOTHES,camicia,shirt,camicia da tennis,10,3.0
iter1,CLOTHES,camicia,shirt,camicia da servizio,11,2.0
iter1,CLOTHES,camicia,shirt,camicia da cucina,12,0.0
iter1,CLOTHES,camicia,shirt,camicia da pranzo,13,0.0
iter1,CLOTHES,camicia,shirt,camicia da notte,14,174.0
iter1,CLOTHES,camicia,shirt,camicia da vestire,15,0.0
iter1,CLOTHES,camicia,shirt,camicia da,16,99.0
iter1,VEHICLES,camion,truck,camion cisterna,1,673.0
iter1,VEHICLES,camion,truck,camion di carico,2,12.0
iter1,VEHICLES,camion,truck,camion di rimorchio,3,13.0
iter1,VEHICLES,camion,truck,camion di trasporto,4,20.0
iter1,VEHICLES,camion,truck,camion di trasporto merci,5,3.0
iter1,VEHICLES,camion,truck,camion da lavoro,6,62.0
iter1,VEHICLES,camion,truck,camion da trasporto carrozze,7,0.0
iter1,VEHICLES,camion,truck,camion da trasporto container,8,0.0
iter1,VEHICLES,camion,truck,camion da trasporto passeggeri,9,0.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro tradizionale,1,4.0
iter1,FURNISHINGS/FITTINGS,candelabro,candelabrum,candelabro moderno,2,22.0
iter1,ANIMALS,cane,dog,golden retriever,1,2013.0
iter1,CLOTHES,canottiera,singlet,canottiera,1,15892.0
iter1,CLOTHES,canottiera,singlet,canottiera maschile,2,0.0
iter1,CLOTHES,canottiera,singlet,canottiera femminile,3,2.0
iter1,CLOTHES,canottiera,singlet,canottiera da barca,4,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da ghiaccio,5,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da palestra,6,2.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis,7,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da golf,8,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis da ghiaccio,9,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis da neve,10,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis da neve da ghiaccio,11,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis da neve da ghiaccio da palestra,12,0.0
iter1,CLOTHES,canottiera,singlet,canottiera da tennis da neve da ghiaccio da palestra da ghiaccio da palestra da ghiaccio da pal,13,0.0
iter1,BODY PARTS,capello,hair,capello,1,29129.0
iter1,BODY PARTS,capello,hair,capello corto,2,468.0
iter1,BODY PARTS,capello,hair,capello lungo,3,200.0
iter1,BODY PARTS,capello,hair,capello nero,4,159.0
iter1,BODY PARTS,capello,hair,capello liso,5,4.0
iter1,BODY PARTS,capello,hair,capello ondulato,6,124.0
iter1,BODY PARTS,capello,hair,capello a caschetto,7,37.0
iter1,BODY PARTS,capello,hair,capello a spazzola,8,31.0
iter1,BODY PARTS,capello,hair,capello a pettine,9,0.0
iter1,BODY PARTS,capello,hair,capello a punta,10,28.0
iter1,BODY PARTS,capello,hair,capello a piatti,11,0.0
iter1,BODY PARTS,capello,hair,capello a bocche,12,0.0
iter1,BODY PARTS,capello,hair,capello a creste,13,0.0
iter1,BODY PARTS,capello,hair,capello a tinta,14,5.0
iter1,BODY PARTS,capello,hair,capello a pettinette,15,0.0
iter1,BODY PARTS,capello,hair,capello a cioccolata,16,0.0
iter1,BODY PARTS,capello,hair,capello a righe,17,2.0
iter1,BODY PARTS,capello,hair,capello a scuro,18,1.0
iter1,BODY PARTS,capello,hair,capello a chignon,19,5.0
iter1,BODY PARTS,capello,hair,capello a trentasette,20,0.0
iter1,CLOTHES,cappello,hat,cappello,1,34080.0
iter1,CLOTHES,cappello,hat,cappellino,2,23822.0
iter1,CLOTHES,cappello,hat,berretto,3,37350.0
iter1,CLOTHES,cappello,hat,calotta,4,22160.0
iter1,CLOTHES,cappello,hat,fedora,5,23014.0
iter1,CLOTHES,cappello,hat,cowboy hat,6,4.0
iter1,CLOTHES,cappello,hat,trilby,7,604.0
iter1,CLOTHES,cappello,hat,top hat,8,50.0
iter1,CLOTHES,cappello,hat,bowler hat,9,18.0
iter1,CLOTHES,cappello,hat,derby hat,10,4.0
iter1,CLOTHES,cappello,hat,newsboy cap,11,1.0
iter1,CLOTHES,cappello,hat,pith helmet,12,3.0
iter1,CLOTHES,cappello,hat,safari hat,13,1.0
iter1,CLOTHES,cappello,hat,sun visor,14,26.0
iter1,CLOTHES,cappello,hat,bucket hat,15,51.0
iter1,CLOTHES,cappello,hat,boonie hat,16,23.0
iter1,CLOTHES,cappello,hat,baseball cap,17,82.0
iter1,CLOTHES,cappello,hat,stocking cap,18,1.0
iter1,CLOTHES,cappello,hat,fedora hat,19,23.0
iter1,CLOTHES,cappello,hat,cowboy hat with brim,20,0.0
iter1,CLOTHES,cappello,hat,straw hat,21,34.0
iter1,CLOTHES,cappello,hat,sun hat,22,4.0
iter1,CLOTHES,cappello,hat,sun visor hat,23,0.0
iter1,CLOTHES,cappello,hat,sun visor cap,24,1.0
iter1,CLOTHES,cappello,hat,sun cap,25,1.0
iter1,CLOTHES,cappotto,coat,cappotto,1,22182.0
iter1,CLOTHES,cappotto,coat,cape,2,24137.0
iter1,CLOTHES,cappotto,coat,giubba,3,12568.0
iter1,CLOTHES,cappotto,coat,muffler,4,138.0
iter1,CLOTHES,cappotto,coat,parka,5,38714.0
iter1,CLOTHES,cappotto,coat,trench coat,6,536.0
iter1,CLOTHES,cappotto,coat,trench coat con cappotto,7,0.0
iter1,CLOTHES,cappotto,coat,trench coat con muffler,8,0.0
iter1,CLOTHES,cappotto,coat,trench coat con giubba,9,0.0
iter1,CLOTHES,cappotto,coat,trench coat con cape,10,0.0
iter1,CLOTHES,cappotto,coat,trench coat con parka,11,0.0
iter1,CLOTHES,cappotto,coat,trench coat con muffler con cape,12,0.0
iter1,CLOTHES,cappotto,coat,trench coat con muffler con giubba,13,0.0
iter1,CLOTHES,cappotto,coat,trench coat con muffler con parka,14,0.0
iter1,CLOTHES,cappotto,coat,trench coat con cape con giubba,15,0.0
iter1,CLOTHES,cappotto,coat,trench coat con cape con parka,16,0.0
iter1,CLOTHES,cappotto,coat,trench coat con cappotto con giubba,17,0.0
iter1,FOODS,carne,meat,vaccino,1,17561.0
iter1,FOODS,carne,meat,manzo,2,37800.0
iter1,FOODS,carne,meat,maiale,3,29242.0
iter1,FOODS,carne,meat,pollame,4,16714.0
iter1,FOODS,carne,meat,capra,5,33368.0
iter1,FOODS,carne,meat,cervo,6,42834.0
iter1,FOODS,carne,meat,cinghiale,7,36268.0
iter1,FOODS,carne,meat,gazzella,8,25946.0
iter1,FOODS,carne,meat,ippopotamo,9,21356.0
iter1,FOODS,carne,meat,antilope,10,3250.0
iter1,FOODS,carne,meat,bisonte,11,11141.0
iter1,FOODS,carne,meat,agnello,12,35370.0
iter1,FOODS,carne,meat,cervicapra,13,89.0
iter1,FOODS,carne,meat,cervo nobile,14,248.0
iter1,FOODS,carne,meat,cervo selvatico,15,94.0
iter1,FOODS,carne,meat,capra selvatica,16,73.0
iter1,FOODS,carne,meat,capra domestica,17,88.0
iter1,FOODS,carne,meat,capra nera,18,26.0
iter1,FOODS,carne,meat,capra bianca,19,88.0
iter1,FOODS,carne,meat,ippopotamo nero,20,3.0
iter1,FOODS,carne,meat,ippopotamo grigio,21,6.0
iter1,FOODS,carne,meat,ippopotamo bruno,22,0.0
iter1,FOODS,carne,meat,ippopotamo argenteo,23,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a cavallo,1,46.0
iter1,VEHICLES,carrozza,carriage,carrozza a tracolla,2,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a vapore,3,27.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione animale,4,15.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione meccanica,5,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione elettrica,6,6.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione elettrica aerea,7,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione elettrica aerea a bassa velocità,8,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione elettrica aerea a bassa velocità a due piani,9,0.0
iter1,VEHICLES,carrozza,carriage,carrozza a trazione elettrica aerea a bassa velocità a tre piani,10,0.0
iter1,HOBBIES,carte,cards,tarocchi,1,62606.0
iter1,HOBBIES,carte,cards,scopone,2,5632.0
iter1,HOBBIES,carte,cards,bridge,3,42374.0
iter1,HOBBIES,carte,cards,cannibale,4,15151.0
iter1,HOBBIES,carte,cards,monopoly,5,5732.0
iter1,HOBBIES,carte,cards,mahjong,6,4976.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di legno,1,44.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di plywood,2,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di cartone,3,1.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di vetro,4,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di metallo,5,6.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di acrilico,6,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di marmo,7,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di cristallo,8,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di pietra,9,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di vetro con pietra,10,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di vetro con cristallo,11,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di vetro con cristallo e pietra,12,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di vetro con cristallo e marmo,13,0.0
iter1,FURNITURE,cassettiera,chest of drawers,cassettiera di,14,23.0
iter1,ANIMALS,cavallo,horse,clydesdale,1,220.0
iter1,ANIMALS,cavallo,horse,mustang,2,11985.0
iter1,ANIMALS,cavallo,horse,pinto,3,24032.0
iter1,ANIMALS,cavallo,horse,appaloosa,4,2678.0
iter1,ANIMALS,cavallo,horse,arabian,5,2243.0
iter1,ANIMALS,cavallo,horse,andalus,6,743.0
iter1,ANIMALS,cavallo,horse,friesian,7,330.0
iter1,ANIMALS,cavallo,horse,shire,8,2450.0
iter1,ANIMALS,cavallo,horse,dapple gray,9,0.0
iter1,ANIMALS,cavallo,horse,tennessee walking horse,10,15.0
iter1,ANIMALS,cavallo,horse,draft horse,11,12.0
iter1,ANIMALS,cavallo,horse,hanoverian,12,15.0
iter1,ANIMALS,cavallo,horse,belgian draft horse,13,0.0
iter1,ANIMALS,cavallo,horse,percheron,14,226.0
iter1,ANIMALS,cavallo,horse,lipizzaner,15,15.0
iter1,ANIMALS,cavallo,horse,saddlebred,16,24.0
iter1,ANIMALS,cavallo,horse,paso fino,17,25.0
iter1,ANIMALS,cavallo,horse,morgan,18,24167.0
iter1,ANIMALS,cavallo,horse,shaggy,19,2494.0
iter1,ANIMALS,cavallo,horse,shetland pony,20,17.0
iter1,ANIMALS,cavallo,horse,exmoor,21,289.0
iter1,ANIMALS,cavallo,horse,fjord,22,1064.0
iter1,ANIMALS,cavallo,horse,welsh pony,23,17.0
iter1,ANIMALS,cavallo,horse,connemara,24,1529.0
iter1,ANIMALS,cavallo,horse,,25,0.0
iter1,HOBBIES,cd,CD,compact disc,1,9280.0
iter1,HOBBIES,cd,CD,cd-rom,2,48274.0
iter1,HOBBIES,cd,CD,cd-r,3,6332.0
iter1,HOBBIES,cd,CD,cd-ram,4,4.0
iter1,FURNISHINGS/FITTINGS,centrotavola,centerpiece,pianta,1,37258.0
iter1,FURNISHINGS/FITTINGS,centrotavola,centerpiece,centrotavola,2,24428.0
iter1,FOODS,cereale,cereal,grano,1,37564.0
iter1,FOODS,cereale,cereal,mais,2,30916.0
iter1,FOODS,cereale,cereal,mais cotto,3,238.0
iter1,FOODS,cereale,cereal,mais grigio,4,0.0
iter1,FOODS,cereale,cereal,mais rosa,5,3.0
iter1,FOODS,cereale,cereal,mais grigio cotto,6,0.0
iter1,FOODS,cereale,cereal,mais rosa cotto,7,0.0
iter1,BODY PARTS,cervello,brain,encefalo,1,21870.0
iter1,BODY PARTS,cervello,brain,corteccia cerebrale,2,2024.0
iter1,BODY PARTS,cervello,brain,talamo,3,20040.0
iter1,BODY PARTS,cervello,brain,corteccia motoria,4,766.0
iter1,BODY PARTS,cervello,brain,corteccia sensoriale,5,98.0
iter1,BODY PARTS,cervello,brain,corteccia prefrontale,6,2231.0
iter1,BODY PARTS,cervello,brain,corteccia limbica,7,118.0
iter1,BODY PARTS,cervello,brain,corteccia parietale,8,365.0
iter1,BODY PARTS,cervello,brain,corteccia temporale,9,31.0
iter1,BODY PARTS,cervello,brain,corteccia occipitale,10,143.0
iter1,BODY PARTS,cervello,brain,corteccia frontale,11,185.0
iter1,BODY PARTS,cervello,brain,corteccia parietale inferiore,12,60.0
iter1,BODY PARTS,cervello,brain,corteccia frontale inferiore,13,43.0
