category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
vehicles,veicoli,aereo,AEREO_jet,jet,4,1,5,2.75,0.2,0.8,5,0.39592,33516.0
vehicles,veicoli,aereo,AEREO_cessna,cessna,1,2,2,2.0,0.0,0.2,5,0.02005,3183.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,4,3,9,5.5,0.0,0.8,5,0.25925,70.0
vehicles,veicoli,aereo,AEREO_aereo militare,militare,3,3,7,4.6667,0.0,0.6,5,0.17629,182.0
vehicles,veicoli,aereo,AEREO_aereo a elica,a elica,3,1,5,3.0,0.2,0.6,5,0.28338,394.0
vehicles,veicoli,aereo,AEREO_aereo ad ala fissa,ad ala fissa,1,6,6,6.0,0.0,0.2,5,0.02005,36.0
vehicles,veicoli,aereo,AEREO_aeroplano,aeroplano,2,1,5,3.0,0.2,0.4,5,0.22005,27876.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,2,4,12,8.0,0.0,0.4,5,0.12686,62.0
vehicles,veicoli,aereo,AEREO_aereo da guerra,da guerra,4,2,8,5.0,0.0,0.8,5,0.27736,80.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,2,7,11,9.0,0.0,0.4,5,0.07037,2070.0
vehicles,veicoli,aereo,AEREO_aereo da soccorso,da soccorso,1,8,8,8.0,0.0,0.2,5,0.02005,4.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,2,7,9,8.0,0.0,0.4,5,0.05569,44.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto truppe,da trasporto truppe,2,10,14,12.0,0.0,0.4,5,0.06074,15.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,11,11,11.0,0.0,0.2,5,0.02005,74.0
vehicles,veicoli,aereo,AEREO_dirigibile,dirigibile,1,12,12,12.0,0.0,0.2,5,0.02005,12297.0
vehicles,veicoli,aereo,AEREO_aerosilos,aerosilos,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aereo spia,spia,1,14,14,14.0,0.0,0.2,5,0.02005,51.0
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,1,15,15,15.0,0.0,0.2,5,0.02005,102.0
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,3,2,6,4.0,0.0,0.6,5,0.19662,30198.0
vehicles,veicoli,aereo,AEREO_aereo a reazione,a reazione,1,3,3,3.0,0.0,0.2,5,0.02005,44.0
vehicles,veicoli,aereo,AEREO_aereo senza pilota,senza pilota,2,4,9,6.5,0.0,0.4,5,0.10447,182.0
vehicles,veicoli,aereo,AEREO_aereo di linea,di linea,2,1,6,3.5,0.2,0.4,5,0.22005,25.0
vehicles,veicoli,aereo,AEREO_aereo da battaglia,da battaglia,1,10,10,10.0,0.0,0.2,5,0.02005,17.0
vehicles,veicoli,aereo,AEREO_aereo da attacco al suolo,da attacco al suolo,1,13,13,13.0,0.0,0.2,5,0.02005,30.0
vehicles,veicoli,aereo,AEREO_jet privato,jet privato,1,2,2,2.0,0.0,0.2,5,0.02005,201.0
vehicles,veicoli,aereo,AEREO_aereo sperimentale,sperimentale,1,8,8,8.0,0.0,0.2,5,0.02005,580.0
vehicles,veicoli,aereo,AEREO_drone,drone,1,10,10,10.0,0.0,0.2,5,0.02005,43184.0
vehicles,veicoli,aereo,AEREO_velivolo,velivolo,1,1,1,1.0,0.2,0.2,5,0.2,15743.0
vehicles,veicoli,aereo,AEREO_airbus,airbus,1,6,6,6.0,0.0,0.2,5,0.02005,19828.0
vehicles,veicoli,aereo,AEREO_boeing,boeing,1,7,7,7.0,0.0,0.2,5,0.02005,38034.0
stationery,cancelleria,agenda,AGENDA_agenda cartacea,cartacea,4,1,1,1.0,0.8,0.8,5,0.8,28.0
stationery,cancelleria,agenda,AGENDA_agenda elettronica,elettronica,4,2,3,2.25,0.0,0.8,5,0.21003,38.0
stationery,cancelleria,agenda,AGENDA_google agenda,google agenda,1,3,3,3.0,0.0,0.2,5,0.02005,5.0
stationery,cancelleria,agenda,AGENDA_ical,ical,2,4,6,5.0,0.0,0.4,5,0.07037,878.0
stationery,cancelleria,agenda,AGENDA_calendario a parete,calendario a parete,1,5,5,5.0,0.0,0.2,5,0.02005,21.0
stationery,cancelleria,agenda,AGENDA_planner,planner,2,6,10,8.0,0.0,0.4,5,0.07578,32956.0
stationery,cancelleria,agenda,AGENDA_agenda condivisa,condivisa,1,7,7,7.0,0.0,0.2,5,0.02005,37.0
stationery,cancelleria,agenda,AGENDA_google calendar,google calendar,1,3,3,3.0,0.0,0.2,5,0.02005,262.0
stationery,cancelleria,agenda,AGENDA_outlook calendar,outlook calendar,1,4,4,4.0,0.0,0.2,5,0.02005,18.0
stationery,cancelleria,agenda,AGENDA_yahoo calendar,yahoo calendar,1,5,5,5.0,0.0,0.2,5,0.02005,14.0
stationery,cancelleria,agenda,AGENDA_android calendar,android calendar,1,7,7,7.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_iphone calendar,iphone calendar,1,8,8,8.0,0.0,0.2,5,0.02005,2.0
stationery,cancelleria,agenda,AGENDA_week calendar,week calendar,1,9,9,9.0,0.0,0.2,5,0.02005,18.0
stationery,cancelleria,agenda,AGENDA_any.do calendar,any.do calendar,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_cozi calendar,cozi calendar,1,11,11,11.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_familywall calendar,familywall calendar,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_mystudylife calendar,mystudylife calendar,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_tascabile,tascabile,1,1,1,1.0,0.2,0.2,5,0.2,16528.0
stationery,cancelleria,agenda,AGENDA_da tavolo,da tavolo,1,2,2,2.0,0.0,0.2,5,0.02005,46.0
stationery,cancelleria,agenda,AGENDA_electrondina,electrondina,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_professionale,professionale,1,4,4,4.0,0.0,0.2,5,0.02005,18210.0
stationery,cancelleria,agenda,AGENDA_cartacea,cartacea,1,5,5,5.0,0.0,0.2,5,0.02005,25127.0
stationery,cancelleria,agenda,AGENDA_digitale,digitale,1,6,6,6.0,0.0,0.2,5,0.02005,18961.0
stationery,cancelleria,agenda,AGENDA_settimanale,settimanale,1,7,7,7.0,0.0,0.2,5,0.02005,33902.0
stationery,cancelleria,agenda,AGENDA_mensile,mensile,1,8,8,8.0,0.0,0.2,5,0.02005,17128.0
stationery,cancelleria,agenda,AGENDA_annuale,annuale,1,9,9,9.0,0.0,0.2,5,0.02005,22089.0
stationery,cancelleria,agenda,AGENDA_agenda online,online,2,3,5,4.0,0.0,0.4,5,0.08338,386.0
stationery,cancelleria,agenda,AGENDA_agenda stampabile,stampabile,1,4,4,4.0,0.0,0.2,5,0.02005,2.0
stationery,cancelleria,agenda,AGENDA_agenda a parete,a parete,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda settimanale,settimanale,1,6,6,6.0,0.0,0.2,5,0.02005,52.0
stationery,cancelleria,agenda,AGENDA_agenda mensile,mensile,1,7,7,7.0,0.0,0.2,5,0.02005,130.0
stationery,cancelleria,agenda,AGENDA_agenda annuale,annuale,1,8,8,8.0,0.0,0.2,5,0.02005,206.0
stationery,cancelleria,agenda,AGENDA_agenda virtuale,virtuale,1,2,2,2.0,0.0,0.2,5,0.02005,132.0
stationery,cancelleria,agenda,AGENDA_agenda digitale,digitale,1,4,4,4.0,0.0,0.2,5,0.02005,1132.0
stationery,cancelleria,agenda,AGENDA_agenda cartacea personale,cartacea personale,1,6,6,6.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda aziendale,aziendale,1,7,7,7.0,0.0,0.2,5,0.02005,24.0
stationery,cancelleria,agenda,AGENDA_agenda virtuale condivisa,virtuale condivisa,1,8,8,8.0,0.0,0.2,5,0.02005,3.0
stationery,cancelleria,agenda,AGENDA_agenda elettronica sincronizzata,elettronica sincronizzata,1,9,9,9.0,0.0,0.2,5,0.02005,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete,a parete,3,1,2,1.3333,0.4,0.6,5,0.42005,25.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porte-appendi,porte-appendi,1,2,2,2.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta-abiti,porta-abiti,1,3,3,3.0,0.0,0.2,5,0.02005,113.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_supporti appendiabiti,supporti appendiabiti,1,4,4,4.0,0.0,0.2,5,0.02005,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_portatovaglioli,portatovaglioli,1,5,5,5.0,0.0,0.2,5,0.02005,890.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta-cappelli,porta-cappelli,1,6,6,6.0,0.0,0.2,5,0.02005,2.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta-guanciali,porta-guanciali,1,7,7,7.0,0.0,0.2,5,0.02005,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta-abiti multifunzione,porta-abiti multifunzione,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta abiti,porta abiti,1,2,2,2.0,0.0,0.2,5,0.02005,447.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti pieghevole,pieghevole,1,3,3,3.0,0.0,0.2,5,0.02005,20.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stenditoio per vestiti,stenditoio per vestiti,1,4,4,4.0,0.0,0.2,5,0.02005,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti portatilio,portatilio,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gruccia da parete,gruccia da parete,1,6,6,6.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_attaccapanni per parete,attaccapanni per parete,1,1,1,1.0,0.2,0.2,5,0.2,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta abiti da pavimento,porta abiti da pavimento,1,2,2,2.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendino da camino,appendino da camino,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta abiti da doccia,porta abiti da doccia,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti per bagno,per bagno,1,5,5,5.0,0.0,0.2,5,0.02005,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_attaccapanni da giardino,attaccapanni da giardino,1,6,6,6.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_supporto per tende,supporto per tende,1,7,7,7.0,0.0,0.2,5,0.02005,18.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_supporto per asciugamani,supporto per asciugamani,1,8,8,8.0,0.0,0.2,5,0.02005,3.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_portaombrelli,portaombrelli,2,2,9,5.5,0.0,0.4,5,0.17008,2318.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_porta guanti,porta guanti,1,10,10,10.0,0.0,0.2,5,0.02005,77.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti portatile,portatile,1,1,1,1.0,0.2,0.2,5,0.2,1.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a piantana,a piantana,1,3,3,3.0,0.0,0.2,5,0.02005,21.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a collo d'oca,a collo d'oca,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti con ruote,con ruote,1,5,5,5.0,0.0,0.2,5,0.02005,12.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da viaggio,da viaggio,1,6,6,6.0,0.0,0.2,5,0.02005,2.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da giardino,da giardino,1,7,7,7.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a sacco,a sacco,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti con specchio,con specchio,1,9,9,9.0,0.0,0.2,5,0.02005,18.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti per bambini,per bambini,1,10,10,10.0,0.0,0.2,5,0.02005,17.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti multifunzione,multifunzione,1,11,11,11.0,0.0,0.2,5,0.02005,4.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_portaabiti,portaabiti,1,1,1,1.0,0.2,0.2,5,0.2,37.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_sostegno porta-abiti,sostegno porta-abiti,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gruccia,gruccia,1,4,4,4.0,0.0,0.2,5,0.02005,6253.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_attaccapanni,attaccapanni,1,5,5,5.0,0.0,0.2,5,0.02005,4205.0
furniture,mobili,armadio,ARMADIO_armadio a muro,a muro,4,1,4,2.25,0.4,0.8,5,0.46321,48.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba,guardaroba,3,2,5,3.0,0.0,0.6,5,0.24513,167.0
furniture,mobili,armadio,ARMADIO_armadio a cassetti,a cassetti,3,3,8,5.0,0.0,0.6,5,0.19835,24.0
furniture,mobili,armadio,ARMADIO_armadio sospeso,sospeso,1,4,4,4.0,0.0,0.2,5,0.02005,26.0
furniture,mobili,armadio,ARMADIO_armadio a colonne,a colonne,1,5,5,5.0,0.0,0.2,5,0.02005,2.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba con anta,guardaroba con anta,1,6,6,6.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba senza anta,guardaroba senza anta,1,7,7,7.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio a due ante,a due ante,1,1,1,1.0,0.2,0.2,5,0.2,27.0
furniture,mobili,armadio,ARMADIO_armadio a tre ante,a tre ante,1,2,2,2.0,0.0,0.2,5,0.02005,22.0
furniture,mobili,armadio,ARMADIO_guardaroba,guardaroba,2,1,3,2.0,0.2,0.4,5,0.22005,29842.0
furniture,mobili,armadio,ARMADIO_armadio open-space,open-space,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio a scomparsa,a scomparsa,1,6,6,6.0,0.0,0.2,5,0.02005,21.0
furniture,mobili,armadio,ARMADIO_armadio da cucina,da cucina,1,7,7,7.0,0.0,0.2,5,0.02005,28.0
furniture,mobili,armadio,ARMADIO_armadio da bagno,da bagno,1,8,8,8.0,0.0,0.2,5,0.02005,12.0
furniture,mobili,armadio,ARMADIO_armadio walk-in,walk-in,1,9,9,9.0,0.0,0.2,5,0.02005,37.0
furniture,mobili,armadio,ARMADIO_guardaroba a ponte,guardaroba a ponte,1,3,3,3.0,0.0,0.2,5,0.02005,5.0
furniture,mobili,armadio,ARMADIO_armadio a ponte,a ponte,1,4,4,4.0,0.0,0.2,5,0.02005,24.0
furniture,mobili,armadio,ARMADIO_armadio a colonna,a colonna,1,5,5,5.0,0.0,0.2,5,0.02005,20.0
furniture,mobili,armadio,ARMADIO_armadio a specchio,a specchio,1,6,6,6.0,0.0,0.2,5,0.02005,25.0
furniture,mobili,armadio,ARMADIO_armadio con ante scorrevoli,con ante scorrevoli,2,7,7,7.0,0.0,0.4,5,0.0401,32.0
furniture,mobili,armadio,ARMADIO_armadio per scrivania,per scrivania,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio a incasso,a incasso,1,10,10,10.0,0.0,0.2,5,0.02005,13.0
furniture,mobili,armadio,ARMADIO_guardaroba a giorno,guardaroba a giorno,1,11,11,11.0,0.0,0.2,5,0.02005,14.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba in stile rustico,guardaroba in stile rustico,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba in stile moderno,guardaroba in stile moderno,1,13,13,13.0,0.0,0.2,5,0.02005,1.0
furniture,mobili,armadio,ARMADIO_chiffonier,chiffonier,1,2,2,2.0,0.0,0.2,5,0.02005,28.0
furniture,mobili,armadio,ARMADIO_armadio con specchio,con specchio,1,6,6,6.0,0.0,0.2,5,0.02005,26.0
furniture,mobili,armadio,"ARMADIO_armadio a due ante,","a due ante,",1,1,1,1.0,0.2,0.2,5,0.2,0.0
furniture,mobili,armadio,"ARMADIO_armadio a due ante senza maniglie,","a due ante senza maniglie,",1,2,2,2.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a tre ante,","a tre ante,",1,3,3,3.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a quattro ante,","a quattro ante,",1,4,4,4.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a ante scorrevoli,","a ante scorrevoli,",1,5,5,5.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a metà altezza e a tutta altezza,","a metà altezza e a tutta altezza,",1,6,6,6.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio guardaroba,","guardaroba,",1,7,7,7.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio con cassetti,","con cassetti,",1,8,8,8.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio con specchio,","con specchio,",1,9,9,9.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio personalizzato,","personalizzato,",1,10,10,10.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a tempo,","a tempo,",1,11,11,11.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio a ribalta,","a ribalta,",1,12,12,12.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio scala,","scala,",1,13,13,13.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,"ARMADIO_armadio con illuminazione,","con illuminazione,",1,14,14,14.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio a parete,a parete,1,15,15,15.0,0.0,0.2,5,0.02005,24.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio di scuola,di scuola,1,1,1,1.0,0.2,0.2,5,0.2,20.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio da lavoro,da lavoro,2,2,2,2.0,0.0,0.4,5,0.0401,4.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio da trucco,da trucco,1,3,3,3.0,0.0,0.2,5,0.02005,8.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio da makeup,da makeup,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio da gioielliere,da gioielliere,2,5,5,5.0,0.0,0.4,5,0.0401,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per occhiali,per occhiali,3,6,9,7.0,0.0,0.6,5,0.11506,23.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per medicinali,per medicinali,2,7,11,9.0,0.0,0.4,5,0.07037,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per chiavi,per chiavi,2,7,8,7.5,0.0,0.4,5,0.0479,1.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per cellulare,per cellulare,1,9,9,9.0,0.0,0.2,5,0.02005,2.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per matite,per matite,4,1,10,3.5,0.4,0.8,5,0.57495,29.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per penne,per penne,2,2,3,2.5,0.0,0.4,5,0.08338,22.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per penne a sfera,per penne a sfera,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per acquerelli,per acquerelli,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per pennarello,per pennarello,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per pittura a olio,per pittura a olio,1,6,6,6.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per trucchi,per trucchi,1,7,7,7.0,0.0,0.2,5,0.02005,3.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per gioielli,per gioielli,2,8,10,9.0,0.0,0.4,5,0.05348,21.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per dentifricio e spazzolino,per dentifricio e spazzolino,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio termico,termico,1,11,11,11.0,0.0,0.2,5,0.02005,10.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per occhiali da sole,per occhiali da sole,2,6,12,9.0,0.0,0.4,5,0.09036,4.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio da disegno,da disegno,1,1,1,1.0,0.2,0.2,5,0.2,2.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per pennarelli,per pennarelli,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per forniture da ufficio,per forniture da ufficio,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per smartphone,per smartphone,1,8,8,8.0,0.0,0.2,5,0.02005,3.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per monete,per monete,1,9,9,9.0,0.0,0.2,5,0.02005,1.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per make-up,per make-up,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per attrezzi,per attrezzi,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per carte da gioco,per carte da gioco,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per sigarette elettroniche,per sigarette elettroniche,1,15,15,15.0,0.0,0.2,5,0.02005,1.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per capsule di caffe,per capsule di caffe,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,astuccio,ASTUCCIO_penna,penna,1,1,1,1.0,0.2,0.2,5,0.2,28584.0
