category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
vehicles,veicoli,aereo,AEREO_aereo da trasporto merci,da trasporto merci,1,9,9,9.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto di emergenza,da trasporto di emergenza,1,10,10,10.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto sanitario,da trasporto sanitario,1,11,11,11.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto militare,da trasporto militare,1,12,12,12.0,0.0,1.0,1,0.10026,23.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto vip,da trasporto vip,1,13,13,13.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto di posta,da trasporto di posta,1,14,14,14.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto di merci speciali,da trasporto di merci speciali,1,15,15,15.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da tras,da tras,1,16,16,16.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda cartacea,cartacea,1,1,1,1.0,1.0,1.0,1,1.0,25127.0
stationery,cancelleria,agenda,AGENDA_agenda digitale,digitale,1,2,2,2.0,0.0,1.0,1,0.10026,18961.0
stationery,cancelleria,agenda,AGENDA_calendario,calendario,1,3,3,3.0,0.0,1.0,1,0.10026,30666.0
stationery,cancelleria,agenda,AGENDA_orologio,orologio,1,4,4,4.0,0.0,1.0,1,0.10026,36846.0
stationery,cancelleria,agenda,AGENDA_planner,planner,1,5,5,5.0,0.0,1.0,1,0.10026,32956.0
stationery,cancelleria,agenda,AGENDA_appunti,appunti,1,6,6,6.0,0.0,1.0,1,0.10026,24005.0
stationery,cancelleria,agenda,AGENDA_rubrica,rubrica,1,7,7,7.0,0.0,1.0,1,0.10026,35574.0
stationery,cancelleria,agenda,AGENDA_app di gestione del tempo,app di gestione del tempo,1,8,8,8.0,0.0,1.0,1,0.10026,7.0
stationery,cancelleria,agenda,AGENDA_appuntatore,appuntatore,1,9,9,9.0,0.0,1.0,1,0.10026,12.0
stationery,cancelleria,agenda,AGENDA_agenda elettronica,elettronica,1,10,10,10.0,0.0,1.0,1,0.10026,26217.0
stationery,cancelleria,agenda,AGENDA_agenda per computer,per computer,1,11,11,11.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per smartphone,per smartphone,1,12,12,12.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per tablet,per tablet,1,13,13,13.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per pc,per pc,1,14,14,14.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per macchina,per macchina,1,15,15,15.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per cellulare,per cellulare,1,16,16,16.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per telefono,per telefono,1,17,17,17.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per orologio,per orologio,1,18,18,18.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per orologio da polso,per orologio da polso,1,19,19,19.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per orologio da tasca,per orologio da tasca,1,20,20,20.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per orologio da parete,per orologio da parete,1,21,21,21.0,0.0,1.0,1,0.10026,
stationery,cancelleria,agenda,AGENDA_agenda per orologio da muro,per orologio da muro,1,22,22,22.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a stendibiancheria,a stendibiancheria,1,1,1,1.0,1.0,1.0,1,1.0,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete,a parete,1,2,2,2.0,0.0,1.0,1,0.10026,341.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a muro,a muro,1,3,3,3.0,0.0,1.0,1,0.10026,584.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a soffitto,a soffitto,1,4,4,4.0,0.0,1.0,1,0.10026,93.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a molla,a parete a molla,1,5,5,5.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a vite,a parete a vite,1,6,6,6.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a clip,a parete a clip,1,7,7,7.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a gancio,a parete a gancio,1,8,8,8.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a catena,a parete a catena,1,9,9,9.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a cerniera,a parete a cerniera,1,10,10,10.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a sospensione,a parete a sospensione,1,11,11,11.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete a s,a parete a s,1,12,12,12.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a muro,a muro,1,1,1,1.0,1.0,1.0,1,1.0,584.0
furniture,mobili,armadio,ARMADIO_armadio a tre ante,a tre ante,1,2,2,2.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a due ante,a due ante,1,3,3,3.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a quattro ante,a quattro ante,1,4,4,4.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a cassettone,a cassettone,1,5,5,5.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a specchio,a specchio,1,6,6,6.0,0.0,1.0,1,0.10026,136.0
furniture,mobili,armadio,ARMADIO_armadio a scomparsa,a scomparsa,1,7,7,7.0,0.0,1.0,1,0.10026,164.0
furniture,mobili,armadio,ARMADIO_armadio a soppalco,a soppalco,1,8,8,8.0,0.0,1.0,1,0.10026,63.0
furniture,mobili,armadio,ARMADIO_armadio a soppalco a muro,a soppalco a muro,1,9,9,9.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a soppalco a parete,a soppalco a parete,1,10,10,10.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a soppalco a parete a muro,a soppalco a parete a muro,1,11,11,11.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a soppalco a parete a muro con cassettone,a soppalco a parete a muro con cassettone,1,12,12,12.0,0.0,1.0,1,0.10026,
furniture,mobili,armadio,ARMADIO_armadio a soppalco a parete con cassettone,a soppalco a parete con cassettone,1,13,13,13.0,0.0,1.0,1,0.10026,
stationery,cancelleria,astuccio,ASTUCCIO_borsa,borsa,1,1,1,1.0,1.0,1.0,1,1.0,35752.0
stationery,cancelleria,astuccio,ASTUCCIO_cartellino,cartellino,1,2,2,2.0,0.0,1.0,1,0.10026,17119.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta,cassetta,1,3,3,3.0,0.0,1.0,1,0.10026,31474.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di metallo,cassetta di metallo,1,4,4,4.0,0.0,1.0,1,0.10026,21.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di plastica,cassetta di plastica,1,5,5,5.0,0.0,1.0,1,0.10026,28.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di legno,cassetta di legno,1,6,6,6.0,0.0,1.0,1,0.10026,36.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cartone,cassetta di cartone,1,7,7,7.0,0.0,1.0,1,0.10026,20.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di pelle,cassetta di pelle,1,8,8,8.0,0.0,1.0,1,0.10026,1.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cuoio,cassetta di cuoio,1,9,9,9.0,0.0,1.0,1,0.10026,2.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cuoio di pecora,cassetta di cuoio di pecora,1,10,10,10.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cuoio di pecora morbido,cassetta di cuoio di pecora morbido,1,11,11,11.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cuoio di pecora morbido con chiusura a zip,cassetta di cuoio di pecora morbido con chiusura a zip,1,12,12,12.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di cuoio di pecora morbido con chiusura a cerniera,cassetta di cuoio di pecora morbido con chiusura a cerniera,1,13,13,13.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta di,cassetta di,1,14,14,14.0,0.0,1.0,1,0.10026,141.0
hobbies,passatempi,attrezzo,ATTREZZO_martello,martello,1,1,1,1.0,1.0,1.0,1,1.0,35294.0
hobbies,passatempi,attrezzo,ATTREZZO_sega,sega,1,2,2,2.0,0.0,1.0,1,0.10026,40972.0
hobbies,passatempi,attrezzo,ATTREZZO_trapano,trapano,1,3,3,3.0,0.0,1.0,1,0.10026,17985.0
hobbies,passatempi,attrezzo,ATTREZZO_scalpello,scalpello,1,4,4,4.0,0.0,1.0,1,0.10026,26602.0
hobbies,passatempi,attrezzo,ATTREZZO_cesoie,cesoie,1,5,5,5.0,0.0,1.0,1,0.10026,7030.0
hobbies,passatempi,attrezzo,ATTREZZO_forbici,forbici,1,6,6,6.0,0.0,1.0,1,0.10026,22189.0
hobbies,passatempi,attrezzo,ATTREZZO_pialla,pialla,1,7,7,7.0,0.0,1.0,1,0.10026,4007.0
hobbies,passatempi,attrezzo,ATTREZZO_sega circolare,sega circolare,1,8,8,8.0,0.0,1.0,1,0.10026,127.0
hobbies,passatempi,attrezzo,ATTREZZO_trapano a batteria,trapano a batteria,1,9,9,9.0,0.0,1.0,1,0.10026,37.0
hobbies,passatempi,attrezzo,ATTREZZO_scalpello da stucco,scalpello da stucco,1,10,10,10.0,0.0,1.0,1,0.10026,0.0
hobbies,passatempi,attrezzo,ATTREZZO_cesoie da giardinaggio,cesoie da giardinaggio,1,11,11,11.0,0.0,1.0,1,0.10026,26.0
hobbies,passatempi,attrezzo,ATTREZZO_forbici da cucito,forbici da cucito,1,12,12,12.0,0.0,1.0,1,0.10026,22.0
hobbies,passatempi,attrezzo,ATTREZZO_pialla da legno,pialla da legno,1,13,13,13.0,0.0,1.0,1,0.10026,3.0
hobbies,passatempi,attrezzo,ATTREZZO_sega da legno,sega da legno,1,14,14,14.0,0.0,1.0,1,0.10026,23.0
hobbies,passatempi,attrezzo,ATTREZZO_trapano da muro,trapano da muro,1,15,15,15.0,0.0,1.0,1,0.10026,9.0
hobbies,passatempi,attrezzo,ATTREZZO_scalpello da metallo,scalpello da metallo,1,16,16,16.0,0.0,1.0,1,0.10026,1.0
hobbies,passatempi,attrezzo,ATTREZZO_cesoie per capelli,cesoie per capelli,1,17,17,17.0,0.0,1.0,1,0.10026,4.0
hobbies,passatempi,attrezzo,ATTREZZO_forbici da barbiere,forbici da barbiere,1,18,18,18.0,0.0,1.0,1,0.10026,28.0
hobbies,passatempi,attrezzo,ATTREZZO_pialla per pietra,pialla per pietra,1,19,19,19.0,0.0,1.0,1,0.10026,0.0
hobbies,passatempi,attrezzo,ATTREZZO_sega da pietra,sega da pietra,1,20,20,20.0,0.0,1.0,1,0.10026,3.0
vehicles,veicoli,autobus,AUTOBUS_filobus,filobus,1,1,1,1.0,1.0,1.0,1,1.0,10710.0
vehicles,veicoli,autobus,AUTOBUS_autobus a due piani,a due piani,1,2,2,2.0,0.0,1.0,1,0.10026,198.0
vehicles,veicoli,autobus,AUTOBUS_autobus a tre piani,a tre piani,1,3,3,3.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a lunga percorrenza,a lunga percorrenza,1,4,4,4.0,0.0,1.0,1,0.10026,74.0
vehicles,veicoli,autobus,AUTOBUS_autobus a corta percorrenza,a corta percorrenza,1,5,5,5.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a guida autonoma,a guida autonoma,1,6,6,6.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus elettrico,elettrico,1,7,7,7.0,0.0,1.0,1,0.10026,33490.0
vehicles,veicoli,autobus,AUTOBUS_autobus a gas,a gas,1,8,8,8.0,0.0,1.0,1,0.10026,959.0
vehicles,veicoli,autobus,AUTOBUS_autobus a idrogeno,a idrogeno,1,9,9,9.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a metano,a metano,1,10,10,10.0,0.0,1.0,1,0.10026,222.0
vehicles,veicoli,autobus,AUTOBUS_autobus a benzina,a benzina,1,11,11,11.0,0.0,1.0,1,0.10026,332.0
vehicles,veicoli,autobus,AUTOBUS_autobus a diesel,a diesel,1,12,12,12.0,0.0,1.0,1,0.10026,80.0
vehicles,veicoli,autobus,AUTOBUS_autobus a idrocarburi,a idrocarburi,1,13,13,13.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a metano compresso,a metano compresso,1,14,14,14.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a metano liquefatto,a metano liquefatto,1,15,15,15.0,0.0,1.0,1,0.10026,
vehicles,veicoli,autobus,AUTOBUS_autobus a metano liquefatto compress,a metano liquefatto compress,1,16,16,16.0,0.0,1.0,1,0.10026,
vehicles,veicoli,automobile,AUTOMOBILE_auto,auto,1,1,1,1.0,1.0,1.0,1,1.0,37910.0
vehicles,veicoli,automobile,AUTOMOBILE_camion,camion,1,2,2,2.0,0.0,1.0,1,0.10026,31796.0
vehicles,veicoli,automobile,AUTOMOBILE_furgone,furgone,1,3,3,3.0,0.0,1.0,1,0.10026,33420.0
vehicles,veicoli,automobile,AUTOMOBILE_camper,camper,1,4,4,4.0,0.0,1.0,1,0.10026,30022.0
vehicles,veicoli,automobile,AUTOMOBILE_motocicletta,motocicletta,1,5,5,5.0,0.0,1.0,1,0.10026,37296.0
vehicles,veicoli,automobile,AUTOMOBILE_scooter,scooter,1,6,6,6.0,0.0,1.0,1,0.10026,50306.0
vehicles,veicoli,automobile,AUTOMOBILE_bicicletta,bicicletta,1,7,7,7.0,0.0,1.0,1,0.10026,37606.0
vehicles,veicoli,automobile,AUTOMOBILE_autobus,autobus,1,8,8,8.0,0.0,1.0,1,0.10026,663876.0
vehicles,veicoli,automobile,AUTOMOBILE_pullman,pullman,1,9,9,9.0,0.0,1.0,1,0.10026,35948.0
vehicles,veicoli,automobile,AUTOMOBILE_trattore,trattore,1,10,10,10.0,0.0,1.0,1,0.10026,24336.0
vehicles,veicoli,automobile,AUTOMOBILE_motovelocipede,motovelocipede,1,11,11,11.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,automobile,AUTOMOBILE_quad,quad,1,12,12,12.0,0.0,1.0,1,0.10026,43016.0
vehicles,veicoli,automobile,AUTOMOBILE_ciclomotore,ciclomotore,1,13,13,13.0,0.0,1.0,1,0.10026,37010.0
vehicles,veicoli,automobile,AUTOMOBILE_auto elettrica,auto elettrica,1,14,14,14.0,0.0,1.0,1,0.10026,267.0
vehicles,veicoli,automobile,AUTOMOBILE_auto ibrida,auto ibrida,1,15,15,15.0,0.0,1.0,1,0.10026,1561.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a gas,auto a gas,1,16,16,16.0,0.0,1.0,1,0.10026,37.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a benzina,auto a benzina,1,17,17,17.0,0.0,1.0,1,0.10026,24.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a diesel,auto a diesel,1,18,18,18.0,0.0,1.0,1,0.10026,26.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a vapore,auto a vapore,1,19,19,19.0,0.0,1.0,1,0.10026,21.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a idrogeno,auto a idrogeno,1,20,20,20.0,0.0,1.0,1,0.10026,29.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a metano,auto a metano,1,21,21,21.0,0.0,1.0,1,0.10026,21.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a gpl,auto a gpl,1,22,22,22.0,0.0,1.0,1,0.10026,64.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a benzina con iniezione diretta,auto a benzina con iniezione diretta,1,23,23,23.0,0.0,1.0,1,0.10026,2.0
vehicles,veicoli,automobile,AUTOMOBILE_auto a benzina con iniezione indiretta,auto a benzina con iniezione indiretta,1,24,24,24.0,0.0,1.0,1,0.10026,0.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca,vasca,1,1,1,1.0,1.0,1.0,1,1.0,40030.0
housing buildings,edifici residenziali,bagno,BAGNO_doccia,doccia,1,2,2,2.0,0.0,1.0,1,0.10026,31052.0
housing buildings,edifici residenziali,bagno,BAGNO_bidet,bidet,1,3,3,3.0,0.0,1.0,1,0.10026,34738.0
housing buildings,edifici residenziali,bagno,BAGNO_lavabo,lavabo,1,4,4,4.0,0.0,1.0,1,0.10026,14324.0
housing buildings,edifici residenziali,bagno,BAGNO_wc,wc,1,5,5,5.0,0.0,1.0,1,0.10026,18729.0
housing buildings,edifici residenziali,bagno,BAGNO_cabina doccia,cabina doccia,1,6,6,6.0,0.0,1.0,1,0.10026,364.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca idromassaggio,vasca idromassaggio,1,7,7,7.0,0.0,1.0,1,0.10026,6960.0
housing buildings,edifici residenziali,bagno,BAGNO_box doccia,box doccia,1,8,8,8.0,0.0,1.0,1,0.10026,1286.0
housing buildings,edifici residenziali,bagno,BAGNO_bidet elettrico,bidet elettrico,1,9,9,9.0,0.0,1.0,1,0.10026,11.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca con idromassaggio,vasca con idromassaggio,1,10,10,10.0,0.0,1.0,1,0.10026,21.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca con doccia,vasca con doccia,1,11,11,11.0,0.0,1.0,1,0.10026,21.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca con idromassaggio e doccia,vasca con idromassaggio e doccia,1,12,12,12.0,0.0,1.0,1,0.10026,7.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca con idromassaggio e bidet,vasca con idromassaggio e bidet,1,13,13,13.0,0.0,1.0,1,0.10026,0.0
housing buildings,edifici residenziali,bagno,BAGNO_vasca con doccia e bidet,vasca con doccia e bidet,1,14,14,14.0,0.0,1.0,1,0.10026,0.0
housing buildings,edifici residenziali,bagno,"BAGNO_vasca con idromassaggio, doccia e bidet","vasca con idromassaggio, doccia e bidet",1,15,15,15.0,0.0,1.0,1,0.10026,0.0
housing buildings,edifici residenziali,bagno,BAGNO_cabina doccia con idromassaggio,cabina doccia con idromassaggio,1,16,16,16.0,0.0,1.0,1,0.10026,21.0
housing buildings,edifici residenziali,bagno,BAGNO_cabina doccia con doccia,cabina doccia con doccia,1,17,17,17.0,0.0,1.0,1,0.10026,1.0
housing buildings,edifici residenziali,bagno,BAGNO_cabina doccia con,cabina doccia con,1,18,18,18.0,0.0,1.0,1,0.10026,20.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro,di ferro,1,1,1,1.0,1.0,1.0,1,1.0,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di legno,di legno,1,2,2,2.0,0.0,1.0,1,0.10026,35.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone di vetro,di vetro,1,3,3,3.0,0.0,1.0,1,0.10026,587.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone di pietra,di pietra,1,4,4,4.0,0.0,1.0,1,0.10026,27.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone di cemento,di cemento,1,5,5,5.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di legno di pino,di legno di pino,1,6,6,6.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balconcino,balconcino,1,7,7,7.0,0.0,1.0,1,0.10026,14567.0
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro battuto,di ferro battuto,1,8,8,8.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro battuto a vista,di ferro battuto a vista,1,9,9,9.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro battuto a struttura,di ferro battuto a struttura,1,10,10,10.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro battuto a struttura a vista,di ferro battuto a struttura a vista,1,11,11,11.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,balcone,BALCONE_balcone di ferro battuto a struttura a vista con ringhiere in ferro battuto,di ferro battuto a struttura a vista con ringhiere in ferro battuto,1,12,12,12.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico comune,comune,1,1,1,1.0,1.0,1.0,1,1.0,16107.0
plants,piante,basilico,BASILICO_basilico genovese,genovese,1,2,2,2.0,0.0,1.0,1,0.10026,20855.0
plants,piante,basilico,BASILICO_basilico di genova,di genova,1,3,3,3.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di napoli,di napoli,1,4,4,4.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di sarno,di sarno,1,5,5,5.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di sorrento,di sorrento,1,6,6,6.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di spagna,di spagna,1,7,7,7.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di toscana,di toscana,1,8,8,8.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di vercelli,di vercelli,1,9,9,9.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di vesuvio,di vesuvio,1,10,10,10.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di viterbo,di viterbo,1,11,11,11.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico di vomero,di vomero,1,12,12,12.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico odorante,odorante,1,13,13,13.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico pianta,pianta,1,14,14,14.0,0.0,1.0,1,0.10026,37258.0
plants,piante,basilico,BASILICO_basilico rosso,rosso,1,15,15,15.0,0.0,1.0,1,0.10026,33472.0
plants,piante,basilico,BASILICO_basilico verde,verde,1,16,16,16.0,0.0,1.0,1,0.10026,26252.0
plants,piante,basilico,BASILICO_basilico verde di genova,verde di genova,1,17,17,17.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico verde di napoli,verde di napoli,1,18,18,18.0,0.0,1.0,1,0.10026,
plants,piante,basilico,BASILICO_basilico verde di sorrento,verde di sorrento,1,19,19,19.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da vino,da vino,1,1,1,1.0,1.0,1.0,1,1.0,242.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da cocktail,da cocktail,1,2,2,2.0,0.0,1.0,1,0.10026,54.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da birra,da birra,1,3,3,3.0,0.0,1.0,1,0.10026,42.0
kitchenware,utensili da cucina,bicchiere,BICCHIERE_bicchiere da champagne,da champagne,1,4,4,4.0,0.0,1.0,1,0.10026,
