category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
vehicles,veicoli,aereo,AEREO_elica,elica,1,1,1,1.0,0.2,0.2,5,0.2,18220.0
vehicles,veicoli,aereo,AEREO_ala,ala,1,2,2,2.0,0.0,0.2,5,0.02005,20871.0
vehicles,veicoli,aereo,AEREO_stivale,stivale,1,3,3,3.0,0.0,0.2,5,0.02005,44712.0
vehicles,veicoli,aereo,AEREO_piano,piano,1,4,4,4.0,0.0,0.2,5,0.02005,39310.0
vehicles,veicoli,aereo,AEREO_fusolio,fusolio,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_apertura,apertura,1,6,6,6.0,0.0,0.2,5,0.02005,12744.0
vehicles,veicoli,aereo,AEREO_coda,coda,1,7,7,7.0,0.0,0.2,5,0.02005,44394.0
vehicles,veicoli,aereo,AEREO_seat,seat,1,8,8,8.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_se,se,1,9,9,9.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo di difesa,di difesa,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da guerra,da guerra,1,5,5,5.0,0.0,0.2,5,0.02005,62.0
vehicles,veicoli,aereo,AEREO_bombardiere,bombardiere,1,4,4,4.0,0.0,0.2,5,0.02005,20377.0
vehicles,veicoli,aereo,AEREO_caccia,caccia,1,5,5,5.0,0.0,0.2,5,0.02005,39930.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,1,6,6,6.0,0.0,0.2,5,0.02005,111.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,7,7,7.0,0.0,0.2,5,0.02005,33.0
vehicles,veicoli,aereo,AEREO_aereo da attacco,da attacco,2,8,14,11.0,0.0,0.4,5,0.07802,
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,2,9,13,11.0,0.0,0.4,5,0.06321,275.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,1,10,10,10.0,0.0,0.2,5,0.02005,51.0
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,1,11,11,11.0,0.0,0.2,5,0.02005,319.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,12,12,12.0,0.0,0.2,5,0.02005,97.0
vehicles,veicoli,aereo,AEREO_aeromobile,aeromobile,1,1,1,1.0,0.2,0.2,5,0.2,17120.0
stationery,cancelleria,agenda,AGENDA_calendario,calendario,5,1,3,1.6,0.6,1.0,5,0.68338,30666.0
stationery,cancelleria,agenda,AGENDA_diario,diario,5,2,3,2.2,0.0,1.0,5,0.27336,40702.0
stationery,cancelleria,agenda,AGENDA_pad,pad,1,3,3,3.0,0.0,0.2,5,0.02005,20870.0
stationery,cancelleria,agenda,AGENDA_notebook,notebook,4,3,5,4.25,0.0,0.8,5,0.13907,32084.0
stationery,cancelleria,agenda,AGENDA_quaderno,quaderno,1,5,5,5.0,0.0,0.2,5,0.02005,39352.0
stationery,cancelleria,agenda,AGENDA_cartella,cartella,1,6,6,6.0,0.0,0.2,5,0.02005,16741.0
stationery,cancelleria,agenda,AGENDA_organizzatore,organizzatore,1,4,4,4.0,0.0,0.2,5,0.02005,23171.0
stationery,cancelleria,agenda,AGENDA_calendario digitale,calendario digitale,1,5,5,5.0,0.0,0.2,5,0.02005,140.0
stationery,cancelleria,agenda,AGENDA_planner,planner,1,1,1,1.0,0.2,0.2,5,0.2,32956.0
stationery,cancelleria,agenda,AGENDA_calamita,calamita,1,3,3,3.0,0.0,0.2,5,0.02005,11040.0
stationery,cancelleria,agenda,AGENDA_notepad,notepad,1,4,4,4.0,0.0,0.2,5,0.02005,5680.0
stationery,cancelleria,agenda,AGENDA_agendina,agendina,1,1,1,1.0,0.2,0.2,5,0.2,2762.0
stationery,cancelleria,agenda,AGENDA_carta di riassunto,carta di riassunto,1,4,4,4.0,0.0,0.2,5,0.02005,
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantaloni,pantaloni,1,1,1,1.0,0.2,0.2,5,0.2,49132.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camisole,camisole,1,2,2,2.0,0.0,0.2,5,0.02005,48.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_maglia,maglia,1,3,3,3.0,0.0,0.2,5,0.02005,33938.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_jeans,jeans,2,3,4,3.5,0.0,0.4,5,0.06321,31070.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gilet,gilet,1,5,5,5.0,0.0,0.2,5,0.02005,48246.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa,borsa,3,1,4,3.0,0.2,0.6,5,0.2401,35752.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_abito,abito,1,2,2,2.0,0.0,0.2,5,0.02005,38262.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camisa,camisa,2,1,3,2.0,0.2,0.4,5,0.22005,3124.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_giubbino,giubbino,1,4,4,4.0,0.0,0.2,5,0.02005,17620.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_giacca,giacca,2,2,5,3.5,0.0,0.4,5,0.13259,33734.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_vestaglia,vestaglia,1,6,6,6.0,0.0,0.2,5,0.02005,17364.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cappello,cappello,1,1,1,1.0,0.2,0.2,5,0.2,34080.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cuffia,cuffia,1,2,2,2.0,0.0,0.2,5,0.02005,39710.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpa,scarpa,1,3,3,3.0,0.0,0.2,5,0.02005,41528.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_sciarpa,sciarpa,1,5,5,5.0,0.0,0.2,5,0.02005,45144.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guantino,guantino,1,6,6,6.0,0.0,0.2,5,0.02005,541.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_hanger,hanger,1,1,1,1.0,0.2,0.2,5,0.2,
furniture,mobili,armadio,ARMADIO_armadio per vestiti,per vestiti,2,1,1,1.0,0.4,0.4,5,0.4,
furniture,mobili,armadio,ARMADIO_armario per abbigliamento,armario per abbigliamento,1,2,2,2.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_scaffale,scaffale,3,1,2,1.6667,0.2,0.6,5,0.2401,42692.0
furniture,mobili,armadio,ARMADIO_scaffale con porta,scaffale con porta,1,2,2,2.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_scaffale con tende,scaffale con tende,1,3,3,3.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_scaffale con porta e tende,scaffale con porta e tende,1,4,4,4.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_scaffale con tende e scaffale,scaffale con tende e scaffale,1,5,5,5.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_armadio per cucina,per cucina,1,2,2,2.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_porta-vestiti,porta-vestiti,1,1,1,1.0,0.2,0.2,5,0.2,
furniture,mobili,armadio,ARMADIO_cassetta dei vestiti,cassetta dei vestiti,1,3,3,3.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_armadio per abiti,per abiti,1,4,4,4.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_armadio per biancheria,per biancheria,1,5,5,5.0,0.0,0.2,5,0.02005,
furniture,mobili,armadio,ARMADIO_cassa,cassa,1,1,1,1.0,0.2,0.2,5,0.2,34426.0
furniture,mobili,armadio,ARMADIO_scaffale per vestiti,scaffale per vestiti,1,3,3,3.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia,valigia,4,1,1,1.0,0.8,0.8,5,0.8,40010.0
stationery,cancelleria,astuccio,ASTUCCIO_valigia gomma,valigia gomma,1,2,2,2.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia a mano,valigia a mano,1,3,3,3.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia portaoggi,valigia portaoggi,1,4,4,4.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia portaoggi a mano,valigia portaoggi a mano,1,5,5,5.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia per via,valigia per via,1,6,6,6.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_tasca,tasca,1,2,2,2.0,0.0,0.2,5,0.02005,17192.0
stationery,cancelleria,astuccio,ASTUCCIO_tasca da viaggio,tasca da viaggio,1,3,3,3.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_tasca da viaggio grande,tasca da viaggio grande,1,4,4,4.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_tasca per borsa,tasca per borsa,1,5,5,5.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_tasca per borsa grande,tasca per borsa grande,1,6,6,6.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_cassette,cassette,1,2,2,2.0,0.0,0.2,5,0.02005,25249.0
stationery,cancelleria,astuccio,ASTUCCIO_cassetta per carica,cassetta per carica,1,3,3,3.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_cassette per fumo,cassette per fumo,1,4,4,4.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_cassette per bagno,cassette per bagno,1,5,5,5.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_big bag,big bag,1,1,1,1.0,0.2,0.2,5,0.2,
stationery,cancelleria,astuccio,ASTUCCIO_medium bag,medium bag,1,2,2,2.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_small bag,small bag,1,3,3,3.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_large bag,large bag,1,4,4,4.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_small suitcase,small suitcase,1,5,5,5.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_medium suitcase,medium suitcase,1,6,6,6.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_large suitcase,large suitcase,1,7,7,7.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_briefcase,briefcase,1,8,8,8.0,0.0,0.2,5,0.02005,
stationery,cancelleria,astuccio,ASTUCCIO_valigia per viaggio,valigia per viaggio,2,2,4,3.0,0.0,0.4,5,0.11296,
stationery,cancelleria,astuccio,ASTUCCIO_valigia per business,valigia per business,1,3,3,3.0,0.0,0.2,5,0.02005,
hobbies,passatempi,attrezzo,ATTREZZO_martello,martello,5,1,5,1.8,0.8,1.0,5,0.82005,35294.0
hobbies,passatempi,attrezzo,ATTREZZO_scala,scala,3,2,6,4.0,0.0,0.6,5,0.19662,32538.0
hobbies,passatempi,attrezzo,ATTREZZO_sciabola,sciabola,3,3,6,4.3333,0.0,0.6,5,0.15007,13888.0
hobbies,passatempi,attrezzo,ATTREZZO_scopa,scopa,5,1,4,2.2,0.2,1.0,5,0.49879,38416.0
hobbies,passatempi,attrezzo,ATTREZZO_gambo,gambo,1,5,5,5.0,0.0,0.2,5,0.02005,26658.0
hobbies,passatempi,attrezzo,ATTREZZO_scalpello,scalpello,1,3,3,3.0,0.0,0.2,5,0.02005,26602.0
hobbies,passatempi,attrezzo,ATTREZZO_sciabola da taglio,sciabola da taglio,1,5,5,5.0,0.0,0.2,5,0.02005,
hobbies,passatempi,attrezzo,ATTREZZO_falci,falci,1,3,3,3.0,0.0,0.2,5,0.02005,
hobbies,passatempi,attrezzo,ATTREZZO_scure,scure,1,4,4,4.0,0.0,0.2,5,0.02005,24729.0
hobbies,passatempi,attrezzo,ATTREZZO_viti,viti,1,5,5,5.0,0.0,0.2,5,0.02005,24283.0
hobbies,passatempi,attrezzo,ATTREZZO_tascablocco,tascablocco,1,2,2,2.0,0.0,0.2,5,0.02005,
hobbies,passatempi,attrezzo,ATTREZZO_tappo,tappo,1,3,3,3.0,0.0,0.2,5,0.02005,21332.0
hobbies,passatempi,attrezzo,ATTREZZO_chiave,chiave,1,4,4,4.0,0.0,0.2,5,0.02005,35278.0
hobbies,passatempi,attrezzo,ATTREZZO_scovollo,scovollo,1,3,3,3.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman,pullman,5,1,2,1.2,0.8,1.0,5,0.82005,35948.0
vehicles,veicoli,autobus,AUTOBUS_pullman-süd,pullman-süd,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-west,pullman-west,1,3,3,3.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-ost,pullman-ost,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-nord,pullman-nord,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-südost,pullman-südost,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-südwest,pullman-südwest,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-mitte,pullman-mitte,1,8,8,8.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-bus,pullman-bus,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-limousine,pullman-limousine,1,3,3,3.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-sonnenwagen,pullman-sonnenwagen,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-sonnenwagen-limousine,pullman-sonnenwagen-limousine,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-sonnenwagen-limousine-sonnenwagen,pullman-sonnenwagen-limousine-sonnenwagen,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-sonnenwagen-limousine-sonnenwagen-limousine,pullman-sonnenwagen-limousine-sonnenwagen-limousine,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_pullman-sonnenwagen-limousine-sonnenwagen-limousine-sonnenwagen-limousine-sonnenwagen-limousine,pullman-sonnenwagen-limousine-sonnenwagen-limousine-sonnenwagen-limousine-sonnenwagen-limousine,1,8,8,8.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_autobus scolastico,scolastico,1,1,1,1.0,0.2,0.2,5,0.2,16533.0
vehicles,veicoli,autobus,AUTOBUS_pullman bus,pullman bus,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_double decker bus,double decker bus,1,3,3,3.0,0.0,0.2,5,0.02005,34.0
vehicles,veicoli,autobus,AUTOBUS_articulated bus,articulated bus,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_motor bus,motor bus,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,autobus,AUTOBUS_trolley bus,trolley bus,1,6,6,6.0,0.0,0.2,5,0.02005,15.0
vehicles,veicoli,autobus,AUTOBUS_tour bus,tour bus,1,7,7,7.0,0.0,0.2,5,0.02005,726.0
vehicles,veicoli,autobus,AUTOBUS_passenger bus,passenger bus,1,8,8,8.0,0.0,0.2,5,0.02005,2.0
vehicles,veicoli,autobus,AUTOBUS_city bus,city bus,1,9,9,9.0,0.0,0.2,5,0.02005,28.0
vehicles,veicoli,autobus,AUTOBUS_intercity bus,intercity bus,1,10,10,10.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_camion,camion,1,1,1,1.0,0.2,0.2,5,0.2,31796.0
vehicles,veicoli,automobile,AUTOMOBILE_fuoristrada,fuoristrada,1,2,2,2.0,0.0,0.2,5,0.02005,21868.0
vehicles,veicoli,automobile,AUTOMOBILE_autobus,autobus,1,3,3,3.0,0.0,0.2,5,0.02005,663876.0
vehicles,veicoli,automobile,AUTOMOBILE_furgoneta,furgoneta,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_motociclo,motociclo,1,5,5,5.0,0.0,0.2,5,0.02005,33538.0
vehicles,veicoli,automobile,AUTOMOBILE_auto,auto,4,1,1,1.0,0.8,0.8,5,0.8,37910.0
vehicles,veicoli,automobile,AUTOMOBILE_autoelettrostatico,autoelettrostatico,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto diesel,auto diesel,1,3,3,3.0,0.0,0.2,5,0.02005,89.0
vehicles,veicoli,automobile,AUTOMOBILE_auto elettrico,auto elettrico,1,4,4,4.0,0.0,0.2,5,0.02005,658.0
vehicles,veicoli,automobile,AUTOMOBILE_auto gas,auto gas,1,5,5,5.0,0.0,0.2,5,0.02005,47.0
vehicles,veicoli,automobile,AUTOMOBILE_auto hybrido,auto hybrido,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto idrogeno,auto idrogeno,1,7,7,7.0,0.0,0.2,5,0.02005,18.0
vehicles,veicoli,automobile,AUTOMOBILE_auto-camion,auto-camion,2,3,8,5.5,0.0,0.4,5,0.12372,
vehicles,veicoli,automobile,AUTOMOBILE_auto da turismo,auto da turismo,1,2,2,2.0,0.0,0.2,5,0.02005,26.0
vehicles,veicoli,automobile,AUTOMOBILE_auto da corsa,auto da corsa,1,3,3,3.0,0.0,0.2,5,0.02005,125.0
vehicles,veicoli,automobile,AUTOMOBILE_auto d'affari,auto d'affari,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto da lavoro,auto da lavoro,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alto livello,auto d'alto livello,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto di lusso,auto di lusso,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'eleganza,auto d'eleganza,1,8,8,8.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto da sport,auto da sport,1,9,9,9.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'avventura,auto d'avventura,1,10,10,10.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto da fuoristrada,auto da fuoristrada,1,11,11,11.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'oltre strada,auto d'oltre strada,1,12,12,12.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta prestazione,auto d'alta prestazione,1,13,13,13.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta velocità,auto d'alta velocità,1,14,14,14.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta potenza,auto d'alta potenza,1,15,15,15.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta sicurezza,auto d'alta sicurezza,1,16,16,16.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta tecnologia,auto d'alta tecnologia,1,17,17,17.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta sintesi,auto d'alta sintesi,1,18,18,18.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta efficienza,auto d'alta efficienza,1,19,19,19.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta economia,auto d'alta economia,1,20,20,20.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta fidelità,auto d'alta fidelità,1,21,21,21.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta maneggevolezza,auto d'alta maneggevolezza,1,22,22,22.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta manovra,auto d'alta manovra,1,23,23,23.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta trazione,auto d'alta trazione,1,24,24,24.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto d'alta visibilità,auto d'alta visibilità,1,25,25,25.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_furgone,furgone,1,2,2,2.0,0.0,0.2,5,0.02005,33420.0
vehicles,veicoli,automobile,AUTOMOBILE_pick-up,pick-up,1,3,3,3.0,0.0,0.2,5,0.02005,30836.0
vehicles,veicoli,automobile,AUTOMOBILE_station wagon,station wagon,1,4,4,4.0,0.0,0.2,5,0.02005,7302.0
vehicles,veicoli,automobile,AUTOMOBILE_sedana,sedana,1,5,5,5.0,0.0,0.2,5,0.02005,29.0
vehicles,veicoli,automobile,AUTOMOBILE_coupé,coupé,1,6,6,6.0,0.0,0.2,5,0.02005,42702.0
vehicles,veicoli,automobile,AUTOMOBILE_cabriolet,cabriolet,1,7,7,7.0,0.0,0.2,5,0.02005,19356.0
vehicles,veicoli,automobile,AUTOMOBILE_auto-furgon,auto-furgon,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-pullman,auto-pullman,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-spinta,auto-spinta,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-tassi,auto-tassi,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-turismo,auto-turismo,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-utilitario,auto-utilitario,1,8,8,8.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-caccia,auto-caccia,1,9,9,9.0,0.0,0.2,5,0.02005,
vehicles,veicoli,automobile,AUTOMOBILE_auto-diligenza,auto-diligenza,1,10,10,10.0,0.0,0.2,5,0.02005,
