category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
vehicles,veicoli,aereo,AEREO_aerostato aerostato aeroplano,aerostato aerostato aeroplano,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerostato aerostato elicottero,aerostato aerostato elicottero,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerostato aereo drone,aerostato drone,1,11,11,11.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerostato aerostato aeroplano elicottero,aerostato aerostato aeroplano elicottero,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerostato aerostato drone aeroplano,aerostato aerostato drone aeroplano,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerostato aerostato elicottero aeroplano drone,aerostato aerostato elicottero aeroplano drone,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aeroglide,aeroglide,1,4,4,4.0,0.0,0.2,5,0.02005,6.0
vehicles,veicoli,aereo,AEREO_aerotrain,aerotrain,1,5,5,5.0,0.0,0.2,5,0.02005,11.0
vehicles,veicoli,aereo,AEREO_aerotransport,aerotransport,1,6,6,6.0,0.0,0.2,5,0.02005,13.0
vehicles,veicoli,aereo,AEREO_aeroturismo,aeroturismo,1,7,7,7.0,0.0,0.2,5,0.02005,24.0
vehicles,veicoli,aereo,AEREO_aeroplanazione,aeroplanazione,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerospazio,aerospazio,1,9,9,9.0,0.0,0.2,5,0.02005,5115.0
vehicles,veicoli,aereo,AEREO_aeroportualità,aeroportualità,1,10,10,10.0,0.0,0.2,5,0.02005,34.0
vehicles,veicoli,aereo,AEREO_aeroclub,aeroclub,1,11,11,11.0,0.0,0.2,5,0.02005,8474.0
vehicles,veicoli,aereo,AEREO_aeropista,aeropista,1,12,12,12.0,0.0,0.2,5,0.02005,9.0
vehicles,veicoli,aereo,AEREO_aerolit,aerolit,1,13,13,13.0,0.0,0.2,5,0.02005,2.0
vehicles,veicoli,aereo,AEREO_aerolite,aerolite,1,14,14,14.0,0.0,0.2,5,0.02005,600.0
vehicles,veicoli,aereo,AEREO_aerolita,aerolita,1,15,15,15.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aerolito,aerolito,1,16,16,16.0,0.0,0.2,5,0.02005,239.0
vehicles,veicoli,aereo,AEREO_aerol,aerol,1,17,17,17.0,0.0,0.2,5,0.02005,8.0
stationery,cancelleria,agenda,AGENDA_calendario,calendario,3,1,1,1.0,0.6,0.6,5,0.6,30666.0
stationery,cancelleria,agenda,AGENDA_agenda di lavoro,di lavoro,5,2,10,6.0,0.0,1.0,5,0.37151,46.0
stationery,cancelleria,agenda,AGENDA_agenda personale,personale,2,3,6,4.5,0.0,0.4,5,0.09976,520.0
stationery,cancelleria,agenda,AGENDA_agenda digitale,digitale,3,4,6,4.6667,0.0,0.6,5,0.12068,1132.0
stationery,cancelleria,agenda,AGENDA_agenda di appuntamenti,di appuntamenti,2,5,5,5.0,0.0,0.4,5,0.0401,40.0
stationery,cancelleria,agenda,AGENDA_agenda di viaggio,di viaggio,2,6,12,9.0,0.0,0.4,5,0.09036,46.0
stationery,cancelleria,agenda,AGENDA_agenda giornaliera,giornaliera,1,1,1,1.0,0.2,0.2,5,0.2,774.0
stationery,cancelleria,agenda,AGENDA_agenda settimanale,settimanale,2,2,3,2.5,0.0,0.4,5,0.08338,52.0
stationery,cancelleria,agenda,AGENDA_agenda mensile,mensile,2,2,3,2.5,0.0,0.4,5,0.08338,130.0
stationery,cancelleria,agenda,AGENDA_agenda annuale,annuale,1,4,4,4.0,0.0,0.2,5,0.02005,206.0
stationery,cancelleria,agenda,AGENDA_agenda aziendale,aziendale,1,5,5,5.0,0.0,0.2,5,0.02005,24.0
stationery,cancelleria,agenda,AGENDA_agenda familiare,familiare,1,7,7,7.0,0.0,0.2,5,0.02005,24.0
stationery,cancelleria,agenda,AGENDA_agenda di studio,di studio,3,8,11,9.3333,0.0,0.6,5,0.09179,70.0
stationery,cancelleria,agenda,AGENDA_agenda pendolari,pendolari,1,1,1,1.0,0.2,0.2,5,0.2,0.0
stationery,cancelleria,agenda,AGENDA_agenda quotidiana,quotidiana,1,4,4,4.0,0.0,0.2,5,0.02005,268.0
stationery,cancelleria,agenda,AGENDA_agenda personalizzata,personalizzata,2,5,8,6.5,0.0,0.4,5,0.07379,67.0
stationery,cancelleria,agenda,AGENDA_agenda di vacanza,di vacanza,1,9,9,9.0,0.0,0.2,5,0.02005,6.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi,di eventi,3,6,13,9.6667,0.0,0.6,5,0.13239,44.0
stationery,cancelleria,agenda,AGENDA_agenda di negozi,di negozi,1,11,11,11.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di riunioni,di riunioni,1,12,12,12.0,0.0,0.2,5,0.02005,8.0
stationery,cancelleria,agenda,AGENDA_agenda di programmazione,di programmazione,1,13,13,13.0,0.0,0.2,5,0.02005,15.0
stationery,cancelleria,agenda,AGENDA_agenda di appointamenti,di appointamenti,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi sociali,di eventi sociali,1,15,15,15.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di lavoro,di eventi di lavoro,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di studio,di eventi di studio,1,17,17,17.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di negozi,di eventi di negozi,1,18,18,18.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di vacanza,di eventi di vacanza,1,19,19,19.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di programmazione,di eventi di programmazione,1,20,20,20.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_agenda di eventi di riunioni,di eventi di riunioni,1,21,21,21.0,0.0,0.2,5,0.02005,0.0
stationery,cancelleria,agenda,AGENDA_organizzatore,organizzatore,1,2,2,2.0,0.0,0.2,5,0.02005,23171.0
stationery,cancelleria,agenda,AGENDA_planner,planner,1,3,3,3.0,0.0,0.2,5,0.02005,32956.0
stationery,cancelleria,agenda,AGENDA_schedule,schedule,1,4,4,4.0,0.0,0.2,5,0.02005,6808.0
stationery,cancelleria,agenda,AGENDA_calendario digitale,calendario digitale,1,5,5,5.0,0.0,0.2,5,0.02005,140.0
stationery,cancelleria,agenda,AGENDA_calendario mobile,calendario mobile,1,6,6,6.0,0.0,0.2,5,0.02005,20.0
stationery,cancelleria,agenda,AGENDA_calendario tradizionale,calendario tradizionale,1,7,7,7.0,0.0,0.2,5,0.02005,155.0
stationery,cancelleria,agenda,AGENDA_agenda professionale,professionale,1,9,9,9.0,0.0,0.2,5,0.02005,46.0
stationery,cancelleria,agenda,AGENDA_agenda di festa,di festa,1,14,14,14.0,0.0,0.2,5,0.02005,2.0
stationery,cancelleria,agenda,AGENDA_calendario personale,calendario personale,1,2,2,2.0,0.0,0.2,5,0.02005,83.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camicia,camicia,2,1,3,2.0,0.2,0.4,5,0.22005,34140.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantaloni,pantaloni,5,2,6,3.6,0.0,1.0,5,0.38403,49132.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe,scarpe,5,1,6,3.4,0.4,1.0,5,0.51981,919012.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze,calze,5,1,4,2.4,0.2,1.0,5,0.44904,49642.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne,gonne,4,4,5,4.75,0.0,0.8,5,0.09579,50842.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calzini,calzini,2,6,9,7.5,0.0,0.4,5,0.06756,53432.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guanti,guanti,5,4,10,7.0,0.0,1.0,5,0.24245,52788.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da gioco,gonne da gioco,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da lavoro,gonne da lavoro,2,9,23,16.0,0.0,0.4,5,0.10671,6.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da ginnastica,gonne da ginnastica,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da costruzione,gonne da costruzione,1,11,11,11.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_fazzoletti,fazzoletti,1,2,2,2.0,0.0,0.2,5,0.02005,34730.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camicie,camicie,1,4,4,4.0,0.0,0.2,5,0.02005,54716.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cappelli,cappelli,1,8,8,8.0,0.0,0.2,5,0.02005,21974.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cinture,cinture,2,8,9,8.5,0.0,0.4,5,0.04678,48128.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_fasciapiedi,fasciapiedi,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da bagno,gonne da bagno,2,11,12,11.5,0.0,0.4,5,0.04477,6.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da bagno,calze da bagno,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guanti da bagno,guanti da bagno,1,13,13,13.0,0.0,0.2,5,0.02005,74.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calzini da bagno,calzini da bagno,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da ginnastica,calze da ginnastica,1,15,15,15.0,0.0,0.2,5,0.02005,16.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da sport,calze da sport,1,16,16,16.0,0.0,0.2,5,0.02005,10.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da lavoro,calze da lavoro,1,17,17,17.0,0.0,0.2,5,0.02005,42.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da corsa,calze da corsa,1,18,18,18.0,0.0,0.2,5,0.02005,42.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da piacere,calze da piacere,1,19,19,19.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da inverno,calze da inverno,1,20,20,20.0,0.0,0.2,5,0.02005,9.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_calze da estate,calze da estate,1,21,21,21.0,0.0,0.2,5,0.02005,8.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guanti da inverno,guanti da inverno,1,22,22,22.0,0.0,0.2,5,0.02005,9.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guanti da estate,guanti da estate,1,23,23,23.0,0.0,0.2,5,0.02005,4.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_guanti da lavoro,guanti da lavoro,1,24,24,24.0,0.0,0.2,5,0.02005,78.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_vestiti,vestiti,2,5,17,11.0,0.0,0.4,5,0.13259,53596.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gioielli,gioielli,1,6,6,6.0,0.0,0.2,5,0.02005,25292.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_occhiali,occhiali,1,9,9,9.0,0.0,0.2,5,0.02005,43520.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_parrucche,parrucche,1,10,10,10.0,0.0,0.2,5,0.02005,23566.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_anelli,anelli,1,11,11,11.0,0.0,0.2,5,0.02005,51758.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_orecchini,orecchini,1,12,12,12.0,0.0,0.2,5,0.02005,22081.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_fede,fede,1,13,13,13.0,0.0,0.2,5,0.02005,15803.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_collane,collane,1,14,14,14.0,0.0,0.2,5,0.02005,36438.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_braccialetti,braccialetti,1,15,15,15.0,0.0,0.2,5,0.02005,42700.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_tatuaggi,tatuaggi,1,16,16,16.0,0.0,0.2,5,0.02005,43016.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cinto,cinto,2,1,4,2.5,0.2,0.4,5,0.22005,38024.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cintura,cintura,2,3,7,5.0,0.0,0.4,5,0.11296,43008.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe da ginnastica,scarpe da ginnastica,1,7,7,7.0,0.0,0.2,5,0.02005,652.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe da tennis,scarpe da tennis,1,8,8,8.0,0.0,0.2,5,0.02005,116.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe da lavoro,scarpe da lavoro,1,9,9,9.0,0.0,0.2,5,0.02005,82.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe da mestiere,scarpe da mestiere,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe da sport,scarpe da sport,1,11,11,11.0,0.0,0.2,5,0.02005,46.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali,stivali,1,12,12,12.0,0.0,0.2,5,0.02005,47442.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali da ginnastica,stivali da ginnastica,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali da tennis,stivali da tennis,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali da lavoro,stivali da lavoro,1,15,15,15.0,0.0,0.2,5,0.02005,70.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali da mestiere,stivali da mestiere,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_stivali da sport,stivali da sport,1,17,17,17.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gambarello,gambarello,1,8,8,8.0,0.0,0.2,5,0.02005,94.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_copricapelli,copricapelli,1,11,11,11.0,0.0,0.2,5,0.02005,12.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_jeans,jeans,1,13,13,13.0,0.0,0.2,5,0.02005,31070.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_polo,polo,1,14,14,14.0,0.0,0.2,5,0.02005,39028.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_bermuda,bermuda,1,15,15,15.0,0.0,0.2,5,0.02005,28040.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_costumi,costumi,1,16,16,16.0,0.0,0.2,5,0.02005,51644.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantalone,pantalone,1,18,18,18.0,0.0,0.2,5,0.02005,29360.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantaloni corti,pantaloni corti,1,19,19,19.0,0.0,0.2,5,0.02005,893.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantaloni lunghi,pantaloni lunghi,1,20,20,20.0,0.0,0.2,5,0.02005,923.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_jeans corti,jeans corti,1,21,21,21.0,0.0,0.2,5,0.02005,127.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_jeans lunghi,jeans lunghi,1,22,22,22.0,0.0,0.2,5,0.02005,131.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_gonne da sport,gonne da sport,1,24,24,24.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_costumi da bagno,costumi da bagno,1,25,25,25.0,0.0,0.2,5,0.02005,130.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_costumi da lavoro,costumi da lavoro,1,26,26,26.0,0.0,0.2,5,0.02005,2.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_costumi da sport,costumi da sport,1,27,27,27.0,0.0,0.2,5,0.02005,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_costumi da gala,costumi da gala,1,28,28,28.0,0.0,0.2,5,0.02005,0.0
furniture,mobili,armadio,ARMADIO_armadio a due porte,a due porte,2,1,3,2.0,0.25,0.5,4,0.27506,6.0
furniture,mobili,armadio,ARMADIO_armadio a quattro porte,a quattro porte,2,2,5,3.5,0.0,0.5,4,0.16574,2.0
