participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.2-iter1,plants,piante,cactus,pereskia,pereskia,8
llama3.2-iter1,plants,piante,cactus,prickly pear,prickly pear,9
llama3.2-iter1,clothes,vestiti,calza,guanti,guanti,1
llama3.2-iter1,clothes,vestiti,calza,cappelli,cappelli,2
llama3.2-iter1,clothes,vestiti,calza,berretti,berretti,3
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da letto,da letto,1
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da bagno,da bagno,2
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da studio,da studio,3
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da lettura,da lettura,4
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da gioco,da gioco,5
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da musica,da musica,6
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da lavoro,da lavoro,7
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da pranzo,da pranzo,8
llama3.2-iter1,housing buildings,edifici residenziali,camera,camera da cucina,da cucina,9
llama3.2-iter1,clothes,vestiti,camicia,polo,polo,1
llama3.2-iter1,clothes,vestiti,camicia,camicia da ballo,da ballo,2
llama3.2-iter1,clothes,vestiti,camicia,camicia da tennis,da tennis,3
llama3.2-iter1,clothes,vestiti,camicia,camicia da cricket,da cricket,4
llama3.2-iter1,clothes,vestiti,camicia,camicia da golf,da golf,5
llama3.2-iter1,clothes,vestiti,camicia,camicia da sci,da sci,6
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio,di pompaggio,1
llama3.2-iter1,vehicles,veicoli,camion,camion di trasporto,di trasporto,2
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per incendi,di pompaggio per incendi,3
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per gas,di pompaggio per gas,4
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per acqua,di pompaggio per acqua,5
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di irrigazione,di pompaggio per impianti di irrigazione,6
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di scarico,di pompaggio per impianti di scarico,7
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di riscaldamento,di pompaggio per impianti di riscaldamento,8
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di raffreddamento,di pompaggio per impianti di raffreddamento,9
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di smaltimento,di pompaggio per impianti di smaltimento,10
llama3.2-iter1,vehicles,veicoli,camion,camion di pompaggio per impianti di smaltimento di rifiuti,di pompaggio per impianti di smaltimento di rifiuti,11
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a braccioli,a braccioli,1
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a steli,a steli,2
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a colonne,a colonne,3
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a piattaforma,a piattaforma,4
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a vasi,a vasi,5
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a steli con candele,a steli con candele,6
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a candele in un vaso,a candele in un vaso,7
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,candelabro,candelabro a candele in un contenitore,a candele in un contenitore,8
llama3.2-iter1,animals,animali,cane,pastore tedesco,pastore tedesco,1
llama3.2-iter1,animals,animali,cane,chihuahua,chihuahua,2
llama3.2-iter1,animals,animali,cane,bulldog,bulldog,3
llama3.2-iter1,animals,animali,cane,pug,pug,4
llama3.2-iter1,animals,animali,cane,dachshund,dachshund,5
llama3.2-iter1,animals,animali,cane,beagle,beagle,6
llama3.2-iter1,animals,animali,cane,cane da guardia,da guardia,7
llama3.2-iter1,animals,animali,cane,cagnolino,cagnolino,8
llama3.2-iter1,clothes,vestiti,canottiera,canoa,canoa,1
llama3.2-iter1,clothes,vestiti,canottiera,barca,barca,2
llama3.2-iter1,clothes,vestiti,canottiera,imbarcazione,imbarcazione,3
llama3.2-iter1,clothes,vestiti,canottiera,veliero,veliero,4
llama3.2-iter1,clothes,vestiti,canottiera,catamarano,catamarano,5
llama3.2-iter1,clothes,vestiti,canottiera,catamarano a motore,catamarano a motore,6
llama3.2-iter1,clothes,vestiti,canottiera,imbarca da diporto,imbarca da diporto,7
llama3.2-iter1,body parts,parti del corpo,capello,capelli lunghi,lunghi,1
llama3.2-iter1,body parts,parti del corpo,capello,capelli corti,corti,2
llama3.2-iter1,body parts,parti del corpo,capello,capelli biondi,biondi,3
llama3.2-iter1,body parts,parti del corpo,capello,capelli rossi,rossi,4
llama3.2-iter1,body parts,parti del corpo,capello,capelli neri,neri,5
llama3.2-iter1,body parts,parti del corpo,capello,capelli castani,castani,6
llama3.2-iter1,body parts,parti del corpo,capello,capelli grigi,grigi,7
llama3.2-iter1,body parts,parti del corpo,capello,capelli a ciocche,a ciocche,8
llama3.2-iter1,body parts,parti del corpo,capello,capelli ondulati,ondulati,9
llama3.2-iter1,body parts,parti del corpo,capello,capelli rasi,rasi,10
llama3.2-iter1,clothes,vestiti,cappello,panama,panama,1
llama3.2-iter1,clothes,vestiti,cappello,berretto,berretto,2
llama3.2-iter1,clothes,vestiti,cappello,top,top,3
llama3.2-iter1,clothes,vestiti,cappello,fedora,fedora,4
llama3.2-iter1,clothes,vestiti,cappello,sombrero,sombrero,5
llama3.2-iter1,clothes,vestiti,cappello,cappello da cowboy,da cowboy,6
llama3.2-iter1,clothes,vestiti,cappello,cappello da golf,da golf,7
llama3.2-iter1,clothes,vestiti,cappello,cappello da neve,da neve,8
llama3.2-iter1,clothes,vestiti,cappello,cappello da mare,da mare,9
llama3.2-iter1,clothes,vestiti,cappotto,giacca,giacca,1
llama3.2-iter1,clothes,vestiti,cappotto,mantello,mantello,2
llama3.2-iter1,clothes,vestiti,cappotto,pelliccia,pelliccia,3
llama3.2-iter1,clothes,vestiti,cappotto,impermeabile,impermeabile,4
llama3.2-iter1,clothes,vestiti,cappotto,giacca da neve,giacca da neve,5
llama3.2-iter1,clothes,vestiti,cappotto,giacca da sci,giacca da sci,6
llama3.2-iter1,foods,cibi,carne,manzo,manzo,1
llama3.2-iter1,foods,cibi,carne,vitello,vitello,2
llama3.2-iter1,foods,cibi,carne,maiale,maiale,3
llama3.2-iter1,foods,cibi,carne,tacchino,tacchino,4
llama3.2-iter1,foods,cibi,carne,agnello,agnello,5
llama3.2-iter1,foods,cibi,carne,maiale nero,maiale nero,6
llama3.2-iter1,vehicles,veicoli,carrozza,treno,treno,1
llama3.2-iter1,vehicles,veicoli,carrozza,autobus,autobus,2
llama3.2-iter1,vehicles,veicoli,carrozza,autobus a tre piani,autobus a tre piani,3
llama3.2-iter1,vehicles,veicoli,carrozza,treno a vapore,treno a vapore,4
llama3.2-iter1,vehicles,veicoli,carrozza,treno a elettrico,treno a elettrico,5
llama3.2-iter1,vehicles,veicoli,carrozza,treno a gas,treno a gas,6
llama3.2-iter1,vehicles,veicoli,carrozza,treno a diesel,treno a diesel,7
llama3.2-iter1,vehicles,veicoli,carrozza,treno a trazione mista,treno a trazione mista,8
llama3.2-iter1,vehicles,veicoli,carrozza,treno a trazione elettrica,treno a trazione elettrica,9
llama3.2-iter1,vehicles,veicoli,carrozza,treno a trazione a vapore,treno a trazione a vapore,10
llama3.2-iter1,vehicles,veicoli,carrozza,treno a trazione a gas,treno a trazione a gas,11
llama3.2-iter1,vehicles,veicoli,carrozza,treno a trazione diesel,treno a trazione diesel,12
llama3.2-iter1,hobbies,passatempi,carte,carte di credito,di credito,1
llama3.2-iter1,hobbies,passatempi,carte,carte di debito,di debito,2
llama3.2-iter1,hobbies,passatempi,carte,carte di identità,di identità,3
llama3.2-iter1,hobbies,passatempi,carte,carte di prepagate,di prepagate,4
llama3.2-iter1,hobbies,passatempi,carte,carte di trasporto,di trasporto,5
llama3.2-iter1,hobbies,passatempi,carte,carte di abbonamento,di abbonamento,6
llama3.2-iter1,hobbies,passatempi,carte,carte di regalo,di regalo,7
llama3.2-iter1,hobbies,passatempi,carte,carte di identità digitale,di identità digitale,8
llama3.2-iter1,furniture,mobili,cassettiera,cassettiera a mano,a mano,1
llama3.2-iter1,furniture,mobili,cassettiera,cassettiera elettrica,elettrica,2
llama3.2-iter1,furniture,mobili,cassettiera,cassettiera a rotelle,a rotelle,3
llama3.2-iter1,furniture,mobili,cassettiera,cassettiera a ruote,a ruote,4
llama3.2-iter1,animals,animali,cavallo,cavallo da corsa,da corsa,1
llama3.2-iter1,animals,animali,cavallo,cavallo da lavoro,da lavoro,2
llama3.2-iter1,animals,animali,cavallo,cavallo da tiro,da tiro,3
llama3.2-iter1,animals,animali,cavallo,cavallo da compagnia,da compagnia,4
llama3.2-iter1,animals,animali,cavallo,pony,pony,5
llama3.2-iter1,animals,animali,cavallo,destriero,destriero,6
llama3.2-iter1,hobbies,passatempi,cd,album,album,1
llama3.2-iter1,hobbies,passatempi,cd,singolo,singolo,2
llama3.2-iter1,hobbies,passatempi,cd,ep,ep,3
llama3.2-iter1,hobbies,passatempi,cd,mixtape,mixtape,4
llama3.2-iter1,hobbies,passatempi,cd,playlist,playlist,5
llama3.2-iter1,hobbies,passatempi,cd,compilation,compilation,6
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola in legno,in legno,1
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola in metallo,in metallo,2
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola in vetro,in vetro,3
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola con cuscino,con cuscino,4
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola con cuscino rotante,con cuscino rotante,5
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola con superficie di vetro,con superficie di vetro,6
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,centrotavola,centrotavola con superficie di legno,con superficie di legno,7
llama3.2-iter1,foods,cibi,cereale,riso,riso,1
llama3.2-iter1,foods,cibi,cereale,avena,avena,2
llama3.2-iter1,foods,cibi,cereale,mais,mais,3
llama3.2-iter1,foods,cibi,cereale,orzo,orzo,4
llama3.2-iter1,foods,cibi,cereale,quinoa,quinoa,5
llama3.2-iter1,foods,cibi,cereale,farina,farina,6
llama3.2-iter1,body parts,parti del corpo,cervello,cerebro,cerebro,1
llama3.2-iter1,body parts,parti del corpo,cervello,cervelletto,cervelletto,2
llama3.2-iter1,body parts,parti del corpo,cervello,meningi,meningi,3
llama3.2-iter1,body parts,parti del corpo,cervello,meningoma,meningoma,4
llama3.2-iter1,body parts,parti del corpo,cervello,encefalo,encefalo,5
llama3.2-iter1,hobbies,passatempi,chitarra,acustica,acustica,1
llama3.2-iter1,hobbies,passatempi,chitarra,elettrica,elettrica,2
llama3.2-iter1,hobbies,passatempi,chitarra,basso,basso,3
llama3.2-iter1,hobbies,passatempi,chitarra,classica,classica,4
llama3.2-iter1,hobbies,passatempi,chitarra,eletroacustica,eletroacustica,5
llama3.2-iter1,hobbies,passatempi,chitarra,pedal steel,pedal steel,6
llama3.2-iter1,hobbies,passatempi,chitarra,slide,slide,7
llama3.2-iter1,plants,piante,ciclamino,rosa,rosa,1
llama3.2-iter1,plants,piante,ciclamino,viola,viola,2
llama3.2-iter1,plants,piante,ciclamino,lilaccio,lilaccio,3
llama3.2-iter1,plants,piante,ciclamino,porpora,porpora,4
llama3.2-iter1,plants,piante,ciclamino,indaco,indaco,5
llama3.2-iter1,plants,piante,ciclamino,violinaccio,violinaccio,6
llama3.2-iter1,plants,piante,ciliegio,ciliegia,ciliegia,1
llama3.2-iter1,plants,piante,ciliegio,ciliegia di bosco,ciliegia di bosco,2
llama3.2-iter1,plants,piante,ciliegio,ciliegia di frutto,ciliegia di frutto,3
llama3.2-iter1,plants,piante,ciliegio,ciliegia di agricoltura,ciliegia di agricoltura,4
llama3.2-iter1,plants,piante,ciliegio,ciliegia di orto,ciliegia di orto,5
llama3.2-iter1,foods,cibi,cioccolato,cioccolata,cioccolata,1
llama3.2-iter1,foods,cibi,cioccolato,cioccolatini,ni,2
llama3.2-iter1,foods,cibi,cioccolato,cioccolatini per bambini,ni per bambini,3
llama3.2-iter1,foods,cibi,cioccolato,cioccolatini per cani,ni per cani,4
llama3.2-iter1,foods,cibi,cioccolato,cioccolata calda,cioccolata calda,5
llama3.2-iter1,foods,cibi,cioccolato,cioccolata fredda,cioccolata fredda,6
llama3.2-iter1,foods,cibi,cioccolato,cioccolata al latte,cioccolata al latte,7
llama3.2-iter1,foods,cibi,cioccolato,cioccolata al caffè,cioccolata al caffè,8
llama3.2-iter1,foods,cibi,cioccolato,cioccolata amara,cioccolata amara,9
llama3.2-iter1,foods,cibi,cioccolato,cioccolata bianca,cioccolata bianca,10
llama3.2-iter1,foods,cibi,cioccolato,cioccolata nera,cioccolata nera,11
llama3.2-iter1,stationery,cancelleria,colla,adesivo,adesivo,1
llama3.2-iter1,stationery,cancelleria,colla,colla per pietre,per pietre,2
llama3.2-iter1,stationery,cancelleria,colla,colla per legno,per legno,3
llama3.2-iter1,stationery,cancelleria,colla,colla per tessuti,per tessuti,4
llama3.2-iter1,stationery,cancelleria,colla,colla per plastica,per plastica,5
llama3.2-iter1,stationery,cancelleria,colla,colla per metallo,per metallo,6
llama3.2-iter1,stationery,cancelleria,colla,colla per vetro,per vetro,7
llama3.2-iter1,stationery,cancelleria,colla,colla per cartone,per cartone,8
llama3.2-iter1,stationery,cancelleria,colla,colla per gomma,per gomma,9
llama3.2-iter1,body parts,parti del corpo,collo,collo di vetro,di vetro,1
llama3.2-iter1,body parts,parti del corpo,collo,collo di legno,di legno,2
llama3.2-iter1,body parts,parti del corpo,collo,collo di metallo,di metallo,3
llama3.2-iter1,body parts,parti del corpo,collo,collo di plastica,di plastica,4
llama3.2-iter1,body parts,parti del corpo,collo,collo di gomma,di gomma,5
llama3.2-iter1,body parts,parti del corpo,collo,collo di cuoio,di cuoio,6
llama3.2-iter1,housing buildings,edifici residenziali,colonna,sostegno,sostegno,1
llama3.2-iter1,housing buildings,edifici residenziali,colonna,pilastro,pilastro,2
llama3.2-iter1,housing buildings,edifici residenziali,colonna,muro,muro,3
llama3.2-iter1,housing buildings,edifici residenziali,colonna,palo,palo,4
llama3.2-iter1,housing buildings,edifici residenziali,colonna,traliccio,traliccio,5
llama3.2-iter1,housing buildings,edifici residenziali,colonna,pilastro di legno,pilastro di legno,6
llama3.2-iter1,housing buildings,edifici residenziali,colonna,pilastro di metallo,pilastro di metallo,7
llama3.2-iter1,housing buildings,edifici residenziali,colonna,pilastro di vetro,pilastro di vetro,8
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da cucina,da cucina,1
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da pesca,da pesca,2
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da caccia,da caccia,3
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da lavoro,da lavoro,4
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da cucina da cucina,da cucina da cucina,5
llama3.2-iter1,kitchenware,utensili da cucina,coltello,coltello da cucina da forno,da cucina da forno,6
llama3.2-iter1,furniture,mobili,comodino,cuscino,cuscino,1
llama3.2-iter1,furniture,mobili,comodino,cuscino a piuma,cuscino a piuma,2
llama3.2-iter1,furniture,mobili,comodino,cuscino a schiuma,cuscino a schiuma,3
llama3.2-iter1,furniture,mobili,comodino,cuscino a forma di animale,cuscino a forma di animale,4
llama3.2-iter1,furniture,mobili,comodino,cuscino da letto,cuscino da letto,5
llama3.2-iter1,hobbies,passatempi,computer,desktop,desktop,1
llama3.2-iter1,hobbies,passatempi,computer,laptop,laptop,2
llama3.2-iter1,hobbies,passatempi,computer,tablet,tablet,3
llama3.2-iter1,hobbies,passatempi,computer,smartphone,smartphone,4
llama3.2-iter1,hobbies,passatempi,computer,server,server,5
llama3.2-iter1,hobbies,passatempi,computer,mainframe,mainframe,6
llama3.2-iter1,furniture,mobili,comò,cassettone,cassettone,1
llama3.2-iter1,furniture,mobili,comò,comò a braccio,a braccio,2
llama3.2-iter1,furniture,mobili,comò,comò a muro,a muro,3
llama3.2-iter1,furniture,mobili,comò,comò a rotelle,a rotelle,4
llama3.2-iter1,furniture,mobili,comò,comò a ruota,a ruota,5
llama3.2-iter1,animals,animali,coniglio,coniglio comune,comune,1
llama3.2-iter1,animals,animali,coniglio,coniglio cinese,cinese,2
llama3.2-iter1,animals,animali,coniglio,coniglio di montagna,di montagna,3
llama3.2-iter1,animals,animali,coniglio,coniglio di sibillia,di sibillia,4
llama3.2-iter1,animals,animali,coniglio,coniglio di prussia,di prussia,5
llama3.2-iter1,animals,animali,coniglio,coniglio di siam,di siam,6
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per finestra,per finestra,1
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per porte,per porte,2
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per pavimento,per pavimento,3
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per soffitto,per soffitto,4
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per tavolo,per tavolo,5
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,cornice,cornice per parete,per parete,6
llama3.2-iter1,furniture,mobili,credenza,banca,banca,1
llama3.2-iter1,furniture,mobili,credenza,cassa di risparmio,cassa di risparmio,2
llama3.2-iter1,furniture,mobili,credenza,fondi comuni,fondi comuni,3
llama3.2-iter1,furniture,mobili,credenza,fondi di investimento,fondi di investimento,4
llama3.2-iter1,furniture,mobili,credenza,assicurazione,assicurazione,5
