participant,category,category_it,concept,exemplar,clean_exemplar,rank
mistral-iter5,plants,piante,abete,abete del brasile,del brasile,18
mistral-iter5,plants,piante,abete,abete delle alpi,delle alpi,19
mistral-iter5,plants,piante,abete,abete tedesco,tedesco,20
mistral-iter5,plants,piante,abete,abete del colorado,del colorado,21
mistral-iter1,vehicles,veicoli,aereo,aereo commerciale,commerciale,1
mistral-iter1,vehicles,veicoli,aereo,aereo militare,militare,2
mistral-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,3
mistral-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4
mistral-iter1,vehicles,veicoli,aereo,aereo da cargo,da cargo,5
mistral-iter1,vehicles,veicoli,aereo,elicottero,elicottero,6
mistral-iter1,vehicles,veicoli,aereo,aereo da turboplano,da turboplano,7
mistral-iter1,vehicles,veicoli,aereo,aereo da jet,da jet,8
mistral-iter1,vehicles,veicoli,aereo,aereo da transatlantico,da transatlantico,9
mistral-iter1,vehicles,veicoli,aereo,aereo da sorvolo,da sorvolo,10
mistral-iter1,vehicles,veicoli,aereo,aereo da collegamento,da collegamento,11
mistral-iter1,vehicles,veicoli,aereo,aereo da,da,12
mistral-iter2,vehicles,veicoli,aereo,aereo a reazione,a reazione,1
mistral-iter2,vehicles,veicoli,aereo,aereo di linea,di linea,2
mistral-iter2,vehicles,veicoli,aereo,aereo militare,militare,3
mistral-iter2,vehicles,veicoli,aereo,elicottero,elicottero,4
mistral-iter2,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5
mistral-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,6
mistral-iter2,vehicles,veicoli,aereo,aereo da crociera,da crociera,7
mistral-iter2,vehicles,veicoli,aereo,aereo da turbopropellere,da turbopropellere,8
mistral-iter2,vehicles,veicoli,aereo,dirigibile,dirigibile,9
mistral-iter2,vehicles,veicoli,aereo,aereo da turismo,da turismo,10
mistral-iter2,vehicles,veicoli,aereo,drone,drone,11
mistral-iter2,vehicles,veicoli,aereo,aereo da sorveglianza,da sorveglianza,12
mistral-iter2,vehicles,veicoli,aereo,aereo da soccorso,da soccorso,13
mistral-iter2,vehicles,veicoli,aereo,aereo da trasporto vip,da trasporto vip,14
mistral-iter2,vehicles,veicoli,aereo,aereo da alta quota,da alta quota,15
mistral-iter2,vehicles,veicoli,aereo,aereo da sonda,da sonda,16
mistral-iter2,vehicles,veicoli,aereo,aereo anfibio,anfibio,17
mistral-iter2,vehicles,veicoli,aereo,aereo sperimentale,sperimentale,18
mistral-iter2,vehicles,veicoli,aereo,aereo da cacc,da cacc,19
mistral-iter3,vehicles,veicoli,aereo,aereo commerciale,commerciale,1
mistral-iter3,vehicles,veicoli,aereo,aereo militare,militare,2
mistral-iter3,vehicles,veicoli,aereo,elicottero,elicottero,3
mistral-iter3,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4
mistral-iter3,vehicles,veicoli,aereo,aereo da corsa,da corsa,5
mistral-iter3,vehicles,veicoli,aereo,aereo da crociera,da crociera,6
mistral-iter3,vehicles,veicoli,aereo,aereo da traghetto,da traghetto,7
mistral-iter3,vehicles,veicoli,aereo,aereo da turismo,da turismo,8
mistral-iter3,vehicles,veicoli,aereo,aerostato,aerostato,9
mistral-iter3,vehicles,veicoli,aereo,aileroniano,aileroniano,10
mistral-iter3,vehicles,veicoli,aereo,drone,drone,11
mistral-iter3,vehicles,veicoli,aereo,aereo sperimentale,sperimentale,12
mistral-iter3,vehicles,veicoli,aereo,helicarrier,helicarrier,13
mistral-iter3,vehicles,veicoli,aereo,aereo spia,spia,14
mistral-iter3,vehicles,veicoli,aereo,aereo da alta quota,da alta quota,15
mistral-iter3,vehicles,veicoli,aereo,aereo da portaerei,da portaerei,16
mistral-iter4,vehicles,veicoli,aereo,аirliner,аirliner,1
mistral-iter4,vehicles,veicoli,aereo,jet,jet,2
mistral-iter4,vehicles,veicoli,aereo,elicottero,elicottero,3
mistral-iter4,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4
mistral-iter4,vehicles,veicoli,aereo,aereo militare,militare,5
mistral-iter4,vehicles,veicoli,aereo,aereo da corsa,da corsa,6
mistral-iter4,vehicles,veicoli,aereo,aereo da turismo,da turismo,7
mistral-iter4,vehicles,veicoli,aereo,elicottero da trasporto,elicottero da trasporto,8
mistral-iter4,vehicles,veicoli,aereo,aereo anfibio,anfibio,9
mistral-iter4,vehicles,veicoli,aereo,aereo sperimentale,sperimentale,10
mistral-iter4,vehicles,veicoli,aereo,aereo spiaziale,spiaziale,11
mistral-iter4,vehicles,veicoli,aereo,drone,drone,12
mistral-iter4,vehicles,veicoli,aereo,aerostato,aerostato,13
mistral-iter4,vehicles,veicoli,aereo,balloon,balloon,14
mistral-iter4,vehicles,veicoli,aereo,dirigible,dirigible,15
mistral-iter5,vehicles,veicoli,aereo,aereo a elica,a elica,1
mistral-iter5,vehicles,veicoli,aereo,aereo a reazione,a reazione,2
mistral-iter5,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,3
mistral-iter5,vehicles,veicoli,aereo,aereo militare,militare,4
mistral-iter5,vehicles,veicoli,aereo,aereo passeggeri,passeggeri,5
mistral-iter5,vehicles,veicoli,aereo,elicottero,elicottero,6
mistral-iter5,vehicles,veicoli,aereo,drone,drone,7
mistral-iter5,vehicles,veicoli,aereo,aereo sperimentale,sperimentale,8
mistral-iter5,vehicles,veicoli,aereo,aereo da turismo,da turismo,9
mistral-iter5,vehicles,veicoli,aereo,aereo da trasporto merci,da trasporto merci,10
mistral-iter5,vehicles,veicoli,aereo,aereo da crociera,da crociera,11
mistral-iter5,vehicles,veicoli,aereo,aereo da sorveglianza,da sorveglianza,12
mistral-iter5,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,13
mistral-iter5,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,14
mistral-iter5,vehicles,veicoli,aereo,aereo da alta quota,da alta quota,15
mistral-iter5,vehicles,veicoli,aereo,aereo da decollo corto,da decollo corto,16
mistral-iter5,vehicles,veicoli,aereo,aereo da velocità record,da velocità record,17
mistral-iter5,vehicles,veicoli,aereo,aereo da ala volante,da ala volante,18
mistral-iter1,stationery,cancelleria,agenda,calendar,calendar,1
mistral-iter1,stationery,cancelleria,agenda,personal digital assistant,personal digital assistant,2
mistral-iter1,stationery,cancelleria,agenda,planner,planner,3
mistral-iter1,stationery,cancelleria,agenda,diary,diary,4
mistral-iter1,stationery,cancelleria,agenda,appointment book,appointment book,5
mistral-iter1,stationery,cancelleria,agenda,organizer,organizer,6
mistral-iter1,stationery,cancelleria,agenda,day planner,day planner,7
mistral-iter1,stationery,cancelleria,agenda,weekly planner,weekly planner,8
mistral-iter1,stationery,cancelleria,agenda,monthly planner,monthly planner,9
mistral-iter1,stationery,cancelleria,agenda,to-do list,to-do list,10
mistral-iter1,stationery,cancelleria,agenda,schedule,schedule,11
mistral-iter1,stationery,cancelleria,agenda,diary software,diary software,12
mistral-iter1,stationery,cancelleria,agenda,personal information manager,personal information manager,13
mistral-iter2,stationery,cancelleria,agenda,calendario personale,calendario personale,1
mistral-iter2,stationery,cancelleria,agenda,calendario digitale,calendario digitale,2
mistral-iter2,stationery,cancelleria,agenda,calendario di lavoro,calendario di lavoro,3
mistral-iter2,stationery,cancelleria,agenda,calendario scolastico,calendario scolastico,4
mistral-iter2,stationery,cancelleria,agenda,calendario di appuntamenti,calendario di appuntamenti,5
mistral-iter2,stationery,cancelleria,agenda,calendario di eventi,calendario di eventi,6
mistral-iter2,stationery,cancelleria,agenda,calendario professionale,calendario professionale,7
mistral-iter2,stationery,cancelleria,agenda,calendario di appointment booking system,calendario di appointment booking system,8
mistral-iter2,stationery,cancelleria,agenda,calendario di calendario della post-it,calendario di calendario della post-it,9
mistral-iter2,stationery,cancelleria,agenda,agendino,agendino,10
mistral-iter2,stationery,cancelleria,agenda,calendario di calendario mobili,calendario di calendario mobili,11
mistral-iter2,stationery,cancelleria,agenda,calendario degli avvenimenti,calendario degli avvenimenti,12
mistral-iter2,stationery,cancelleria,agenda,calendario di calendario da tavolo,calendario di calendario da tavolo,13
mistral-iter2,stationery,cancelleria,agenda,calendario di google,calendario di google,14
mistral-iter2,stationery,cancelleria,agenda,calendario di calendario digitale della applicazione,calendario di calendario digitale della applicazione,15
mistral-iter3,stationery,cancelleria,agenda,calendario digitale,calendario digitale,1
mistral-iter3,stationery,cancelleria,agenda,calendario in carta,calendario in carta,2
mistral-iter3,stationery,cancelleria,agenda,calendario personale,calendario personale,3
mistral-iter3,stationery,cancelleria,agenda,calendario di lavoro,calendario di lavoro,4
mistral-iter3,stationery,cancelleria,agenda,agenda digitale,digitale,5
mistral-iter3,stationery,cancelleria,agenda,agenda per smartphone,per smartphone,6
mistral-iter3,stationery,cancelleria,agenda,agenda per computer,per computer,7
mistral-iter3,stationery,cancelleria,agenda,agenda synchronizzabile,synchronizzabile,8
mistral-iter3,stationery,cancelleria,agenda,agenda a calendaio bimestrale,a calendaio bimestrale,9
mistral-iter3,stationery,cancelleria,agenda,agenda a calendario annuale,a calendario annuale,10
mistral-iter3,stationery,cancelleria,agenda,agenda da taschino,da taschino,11
mistral-iter3,stationery,cancelleria,agenda,agenda a pagine rimozibili,a pagine rimozibili,12
mistral-iter3,stationery,cancelleria,agenda,agenda da tavolo,da tavolo,13
mistral-iter3,stationery,cancelleria,agenda,agenda con appunti,con appunti,14
mistral-iter3,stationery,cancelleria,agenda,agenda con memoria espansa,con memoria espansa,15
mistral-iter3,stationery,cancelleria,agenda,agenda con mese a vista,con mese a vista,16
mistral-iter3,stationery,cancelleria,agenda,agenda con settimana a vista,con settimana a vista,17
mistral-iter4,stationery,cancelleria,agenda,calendario digitale,calendario digitale,1
mistral-iter4,stationery,cancelleria,agenda,calendario elettrostatico,calendario elettrostatico,2
mistral-iter4,stationery,cancelleria,agenda,calendario da tasca,calendario da tasca,3
mistral-iter4,stationery,cancelleria,agenda,calendario da parete,calendario da parete,4
mistral-iter4,stationery,cancelleria,agenda,calendario da tavolo,calendario da tavolo,5
mistral-iter4,stationery,cancelleria,agenda,planner digitale,planner digitale,6
mistral-iter4,stationery,cancelleria,agenda,organizzatore digitale,organizzatore digitale,7
mistral-iter4,stationery,cancelleria,agenda,calendario interattivo,calendario interattivo,8
mistral-iter4,stationery,cancelleria,agenda,calendario di calendari,calendario di calendari,9
mistral-iter4,stationery,cancelleria,agenda,calendario di appuntamenti,calendario di appuntamenti,10
mistral-iter4,stationery,cancelleria,agenda,calendario da apposito dispositivo,calendario da apposito dispositivo,11
mistral-iter4,stationery,cancelleria,agenda,agenda di lavoro,di lavoro,12
mistral-iter4,stationery,cancelleria,agenda,agenda personnel,personnel,13
mistral-iter4,stationery,cancelleria,agenda,agenda di famiglia,di famiglia,14
mistral-iter4,stationery,cancelleria,agenda,agenda scolastica,scolastica,15
mistral-iter4,stationery,cancelleria,agenda,agenda medica,medica,16
mistral-iter4,stationery,cancelleria,agenda,agenda di viaggio,di viaggio,17
mistral-iter4,stationery,cancelleria,agenda,calendario da palinsesto,calendario da palinsesto,18
mistral-iter4,stationery,cancelleria,agenda,calendario da cal,calendario da cal,19
mistral-iter5,stationery,cancelleria,agenda,"calendario digitale: una agenda elettronica o digitale, come microsoft outlook o google calendar","calendario digitale: una  elettronica o digitale, come microsoft outlook o google calendar",1
mistral-iter5,stationery,cancelleria,agenda,"calendario paper: un agenda in carta, con date e spazi per ricordi e appunti","calendario paper: un  in carta, con date e spazi per ricordi e appunti",2
mistral-iter5,stationery,cancelleria,agenda,"agenda personalizzata: un tipo speciale di agenda, come una scatola di riassunti o un calendario tematico","personalizzata: un tipo speciale di agenda, come una scatola di riassunti o un calendario tematico",3
mistral-iter5,stationery,cancelleria,agenda,agenda comunitaria: una schedule di eventi per una comunità o organizzazione,comunitaria: una schedule di eventi per una comunità o organizzazione,4
mistral-iter5,stationery,cancelleria,agenda,agenda di lavoro: una schedule di incontri e attività per un ufficio o azienda,di lavoro: una schedule di incontri e attività per un ufficio o azienda,5
mistral-iter5,stationery,cancelleria,agenda,agenda di viaggio: una schedule di viaggi e appuntamenti per viaggiatori,di viaggio: una schedule di viaggi e appuntamenti per viaggiatori,6
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendelettro,appendelettro,1
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appesa a rotella,appesa a rotella,2
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appesa a tavolo,appesa a tavolo,3
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appesa ad angolo,appesa ad angolo,4
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appese mobili,appese mobili,5
mistral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appese per capi specifici,appese per capi specifici,6
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,vestiti,vestiti,1
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,gioielli,gioielli,2
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,pulsanti,pulsanti,3
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,fodera,fodera,4
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,tasche,tasche,5
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,spille,spille,6
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,bottoni,bottoni,7
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,fermaglio,fermaglio,8
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cintura,cintura,9
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,fascini,fascini,10
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,catene,catene,11
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,collane,collane,12
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,anelli,anelli,13
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,brooche,brooche,14
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,pin,pin,15
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,badge,badge,16
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,sigillo,sigillo,17
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,clips,clips,18
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cravatte,cravatte,19
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cuffie,cuffie,20
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cinturini,cinturini,21
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,ghirlanda,ghirlanda,22
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,fiori,fiori,23
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,accessori,accessori,24
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,giubbette,giubbette,25
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cravatte maschili,cravatte maschili,26
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,cinturini da fede,cinturini da fede,27
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,chaine d'annonci,chaine d'annonci,28
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,chaine de croisette,chaine de croisette,29
mistral-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,chaine de chevalet,chaine de chevalet,30
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appendice per vaso,appendice per vaso,1
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per fasce,appesi per fasce,2
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per gomiti,appesi per gomiti,3
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per manica,appesi per manica,4
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per pantaloni,appesi per pantaloni,5
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per scarpe,appesi per scarpe,6
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per cintura,appesi per cintura,7
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per cinghie,appesi per cinghie,8
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per borse,appesi per borse,9
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per maglioni,appesi per maglioni,10
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per giacche,appesi per giacche,11
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per capelli,appesi per capelli,12
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per orecchini,appesi per orecchini,13
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per collane,appesi per collane,14
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per anelli,appesi per anelli,15
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per griffe,appesi per griffe,16
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per guanti,appesi per guanti,17
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per cinturini,appesi per cinturini,18
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per sveme,appesi per sveme,19
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per calzini,appesi per calzini,20
mistral-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,appesi per,appesi per,21
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,cintura appendiabiti,cintura ,1
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,fusabile,fusabile,2
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,anelli per bottoni,anelli per bottoni,3
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,pinze per bottoni,pinze per bottoni,4
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,clips per pelouse,clips per pelouse,5
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,bottoniere,bottoniere,6
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,cinturini per cinture,cinturini per cinture,7
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,brocchi per fusare,brocchi per fusare,8
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,bottoni chiudibidisponibili,bottoni chiudibidisponibili,9
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,pennelli per calzature,pennelli per calzature,10
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,inserti per pini a falangia,inserti per pini a falangia,11
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,clip per pelletteria,clip per pelletteria,12
mistral-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,tappetini per calze,tappetini per calze,13
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,cintura appendiabiti,cintura ,1
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,pulsante appendiabiti,pulsante ,2
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,anello appendiabiti,anello ,3
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,clipeo appendiabiti,clipeo ,4
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,tasca appendiabiti,tasca ,5
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,guanciale appendiabiti,guanciale ,6
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,patch forati appendiabiti,patch forati ,7
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,chiodo appendiabiti,chiodo ,8
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,bottoni d'aspetto appendiabiti,bottoni d'aspetto ,9
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,tasca profonda appendiabiti,tasca profonda ,10
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,strassa appendiabiti,strassa ,11
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,clipeo raccordo appendiabiti,clipeo raccordo ,12
mistral-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,cinturino appendiabiti,cinturino ,13
mistral-iter1,furniture,mobili,armadio,armadio a porta unica,a porta unica,1
mistral-iter1,furniture,mobili,armadio,armadio a due porte,a due porte,2
mistral-iter1,furniture,mobili,armadio,armadio a quattro porte,a quattro porte,3
mistral-iter1,furniture,mobili,armadio,armario per vestiti,armario per vestiti,4
mistral-iter1,furniture,mobili,armadio,armario per doccia,armario per doccia,5
mistral-iter1,furniture,mobili,armadio,armario gommato,armario gommato,6
mistral-iter1,furniture,mobili,armadio,armario con rampino,armario con rampino,7
mistral-iter1,furniture,mobili,armadio,armario con porta rovescia,armario con porta rovescia,8
mistral-iter1,furniture,mobili,armadio,armario a scomparsa,armario a scomparsa,9
mistral-iter1,furniture,mobili,armadio,armario per scarpe,armario per scarpe,10
mistral-iter1,furniture,mobili,armadio,armario per libri,armario per libri,11
mistral-iter1,furniture,mobili,armadio,armario per vetro,armario per vetro,12
mistral-iter1,furniture,mobili,armadio,armario per discchi,armario per discchi,13
mistral-iter1,furniture,mobili,armadio,armario per cucina,armario per cucina,14
mistral-iter1,furniture,mobili,armadio,armario per bagno,armario per bagno,15
mistral-iter1,furniture,mobili,armadio,armario per bambini,armario per bambini,16
mistral-iter1,furniture,mobili,armadio,armario per birra,armario per birra,17
mistral-iter1,furniture,mobili,armadio,armario per segreti,armario per segreti,18
mistral-iter1,furniture,mobili,armadio,ar,ar,19
mistral-iter2,furniture,mobili,armadio,armadio a rotaia,a rotaia,1
mistral-iter2,furniture,mobili,armadio,armatiere,armatiere,2
mistral-iter2,furniture,mobili,armadio,armatura,armatura,3
mistral-iter2,furniture,mobili,armadio,armario a due piani,armario a due piani,4
mistral-iter2,furniture,mobili,armadio,armario per vestiti,armario per vestiti,5
mistral-iter2,furniture,mobili,armadio,armatio per biancheria da letto,armatio per biancheria da letto,6
mistral-iter2,furniture,mobili,armadio,armario frigorifero,armario frigorifero,7
mistral-iter2,furniture,mobili,armadio,armatio per dischi o cd,armatio per dischi o cd,8
mistral-iter2,furniture,mobili,armadio,armario per libri,armario per libri,9
